60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,38:17:c3:1f:14:01,b4:5d:50:e1:96:42,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:93,44:48:c1:91:d0:10,38:17:c3:24:47:51,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:80,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:d0:11,44:48:c1:91:95:b2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,44:48:c1:91:aa:20,a8:bd:27:4c:aa:90,44:48:c1:91:95:a1,44:48:c1:91:aa:21,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e0,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,ea:9e:b4:53:24:54,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,38:17:c3:1e:ff:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:de:e1:00,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,x,y,timestamp
-85,-73,-55,-55,-66,-66,-91,-100,-100,-76,-76,-100,-100,-100,-81,-82,-100,-74,-100,-75,-100,-84,-100,-100,-100,-85,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-55,-66,-90,-76,-81,-100,-75,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-100,-87,-87,-78,-78,-78,-88,-90,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,232,635,1236242610534
-83,-77,-54,-54,-61,-61,-90,-100,-100,-78,-79,-100,-100,-100,-86,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-54,-61,-89,-78,-87,-100,-77,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-84,-84,-81,-100,-100,-84,-85,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1276259905383
-83,-71,-54,-53,-61,-61,-89,-100,-100,-79,-79,-88,-100,-100,-86,-86,-100,-78,-100,-79,-89,-85,-100,-100,-80,-86,-100,-80,-80,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-54,-61,-89,-80,-86,-88,-77,-100,-100,-82,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-77,-100,-84,-84,-81,-100,-100,-84,-85,-79,-79,-79,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1279750529845
-83,-72,-54,-54,-61,-61,-89,-100,-100,-80,-79,-88,-100,-100,-86,-85,-100,-78,-100,-78,-100,-85,-100,-100,-80,-86,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-54,-61,-90,-80,-85,-88,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-85,-85,-100,-100,-100,-85,-85,-79,-79,-79,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1283295452537
-84,-72,-54,-54,-61,-61,-89,-100,-100,-79,-79,-88,-100,-100,-85,-84,-100,-78,-100,-78,-100,-85,-100,-100,-80,-86,-76,-80,-80,-100,-80,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-54,-61,-89,-79,-84,-88,-78,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-77,-77,-100,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-85,-86,-80,-80,-80,-85,-84,-79,-79,-79,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1286734056614
-84,-72,-53,-54,-61,-61,-89,-100,-100,-80,-79,-89,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-80,-100,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-54,-60,-89,-80,-84,-100,-100,-100,-100,-79,-87,-79,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-84,-85,-80,-80,-80,-84,-86,-78,-100,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1290364646153
-83,-71,-53,-53,-61,-61,-88,-88,-88,-79,-78,-89,-100,-100,-84,-84,-100,-77,-100,-77,-100,-100,-100,-100,-79,-100,-80,-100,-79,-100,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-54,-61,-88,-79,-84,-89,-78,-100,-100,-79,-87,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-84,-85,-80,-80,-80,-84,-84,-78,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,635,1293774450384
-83,-74,-53,-53,-60,-60,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-53,-60,-92,-82,-100,-100,-82,-100,-100,-100,-100,-81,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-78,-100,-84,-84,-77,-77,-78,-84,-87,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1338593418694
-83,-78,-54,-54,-60,-60,-100,-100,-100,-83,-83,-100,-100,-100,-81,-81,-100,-82,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-79,-100,-79,-100,-100,-92,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-54,-60,-92,-83,-81,-100,-82,-100,-100,-82,-88,-80,-100,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-81,-100,-100,-78,-100,-84,-84,-77,-77,-78,-84,-86,-100,-100,-100,-86,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1341933510848
-83,-72,-55,-54,-59,-60,-100,-100,-100,-83,-83,-100,-100,-100,-82,-82,-100,-82,-100,-100,-88,-84,-100,-100,-84,-100,-100,-100,-79,-100,-79,-100,-100,-92,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-55,-59,-92,-83,-82,-100,-82,-100,-100,-82,-86,-80,-100,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-78,-100,-84,-84,-77,-77,-78,-84,-86,-100,-100,-100,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1345361111079
-83,-70,-54,-54,-61,-61,-100,-100,-100,-83,-83,-100,-100,-100,-81,-81,-100,-81,-100,-80,-100,-84,-100,-100,-82,-100,-83,-82,-79,-100,-79,-100,-100,-92,-100,-100,-84,-100,-100,-100,-91,-100,-100,-100,-54,-61,-100,-83,-81,-100,-100,-100,-100,-82,-86,-80,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-84,-84,-100,-100,-100,-84,-88,-100,-100,-100,-88,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1348783945387
-84,-71,-58,-58,-62,-62,-100,-100,-100,-82,-82,-100,-100,-100,-81,-81,-100,-81,-100,-80,-100,-84,-100,-100,-82,-100,-83,-83,-79,-100,-80,-100,-100,-92,-100,-100,-82,-100,-100,-100,-91,-100,-100,-100,-58,-62,-100,-82,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-82,-83,-79,-78,-78,-82,-85,-100,-100,-100,-85,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1352253898772
-84,-71,-56,-56,-62,-62,-100,-100,-100,-83,-83,-100,-100,-100,-77,-77,-100,-81,-100,-80,-100,-85,-100,-100,-82,-100,-83,-83,-80,-100,-80,-100,-100,-89,-100,-100,-82,-100,-100,-100,-91,-89,-100,-100,-56,-62,-100,-83,-77,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-86,-86,-79,-78,-78,-82,-86,-100,-100,-100,-85,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,635,1355716222157
-83,-74,-49,-50,-56,-56,-89,-100,-100,-80,-77,-100,-100,-100,-78,-78,-100,-100,-100,-78,-100,-85,-100,-100,-82,-88,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-50,-55,-100,-78,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-83,-83,-78,-78,-78,-83,-86,-100,-100,-81,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1408200881852
-83,-75,-49,-49,-56,-56,-100,-100,-100,-80,-80,-100,-100,-100,-79,-79,-100,-100,-100,-78,-100,-85,-100,-100,-100,-100,-100,-84,-82,-100,-82,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-49,-56,-100,-80,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-82,-100,-100,-100,-100,-75,-100,-100,-81,-100,-85,-84,-79,-77,-79,-86,-86,-100,-100,-82,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1411541234622
-83,-76,-50,-50,-55,-55,-100,-100,-100,-80,-81,-100,-100,-100,-80,-80,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-84,-82,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-50,-55,-100,-81,-81,-100,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-80,-100,-85,-84,-78,-77,-78,-84,-87,-100,-100,-82,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1414895002699
-83,-77,-50,-50,-56,-56,-100,-100,-100,-81,-81,-100,-100,-100,-80,-80,-100,-100,-100,-82,-100,-100,-100,-100,-82,-86,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-50,-56,-100,-81,-80,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-80,-100,-85,-85,-79,-79,-78,-85,-86,-81,-81,-81,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1418331671007
-83,-82,-50,-50,-56,-56,-90,-100,-100,-78,-78,-100,-100,-100,-79,-79,-100,-100,-100,-82,-100,-100,-100,-100,-82,-85,-84,-82,-84,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-50,-56,-89,-78,-79,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-80,-100,-84,-84,-78,-77,-78,-84,-86,-82,-81,-81,-86,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1421838592238
-82,-80,-50,-50,-55,-55,-90,-100,-100,-79,-79,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-50,-55,-89,-80,-80,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-80,-100,-84,-85,-77,-78,-78,-84,-85,-82,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,284,635,1425339630546
-100,-77,-53,-53,-51,-51,-91,-100,-100,-82,-82,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-53,-51,-100,-82,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-76,-100,-85,-84,-75,-74,-75,-84,-100,-80,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,301,635,1481722487011
-86,-74,-53,-53,-51,-51,-90,-100,-100,-82,-82,-100,-100,-100,-79,-79,-100,-76,-100,-76,-100,-89,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-52,-51,-100,-85,-80,-100,-77,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-79,-100,-84,-84,-75,-74,-75,-84,-87,-78,-81,-78,-86,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,301,635,1485031305319
-85,-73,-52,-52,-51,-51,-90,-100,-100,-81,-80,-100,-100,-100,-79,-79,-100,-81,-100,-81,-100,-89,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-52,-51,-100,-81,-79,-100,-77,-100,-100,-82,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-74,-100,-100,-79,-100,-86,-86,-76,-75,-76,-86,-86,-78,-81,-78,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,301,635,1488453478165
