38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-84,-84,-77,-80,-83,-78,-78,-86,-100,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-100,-88,-100,-75,-75,-75,-70,-70,-100,-79,-79,-74,-74,-84,-66,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-79,-86,-100,-79,-72,-100,-71,-100,-75,-66,-79,-74,-67,-66,-100,-100,-100,-100,-89,-53,-72,-81,-81,-65,-64,-61,-60,-100,-81,-100,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-84,-79,-81,-81,-78,-81,-78,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-82,-100,-82,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,334,2578888654768
-83,-84,-76,-100,-83,-75,-75,-85,-85,-85,-80,-80,-79,-72,-100,-100,-100,-65,-100,-100,-100,-100,-73,-74,-73,-68,-68,-100,-77,-77,-73,-73,-84,-70,-70,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-75,-86,-100,-80,-72,-100,-68,-100,-73,-64,-79,-73,-68,-70,-100,-100,-100,-100,-85,-55,-72,-78,-78,-65,-64,-59,-59,-100,-78,-100,-59,-88,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-66,-65,-65,-100,-100,-100,-100,-100,-78,-82,-82,-77,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,334,2582702614845
-79,-79,-78,-100,-100,-75,-75,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-77,-76,-76,-74,-74,-100,-74,-75,-75,-75,-100,-61,-60,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-75,-86,-100,-100,-71,-100,-100,-100,-76,-66,-74,-75,-69,-61,-100,-100,-100,-100,-83,-51,-72,-78,-78,-66,-66,-63,-62,-100,-78,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-100,-100,-100,-81,-100,-83,-83,-75,-83,-74,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2626624394617
-82,-82,-71,-100,-100,-74,-74,-86,-86,-86,-100,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-76,-76,-76,-77,-77,-100,-74,-75,-77,-77,-100,-67,-67,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-86,-100,-100,-77,-100,-77,-100,-76,-69,-74,-77,-62,-67,-100,-100,-100,-100,-89,-51,-77,-81,-81,-69,-69,-57,-57,-100,-81,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-63,-100,-100,-100,-100,-81,-100,-82,-82,-72,-82,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2630143315309
-82,-82,-70,-100,-100,-76,-76,-85,-84,-84,-100,-100,-81,-77,-100,-100,-100,-76,-100,-100,-100,-100,-76,-82,-76,-75,-76,-100,-100,-76,-75,-75,-87,-62,-62,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-84,-100,-100,-76,-100,-77,-100,-82,-67,-100,-75,-64,-62,-100,-100,-100,-100,-88,-55,-77,-81,-81,-66,-67,-60,-60,-100,-82,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-62,-100,-100,-100,-100,-76,-100,-81,-82,-74,-82,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2633775604925
-100,-100,-70,-75,-75,-79,-78,-86,-86,-84,-81,-81,-79,-75,-100,-100,-100,-76,-100,-100,-100,-100,-77,-77,-77,-75,-76,-100,-100,-76,-77,-77,-81,-66,-66,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-86,-100,-81,-75,-100,-100,-100,-77,-64,-77,-77,-64,-66,-100,-100,-100,-100,-85,-50,-75,-78,-78,-64,-64,-62,-62,-100,-78,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-60,-100,-100,-100,-100,-79,-76,-82,-82,-74,-82,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2637367755925
-100,-100,-70,-74,-74,-81,-80,-86,-86,-100,-81,-80,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-79,-78,-77,-76,-81,-66,-66,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-81,-86,-100,-81,-77,-100,-100,-100,-77,-63,-78,-77,-64,-66,-100,-100,-100,-100,-85,-51,-75,-78,-78,-63,-63,-63,-63,-100,-78,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-58,-58,-100,-100,-100,-100,-78,-77,-83,-82,-78,-82,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2641143995310
-100,-100,-70,-74,-74,-75,-75,-100,-100,-100,-100,-80,-78,-75,-100,-100,-100,-78,-100,-100,-100,-100,-76,-76,-76,-77,-76,-100,-78,-79,-76,-76,-87,-69,-69,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-88,-100,-100,-75,-100,-76,-100,-76,-63,-78,-76,-68,-69,-100,-100,-100,-100,-85,-51,-75,-80,-80,-63,-63,-63,-63,-100,-80,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-100,-100,-100,-76,-76,-80,-80,-78,-80,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,319,2644774094233
-78,-77,-71,-79,-79,-79,-79,-86,-86,-86,-100,-84,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-85,-85,-72,-72,-100,-100,-100,-76,-76,-85,-58,-58,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-85,-100,-100,-100,-100,-72,-100,-85,-69,-100,-76,-64,-58,-100,-100,-100,-100,-87,-53,-100,-78,-78,-69,-69,-63,-63,-100,-78,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-60,-100,-100,-100,-100,-100,-73,-83,-83,-73,-82,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2683486310005
-78,-77,-70,-78,-78,-79,-79,-86,-88,-88,-100,-84,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-83,-83,-83,-71,-71,-100,-100,-100,-75,-75,-85,-58,-58,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-88,-100,-100,-75,-100,-71,-100,-83,-69,-100,-76,-62,-59,-100,-100,-100,-100,-89,-52,-76,-79,-79,-68,-68,-63,-64,-100,-79,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-61,-100,-100,-100,-100,-76,-73,-80,-80,-73,-80,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-79,-100,-100,-80,-80,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2687021064851
-77,-77,-71,-78,-78,-81,-81,-86,-86,-86,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-81,-71,-70,-100,-100,-83,-76,-76,-100,-57,-57,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-81,-85,-100,-100,-75,-100,-71,-100,-80,-69,-100,-76,-60,-57,-100,-100,-100,-100,-87,-50,-75,-80,-80,-70,-70,-63,-63,-100,-80,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-60,-61,-100,-100,-100,-100,-77,-73,-76,-76,-72,-76,-72,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-81,-100,-83,-81,-80,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2690768283467
-78,-79,-71,-100,-100,-79,-79,-86,-86,-86,-100,-100,-82,-77,-100,-100,-100,-70,-100,-100,-100,-100,-81,-80,-80,-100,-70,-100,-100,-79,-76,-76,-100,-66,-66,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-85,-100,-100,-77,-100,-72,-100,-81,-70,-100,-76,-61,-66,-100,-100,-100,-100,-87,-47,-78,-79,-79,-70,-70,-62,-63,-100,-79,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-77,-73,-77,-77,-73,-77,-73,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-89,-81,-100,-83,-81,-100,-88,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2694575954929
-79,-78,-72,-100,-100,-79,-79,-85,-86,-86,-100,-100,-82,-77,-100,-100,-100,-73,-100,-100,-100,-100,-80,-81,-80,-72,-72,-100,-100,-79,-76,-77,-100,-65,-65,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-86,-100,-100,-77,-100,-72,-100,-81,-70,-100,-77,-62,-65,-100,-100,-100,-100,-88,-45,-78,-79,-79,-70,-70,-62,-62,-100,-79,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-76,-73,-77,-77,-74,-77,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-76,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-89,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2698276239313
-78,-78,-72,-100,-100,-79,-79,-85,-85,-85,-100,-100,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-81,-80,-72,-72,-100,-100,-81,-76,-76,-100,-67,-67,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-86,-100,-100,-100,-100,-72,-100,-81,-70,-100,-75,-64,-67,-100,-100,-100,-100,-88,-48,-100,-79,-79,-70,-70,-62,-62,-100,-79,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-60,-100,-100,-100,-100,-76,-73,-77,-77,-73,-77,-73,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,304,2701821109237
-82,-82,-76,-78,-78,-81,-81,-87,-100,-100,-81,-81,-81,-76,-100,-100,-100,-73,-100,-100,-100,-100,-82,-82,-82,-78,-77,-100,-100,-81,-76,-76,-100,-59,-59,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-78,-81,-87,-100,-81,-100,-100,-78,-91,-82,-71,-100,-76,-61,-59,-100,-100,-100,-100,-88,-49,-76,-83,-84,-71,-70,-61,-61,-100,-83,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-74,-74,-76,-76,-73,-76,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2740822780085
-82,-85,-79,-78,-78,-79,-79,-87,-100,-100,-81,-81,-100,-77,-100,-100,-100,-73,-100,-100,-100,-100,-80,-80,-80,-78,-77,-100,-100,-84,-77,-77,-100,-60,-60,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-78,-80,-88,-100,-81,-77,-100,-78,-100,-80,-68,-84,-78,-63,-60,-100,-100,-100,-100,-88,-50,-77,-83,-83,-68,-68,-61,-61,-100,-83,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-53,-100,-100,-100,-100,-74,-77,-76,-76,-77,-76,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2744465071778
-100,-85,-79,-100,-100,-81,-81,-89,-100,-100,-100,-100,-81,-78,-100,-100,-100,-74,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-84,-78,-78,-100,-59,-60,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-88,-100,-100,-77,-100,-100,-89,-80,-70,-84,-78,-60,-59,-100,-100,-100,-100,-89,-49,-77,-83,-83,-70,-69,-60,-60,-100,-85,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-75,-77,-75,-76,-78,-76,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2748175164932
-100,-86,-81,-100,-100,-82,-81,-88,-100,-100,-81,-100,-80,-78,-100,-100,-100,-74,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-79,-79,-100,-59,-59,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-89,-100,-81,-79,-100,-100,-89,-80,-70,-100,-79,-60,-59,-100,-100,-100,-100,-89,-48,-78,-100,-100,-69,-69,-58,-58,-100,-86,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-55,-55,-100,-100,-100,-100,-75,-77,-75,-75,-76,-75,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2751821242855
-100,-86,-78,-100,-100,-81,-82,-88,-100,-100,-81,-100,-80,-78,-100,-100,-100,-74,-100,-100,-100,-100,-81,-81,-82,-75,-75,-100,-100,-100,-80,-81,-100,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-89,-100,-81,-79,-100,-76,-100,-81,-69,-100,-81,-61,-60,-100,-100,-100,-100,-89,-50,-78,-100,-100,-69,-69,-58,-58,-100,-86,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-53,-54,-100,-100,-100,-100,-75,-77,-74,-75,-77,-75,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2755338652701
-100,-100,-80,-100,-100,-81,-82,-89,-100,-100,-81,-81,-80,-79,-100,-100,-100,-76,-100,-100,-100,-100,-81,-81,-82,-75,-75,-100,-100,-100,-79,-79,-100,-61,-61,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-89,-100,-82,-100,-100,-76,-100,-81,-70,-100,-79,-61,-61,-100,-100,-100,-100,-91,-50,-81,-85,-85,-69,-70,-59,-58,-100,-86,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-53,-100,-100,-100,-100,-76,-77,-75,-75,-77,-75,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,289,2758852369625
-100,-100,-81,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-77,-77,-100,-100,-100,-79,-79,-87,-62,-62,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-77,-100,-100,-100,-100,-80,-64,-61,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-52,-57,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-76,-73,-79,-79,-73,-79,-73,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,259,2810928504628
-100,-100,-83,-100,-100,-79,-80,-100,-100,-100,-100,-100,-88,-79,-100,-100,-100,-81,-100,-100,-100,-100,-84,-84,-84,-78,-79,-100,-100,-100,-77,-78,-87,-59,-59,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-77,-100,-84,-71,-100,-78,-63,-59,-100,-100,-100,-100,-100,-47,-79,-100,-100,-70,-71,-60,-60,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-100,-78,-75,-78,-78,-75,-78,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-78,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,259,2814395006243
-100,-100,-78,-100,-100,-81,-81,-100,-100,-100,-100,-100,-88,-79,-100,-100,-100,-77,-100,-100,-100,-100,-81,-82,-81,-80,-80,-100,-85,-85,-78,-78,-100,-62,-62,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-80,-100,-81,-72,-100,-78,-63,-62,-100,-100,-100,-100,-100,-50,-79,-100,-100,-72,-72,-59,-59,-100,-89,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-76,-75,-81,-81,-75,-81,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-75,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-89,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,259,2817990768705
-87,-87,-82,-100,-84,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-82,-82,-82,-80,-79,-100,-85,-85,-79,-79,-100,-62,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-100,-81,-100,-80,-100,-82,-72,-100,-79,-62,-62,-100,-100,-100,-100,-89,-48,-100,-100,-100,-73,-72,-60,-60,-100,-89,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-100,-100,-100,-100,-78,-77,-79,-79,-77,-79,-77,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,259,2821545705167
