_id,x,y,bssid,ssid,capabilities,frequency,level,atTimestamp
1,259.0,686.0,ea:9e:b4:53:24:54,DIRECT-54-HP M227f LaserJet,[WPA2-PSK-CCMP][ESS][WPS],2437.0,-43.0,1877436015637.0
2,259.0,686.0,b8:27:eb:9f:6b:77,raspi-webgui,[WPA2-PSK-CCMP][ESS],2412.0,-48.0,1877436015637.0
3,259.0,686.0,38:17:c3:1f:0e:12,eduroam,[WPA2-EAP-CCMP][ESS],5180.0,-56.0,1877436015637.0
4,259.0,686.0,38:17:c3:1f:0e:11,csu-eid,[WPA2-EAP-CCMP][ESS],5180.0,-57.0,1877436015637.0
5,259.0,686.0,38:17:c3:1f:0e:10,csu-guest,[ESS],5180.0,-57.0,1877436015637.0
6,259.0,686.0,80:8d:b7:55:35:12,eduroam,[WPA2-EAP-CCMP][ESS],5765.0,-70.0,1877436015637.0
7,259.0,686.0,80:8d:b7:55:35:03,engr_labs,[WPA2-PSK-CCMP][ESS],2462.0,-70.0,1877436015637.0
8,259.0,686.0,80:8d:b7:55:35:11,csu-eid,[WPA2-EAP-CCMP][ESS],5765.0,-71.0,1877436015637.0
9,259.0,686.0,80:8d:b7:55:35:13,engr_labs,[WPA2-PSK-CCMP][ESS],5765.0,-71.0,1877436015637.0
10,259.0,686.0,80:8d:b7:55:35:10,csu-guest,[ESS],5765.0,-71.0,1877436015637.0
11,259.0,686.0,80:8d:b7:55:35:00,csu-guest,[ESS],2462.0,-73.0,1877436015637.0
12,259.0,686.0,38:17:c3:1f:01:82,eduroam,[WPA2-EAP-CCMP][ESS],2437.0,-73.0,1877436015637.0
13,259.0,686.0,b0:be:76:f8:30:5e,TP-Link_305E,[WPA2-PSK-CCMP][ESS][WPS],2417.0,-74.0,1877436015637.0
14,259.0,686.0,80:8d:b7:55:35:02,eduroam,[WPA2-EAP-CCMP][ESS],2462.0,-74.0,1877436015637.0
15,259.0,686.0,80:8d:b7:55:35:01,csu-eid,[WPA2-EAP-CCMP][ESS],2462.0,-74.0,1877436015637.0
16,259.0,686.0,80:8d:b7:55:39:d1,csu-eid,[WPA2-EAP-CCMP][ESS],5240.0,-77.0,1877436015637.0
17,259.0,686.0,80:8d:b7:55:39:c0,csu-guest,[ESS],2412.0,-78.0,1877436015637.0
18,259.0,686.0,80:8d:b7:55:39:d0,csu-guest,[ESS],5240.0,-78.0,1877436015637.0
19,259.0,686.0,80:8d:b7:55:25:e1,csu-eid,[WPA2-EAP-CCMP][ESS],2437.0,-78.0,1877436015637.0
20,259.0,686.0,80:8d:b7:55:39:c2,eduroam,[WPA2-EAP-CCMP][ESS],2412.0,-79.0,1877436015637.0
21,259.0,686.0,80:8d:b7:55:39:c1,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-79.0,1877436015637.0
22,259.0,686.0,80:8d:b7:55:39:d2,eduroam,[WPA2-EAP-CCMP][ESS],5240.0,-79.0,1877436015637.0
23,259.0,686.0,38:17:c3:19:d7:62,eduroam,[WPA2-EAP-CCMP][ESS],2462.0,-79.0,1877436015637.0
24,259.0,686.0,ac:e2:d3:c4:08:e6,DIRECT-DF-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS][WPS],2437.0,-80.0,1877436015637.0
25,259.0,686.0,38:17:c3:19:d7:61,csu-eid,[WPA2-EAP-CCMP][ESS],2462.0,-81.0,1877436015637.0
26,259.0,686.0,38:17:c3:19:d7:71,csu-eid,[WPA2-EAP-CCMP][ESS],5785.0,-82.0,1877436015637.0
27,259.0,686.0,38:17:c3:19:d7:70,csu-guest,[ESS],5785.0,-82.0,1877436015637.0
28,259.0,686.0,80:8d:b7:55:25:f3,engr_labs,[WPA2-PSK-CCMP][ESS],5805.0,-83.0,1877436015637.0
29,259.0,686.0,38:17:c3:19:d7:72,eduroam,[WPA2-EAP-CCMP][ESS],5785.0,-83.0,1877436015637.0
30,259.0,686.0,80:8d:b7:55:25:f1,csu-eid,[WPA2-EAP-CCMP][ESS],5805.0,-83.0,1877436015637.0
31,259.0,686.0,00:4e:35:df:06:40,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-83.0,1877436015637.0
32,259.0,686.0,38:17:c3:1e:ff:01,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-83.0,1877436015637.0
33,259.0,686.0,80:8d:b7:55:3a:52,eduroam,[WPA2-EAP-CCMP][ESS],5785.0,-84.0,1877436015637.0
34,259.0,686.0,80:8d:b7:55:3a:51,csu-eid,[WPA2-EAP-CCMP][ESS],5785.0,-84.0,1877436015637.0
35,259.0,686.0,80:8d:b7:55:25:f2,eduroam,[WPA2-EAP-CCMP][ESS],5805.0,-84.0,1877436015637.0
36,259.0,686.0,80:8d:b7:55:25:f0,csu-guest,[ESS],5805.0,-84.0,1877436015637.0
37,259.0,686.0,38:17:c3:1e:ff:02,eduroam,[WPA2-EAP-CCMP][ESS],2412.0,-84.0,1877436015637.0
38,259.0,686.0,44:48:c1:a5:82:30,csu-guest,[ESS],5200.0,-85.0,1877436015637.0
39,259.0,686.0,38:17:c3:1e:ff:00,csu-guest,[ESS],2412.0,-85.0,1877436015637.0
40,259.0,686.0,44:48:c1:a5:82:22,eduroam,[WPA2-EAP-CCMP][ESS],2462.0,-86.0,1877436015637.0
41,259.0,686.0,44:48:c1:a5:82:32,eduroam,[WPA2-EAP-CCMP][ESS],5200.0,-86.0,1877436015637.0
42,259.0,686.0,44:48:c1:a5:82:31,csu-eid,[WPA2-EAP-CCMP][ESS],5200.0,-86.0,1877436015637.0
43,259.0,686.0,38:17:c3:1e:ff:12,eduroam,[WPA2-EAP-CCMP][ESS],5825.0,-86.0,1877436015637.0
44,259.0,686.0,00:4e:35:df:06:52,csu-guest,[ESS],5765.0,-87.0,1877436015637.0
45,259.0,686.0,00:4e:35:df:06:51,eduroam,[WPA2-EAP-CCMP][ESS],5765.0,-87.0,1877436015637.0
46,259.0,686.0,00:4e:35:df:06:50,csu-eid,[WPA2-EAP-CCMP][ESS],5765.0,-87.0,1877436015637.0
47,259.0,686.0,38:17:c3:1e:ff:11,csu-eid,[WPA2-EAP-CCMP][ESS],5825.0,-87.0,1877436015637.0
48,259.0,686.0,20:a6:cd:50:24:a0,csu-guest,[ESS],2437.0,-87.0,1877436015637.0
49,259.0,686.0,00:4e:35:df:06:42,csu-guest,[ESS],2412.0,-88.0,1877436015637.0
50,259.0,686.0,38:17:c3:1e:ff:10,csu-guest,[ESS],5825.0,-88.0,1877436015637.0
51,259.0,686.0,b8:27:eb:9f:6b:77,raspi-webgui,[WPA2-PSK-CCMP][ESS],2412.0,-39.0,1880701682042.0
52,259.0,686.0,ea:9e:b4:53:24:54,DIRECT-54-HP M227f LaserJet,[WPA2-PSK-CCMP][ESS][WPS],2437.0,-41.0,1880701682042.0
53,259.0,686.0,38:17:c3:1f:0e:00,csu-guest,[ESS],2412.0,-51.0,1880701682042.0
54,259.0,686.0,38:17:c3:1f:0e:02,eduroam,[WPA2-EAP-CCMP][ESS],2412.0,-52.0,1880701682042.0
55,259.0,686.0,38:17:c3:1f:0e:01,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-52.0,1880701682042.0
56,259.0,686.0,38:17:c3:1f:0e:11,csu-eid,[WPA2-EAP-CCMP][ESS],5180.0,-57.0,1880701682042.0
57,259.0,686.0,38:17:c3:1f:0e:10,csu-guest,[ESS],5180.0,-57.0,1880701682042.0
58,259.0,686.0,38:17:c3:1f:0e:12,eduroam,[WPA2-EAP-CCMP][ESS],5180.0,-58.0,1880701682042.0
59,259.0,686.0,80:8d:b7:55:35:03,engr_labs,[WPA2-PSK-CCMP][ESS],2462.0,-71.0,1880701682042.0
60,259.0,686.0,80:8d:b7:55:35:11,csu-eid,[WPA2-EAP-CCMP][ESS],5765.0,-72.0,1880701682042.0
61,259.0,686.0,80:8d:b7:55:35:13,engr_labs,[WPA2-PSK-CCMP][ESS],5765.0,-72.0,1880701682042.0
62,259.0,686.0,80:8d:b7:55:35:12,eduroam,[WPA2-EAP-CCMP][ESS],5765.0,-72.0,1880701682042.0
63,259.0,686.0,80:8d:b7:55:35:10,csu-guest,[ESS],5765.0,-72.0,1880701682042.0
64,259.0,686.0,b0:be:76:f8:30:5e,TP-Link_305E,[WPA2-PSK-CCMP][ESS][WPS],2417.0,-73.0,1880701682042.0
65,259.0,686.0,80:8d:b7:55:35:00,csu-guest,[ESS],2462.0,-73.0,1880701682042.0
66,259.0,686.0,38:17:c3:1f:01:82,eduroam,[WPA2-EAP-CCMP][ESS],2437.0,-73.0,1880701682042.0
67,259.0,686.0,38:17:c3:1f:01:80,csu-guest,[ESS],2437.0,-73.0,1880701682042.0
68,259.0,686.0,80:8d:b7:55:35:02,eduroam,[WPA2-EAP-CCMP][ESS],2462.0,-74.0,1880701682042.0
69,259.0,686.0,80:8d:b7:55:35:01,csu-eid,[WPA2-EAP-CCMP][ESS],2462.0,-74.0,1880701682042.0
70,259.0,686.0,80:8d:b7:55:39:c2,eduroam,[WPA2-EAP-CCMP][ESS],2412.0,-75.0,1880701682042.0
71,259.0,686.0,80:8d:b7:55:39:c0,csu-guest,[ESS],2412.0,-75.0,1880701682042.0
72,259.0,686.0,80:8d:b7:55:39:c1,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-76.0,1880701682042.0
73,259.0,686.0,80:8d:b7:55:25:e1,csu-eid,[WPA2-EAP-CCMP][ESS],2437.0,-78.0,1880701682042.0
74,259.0,686.0,80:8d:b7:55:39:d0,csu-guest,[ESS],5240.0,-79.0,1880701682042.0
75,259.0,686.0,80:8d:b7:55:25:f3,engr_labs,[WPA2-PSK-CCMP][ESS],5805.0,-79.0,1880701682042.0
76,259.0,686.0,38:17:c3:19:d7:62,eduroam,[WPA2-EAP-CCMP][ESS],2462.0,-79.0,1880701682042.0
77,259.0,686.0,38:17:c3:1f:01:92,eduroam,[WPA2-EAP-CCMP][ESS],5220.0,-79.0,1880701682042.0
78,259.0,686.0,38:17:c3:1f:01:91,csu-eid,[WPA2-EAP-CCMP][ESS],5220.0,-79.0,1880701682042.0
