38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:1f:01:82,80:8d:b7:55:25:f0,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,20:a6:cd:50:24:a1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:df:06:50,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:01:80,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:25:e0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b7,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,b4:5d:50:e1:92:33,38:17:c3:19:45:a2,38:17:c3:1f:09:90,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:de:e1:11,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,68:ff:7b:e4:af:38,38:17:c3:19:71:90,00:4e:35:de:e1:00,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:83,00:4e:35:de:e1:10,b4:5d:50:e1:96:52,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:22,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:31,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:1f:08:52,00:4e:35:de:e1:01,38:17:c3:19:55:40,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:19:71:91,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:32,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-56,-56,-52,-54,-54,-54,-64,-68,-67,-67,-68,-67,-68,-75,-75,-75,-77,-79,-100,-78,-77,-77,-74,-84,-83,-84,-74,-74,-74,-100,-100,-88,-88,-74,-100,-100,-87,-74,-100,-74,-100,-100,-86,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-77,-78,-100,-100,-100,-81,-100,-100,-85,-100,-86,-86,-86,-100,-100,-86,-100,-100,-89,-100,-100,-91,-100,-100,-85,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,703,845715711382
-55,-56,-52,-54,-54,-54,-64,-67,-68,-68,-68,-67,-67,-75,-74,-75,-77,-81,-100,-78,-78,-77,-74,-84,-84,-84,-75,-74,-74,-100,-81,-87,-87,-100,-81,-81,-88,-74,-74,-74,-81,-81,-88,-88,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-78,-78,-78,-100,-79,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-90,-85,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,703,848281752159
-57,-55,-61,-59,-60,-59,-64,-65,-73,-72,-72,-65,-66,-72,-72,-74,-69,-100,-69,-69,-69,-81,-75,-76,-76,-76,-75,-75,-75,-100,-80,-81,-82,-85,-80,-78,-81,-80,-80,-80,-79,-80,-87,-100,-84,-85,-85,-100,-80,-79,-80,-79,-79,-80,-100,-100,-91,-56,-100,-81,-76,-76,-76,-76,-80,-100,-100,-81,-100,-100,-100,-100,-91,-91,-100,-100,-100,-89,-86,-86,-86,-100,-100,-100,-86,-100,-100,-88,-88,-100,-100,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,901540198402
-55,-55,-60,-60,-61,-60,-65,-67,-74,-73,-73,-67,-68,-71,-71,-72,-69,-100,-70,-69,-69,-80,-75,-76,-76,-76,-76,-76,-75,-100,-100,-81,-81,-78,-100,-80,-81,-81,-80,-80,-78,-79,-84,-86,-84,-84,-84,-100,-79,-79,-79,-79,-79,-78,-100,-100,-91,-56,-80,-79,-75,-100,-100,-100,-100,-86,-85,-77,-86,-84,-100,-83,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-88,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,904294155082
-56,-56,-61,-61,-61,-61,-65,-68,-74,-74,-74,-68,-67,-71,-71,-71,-69,-100,-69,-69,-68,-100,-75,-77,-76,-76,-75,-75,-76,-100,-100,-81,-82,-100,-100,-78,-100,-80,-81,-81,-79,-79,-88,-88,-85,-84,-84,-100,-80,-79,-80,-79,-79,-100,-90,-100,-90,-56,-100,-100,-74,-76,-75,-76,-80,-85,-83,-100,-84,-83,-83,-83,-90,-91,-87,-88,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-90,-88,-100,-100,-88,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,907072994109
-57,-56,-61,-61,-61,-61,-65,-67,-73,-74,-74,-67,-67,-70,-72,-72,-68,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-79,-78,-100,-81,-80,-80,-79,-79,-87,-86,-84,-83,-84,-100,-79,-79,-100,-100,-79,-100,-100,-100,-93,-56,-81,-82,-76,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-90,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,909621466342
-56,-56,-62,-61,-63,-61,-63,-66,-73,-73,-73,-67,-67,-71,-71,-71,-69,-78,-69,-69,-69,-81,-75,-76,-77,-76,-75,-75,-75,-100,-100,-81,-81,-100,-100,-79,-81,-100,-100,-100,-79,-79,-84,-83,-83,-83,-83,-100,-79,-79,-80,-80,-79,-80,-100,-100,-90,-55,-80,-80,-75,-76,-76,-76,-100,-86,-86,-83,-100,-100,-83,-100,-91,-100,-100,-100,-100,-91,-86,-87,-88,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,912275365200
-55,-57,-59,-61,-61,-61,-64,-66,-73,-73,-73,-67,-66,-71,-72,-71,-69,-79,-67,-69,-69,-100,-78,-77,-76,-76,-75,-75,-75,-90,-100,-100,-100,-100,-100,-79,-81,-81,-80,-80,-79,-79,-87,-100,-83,-83,-83,-100,-79,-79,-100,-100,-78,-79,-100,-100,-91,-56,-100,-100,-76,-100,-100,-100,-100,-86,-85,-84,-85,-83,-83,-83,-100,-100,-88,-100,-87,-89,-100,-100,-100,-100,-100,-86,-87,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,678,915044474851
-54,-54,-54,-65,-64,-64,-62,-65,-74,-74,-74,-65,-64,-70,-70,-71,-73,-74,-71,-74,-74,-78,-77,-78,-77,-78,-76,-76,-76,-87,-73,-100,-100,-81,-100,-77,-100,-70,-70,-70,-78,-77,-79,-79,-84,-83,-84,-74,-83,-83,-80,-80,-82,-79,-100,-100,-100,-54,-78,-100,-76,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,954878064757
-55,-56,-51,-66,-65,-65,-62,-64,-69,-70,-71,-65,-65,-72,-72,-72,-76,-71,-71,-76,-76,-76,-75,-76,-75,-76,-75,-74,-74,-87,-74,-80,-80,-82,-74,-100,-100,-70,-70,-69,-100,-100,-86,-87,-84,-84,-84,-81,-82,-83,-79,-79,-82,-79,-100,-100,-100,-56,-77,-77,-71,-77,-77,-77,-74,-79,-100,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-100,-93,-86,-85,-87,-100,-100,-100,-89,-88,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,957560940961
-56,-56,-51,-64,-65,-65,-63,-64,-70,-71,-70,-64,-65,-72,-72,-72,-75,-75,-71,-76,-75,-77,-76,-74,-74,-74,-75,-76,-76,-100,-74,-100,-100,-76,-73,-77,-100,-70,-70,-70,-77,-77,-84,-83,-84,-84,-85,-83,-82,-84,-80,-79,-81,-79,-100,-94,-100,-56,-77,-77,-73,-77,-77,-77,-100,-80,-81,-100,-80,-84,-84,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-89,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,960327595925
-55,-55,-53,-65,-64,-65,-62,-62,-72,-71,-72,-64,-64,-72,-71,-72,-75,-70,-69,-75,-75,-100,-100,-74,-74,-74,-100,-100,-100,-100,-73,-80,-80,-81,-73,-76,-81,-69,-68,-69,-76,-76,-83,-84,-83,-83,-83,-84,-83,-82,-79,-79,-84,-79,-100,-100,-100,-49,-100,-75,-74,-77,-76,-77,-74,-81,-100,-100,-100,-84,-83,-100,-85,-86,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-86,-100,-100,-89,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,963094180106
-55,-55,-53,-65,-64,-65,-61,-65,-70,-71,-70,-64,-65,-72,-72,-70,-75,-70,-69,-76,-75,-78,-76,-75,-74,-74,-76,-76,-76,-87,-74,-80,-80,-81,-74,-76,-80,-100,-100,-100,-77,-77,-85,-85,-84,-84,-84,-86,-82,-81,-79,-79,-83,-79,-100,-100,-100,-55,-100,-77,-74,-100,-100,-77,-74,-79,-100,-100,-100,-100,-100,-84,-86,-85,-100,-90,-100,-100,-100,-100,-93,-87,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,965741779329
-54,-54,-51,-65,-100,-66,-61,-65,-70,-70,-70,-66,-66,-71,-71,-72,-75,-74,-100,-75,-76,-76,-75,-75,-75,-76,-74,-74,-75,-86,-74,-100,-100,-82,-74,-77,-100,-69,-70,-71,-77,-77,-86,-100,-84,-84,-83,-86,-84,-83,-79,-79,-84,-79,-100,-94,-100,-54,-100,-100,-75,-77,-77,-77,-74,-100,-100,-100,-100,-100,-84,-100,-86,-85,-100,-100,-89,-100,-100,-100,-100,-86,-86,-100,-85,-100,-100,-91,-90,-100,-100,-100,-85,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,654,968424230169
-100,-63,-49,-64,-63,-63,-63,-67,-71,-71,-70,-67,-67,-73,-73,-73,-77,-76,-74,-77,-77,-100,-73,-74,-74,-74,-73,-74,-73,-86,-77,-80,-80,-80,-77,-100,-80,-75,-75,-75,-100,-100,-83,-83,-83,-83,-82,-81,-100,-100,-82,-83,-81,-82,-100,-100,-100,-100,-100,-100,-74,-73,-74,-73,-78,-85,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-91,-100,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1036410785379
-63,-63,-51,-64,-64,-64,-64,-65,-70,-70,-71,-65,-65,-73,-73,-73,-76,-100,-76,-76,-76,-100,-74,-74,-74,-74,-73,-73,-73,-100,-100,-80,-80,-80,-100,-78,-80,-75,-74,-75,-79,-80,-82,-83,-83,-83,-84,-83,-80,-80,-83,-83,-80,-83,-100,-100,-92,-63,-100,-100,-74,-73,-72,-73,-78,-88,-100,-82,-100,-84,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1039065851268
-63,-62,-100,-65,-65,-64,-62,-66,-70,-71,-70,-65,-65,-73,-73,-73,-77,-77,-77,-77,-77,-100,-74,-73,-73,-73,-73,-74,-74,-100,-100,-81,-80,-100,-100,-78,-81,-75,-75,-75,-100,-79,-85,-100,-83,-84,-84,-86,-81,-80,-83,-83,-80,-83,-100,-100,-100,-63,-79,-100,-73,-100,-100,-100,-100,-87,-88,-88,-88,-83,-83,-83,-90,-89,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-100,-100,-92,-90,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1041839018368
-63,-65,-52,-64,-65,-66,-63,-67,-69,-70,-69,-67,-66,-74,-74,-74,-76,-100,-75,-76,-76,-78,-73,-75,-74,-74,-74,-74,-74,-86,-100,-100,-100,-80,-100,-80,-100,-74,-75,-74,-79,-80,-84,-83,-83,-83,-83,-100,-82,-81,-83,-84,-81,-83,-100,-100,-100,-63,-100,-100,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1044472655974
-65,-64,-52,-65,-65,-65,-63,-65,-69,-69,-70,-66,-65,-74,-100,-74,-75,-75,-74,-76,-76,-77,-73,-73,-73,-73,-73,-74,-72,-100,-79,-100,-80,-79,-78,-77,-80,-74,-74,-74,-77,-77,-86,-85,-83,-83,-83,-84,-100,-100,-82,-83,-82,-83,-100,-100,-100,-64,-100,-78,-73,-73,-74,-73,-78,-88,-100,-81,-100,-100,-100,-83,-89,-88,-100,-100,-100,-90,-100,-100,-88,-100,-100,-86,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1047162568846
-63,-64,-100,-64,-64,-65,-63,-66,-69,-69,-70,-65,-66,-74,-74,-74,-75,-76,-73,-75,-75,-78,-74,-74,-74,-74,-74,-74,-74,-100,-77,-80,-80,-100,-78,-79,-80,-74,-75,-74,-79,-79,-82,-81,-82,-82,-82,-82,-100,-100,-84,-83,-100,-82,-100,-100,-100,-63,-100,-79,-73,-72,-73,-72,-79,-100,-100,-82,-100,-100,-100,-100,-89,-89,-100,-100,-100,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,629,1049821006871
-60,-59,-58,-69,-69,-71,-62,-67,-65,-65,-65,-66,-66,-100,-100,-100,-68,-76,-68,-68,-68,-100,-77,-71,-72,-71,-76,-77,-76,-100,-100,-77,-77,-100,-100,-72,-77,-100,-100,-100,-71,-71,-87,-88,-83,-83,-83,-87,-78,-79,-83,-82,-77,-82,-100,-92,-90,-59,-100,-100,-70,-70,-70,-70,-100,-88,-100,-100,-100,-100,-84,-100,-100,-88,-89,-100,-100,-90,-90,-90,-90,-100,-100,-100,-86,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,605,1105524668774
-58,-59,-56,-68,-68,-68,-62,-65,-64,-64,-64,-65,-66,-79,-78,-79,-68,-74,-68,-68,-68,-100,-76,-70,-71,-70,-76,-76,-76,-100,-78,-100,-100,-100,-78,-72,-100,-76,-76,-76,-72,-72,-87,-87,-82,-81,-81,-87,-78,-78,-100,-100,-78,-82,-90,-91,-90,-60,-100,-100,-100,-100,-70,-70,-78,-87,-87,-100,-86,-83,-83,-83,-100,-100,-100,-89,-100,-91,-100,-100,-100,-85,-100,-84,-85,-94,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,605,1108287782383
