60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,9c:d6:43:60:92:e0,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,44:48:c1:91:d0:11,44:48:c1:91:d0:14,44:48:c1:91:d0:00,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:09:83,b4:5d:50:e1:96:41,38:17:c3:1f:09:82,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,38:17:c3:1f:14:11,38:17:c3:1f:09:91,38:17:c3:1f:09:92,20:a6:cd:42:0a:c1,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b0,38:17:c3:1f:14:10,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:90,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:24:47:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,44:48:c1:91:d0:04,44:48:c1:91:d0:01,44:48:c1:91:d0:02,44:48:c1:91:d0:10,44:48:c1:91:d0:12,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:09:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,44:48:c1:91:aa:32,a8:bd:27:4c:aa:82,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:03,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1e:ff:10,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:71:81,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:19:71:91,80:8d:b7:55:3a:40,38:17:c3:19:71:92,68:ff:7b:e4:af:39,38:17:c3:19:71:80,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,80:8d:b7:55:35:01,38:17:c3:1e:ff:12,b0:be:76:f8:30:5e,80:8d:b7:55:35:00,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,38:17:c3:19:36:31,38:17:c3:1e:ff:01,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,00:4e:35:df:06:52,80:8d:b7:55:29:c2,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,00:4e:35:df:06:50,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,x,y,timestamp
-100,-77,-49,-50,-50,-100,-60,-60,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-87,-100,-100,-81,-100,-100,-100,-92,-92,-82,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-82,-82,-100,-88,-100,-88,-100,-60,-100,-100,-100,-100,-100,-100,-100,-85,-100,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-83,-85,-85,-100,-85,-85,-87,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1489938519726
-100,-78,-50,-51,-50,-89,-58,-58,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-87,-100,-100,-82,-100,-100,-100,-92,-92,-82,-100,-100,-82,-83,-100,-100,-100,-90,-100,-100,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-86,-89,-88,-84,-85,-84,-81,-82,-88,-88,-100,-88,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-100,-84,-88,-84,-84,-83,-88,-87,-100,-87,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1491399668257
-100,-78,-51,-51,-51,-100,-57,-57,-100,-100,-100,-92,-100,-91,-91,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-100,-100,-82,-81,-88,-100,-100,-100,-100,-57,-100,-100,-100,-90,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-84,-88,-84,-82,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1492795160271
-100,-77,-51,-51,-50,-100,-57,-57,-100,-100,-100,-93,-100,-90,-91,-100,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-85,-86,-82,-81,-88,-88,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-87,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1494222490517
-78,-78,-50,-50,-51,-88,-57,-57,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-93,-100,-82,-100,-100,-82,-84,-100,-100,-100,-92,-100,-100,-90,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-89,-88,-100,-100,-84,-81,-81,-88,-100,-100,-89,-77,-57,-100,-100,-100,-100,-100,-100,-100,-88,-100,-75,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1495576967006
-100,-78,-51,-51,-50,-100,-100,-100,-100,-100,-91,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-82,-81,-88,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-88,-84,-84,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,675,1496983437875
-100,-84,-43,-43,-44,-100,-61,-60,-100,-88,-100,-91,-100,-89,-89,-89,-100,-100,-100,-100,-100,-73,-89,-100,-100,-90,-90,-73,-100,-100,-82,-74,-100,-100,-100,-89,-100,-100,-87,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-60,-100,-100,-85,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-85,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1545432055254
-100,-83,-44,-44,-44,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-90,-100,-100,-90,-90,-75,-100,-100,-81,-75,-100,-100,-100,-91,-100,-100,-92,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-81,-81,-80,-80,-100,-79,-82,-60,-100,-100,-100,-88,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-90,-86,-100,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1546861238261
-85,-82,-44,-44,-43,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-80,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-81,-59,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-85,-87,-84,-84,-84,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1548313982156
-81,-85,-43,-43,-43,-100,-60,-60,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-100,-74,-100,-89,-100,-100,-89,-75,-100,-100,-80,-75,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-84,-83,-100,-80,-80,-100,-100,-100,-100,-100,-61,-100,-100,-100,-90,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-86,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1549682931615
-83,-84,-43,-43,-43,-100,-57,-57,-100,-100,-92,-90,-100,-88,-89,-88,-90,-100,-100,-100,-100,-76,-89,-90,-100,-89,-90,-76,-100,-100,-79,-76,-100,-100,-100,-90,-100,-100,-90,-100,-100,-92,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-81,-81,-81,-100,-100,-85,-84,-84,-78,-78,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1551080196546
-81,-85,-44,-43,-43,-100,-58,-58,-100,-89,-100,-90,-100,-88,-88,-100,-90,-100,-100,-100,-100,-75,-90,-89,-100,-89,-90,-77,-100,-100,-79,-75,-100,-100,-100,-91,-100,-100,-92,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-85,-100,-100,-79,-79,-100,-100,-100,-100,-100,-57,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-83,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,675,1552498212208
-80,-85,-45,-45,-45,-100,-100,-100,-100,-89,-89,-91,-100,-90,-89,-91,-90,-100,-100,-100,-100,-85,-89,-100,-100,-91,-89,-84,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1609627887378
-100,-84,-45,-45,-45,-100,-55,-55,-100,-100,-100,-100,-100,-92,-89,-100,-87,-100,-89,-100,-100,-84,-100,-90,-100,-90,-89,-83,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-89,-100,-85,-85,-85,-78,-78,-100,-100,-100,-100,-100,-56,-100,-100,-100,-89,-100,-100,-100,-86,-100,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-83,-83,-100,-100,-100,-81,-81,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1610961921678
-100,-84,-45,-45,-45,-100,-53,-53,-100,-100,-100,-92,-100,-91,-91,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-90,-89,-86,-100,-100,-78,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-84,-86,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1612328257647
-100,-84,-45,-45,-45,-100,-54,-54,-100,-89,-100,-89,-100,-90,-91,-100,-100,-100,-89,-100,-100,-100,-92,-89,-100,-91,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-78,-79,-79,-100,-78,-100,-54,-100,-100,-85,-100,-100,-100,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1613752040810
-100,-84,-45,-45,-45,-100,-54,-54,-100,-100,-100,-91,-100,-90,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-84,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1615111450216
-78,-85,-45,-45,-45,-100,-54,-54,-100,-100,-100,-91,-100,-89,-88,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-78,-82,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-85,-85,-100,-78,-78,-100,-100,-100,-100,-78,-54,-100,-100,-100,-90,-100,-100,-100,-87,-100,-88,-82,-100,-100,-100,-100,-100,-100,-84,-100,-83,-82,-83,-100,-100,-100,-82,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,311,675,1616474426289
-100,-85,-57,-57,-57,-100,-56,-56,-100,-100,-100,-94,-100,-92,-100,-100,-87,-100,-100,-100,-100,-77,-91,-90,-100,-91,-90,-77,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-89,-89,-88,-74,-76,-75,-75,-100,-75,-100,-56,-100,-100,-100,-88,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-78,-85,-79,-79,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,326,675,1666976358872
-83,-86,-53,-53,-52,-100,-56,-56,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-92,-94,-77,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-56,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-80,-84,-80,-79,-79,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,326,675,1668375714428
-100,-87,-53,-53,-53,-100,-56,-56,-100,-100,-100,-94,-100,-92,-90,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-92,-77,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-56,-100,-100,-86,-90,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-79,-79,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,326,675,1669717297114
-100,-100,-54,-54,-54,-100,-55,-55,-100,-100,-100,-93,-100,-91,-90,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-93,-78,-100,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-56,-100,-100,-100,-87,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-79,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,326,675,1671051760216
