b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:03,38:17:c3:1f:01:92,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,80:8d:b7:55:39:d1,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:1f:01:81,38:17:c3:1f:01:80,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:50,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:55:52,38:17:c3:1e:ff:11,38:17:c3:19:55:51,60:32:b1:3e:1a:b7,38:17:c3:19:d7:60,b4:5d:50:e1:92:33,00:4e:35:df:06:52,38:17:c3:1e:ff:12,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,66:2a:2f:53:7c:99,38:17:c3:19:71:90,38:17:c3:1f:01:82,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:42,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,00:4e:35:df:06:41,a8:bd:27:4c:bd:30,68:ff:7b:e4:af:39,00:4e:35:df:06:40,00:4e:35:de:e1:12,b4:5d:50:e1:92:23,b4:5d:50:e1:92:32,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1f:09:83,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:50,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:1f:09:90,00:4e:35:de:e1:11,38:17:c3:1e:ff:01,38:17:c3:19:45:a2,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,00:4e:35:de:e1:10,b4:5d:50:e1:96:51,38:17:c3:1e:ff:00,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,00:4e:35:de:e1:01,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:51,38:17:c3:1f:08:52,72:32:b1:3e:1a:b7,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:55:40,00:4e:35:de:d7:51,38:17:c3:19:71:92,00:4e:35:df:0e:12,38:17:c3:19:71:91,00:4e:35:de:d7:43,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,00:4e:35:df:0e:10,38:17:c3:19:36:30,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:11,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:df:0e:02,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-34,-80,-81,-100,-100,-100,-86,-86,-85,-87,-88,-100,-76,-100,-100,-74,-100,-74,-100,-91,-100,-53,-100,-91,-89,-89,-100,-79,-78,-78,-79,-78,-100,-100,-85,-85,-85,-73,-100,-100,-73,-73,-100,-100,-100,-80,-100,-100,-79,-78,-100,-100,-100,-100,-63,-62,-100,-63,-100,-100,-100,-58,-100,-66,-64,-100,-80,-81,-100,-100,-100,-87,-100,-100,-80,-79,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-78,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-86,-100,-100,-100,-100,-65,-100,-100,-100,-66,-100,-100,-87,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,183,15231709936371
-35,-86,-83,-100,-100,-100,-85,-86,-87,-87,-87,-100,-78,-100,-100,-78,-100,-79,-100,-100,-100,-53,-100,-100,-91,-100,-100,-74,-75,-77,-74,-74,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-100,-59,-100,-100,-100,-58,-100,-62,-62,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-66,-100,-100,-66,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-86,-100,-100,-100,-100,-65,-100,-100,-100,-65,-100,-100,-86,-100,-100,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,183,15234359186583
-32,-100,-77,-100,-100,-100,-90,-89,-100,-89,-100,-100,-79,-100,-100,-79,-100,-79,-100,-100,-100,-61,-100,-100,-85,-84,-85,-81,-100,-100,-81,-81,-100,-100,-84,-84,-83,-75,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-66,-100,-100,-100,-55,-100,-58,-58,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-75,-85,-66,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15270302649539
-33,-86,-74,-100,-84,-100,-87,-88,-87,-87,-100,-100,-77,-90,-100,-77,-100,-77,-100,-100,-100,-61,-100,-100,-100,-100,-100,-79,-78,-100,-79,-79,-100,-100,-84,-84,-84,-73,-100,-100,-71,-71,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-66,-100,-100,-100,-53,-100,-54,-54,-100,-87,-85,-89,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-75,-84,-68,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15272761462284
-34,-100,-78,-100,-100,-100,-89,-91,-100,-89,-87,-100,-80,-100,-100,-79,-100,-80,-100,-100,-100,-61,-100,-100,-100,-100,-100,-78,-77,-79,-79,-80,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-79,-100,-100,-100,-78,-64,-63,-100,-63,-100,-100,-100,-54,-100,-55,-56,-100,-100,-100,-100,-90,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-68,-77,-100,-70,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-75,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-73,-84,-100,-82,-100,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15275307614308
-33,-83,-78,-100,-100,-100,-86,-86,-100,-86,-100,-100,-81,-100,-100,-81,-100,-81,-100,-100,-100,-56,-100,-100,-100,-100,-100,-78,-76,-78,-77,-79,-100,-100,-87,-87,-87,-74,-100,-100,-77,-74,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-77,-71,-71,-100,-71,-100,-100,-100,-53,-100,-53,-54,-100,-82,-83,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-70,-100,-100,-100,-100,-69,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15277956731499
-33,-100,-77,-100,-100,-100,-88,-88,-100,-88,-86,-100,-77,-100,-100,-79,-100,-77,-100,-100,-100,-60,-100,-100,-100,-100,-100,-81,-100,-100,-80,-81,-100,-100,-85,-84,-85,-74,-100,-100,-75,-75,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-66,-68,-100,-67,-100,-100,-100,-55,-100,-56,-56,-100,-100,-100,-100,-88,-100,-88,-100,-100,-79,-79,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-75,-85,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15280632216818
-100,-100,-77,-100,-100,-100,-86,-87,-87,-87,-100,-100,-76,-100,-100,-76,-100,-76,-100,-100,-100,-61,-100,-100,-100,-100,-100,-80,-100,-100,-81,-81,-100,-100,-85,-84,-84,-73,-100,-100,-72,-72,-100,-100,-100,-100,-100,-88,-100,-79,-100,-100,-100,-79,-67,-100,-100,-65,-100,-100,-100,-57,-100,-57,-57,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,166,15283186405301
-32,-85,-100,-100,-100,-86,-87,-100,-87,-88,-100,-100,-77,-100,-100,-77,-100,-77,-100,-100,-100,-49,-100,-100,-100,-100,-100,-77,-100,-76,-76,-76,-100,-100,-87,-86,-86,-73,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-80,-71,-71,-100,-71,-100,-100,-100,-59,-100,-65,-66,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15320059212933
-32,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-77,-100,-100,-100,-49,-100,-100,-86,-87,-100,-76,-100,-100,-76,-76,-100,-100,-87,-86,-87,-74,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-72,-72,-100,-72,-100,-100,-100,-59,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-77,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15322723128667
-34,-100,-83,-86,-100,-86,-88,-87,-100,-88,-100,-100,-76,-100,-100,-77,-100,-76,-100,-100,-100,-50,-100,-100,-86,-85,-100,-77,-100,-78,-77,-77,-100,-100,-86,-87,-86,-76,-100,-100,-76,-76,-100,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-73,-74,-100,-72,-100,-100,-100,-60,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-74,-83,-71,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-74,-76,-75,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15325371547264
-34,-100,-88,-100,-100,-100,-90,-100,-100,-90,-100,-100,-80,-93,-100,-79,-100,-79,-100,-100,-100,-51,-100,-100,-100,-100,-100,-78,-100,-78,-78,-78,-100,-100,-84,-83,-84,-88,-100,-100,-75,-75,-100,-100,-100,-87,-100,-100,-79,-79,-100,-100,-100,-80,-74,-74,-100,-74,-100,-100,-100,-60,-100,-62,-62,-100,-100,-100,-100,-100,-100,-89,-100,-100,-86,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-76,-83,-67,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-73,-100,-100,-84,-100,-100,-100,-100,-71,-74,-74,-100,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15328053220604
-33,-100,-83,-100,-100,-100,-89,-100,-100,-100,-88,-100,-75,-92,-100,-75,-100,-75,-100,-100,-100,-51,-100,-100,-100,-87,-100,-78,-78,-79,-79,-79,-100,-100,-86,-86,-87,-77,-100,-100,-77,-78,-100,-100,-100,-82,-100,-100,-80,-100,-100,-100,-100,-100,-71,-73,-100,-71,-100,-100,-100,-60,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-100,-87,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-72,-100,-100,-82,-100,-100,-100,-100,-70,-73,-74,-74,-71,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15330710401754
-34,-85,-100,-100,-100,-100,-89,-88,-100,-89,-100,-100,-78,-92,-100,-78,-100,-78,-100,-100,-100,-50,-100,-100,-88,-87,-87,-78,-100,-100,-77,-78,-100,-100,-86,-85,-86,-77,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-80,-71,-70,-100,-70,-100,-100,-100,-60,-100,-64,-64,-100,-84,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-74,-100,-70,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-71,-100,-100,-83,-100,-100,-100,-100,-71,-74,-75,-74,-71,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,148,15333381116031
-100,-86,-81,-100,-100,-100,-83,-85,-84,-100,-100,-100,-79,-100,-100,-78,-100,-79,-100,-100,-100,-65,-100,-100,-84,-85,-84,-81,-100,-100,-80,-81,-100,-100,-83,-83,-83,-69,-100,-100,-69,-69,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-85,-100,-100,-100,-64,-100,-68,-69,-100,-85,-85,-88,-87,-86,-88,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-70,-84,-71,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15370026842598
-30,-86,-80,-90,-100,-100,-86,-85,-85,-100,-87,-100,-78,-100,-100,-80,-100,-78,-100,-100,-100,-60,-100,-100,-84,-84,-84,-81,-100,-100,-83,-82,-100,-100,-84,-84,-84,-70,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-73,-72,-100,-73,-100,-100,-100,-65,-100,-63,-64,-100,-85,-85,-88,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-71,-70,-100,-72,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15372667925830
-29,-88,-80,-100,-100,-100,-88,-88,-88,-87,-100,-100,-80,-100,-100,-80,-100,-81,-100,-100,-100,-61,-100,-100,-100,-100,-100,-82,-100,-81,-81,-82,-100,-100,-100,-100,-100,-70,-100,-100,-70,-71,-100,-100,-100,-82,-100,-100,-100,-76,-100,-100,-100,-76,-100,-74,-100,-89,-100,-100,-100,-64,-100,-66,-66,-100,-87,-87,-87,-87,-86,-89,-100,-100,-83,-82,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-71,-100,-72,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15375348040680
-29,-86,-80,-100,-100,-100,-87,-87,-87,-100,-100,-100,-80,-100,-100,-80,-100,-79,-100,-100,-100,-60,-100,-100,-100,-84,-100,-81,-100,-81,-81,-81,-100,-100,-85,-83,-84,-72,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-74,-74,-100,-75,-100,-100,-100,-66,-100,-67,-68,-100,-87,-87,-87,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-71,-100,-72,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15378010464800
-33,-89,-82,-100,-100,-100,-91,-90,-100,-89,-87,-100,-83,-100,-100,-82,-100,-82,-100,-100,-100,-56,-100,-100,-100,-83,-100,-79,-100,-79,-79,-79,-100,-100,-85,-85,-85,-71,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-71,-100,-100,-100,-66,-100,-67,-68,-100,-86,-87,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-87,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15380697294859
-36,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-79,-100,-100,-100,-54,-100,-100,-100,-100,-100,-79,-100,-100,-78,-79,-100,-100,-84,-83,-83,-71,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-76,-77,-100,-77,-100,-100,-100,-64,-100,-100,-69,-100,-86,-86,-87,-87,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-66,-84,-71,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,130,15383343808196
-33,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-79,-100,-100,-80,-100,-79,-100,-100,-100,-49,-100,-100,-100,-100,-100,-85,-100,-86,-86,-87,-100,-100,-89,-88,-88,-72,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-81,-72,-71,-100,-71,-100,-100,-100,-69,-100,-70,-71,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-89,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-70,-100,-77,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-90,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,113,15424901783898
