b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:03,38:17:c3:1f:01:92,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,80:8d:b7:55:39:d1,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:1f:01:81,38:17:c3:1f:01:80,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:50,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:55:52,38:17:c3:1e:ff:11,38:17:c3:19:55:51,60:32:b1:3e:1a:b7,38:17:c3:19:d7:60,b4:5d:50:e1:92:33,00:4e:35:df:06:52,38:17:c3:1e:ff:12,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,66:2a:2f:53:7c:99,38:17:c3:19:71:90,38:17:c3:1f:01:82,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:42,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,00:4e:35:df:06:41,a8:bd:27:4c:bd:30,68:ff:7b:e4:af:39,00:4e:35:df:06:40,00:4e:35:de:e1:12,b4:5d:50:e1:92:23,b4:5d:50:e1:92:32,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1f:09:83,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:50,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:1f:09:90,00:4e:35:de:e1:11,38:17:c3:1e:ff:01,38:17:c3:19:45:a2,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,00:4e:35:de:e1:10,b4:5d:50:e1:96:51,38:17:c3:1e:ff:00,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,00:4e:35:de:e1:01,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:51,38:17:c3:1f:08:52,72:32:b1:3e:1a:b7,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:55:40,00:4e:35:de:d7:51,38:17:c3:19:71:92,00:4e:35:df:0e:12,38:17:c3:19:71:91,00:4e:35:de:d7:43,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,00:4e:35:df:0e:10,38:17:c3:19:36:30,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:11,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:df:0e:02,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-31,-67,-65,-100,-100,-100,-69,-69,-69,-69,-78,-100,-60,-100,-100,-57,-100,-61,-88,-81,-81,-68,-100,-81,-100,-100,-64,-78,-82,-78,-78,-77,-100,-100,-54,-54,-54,-74,-90,-90,-69,-69,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-78,-78,-100,-77,-78,-89,-67,-67,-62,-62,-61,-87,-100,-100,-82,-100,-100,-100,-100,-100,-86,-78,-78,-100,-100,-100,-100,-100,-100,-81,-83,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-87,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-87,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13727476376574
-31,-67,-65,-78,-79,-79,-71,-70,-70,-70,-76,-100,-60,-88,-87,-56,-100,-60,-86,-78,-78,-64,-100,-78,-100,-100,-100,-80,-100,-80,-80,-81,-100,-100,-54,-54,-53,-69,-88,-89,-69,-69,-90,-100,-100,-100,-100,-85,-78,-79,-100,-87,-88,-78,-82,-83,-100,-83,-100,-88,-79,-100,-100,-100,-100,-91,-66,-66,-61,-61,-62,-87,-91,-100,-100,-100,-100,-100,-100,-100,-83,-100,-78,-100,-100,-83,-89,-83,-83,-78,-100,-77,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-91,-87,-88,-90,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13730189046323
-33,-67,-65,-80,-79,-79,-70,-70,-71,-69,-100,-100,-61,-86,-86,-57,-100,-61,-86,-80,-80,-66,-100,-81,-63,-63,-64,-79,-80,-80,-80,-80,-100,-100,-54,-54,-54,-69,-89,-88,-70,-69,-88,-100,-100,-82,-100,-100,-78,-77,-100,-100,-100,-78,-81,-82,-100,-81,-100,-100,-78,-76,-100,-77,-76,-91,-66,-67,-64,-65,-62,-87,-91,-100,-82,-83,-100,-100,-100,-100,-84,-79,-78,-100,-100,-84,-91,-100,-84,-82,-85,-77,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-88,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-89,-89,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13732937302847
-36,-67,-72,-100,-100,-100,-69,-70,-69,-71,-78,-100,-61,-88,-87,-57,-100,-61,-87,-81,-80,-63,-100,-81,-64,-64,-64,-79,-100,-81,-80,-80,-100,-100,-54,-53,-54,-100,-88,-87,-100,-100,-89,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-76,-100,-76,-76,-92,-67,-78,-61,-62,-61,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-100,-84,-100,-89,-100,-100,-80,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-91,-88,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13735674073224
-32,-67,-72,-100,-80,-100,-67,-68,-68,-68,-100,-85,-62,-88,-87,-57,-86,-62,-88,-81,-80,-65,-85,-81,-64,-64,-63,-80,-100,-80,-80,-81,-100,-100,-53,-53,-53,-70,-88,-88,-69,-70,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-82,-100,-87,-100,-74,-100,-73,-74,-91,-67,-67,-61,-61,-61,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-90,-89,-88,-89,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-88,-88,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13738298006871
-31,-100,-66,-100,-100,-79,-68,-68,-69,-68,-76,-100,-60,-87,-88,-58,-100,-60,-86,-80,-80,-64,-100,-80,-63,-63,-62,-79,-100,-80,-79,-80,-100,-100,-58,-57,-57,-69,-88,-89,-69,-68,-88,-100,-100,-100,-100,-100,-80,-80,-100,-87,-89,-80,-82,-83,-100,-83,-100,-88,-77,-76,-100,-78,-78,-91,-100,-100,-60,-60,-60,-87,-92,-100,-83,-82,-100,-100,-100,-100,-82,-78,-77,-100,-100,-82,-89,-100,-81,-82,-100,-77,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-88,-100,-88,-88,-88,-100,-100,-100,-100,-89,-89,-100,-100,-100,-86,-86,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,482,13741017124694
-34,-72,-70,-78,-78,-78,-73,-73,-74,-73,-77,-100,-59,-100,-100,-57,-100,-59,-100,-82,-82,-71,-100,-81,-64,-63,-63,-79,-73,-80,-81,-80,-100,-100,-61,-61,-61,-63,-85,-85,-63,-64,-85,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-83,-100,-84,-78,-100,-76,-100,-100,-100,-73,-62,-62,-62,-87,-90,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-83,-90,-100,-100,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13803654061506
-35,-73,-69,-78,-79,-78,-75,-100,-75,-72,-78,-100,-58,-91,-100,-57,-100,-58,-100,-100,-81,-72,-100,-81,-63,-64,-64,-82,-100,-82,-82,-82,-100,-100,-63,-63,-63,-66,-84,-84,-66,-65,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-83,-100,-77,-77,-100,-78,-100,-90,-72,-73,-62,-62,-62,-85,-91,-100,-100,-100,-100,-100,-100,-100,-83,-77,-77,-100,-100,-83,-89,-100,-84,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-85,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13806334437554
-35,-72,-72,-100,-100,-100,-74,-74,-74,-74,-100,-100,-58,-88,-87,-60,-100,-58,-100,-100,-100,-70,-100,-84,-64,-65,-65,-81,-100,-82,-81,-81,-100,-100,-62,-62,-62,-66,-84,-84,-65,-65,-83,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-84,-81,-100,-77,-75,-100,-75,-75,-91,-73,-72,-62,-63,-62,-86,-93,-100,-80,-80,-100,-100,-100,-100,-84,-80,-79,-100,-100,-84,-100,-100,-100,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-90,-90,-92,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-86,-86,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13808999904851
-34,-71,-69,-100,-100,-100,-75,-74,-75,-74,-100,-100,-59,-88,-88,-56,-100,-59,-89,-79,-79,-69,-100,-79,-63,-64,-64,-80,-78,-80,-79,-80,-100,-100,-60,-60,-60,-62,-86,-85,-63,-63,-86,-100,-100,-81,-100,-100,-77,-77,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-78,-74,-100,-74,-73,-88,-100,-71,-66,-68,-66,-87,-91,-100,-81,-81,-100,-100,-100,-100,-82,-79,-77,-100,-100,-100,-100,-100,-100,-83,-86,-77,-79,-100,-100,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-89,-89,-87,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-83,-84,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13811656683085
-33,-75,-69,-100,-100,-100,-77,-100,-100,-77,-78,-100,-58,-89,-100,-57,-100,-58,-100,-83,-82,-59,-100,-83,-65,-66,-65,-82,-100,-82,-82,-83,-100,-100,-61,-61,-60,-65,-88,-89,-65,-65,-87,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-74,-100,-81,-100,-80,-82,-100,-78,-74,-100,-74,-100,-92,-76,-75,-63,-62,-63,-85,-91,-100,-100,-100,-100,-100,-100,-100,-82,-78,-78,-100,-83,-100,-91,-100,-100,-82,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-89,-88,-100,-100,-83,-82,-83,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13814413275495
-32,-75,-65,-100,-80,-80,-77,-100,-77,-77,-76,-100,-59,-89,-87,-57,-100,-58,-88,-82,-81,-77,-100,-82,-63,-65,-63,-82,-100,-81,-81,-81,-100,-100,-60,-60,-59,-63,-85,-85,-63,-63,-85,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-78,-82,-79,-100,-81,-88,-100,-79,-76,-100,-77,-77,-100,-100,-76,-67,-67,-68,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-79,-100,-82,-82,-89,-100,-82,-82,-86,-79,-82,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-90,-83,-82,-82,-100,-82,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,465,13817096186127
-40,-81,-74,-100,-100,-100,-100,-100,-100,-100,-80,-100,-62,-86,-86,-59,-91,-62,-85,-82,-82,-70,-100,-83,-67,-67,-67,-77,-100,-78,-77,-77,-100,-100,-67,-67,-68,-66,-92,-100,-65,-65,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-92,-69,-100,-81,-100,-100,-84,-100,-100,-70,-100,-70,-69,-92,-79,-80,-72,-71,-72,-87,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-86,-85,-100,-80,-100,-100,-84,-100,-100,-91,-100,-100,-100,-91,-88,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-83,-85,-86,-86,-100,-87,-89,-100,-89,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13871551472020
-100,-100,-100,-100,-100,-100,-71,-71,-71,-71,-78,-100,-60,-90,-88,-60,-100,-61,-86,-81,-81,-71,-100,-82,-70,-100,-100,-78,-100,-79,-78,-78,-100,-100,-61,-61,-61,-67,-91,-100,-64,-63,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-80,-79,-100,-79,-84,-91,-77,-74,-100,-75,-75,-89,-100,-100,-69,-69,-69,-86,-89,-100,-100,-80,-100,-100,-100,-100,-100,-78,-77,-100,-83,-100,-100,-100,-100,-80,-89,-79,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-100,-100,-100,-75,-100,-100,-100,-100,-89,-89,-90,-85,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-86,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13874215418171
-31,-100,-100,-100,-100,-100,-73,-73,-73,-73,-77,-100,-64,-89,-100,-61,-100,-64,-87,-81,-80,-72,-100,-81,-68,-67,-68,-78,-100,-76,-77,-76,-100,-100,-62,-62,-61,-62,-100,-89,-62,-62,-91,-100,-100,-81,-100,-100,-100,-76,-91,-100,-100,-100,-79,-79,-100,-79,-84,-100,-78,-73,-100,-74,-74,-100,-100,-100,-69,-68,-68,-88,-87,-100,-100,-100,-100,-100,-100,-100,-82,-77,-77,-100,-100,-82,-100,-100,-100,-75,-100,-75,-84,-100,-100,-100,-100,-100,-100,-100,-79,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-90,-90,-90,-84,-85,-100,-100,-100,-100,-87,-87,-100,-100,-100,-83,-83,-82,-100,-82,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13876872377342
-30,-73,-68,-79,-79,-78,-72,-71,-72,-71,-77,-100,-64,-87,-86,-61,-100,-64,-100,-100,-100,-70,-100,-100,-66,-65,-67,-75,-100,-76,-76,-75,-100,-100,-65,-65,-65,-62,-89,-100,-62,-62,-100,-100,-100,-80,-100,-100,-75,-76,-100,-100,-100,-100,-100,-81,-100,-81,-85,-100,-77,-74,-100,-75,-76,-91,-74,-71,-71,-70,-71,-89,-89,-100,-81,-81,-100,-100,-100,-100,-82,-75,-76,-100,-100,-100,-100,-84,-82,-80,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-85,-86,-100,-86,-89,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13879573795996
-30,-78,-100,-81,-81,-81,-72,-100,-72,-72,-76,-100,-62,-87,-87,-62,-100,-63,-88,-80,-80,-69,-100,-80,-100,-100,-70,-78,-100,-78,-78,-78,-100,-100,-59,-59,-60,-63,-90,-89,-62,-63,-89,-100,-100,-80,-100,-100,-74,-75,-100,-89,-100,-74,-82,-83,-100,-81,-84,-100,-79,-74,-100,-74,-74,-91,-100,-100,-69,-69,-69,-87,-90,-100,-81,-80,-100,-100,-100,-100,-81,-100,-78,-100,-86,-81,-87,-100,-81,-81,-100,-78,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-91,-90,-90,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-85,-87,-88,-88,-100,-88,-90,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13882320064968
-33,-75,-100,-100,-100,-100,-71,-72,-72,-72,-100,-100,-64,-88,-87,-58,-90,-63,-87,-80,-79,-67,-89,-80,-65,-66,-66,-77,-100,-78,-78,-78,-100,-100,-63,-62,-62,-64,-90,-100,-63,-63,-100,-100,-100,-80,-100,-100,-75,-75,-100,-100,-100,-76,-100,-82,-100,-100,-85,-100,-100,-75,-100,-75,-74,-89,-73,-73,-100,-100,-75,-84,-90,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-88,-100,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-85,-83,-83,-83,-100,-83,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,447,13885081178368
-33,-73,-67,-100,-100,-100,-72,-72,-72,-72,-100,-100,-56,-86,-86,-56,-100,-56,-85,-79,-79,-69,-100,-79,-69,-68,-69,-78,-100,-78,-79,-79,-100,-100,-67,-68,-68,-67,-86,-85,-68,-67,-85,-100,-100,-100,-100,-82,-78,-78,-90,-100,-100,-79,-100,-79,-100,-100,-86,-100,-80,-76,-100,-76,-78,-91,-71,-71,-72,-73,-72,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-91,-100,-100,-85,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-90,-89,-89,-100,-100,-87,-100,-100,-100,-88,-88,-100,-86,-87,-86,-86,-84,-100,-86,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,429,13940672911562
-33,-100,-67,-100,-100,-100,-72,-72,-72,-72,-100,-100,-57,-85,-85,-55,-100,-58,-85,-80,-79,-69,-100,-79,-71,-71,-71,-77,-100,-77,-77,-77,-100,-100,-68,-68,-68,-68,-87,-85,-68,-68,-85,-100,-100,-84,-100,-85,-100,-100,-90,-100,-100,-100,-100,-80,-90,-100,-86,-100,-80,-75,-90,-75,-75,-91,-71,-100,-72,-72,-72,-86,-100,-100,-84,-84,-100,-100,-100,-100,-100,-80,-80,-100,-85,-100,-100,-100,-100,-82,-83,-86,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-90,-89,-89,-87,-86,-85,-100,-100,-100,-88,-88,-100,-100,-100,-85,-85,-86,-100,-85,-100,-100,-91,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,429,13943342602349
-33,-71,-69,-100,-100,-100,-72,-100,-100,-73,-100,-100,-57,-85,-84,-56,-100,-58,-85,-79,-79,-73,-100,-100,-71,-71,-71,-77,-100,-78,-77,-77,-100,-100,-68,-67,-67,-82,-86,-100,-66,-67,-86,-100,-100,-100,-100,-100,-79,-80,-89,-100,-100,-100,-100,-78,-90,-100,-86,-100,-80,-100,-100,-76,-100,-90,-70,-72,-72,-71,-72,-85,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-87,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-82,-100,-100,-100,-100,-90,-89,-100,-88,-88,-100,-100,-100,-100,-88,-88,-100,-100,-85,-86,-85,-85,-100,-85,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,246,429,13946098219655
