60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a0,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d0,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:1f:14:12,38:17:c3:1f:14:01,9c:d6:43:60:92:e0,38:17:c3:1f:19:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:b0,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,44:48:c1:91:95:a2,38:17:c3:1f:09:80,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,38:17:c3:24:47:52,44:48:c1:91:95:a1,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,38:17:c3:24:47:51,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,60:32:b1:3e:1a:b8,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:95:a3,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:22:61:90,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,38:17:c3:19:45:a2,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,38:17:c3:1a:cf:d0,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,38:17:c3:19:45:a0,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:29:d0,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:df:06:52,80:8d:b7:55:39:d0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,ea:9e:b4:53:24:54,38:17:c3:19:36:32,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,80:8d:b7:55:29:d2,20:a6:cd:50:24:b2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,00:4e:35:df:06:50,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:a1,38:17:c3:1f:0e:01,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:31,38:17:c3:1f:22:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-81,-51,-100,-51,-50,-87,-61,-100,-86,-61,-100,-88,-100,-89,-86,-86,-61,-92,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-78,-71,-78,-100,-100,-70,-90,-100,-100,-100,-79,-100,-100,-100,-100,-78,-79,-100,-100,-100,-91,-100,-89,-84,-85,-89,-100,-100,-84,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,674,2760820543204
-80,-50,-78,-52,-52,-87,-59,-85,-88,-60,-90,-88,-88,-90,-87,-86,-100,-91,-91,-90,-86,-94,-100,-100,-100,-100,-70,-100,-78,-78,-71,-77,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-93,-100,-90,-85,-85,-89,-100,-100,-85,-84,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-95,-100,-100,-100,-89,-87,-100,-88,-100,-100,-100,-88,-88,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,674,2763384975022
-81,-50,-100,-51,-51,-86,-60,-100,-87,-61,-100,-87,-100,-88,-86,-86,-61,-91,-92,-91,-100,-93,-100,-91,-100,-100,-70,-100,-78,-78,-71,-78,-100,-100,-70,-100,-89,-89,-100,-80,-100,-100,-100,-100,-80,-80,-100,-100,-100,-93,-100,-88,-85,-85,-87,-100,-100,-84,-85,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-84,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-81,-93,-100,-100,-100,-87,-87,-100,-88,-100,-100,-100,-88,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,674,2766049542110
-81,-45,-100,-45,-45,-90,-54,-100,-100,-55,-88,-89,-88,-88,-100,-90,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-79,-79,-73,-79,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-85,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-81,-100,-100,-100,-81,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2810064175349
-81,-45,-75,-45,-46,-100,-52,-100,-100,-53,-89,-89,-88,-89,-100,-100,-52,-100,-100,-100,-86,-100,-100,-100,-100,-100,-73,-100,-79,-79,-72,-79,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-85,-100,-100,-100,-86,-87,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-82,-86,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2812627837063
-81,-45,-100,-45,-45,-88,-53,-100,-100,-53,-89,-89,-88,-88,-100,-89,-53,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-100,-100,-100,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-89,-89,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-89,-100,-100,-80,-100,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-82,-86,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2815178083255
-81,-45,-74,-45,-45,-89,-53,-100,-100,-53,-88,-88,-88,-87,-100,-90,-53,-100,-100,-100,-88,-100,-100,-100,-100,-100,-73,-100,-79,-79,-73,-79,-100,-100,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-85,-89,-100,-100,-87,-100,-100,-89,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2817737690697
-81,-44,-76,-45,-46,-88,-53,-100,-100,-54,-90,-88,-88,-87,-100,-88,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-79,-72,-79,-100,-100,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-85,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-88,-84,-100,-81,-100,-100,-100,-100,-82,-82,-100,-81,-100,-100,-100,-81,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2820296609858
-81,-45,-100,-45,-45,-89,-53,-100,-100,-53,-90,-87,-88,-87,-100,-88,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-79,-79,-73,-79,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-89,-90,-100,-100,-100,-89,-89,-100,-100,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-90,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,674,2822861256520
-83,-44,-81,-44,-45,-89,-50,-100,-91,-50,-90,-90,-89,-89,-90,-90,-50,-100,-100,-100,-84,-100,-100,-93,-100,-100,-79,-100,-100,-78,-79,-79,-100,-100,-80,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-87,-87,-89,-100,-100,-87,-89,-100,-100,-72,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-84,-85,-100,-84,-100,-100,-100,-84,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2867211853230
-82,-68,-100,-45,-45,-92,-51,-100,-90,-50,-100,-88,-90,-88,-100,-89,-50,-100,-100,-100,-100,-96,-100,-94,-100,-100,-79,-100,-79,-78,-80,-79,-100,-100,-80,-100,-100,-100,-84,-81,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-87,-87,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2869877287297
-82,-44,-79,-45,-45,-89,-51,-100,-100,-51,-100,-90,-100,-88,-90,-89,-50,-100,-100,-100,-100,-92,-100,-93,-100,-100,-80,-100,-79,-79,-79,-78,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-83,-82,-100,-100,-100,-94,-100,-100,-88,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-100,-100,-89,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2872542194334
-82,-44,-80,-46,-46,-89,-50,-88,-90,-50,-91,-100,-100,-88,-89,-89,-51,-100,-100,-100,-86,-92,-100,-100,-100,-100,-80,-100,-78,-78,-81,-79,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-82,-93,-100,-100,-93,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-86,-86,-100,-87,-88,-89,-100,-86,-89,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2875102628703
-83,-44,-78,-45,-44,-90,-50,-100,-100,-50,-92,-89,-100,-90,-100,-89,-50,-100,-100,-100,-100,-92,-100,-92,-100,-100,-79,-100,-81,-80,-78,-80,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-80,-92,-100,-100,-93,-100,-100,-86,-87,-100,-100,-100,-87,-87,-100,-100,-84,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-87,-100,-89,-90,-88,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2877759514333
-84,-44,-100,-44,-45,-89,-51,-100,-89,-51,-100,-92,-100,-90,-89,-89,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-81,-80,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-84,-94,-100,-100,-92,-100,-100,-87,-88,-100,-100,-100,-89,-88,-100,-100,-75,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-84,-100,-100,-100,-100,-100,-100,-90,-88,-91,-89,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,674,2880317419900
-88,-52,-76,-55,-55,-88,-58,-100,-88,-58,-100,-91,-100,-92,-89,-89,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-83,-83,-80,-84,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-78,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-89,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-88,-100,-84,-100,-100,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2924270644278
-89,-52,-78,-54,-55,-89,-58,-100,-89,-58,-100,-92,-100,-91,-90,-90,-58,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-83,-83,-78,-83,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-78,-90,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-82,-82,-85,-82,-100,-85,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2926802436354
-87,-51,-100,-53,-52,-88,-56,-100,-88,-57,-90,-90,-90,-89,-88,-88,-57,-100,-100,-100,-86,-100,-100,-100,-100,-100,-79,-100,-84,-84,-78,-84,-100,-100,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-82,-100,-81,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2929460025264
-88,-51,-78,-52,-52,-89,-58,-100,-88,-58,-100,-90,-100,-90,-100,-90,-57,-100,-100,-100,-87,-93,-100,-94,-100,-100,-78,-100,-84,-84,-78,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-100,-88,-100,-100,-100,-89,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-88,-82,-82,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2932023116665
-87,-50,-82,-55,-55,-88,-58,-100,-89,-57,-100,-100,-100,-92,-89,-88,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-100,-79,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-81,-80,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-100,-85,-100,-88,-85,-85,-100,-84,-88,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2934581862753
-87,-51,-76,-53,-53,-87,-59,-100,-87,-59,-100,-89,-100,-91,-87,-89,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-83,-100,-79,-100,-100,-100,-80,-100,-100,-100,-82,-79,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-82,-90,-100,-100,-100,-100,-89,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-81,-82,-85,-81,-100,-85,-86,-81,-84,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,234,674,2937148721290
