60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a0,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d0,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:1f:14:12,38:17:c3:1f:14:01,9c:d6:43:60:92:e0,38:17:c3:1f:19:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:b0,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,44:48:c1:91:95:a2,38:17:c3:1f:09:80,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,38:17:c3:24:47:52,44:48:c1:91:95:a1,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,38:17:c3:24:47:51,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,60:32:b1:3e:1a:b8,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:95:a3,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:22:61:90,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,38:17:c3:19:45:a2,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,38:17:c3:1a:cf:d0,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,38:17:c3:19:45:a0,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:29:d0,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:df:06:52,80:8d:b7:55:39:d0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,ea:9e:b4:53:24:54,38:17:c3:19:36:32,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,80:8d:b7:55:29:d2,20:a6:cd:50:24:b2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,00:4e:35:df:06:50,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:a1,38:17:c3:1f:0e:01,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:31,38:17:c3:1f:22:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-100,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-87,-100,-100,-100,-54,-100,-100,-63,-100,-58,-63,-63,-100,-100,-58,-100,-100,-100,-79,-100,-79,-81,-79,-100,-100,-81,-79,-100,-100,-100,-100,-83,-81,-81,-82,-82,-83,-84,-84,-82,-81,-84,-92,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,719,4245445214121
-100,-71,-100,-70,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-54,-100,-100,-64,-100,-58,-64,-64,-100,-100,-58,-100,-100,-100,-80,-84,-80,-81,-80,-82,-100,-82,-80,-100,-100,-82,-82,-83,-80,-81,-81,-81,-83,-83,-82,-80,-81,-83,-94,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-84,-87,-100,-89,-89,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,719,4248105121365
-100,-71,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-55,-100,-100,-64,-100,-58,-64,-64,-100,-100,-57,-100,-100,-100,-80,-83,-80,-80,-79,-100,-100,-100,-80,-100,-87,-82,-82,-82,-81,-81,-81,-81,-84,-82,-82,-81,-81,-83,-92,-100,-100,-94,-100,-88,-100,-100,-100,-100,-100,-84,-85,-88,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-100,-100,-86,-81,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,719,4250765954755
-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-51,-100,-100,-57,-100,-51,-57,-57,-100,-100,-51,-100,-100,-100,-83,-100,-83,-85,-83,-100,-100,-100,-82,-100,-83,-100,-100,-100,-86,-86,-84,-84,-100,-82,-82,-85,-86,-83,-92,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-78,-78,-100,-100,-90,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4295897890710
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-48,-100,-100,-59,-100,-48,-65,-59,-100,-100,-48,-100,-100,-100,-78,-82,-79,-81,-78,-100,-79,-79,-78,-100,-83,-100,-100,-85,-84,-85,-80,-81,-82,-100,-85,-85,-84,-100,-92,-77,-89,-92,-95,-88,-100,-100,-100,-100,-100,-82,-82,-87,-92,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-77,-87,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4298485511749
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-50,-100,-100,-60,-100,-49,-60,-59,-100,-100,-49,-100,-100,-100,-78,-82,-80,-80,-78,-81,-81,-81,-78,-100,-100,-86,-85,-85,-84,-84,-80,-80,-81,-85,-100,-83,-84,-85,-91,-100,-91,-92,-100,-90,-100,-100,-100,-100,-100,-81,-81,-87,-100,-100,-90,-88,-88,-92,-100,-100,-100,-100,-100,-100,-82,-80,-87,-79,-87,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4301145084514
-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-50,-100,-100,-61,-100,-51,-61,-61,-100,-100,-50,-100,-100,-100,-79,-82,-79,-79,-79,-100,-100,-82,-79,-100,-100,-88,-89,-89,-85,-85,-79,-79,-82,-84,-83,-85,-85,-84,-92,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-81,-81,-87,-100,-88,-100,-87,-87,-93,-100,-100,-100,-100,-89,-100,-82,-100,-88,-100,-88,-100,-90,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4303807679518
-100,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-49,-100,-100,-62,-100,-50,-62,-62,-100,-100,-51,-100,-100,-100,-77,-100,-78,-79,-78,-83,-83,-82,-78,-85,-88,-87,-87,-86,-84,-84,-79,-79,-80,-85,-100,-84,-84,-100,-92,-79,-100,-100,-100,-87,-100,-100,-100,-100,-100,-80,-80,-89,-100,-100,-100,-85,-86,-90,-100,-100,-83,-84,-100,-100,-81,-79,-89,-79,-88,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4306466488012
-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-63,-100,-49,-64,-63,-100,-100,-49,-100,-100,-100,-78,-100,-78,-78,-78,-83,-84,-83,-78,-100,-100,-100,-100,-87,-86,-85,-79,-79,-83,-86,-84,-85,-85,-84,-92,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-83,-84,-88,-100,-100,-100,-87,-87,-100,-100,-100,-84,-100,-100,-100,-81,-80,-88,-81,-87,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,719,4309130388642
-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-54,-100,-100,-56,-100,-54,-56,-56,-100,-100,-55,-100,-100,-100,-82,-82,-82,-85,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-84,-84,-83,-84,-74,-84,-83,-85,-84,-83,-100,-100,-100,-100,-94,-87,-100,-100,-100,-100,-100,-76,-76,-88,-100,-89,-100,-86,-86,-100,-100,-100,-82,-82,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4351387199571
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-53,-100,-100,-56,-100,-53,-100,-100,-100,-100,-53,-100,-100,-100,-82,-82,-82,-83,-82,-84,-84,-100,-82,-100,-100,-100,-100,-100,-84,-84,-83,-83,-75,-84,-84,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-87,-91,-90,-90,-100,-100,-100,-100,-100,-82,-81,-88,-82,-80,-100,-88,-100,-89,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4353966902119
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-53,-100,-100,-56,-100,-53,-56,-56,-100,-100,-52,-100,-100,-100,-84,-100,-84,-84,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-83,-84,-84,-77,-85,-84,-82,-84,-85,-100,-100,-100,-100,-93,-100,-100,-100,-100,-85,-100,-77,-77,-100,-100,-100,-89,-100,-86,-100,-87,-87,-100,-100,-87,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4356523521436
-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-100,-57,-100,-52,-57,-57,-100,-100,-52,-100,-100,-100,-83,-100,-82,-85,-82,-100,-100,-83,-82,-100,-100,-100,-100,-100,-84,-84,-83,-83,-75,-84,-84,-84,-83,-85,-100,-83,-100,-100,-100,-87,-100,-100,-100,-85,-100,-75,-74,-88,-100,-100,-100,-87,-87,-100,-100,-100,-82,-82,-100,-82,-100,-82,-88,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4359096684245
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-53,-100,-100,-57,-100,-52,-58,-58,-100,-100,-53,-100,-100,-100,-82,-100,-82,-84,-82,-100,-100,-100,-82,-100,-100,-87,-86,-100,-83,-83,-83,-82,-75,-84,-84,-83,-83,-84,-100,-84,-100,-100,-100,-86,-100,-100,-100,-86,-100,-75,-75,-87,-100,-100,-100,-87,-85,-100,-87,-88,-100,-81,-88,-82,-80,-100,-87,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4361763909250
-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-54,-100,-100,-56,-100,-53,-57,-56,-100,-100,-53,-100,-100,-100,-83,-100,-83,-83,-83,-100,-100,-100,-83,-100,-100,-86,-86,-86,-84,-84,-83,-83,-78,-84,-84,-83,-83,-83,-100,-84,-100,-100,-92,-87,-100,-100,-100,-87,-100,-75,-76,-87,-100,-100,-100,-88,-88,-100,-88,-87,-100,-100,-87,-100,-80,-84,-100,-84,-89,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,719,4364423020348
-100,-75,-100,-74,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-48,-100,-100,-63,-100,-47,-63,-62,-100,-100,-47,-100,-100,-100,-88,-84,-87,-84,-88,-100,-100,-100,-88,-100,-100,-100,-100,-86,-83,-84,-83,-84,-76,-100,-87,-83,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-77,-86,-91,-92,-100,-88,-87,-94,-100,-100,-81,-82,-100,-82,-78,-100,-86,-100,-86,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4409067420577
-100,-74,-100,-74,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-48,-100,-100,-100,-100,-48,-100,-100,-100,-86,-84,-86,-85,-86,-100,-100,-83,-86,-100,-100,-87,-89,-100,-85,-85,-83,-84,-77,-88,-85,-84,-85,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-77,-76,-86,-100,-100,-100,-87,-89,-100,-84,-100,-82,-81,-82,-100,-77,-100,-86,-100,-86,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4411729383394
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-48,-100,-100,-62,-100,-48,-63,-63,-100,-100,-49,-100,-100,-100,-88,-84,-89,-83,-100,-100,-100,-100,-87,-85,-100,-87,-87,-86,-85,-85,-84,-84,-76,-88,-87,-84,-85,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-83,-100,-77,-77,-88,-100,-100,-100,-87,-87,-100,-83,-83,-100,-83,-83,-100,-76,-100,-86,-100,-86,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4414403951473
-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-48,-100,-100,-63,-100,-49,-63,-63,-100,-100,-48,-100,-100,-100,-85,-100,-85,-83,-85,-100,-100,-100,-85,-85,-100,-100,-100,-88,-86,-86,-83,-83,-76,-89,-100,-86,-86,-88,-100,-76,-100,-100,-100,-87,-100,-100,-100,-82,-100,-77,-76,-85,-100,-100,-100,-86,-87,-100,-83,-83,-100,-100,-82,-100,-100,-77,-85,-77,-84,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4417091717262
-100,-75,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-48,-100,-100,-62,-100,-48,-62,-62,-100,-100,-48,-100,-100,-100,-88,-84,-87,-85,-87,-83,-100,-84,-88,-100,-88,-87,-86,-85,-85,-84,-84,-83,-100,-88,-88,-85,-85,-87,-100,-76,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-76,-85,-100,-100,-100,-87,-87,-94,-83,-84,-82,-82,-100,-81,-77,-75,-85,-76,-85,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4419711306585
-100,-100,-100,-70,-71,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-47,-100,-100,-62,-100,-49,-63,-63,-100,-100,-48,-100,-100,-100,-86,-100,-85,-84,-87,-83,-100,-100,-85,-87,-100,-100,-100,-100,-87,-86,-83,-83,-79,-90,-87,-86,-86,-87,-100,-77,-100,-100,-100,-87,-100,-100,-100,-84,-100,-78,-78,-85,-100,-100,-100,-87,-87,-100,-83,-83,-82,-81,-82,-81,-76,-76,-84,-87,-85,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,719,4422287312988
