60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,9c:d6:43:60:92:e0,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1f:14:01,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:00,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:92,44:48:c1:91:95:b2,38:17:c3:1f:09:80,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:82,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:aa:32,a8:bd:27:4c:aa:90,44:48:c1:91:aa:30,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f2,44:48:c1:91:aa:31,38:17:c3:1f:19:f0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,80:8d:b7:55:25:f3,44:48:c1:91:95:a0,38:17:c3:24:56:50,38:17:c3:1f:09:83,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:40,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:41,38:17:c3:19:d7:70,b6:e6:2d:69:d5:58,38:17:c3:19:45:a2,38:17:c3:22:61:90,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,38:17:c3:19:36:30,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:52,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:50,38:17:c3:1f:22:31,00:4e:35:df:06:41,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-67,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-58,-100,-100,-58,-54,-54,-100,-82,-82,-81,-100,-80,-100,-76,-100,-87,-86,-82,-84,-100,-76,-77,-81,-86,-86,-87,-84,-100,-88,-100,-88,-100,-100,-100,-100,-88,-100,-100,-87,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-92,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,555,697,2527233027538
-100,-100,-67,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-90,-57,-57,-100,-92,-57,-53,-52,-100,-100,-100,-100,-82,-82,-82,-79,-100,-88,-88,-100,-83,-100,-79,-78,-83,-86,-86,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-87,-100,-100,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,555,697,2529781123052
-100,-100,-79,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-90,-100,-100,-90,-89,-89,-57,-57,-100,-100,-57,-51,-51,-100,-80,-81,-100,-100,-100,-100,-77,-100,-89,-90,-80,-83,-84,-78,-77,-85,-89,-89,-100,-85,-100,-100,-81,-89,-100,-100,-81,-100,-88,-100,-100,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,555,697,2532352401798
-100,-100,-76,-76,-76,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-57,-58,-100,-100,-58,-52,-53,-80,-79,-79,-100,-83,-83,-82,-78,-100,-87,-87,-79,-84,-85,-78,-78,-85,-87,-87,-84,-86,-100,-100,-80,-89,-100,-81,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-87,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,555,697,2534910527417
-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-87,-100,-100,-90,-100,-89,-57,-57,-100,-100,-57,-53,-52,-100,-87,-80,-85,-100,-100,-100,-78,-100,-86,-87,-79,-85,-85,-78,-77,-100,-87,-86,-85,-84,-86,-85,-100,-90,-100,-80,-100,-100,-91,-100,-100,-100,-84,-84,-84,-83,-84,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-92,-100,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,555,697,2537573878985
-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-61,-50,-50,-74,-100,-100,-85,-100,-100,-82,-76,-100,-84,-84,-100,-100,-100,-76,-76,-100,-85,-84,-85,-86,-86,-86,-84,-93,-100,-83,-84,-100,-100,-100,-100,-100,-87,-86,-81,-80,-81,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-91,-90,-100,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2583454771211
-100,-100,-68,-68,-69,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-58,-100,-100,-59,-52,-53,-100,-80,-81,-81,-100,-100,-100,-78,-100,-84,-85,-80,-100,-100,-77,-78,-87,-84,-85,-84,-86,-100,-85,-84,-91,-100,-85,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2586134457364
-100,-100,-69,-69,-69,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-53,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-60,-60,-100,-100,-60,-53,-52,-77,-77,-76,-100,-100,-84,-100,-78,-100,-83,-83,-75,-86,-100,-78,-78,-100,-83,-83,-83,-88,-83,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-91,-92,-90,-100,-90,-90,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2588776260439
-100,-100,-68,-69,-68,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-58,-58,-100,-100,-58,-54,-52,-100,-78,-77,-100,-100,-100,-100,-79,-100,-82,-82,-78,-100,-100,-79,-79,-100,-83,-82,-83,-88,-84,-84,-83,-92,-100,-84,-100,-100,-91,-100,-100,-100,-88,-87,-89,-89,-82,-100,-91,-100,-100,-100,-88,-87,-87,-100,-87,-90,-90,-100,-100,-91,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2591432590496
-100,-100,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-100,-100,-59,-51,-52,-100,-76,-77,-100,-100,-84,-100,-78,-100,-84,-83,-76,-100,-86,-78,-78,-100,-84,-84,-100,-90,-100,-100,-83,-91,-100,-82,-83,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2594090667844
-100,-100,-69,-69,-69,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-58,-58,-100,-100,-58,-52,-51,-100,-76,-77,-84,-100,-100,-100,-78,-100,-83,-83,-77,-100,-100,-77,-77,-100,-83,-83,-82,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-89,-100,-100,-88,-87,-88,-100,-100,-100,-89,-100,-100,-93,-90,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,572,697,2596672157320
-100,-100,-70,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-62,-100,-100,-61,-53,-54,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-86,-100,-100,-84,-86,-85,-100,-85,-85,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-84,-100,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2640062317892
-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-90,-100,-100,-92,-100,-90,-57,-57,-100,-100,-58,-53,-53,-79,-85,-83,-100,-100,-100,-100,-85,-100,-86,-86,-85,-84,-86,-86,-85,-100,-86,-86,-87,-84,-89,-86,-83,-92,-100,-83,-100,-100,-100,-100,-100,-100,-83,-83,-80,-80,-80,-100,-88,-100,-100,-100,-87,-87,-87,-83,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2642631556742
-100,-100,-67,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-58,-53,-55,-80,-83,-83,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-86,-87,-100,-100,-87,-83,-100,-88,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-82,-100,-100,-86,-87,-86,-100,-100,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2645311823415
-100,-100,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-58,-91,-100,-59,-53,-52,-82,-85,-84,-83,-100,-100,-86,-86,-100,-85,-86,-85,-84,-100,-86,-87,-100,-86,-86,-87,-85,-100,-87,-100,-91,-100,-83,-83,-100,-100,-100,-100,-100,-84,-84,-100,-100,-79,-100,-100,-100,-100,-83,-86,-87,-87,-100,-100,-100,-100,-92,-92,-100,-90,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2647763850274
-100,-100,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-58,-58,-100,-100,-58,-53,-53,-79,-84,-84,-100,-86,-85,-87,-87,-100,-85,-85,-83,-100,-85,-87,-87,-100,-86,-85,-88,-84,-100,-87,-100,-90,-100,-84,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-83,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2650435656165
-100,-100,-67,-68,-67,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-58,-59,-100,-100,-58,-52,-52,-100,-100,-100,-100,-100,-100,-88,-85,-100,-85,-84,-100,-100,-85,-85,-85,-100,-85,-85,-100,-84,-87,-88,-82,-100,-100,-83,-83,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,589,697,2653072572990
-100,-100,-78,-78,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-59,-48,-48,-100,-79,-78,-100,-100,-100,-100,-83,-100,-84,-84,-79,-83,-100,-83,-82,-100,-84,-84,-100,-89,-85,-100,-100,-91,-74,-85,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-88,-83,-79,-100,-85,-85,-84,-100,-100,-88,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,697,2696591597638
-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-60,-48,-48,-80,-79,-79,-100,-81,-81,-82,-84,-100,-83,-84,-79,-84,-100,-84,-84,-100,-84,-85,-100,-88,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-74,-100,-100,-79,-78,-85,-86,-85,-82,-78,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,697,2699170733885
-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-60,-60,-100,-100,-60,-48,-48,-100,-79,-79,-100,-100,-100,-82,-84,-100,-84,-84,-78,-85,-100,-84,-84,-100,-83,-84,-85,-88,-85,-85,-85,-91,-100,-85,-85,-100,-100,-100,-100,-100,-87,-88,-79,-100,-100,-100,-100,-83,-78,-79,-85,-85,-85,-82,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,607,697,2701827160399
-100,-100,-77,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-60,-48,-48,-100,-78,-79,-100,-100,-82,-83,-84,-100,-84,-84,-78,-83,-84,-83,-84,-100,-84,-84,-86,-88,-100,-100,-84,-91,-74,-85,-84,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-82,-78,-78,-85,-85,-85,-100,-100,-100,-100,-100,-93,-100,-90,-100,-90,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,607,697,2704489498581
