60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,9c:d6:43:60:92:e0,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1f:14:01,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:00,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:92,44:48:c1:91:95:b2,38:17:c3:1f:09:80,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:82,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:aa:32,a8:bd:27:4c:aa:90,44:48:c1:91:aa:30,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f2,44:48:c1:91:aa:31,38:17:c3:1f:19:f0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,80:8d:b7:55:25:f3,44:48:c1:91:95:a0,38:17:c3:24:56:50,38:17:c3:1f:09:83,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:40,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:41,38:17:c3:19:d7:70,b6:e6:2d:69:d5:58,38:17:c3:19:45:a2,38:17:c3:22:61:90,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,38:17:c3:19:36:30,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:52,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:50,38:17:c3:1f:22:31,00:4e:35:df:06:41,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,x,y,timestamp
-79,-100,-60,-61,-60,-100,-100,-70,-70,-70,-86,-86,-85,-85,-100,-81,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-87,-73,-72,-73,-100,-89,-88,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-84,-100,-100,-91,-100,-79,-100,-87,-89,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-89,-100,-100,-91,-100,-100,-100,-100,-100,-86,-89,-88,-88,-88,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,127,645,916807052891
-78,-100,-60,-60,-59,-100,-100,-69,-69,-70,-86,-86,-86,-85,-100,-82,-81,-82,-82,-100,-91,-100,-92,-100,-100,-100,-90,-100,-87,-100,-80,-100,-100,-77,-88,-73,-73,-73,-100,-86,-88,-87,-100,-77,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-87,-88,-87,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,127,645,919467336385
-77,-100,-60,-60,-59,-74,-100,-69,-69,-70,-84,-84,-85,-84,-100,-80,-81,-81,-81,-87,-92,-100,-91,-100,-100,-100,-100,-87,-87,-77,-80,-100,-100,-78,-87,-75,-75,-74,-100,-87,-88,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-88,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,127,645,922152931600
-76,-100,-60,-59,-58,-75,-100,-70,-70,-69,-86,-86,-87,-86,-100,-81,-100,-82,-82,-85,-91,-100,-90,-100,-100,-91,-100,-88,-88,-77,-80,-100,-100,-78,-88,-77,-77,-77,-100,-88,-88,-87,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-88,-100,-100,-100,-89,-100,-87,-88,-88,-88,-100,-84,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-89,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,127,645,924691383728
-83,-100,-58,-59,-57,-100,-76,-64,-65,-64,-91,-90,-100,-91,-100,-100,-100,-89,-100,-100,-93,-100,-93,-100,-100,-100,-100,-83,-83,-77,-100,-100,-100,-77,-83,-77,-77,-76,-100,-90,-100,-91,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-83,-100,-100,-100,-91,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-85,-86,-87,-89,-90,-86,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,972924830408
-83,-100,-58,-58,-55,-100,-100,-66,-66,-66,-88,-88,-89,-88,-100,-100,-100,-90,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-75,-74,-75,-100,-90,-89,-91,-100,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-88,-100,-91,-100,-100,-100,-100,-100,-100,-89,-89,-86,-86,-86,-100,-100,-87,-89,-100,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,975485967955
-82,-100,-51,-51,-55,-100,-100,-68,-100,-67,-100,-90,-100,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-85,-100,-100,-100,-82,-84,-82,-83,-100,-90,-88,-89,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-88,-100,-89,-100,-100,-100,-100,-84,-85,-100,-100,-100,-92,-85,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-87,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,978129385927
-81,-100,-55,-54,-54,-100,-100,-67,-66,-66,-89,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-85,-100,-100,-100,-84,-80,-79,-80,-100,-90,-91,-90,-100,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-77,-85,-100,-100,-100,-100,-85,-84,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,980701779620
-83,-100,-55,-55,-54,-100,-100,-64,-65,-64,-89,-89,-90,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-82,-100,-100,-100,-83,-85,-81,-80,-81,-100,-90,-91,-90,-100,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,983430605934
-82,-100,-55,-56,-55,-80,-77,-65,-64,-65,-100,-91,-89,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-93,-83,-83,-82,-85,-100,-100,-83,-83,-80,-81,-82,-100,-89,-89,-89,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-76,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-90,-89,-90,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,645,986028756349
-78,-100,-50,-50,-49,-100,-81,-59,-60,-60,-100,-89,-89,-89,-100,-100,-100,-86,-100,-88,-95,-100,-100,-100,-100,-100,-100,-83,-83,-78,-85,-100,-100,-78,-83,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-100,-100,-100,-83,-89,-89,-87,-87,-87,-89,-89,-88,-100,-91,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1030209146479
-80,-100,-49,-49,-49,-100,-100,-61,-61,-100,-100,-90,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-80,-100,-100,-100,-80,-86,-74,-74,-73,-100,-92,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-85,-100,-100,-92,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-90,-88,-100,-89,-87,-87,-100,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1032722251521
-80,-100,-48,-48,-48,-100,-100,-59,-59,-59,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-85,-100,-100,-86,-84,-76,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-90,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1035264735212
-79,-100,-48,-48,-49,-100,-100,-61,-61,-61,-100,-89,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-78,-86,-100,-100,-78,-84,-74,-74,-73,-100,-92,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-91,-100,-87,-77,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-91,-83,-100,-90,-87,-85,-86,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1037848496251
-79,-100,-48,-48,-48,-100,-100,-60,-61,-61,-100,-90,-100,-92,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-77,-83,-100,-100,-78,-85,-74,-74,-74,-100,-93,-100,-91,-91,-77,-100,-100,-91,-100,-100,-100,-100,-100,-91,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-80,-89,-100,-100,-91,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-83,-90,-90,-88,-88,-88,-89,-90,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1040408988068
-79,-100,-49,-49,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-82,-86,-100,-100,-81,-86,-80,-79,-80,-100,-100,-100,-91,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-86,-86,-86,-88,-89,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,161,645,1043063940885
-83,-100,-45,-44,-44,-100,-100,-51,-51,-51,-91,-90,-91,-89,-100,-100,-100,-100,-100,-100,-91,-100,-95,-100,-100,-100,-100,-82,-82,-83,-100,-100,-100,-83,-82,-75,-75,-76,-100,-88,-89,-88,-100,-82,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-86,-100,-87,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-86,-100,-85,-100,-82,-100,-100,-100,-84,-85,-86,-85,-84,-85,-100,-100,-84,-87,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,178,645,1086600607982
-85,-100,-44,-45,-44,-100,-100,-100,-100,-100,-89,-90,-92,-90,-100,-100,-100,-88,-100,-87,-94,-100,-92,-100,-100,-100,-100,-81,-81,-82,-83,-100,-100,-82,-82,-75,-74,-75,-100,-88,-88,-88,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-74,-85,-100,-100,-100,-100,-85,-85,-100,-100,-100,-86,-100,-100,-81,-100,-100,-85,-85,-100,-86,-100,-81,-100,-100,-100,-83,-83,-83,-84,-85,-84,-100,-100,-84,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,178,645,1089251184028
-86,-100,-45,-45,-44,-100,-100,-52,-52,-52,-100,-90,-100,-89,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-75,-74,-100,-89,-88,-88,-90,-82,-88,-100,-90,-100,-100,-100,-100,-100,-91,-100,-85,-100,-100,-100,-88,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-86,-100,-81,-100,-100,-100,-100,-82,-82,-84,-84,-85,-100,-100,-84,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,178,645,1091909005907
-87,-100,-44,-44,-44,-84,-100,-51,-51,-51,-100,-90,-89,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-89,-89,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-81,-100,-100,-91,-100,-87,-100,-100,-100,-100,-77,-87,-100,-100,-100,-100,-88,-87,-100,-100,-100,-87,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-83,-82,-85,-85,-85,-100,-100,-85,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,178,645,1094504267207
-86,-100,-45,-45,-44,-83,-79,-50,-51,-50,-100,-88,-100,-89,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-86,-85,-100,-100,-86,-82,-78,-78,-78,-100,-86,-86,-87,-89,-85,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-81,-83,-83,-84,-84,-84,-90,-92,-84,-100,-91,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,178,645,1096938472241
