38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:3a:50,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:51,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:70,80:8d:b7:55:3a:52,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:20,44:48:c1:a5:82:21,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:1e:ff:11,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b4:5d:50:e1:92:33,00:4e:35:df:06:52,b4:5d:50:e1:92:31,ea:9e:b4:53:24:54,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:3a:41,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,80:8d:b7:55:25:e2,38:17:c3:19:45:b0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,38:17:c3:19:71:90,38:17:c3:1e:ff:00,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,a8:bd:27:4c:bd:31,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,a8:bd:27:4c:bd:30,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,44:48:c1:91:95:b2,44:48:c1:91:95:b3,72:32:b1:3e:1a:b7,00:4e:35:de:d7:43,38:17:c3:19:71:92,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:19:45:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-72,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-79,-100,-100,-100,-79,-79,-100,-100,-100,-100,-55,-100,-100,-100,-52,-100,-55,-100,-100,-100,-100,-100,-55,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,466,3,5528298265198
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-79,-100,-78,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-79,-100,-100,-100,-79,-79,-100,-100,-100,-100,-56,-100,-100,-100,-53,-100,-56,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,466,3,5530881662590
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-72,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-79,-100,-100,-100,-79,-79,-100,-100,-100,-100,-58,-100,-100,-100,-53,-100,-58,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,466,3,5533422274250
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-90,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-73,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-77,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-79,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-100,-100,-100,-100,466,3,5535988272682
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-53,-100,-59,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,466,3,5538529195644
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-78,-100,-100,-100,-78,-78,-100,-100,-100,-100,-58,-100,-100,-100,-53,-100,-59,-100,-100,-100,-100,-100,-56,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-100,-100,-100,-100,466,3,5541098907723
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-53,-100,-100,-100,-49,-100,-52,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-90,-100,-100,-100,-100,483,3,5581975307732
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-82,-100,-100,-100,-82,-82,-100,-100,-100,-100,-53,-100,-100,-100,-50,-100,-53,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,483,3,5584522625746
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-53,-100,-100,-100,-50,-100,-53,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,483,3,5587076455793
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-80,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-100,-53,-100,-100,-100,-50,-100,-53,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,483,3,5589641994069
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-53,-100,-100,-100,-49,-100,-52,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,483,3,5592217375888
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-50,-100,-53,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,483,3,5594756249110
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-59,-100,-100,-100,-53,-100,-59,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,501,3,5634613192195
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-69,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-53,-100,-55,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,501,3,5637154613854
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-56,-100,-100,-100,-53,-100,-56,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-90,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,501,3,5639720616141
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-56,-100,-100,-100,-53,-100,-55,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,501,3,5642275732854
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-79,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-84,-100,-100,-100,-85,-84,-100,-100,-100,-100,-56,-100,-100,-100,-53,-100,-56,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,501,3,5644839073890
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-56,-100,-100,-100,-53,-100,-55,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,501,3,5647397744614
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-51,-100,-100,-100,-49,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,518,3,5691315602062
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-51,-100,-100,-100,-49,-100,-52,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,518,3,5693877880442
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-51,-100,-100,-100,-49,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,518,3,5696440379187
