b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:1f:01:90,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,80:8d:b7:55:35:00,80:8d:b7:55:25:e3,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,20:a6:cd:50:24:b1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,20:a6:cd:50:24:b2,72:32:b1:3e:1a:b8,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,b4:5d:50:e1:92:33,38:17:c3:1f:09:90,38:17:c3:1f:01:80,38:17:c3:1f:01:82,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,66:2a:2f:53:7c:99,b4:5d:50:e1:92:32,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:19:71:90,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:20,a8:bd:27:4c:bd:30,38:17:c3:1e:ff:00,38:17:c3:1f:09:93,38:17:c3:1f:09:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:22:32,38:17:c3:19:71:92,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1f:22:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:19:55:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:e1:00,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:de:d7:43,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:1e:fc:b1,38:17:c3:19:71:82,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:df:0e:11,38:17:c3:1e:fc:b2,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-35,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-65,-65,-84,-82,-83,-81,-81,-64,-75,-82,-100,-75,-75,-61,-61,-61,-73,-73,-73,-74,-70,-100,-80,-100,-71,-100,-100,-100,-90,-100,-100,-100,-86,-71,-71,-71,-71,-71,-78,-100,-79,-78,-91,-100,-100,-81,-100,-81,-71,-71,-100,-100,-80,-80,-89,-100,-100,-100,-88,-100,-100,-100,-100,-82,-100,-100,-100,-100,-86,-74,-74,-100,-100,-85,-90,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-90,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-75,-75,-85,-90,-91,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4226166867095
-35,-100,-100,-100,-76,-100,-100,-100,-79,-100,-80,-78,-65,-100,-100,-100,-65,-65,-83,-83,-83,-81,-81,-64,-75,-81,-100,-75,-75,-62,-61,-61,-83,-74,-73,-73,-100,-78,-100,-78,-100,-100,-100,-100,-92,-100,-100,-92,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-78,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-82,-100,-100,-100,-100,-73,-74,-73,-100,-100,-85,-100,-84,-90,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-75,-75,-84,-90,-90,-100,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4228829114965
-32,-100,-100,-100,-80,-100,-100,-100,-79,-78,-79,-79,-65,-100,-100,-100,-64,-65,-84,-100,-84,-81,-81,-64,-75,-82,-100,-75,-75,-61,-61,-61,-73,-73,-74,-74,-85,-78,-81,-78,-100,-100,-92,-100,-92,-100,-100,-91,-85,-75,-74,-75,-72,-72,-79,-100,-79,-79,-93,-100,-100,-80,-100,-82,-71,-71,-100,-78,-81,-80,-89,-100,-100,-100,-89,-100,-100,-100,-100,-82,-90,-92,-100,-100,-73,-73,-73,-100,-100,-85,-100,-84,-92,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-75,-74,-87,-91,-90,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4231479762573
-36,-100,-100,-100,-81,-100,-100,-100,-78,-100,-79,-79,-65,-100,-100,-100,-65,-65,-82,-84,-84,-81,-82,-64,-75,-82,-73,-76,-75,-62,-61,-61,-100,-100,-100,-100,-71,-100,-81,-100,-100,-100,-94,-100,-100,-100,-100,-100,-86,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-71,-70,-100,-78,-80,-80,-89,-100,-100,-100,-90,-100,-100,-100,-100,-84,-90,-91,-100,-100,-74,-73,-72,-100,-100,-86,-91,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-85,-93,-90,-100,-75,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4234149738307
-36,-81,-82,-82,-79,-100,-100,-100,-79,-79,-79,-78,-65,-100,-100,-100,-65,-66,-83,-83,-83,-81,-82,-64,-76,-82,-100,-75,-75,-61,-61,-60,-74,-74,-74,-74,-71,-100,-80,-100,-100,-100,-92,-100,-91,-100,-100,-91,-100,-75,-74,-75,-100,-100,-79,-100,-100,-100,-94,-100,-100,-83,-100,-100,-72,-71,-100,-100,-80,-80,-89,-100,-100,-100,-89,-100,-100,-100,-100,-81,-90,-100,-100,-100,-74,-71,-73,-100,-100,-83,-90,-100,-89,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-85,-100,-100,-100,-100,-75,-75,-85,-100,-100,-100,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4236812611802
-34,-80,-82,-81,-80,-100,-100,-100,-79,-78,-79,-79,-65,-100,-100,-100,-65,-65,-100,-100,-100,-81,-81,-64,-74,-100,-100,-76,-75,-62,-61,-61,-73,-73,-73,-74,-71,-78,-100,-78,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-72,-72,-78,-100,-78,-78,-93,-100,-100,-83,-100,-81,-72,-71,-100,-100,-80,-80,-89,-100,-100,-100,-89,-100,-100,-100,-100,-85,-88,-100,-100,-100,-73,-73,-74,-100,-100,-85,-90,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-84,-91,-100,-100,-100,-100,-89,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,347,4239474323577
-38,-100,-100,-87,-82,-100,-100,-100,-80,-79,-79,-79,-66,-100,-100,-100,-66,-67,-100,-100,-100,-83,-82,-68,-72,-84,-100,-73,-72,-64,-62,-62,-74,-74,-73,-74,-69,-76,-81,-75,-100,-100,-90,-100,-100,-100,-100,-93,-86,-72,-72,-72,-100,-68,-78,-87,-78,-78,-100,-100,-100,-79,-100,-84,-68,-68,-100,-75,-81,-81,-89,-100,-100,-100,-89,-91,-100,-100,-100,-85,-100,-90,-100,-100,-77,-76,-76,-100,-100,-86,-100,-100,-90,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-81,-82,-82,-100,-100,-100,-78,-77,-85,-100,-92,-86,-78,-100,-100,-100,-91,-100,-100,-100,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4288613492535
-100,-76,-100,-75,-79,-100,-100,-100,-85,-100,-85,-85,-67,-100,-100,-100,-67,-67,-87,-86,-87,-82,-82,-68,-100,-82,-72,-100,-100,-63,-63,-63,-75,-75,-75,-75,-70,-75,-79,-74,-100,-100,-92,-92,-92,-100,-100,-91,-85,-71,-71,-72,-67,-67,-78,-86,-100,-78,-100,-100,-100,-82,-100,-84,-70,-70,-100,-100,-79,-79,-92,-100,-100,-100,-91,-90,-91,-100,-100,-82,-100,-91,-100,-100,-77,-77,-79,-100,-100,-84,-100,-82,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-83,-83,-82,-100,-100,-100,-77,-77,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4291276034050
-45,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-85,-68,-100,-100,-100,-68,-68,-89,-89,-89,-84,-84,-72,-76,-84,-76,-76,-77,-63,-63,-63,-74,-75,-74,-75,-100,-100,-79,-75,-100,-100,-89,-100,-90,-100,-100,-90,-85,-68,-68,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-77,-79,-79,-100,-100,-100,-100,-92,-100,-100,-100,-100,-85,-100,-93,-100,-100,-78,-76,-77,-100,-100,-88,-100,-83,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4293934723117
-37,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-70,-87,-88,-88,-83,-83,-65,-75,-84,-73,-76,-75,-62,-62,-62,-77,-77,-76,-76,-70,-100,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-85,-69,-70,-69,-100,-69,-78,-100,-78,-78,-100,-100,-100,-81,-100,-100,-69,-70,-100,-100,-80,-79,-89,-100,-100,-100,-91,-100,-100,-100,-100,-82,-100,-100,-100,-100,-78,-100,-100,-100,-100,-87,-90,-83,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-89,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4296629956354
-40,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-70,-87,-88,-87,-85,-84,-67,-76,-84,-70,-76,-77,-63,-63,-63,-75,-76,-75,-75,-70,-100,-78,-100,-67,-100,-100,-100,-90,-100,-100,-90,-100,-74,-75,-74,-68,-68,-78,-100,-78,-78,-100,-100,-100,-81,-100,-100,-71,-100,-100,-100,-78,-78,-91,-100,-100,-100,-90,-100,-100,-100,-100,-83,-100,-100,-100,-100,-75,-75,-74,-100,-100,-86,-88,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-86,-88,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100,-86,-78,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4299261994637
-39,-100,-100,-100,-74,-100,-100,-100,-82,-82,-82,-82,-70,-100,-100,-100,-71,-70,-88,-87,-88,-84,-84,-65,-76,-100,-71,-77,-76,-62,-62,-62,-75,-74,-74,-75,-70,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-68,-68,-78,-100,-100,-100,-100,-100,-100,-80,-100,-100,-70,-70,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-82,-91,-100,-100,-100,-74,-75,-74,-100,-100,-87,-88,-84,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-83,-100,-100,-100,-100,-100,-77,-100,-87,-100,-100,-87,-78,-100,-100,-100,-91,-100,-100,-100,-90,-91,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,325,4301933856206
-35,-82,-83,-84,-77,-100,-100,-100,-80,-80,-81,-81,-71,-100,-100,-100,-70,-71,-85,-86,-85,-87,-100,-73,-78,-88,-77,-78,-78,-63,-66,-67,-73,-72,-73,-73,-78,-77,-81,-100,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-75,-75,-74,-87,-74,-74,-100,-100,-100,-81,-100,-100,-100,-78,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-70,-71,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-90,-84,-83,-83,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4350973521091
-36,-100,-100,-100,-76,-100,-100,-100,-81,-100,-80,-80,-71,-100,-100,-100,-71,-71,-84,-100,-100,-100,-87,-70,-78,-100,-80,-78,-78,-64,-66,-66,-73,-73,-73,-74,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-68,-100,-100,-73,-91,-73,-73,-100,-100,-100,-79,-100,-82,-78,-78,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-70,-69,-70,-100,-100,-89,-100,-80,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-87,-83,-83,-83,-100,-100,-100,-74,-74,-89,-92,-92,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4353632096616
-37,-100,-100,-100,-75,-100,-100,-100,-80,-80,-80,-80,-71,-100,-100,-100,-71,-71,-84,-86,-85,-87,-87,-70,-78,-88,-100,-78,-78,-64,-67,-66,-84,-73,-73,-73,-77,-100,-81,-100,-76,-100,-100,-100,-100,-100,-84,-100,-100,-71,-72,-71,-100,-75,-73,-87,-73,-74,-100,-100,-100,-78,-100,-83,-77,-77,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-70,-70,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-83,-82,-82,-100,-100,-100,-74,-75,-87,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-87,-85,-85,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4356295923965
-37,-100,-100,-100,-76,-100,-100,-100,-81,-100,-80,-80,-71,-100,-100,-100,-71,-72,-100,-100,-100,-88,-86,-70,-77,-88,-78,-77,-78,-64,-66,-66,-73,-72,-73,-73,-100,-78,-81,-79,-74,-100,-100,-100,-100,-100,-100,-100,-82,-73,-73,-72,-75,-75,-74,-90,-73,-73,-100,-100,-100,-82,-100,-83,-100,-100,-100,-77,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-70,-71,-69,-100,-100,-100,-100,-84,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-82,-82,-83,-100,-100,-100,-74,-74,-88,-100,-100,-88,-75,-100,-100,-89,-92,-100,-100,-100,-85,-87,-86,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4358963010012
-37,-83,-84,-82,-80,-100,-100,-100,-80,-81,-81,-81,-71,-100,-100,-100,-71,-72,-100,-100,-100,-100,-86,-70,-77,-100,-100,-78,-78,-63,-66,-66,-73,-73,-73,-73,-100,-79,-81,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-75,-75,-74,-88,-74,-73,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-70,-69,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-88,-100,-91,-88,-74,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4361648706529
-36,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-81,-71,-100,-100,-100,-71,-71,-85,-85,-85,-87,-87,-71,-78,-87,-100,-78,-77,-64,-66,-66,-73,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-73,-100,-100,-74,-100,-100,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-69,-70,-69,-100,-100,-89,-100,-83,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-83,-83,-83,-100,-100,-100,-74,-75,-88,-90,-89,-100,-76,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,303,4364273386947
-34,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-86,-72,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-60,-83,-100,-100,-83,-83,-62,-63,-64,-73,-73,-72,-74,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-71,-73,-72,-100,-100,-78,-88,-100,-78,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-81,-81,-92,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-94,-100,-100,-73,-72,-73,-100,-100,-91,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,281,4412418221431
-100,-84,-85,-83,-84,-100,-100,-100,-86,-87,-87,-87,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-59,-81,-100,-100,-80,-81,-62,-62,-62,-75,-74,-75,-75,-100,-100,-82,-100,-81,-100,-90,-100,-100,-100,-100,-90,-82,-71,-72,-71,-70,-69,-78,-87,-100,-78,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-81,-82,-91,-100,-100,-100,-92,-100,-100,-100,-100,-85,-100,-100,-100,-100,-70,-70,-70,-100,-100,-91,-94,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-82,-100,-82,-88,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-77,-100,-100,-100,-91,-100,-100,-100,-88,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,281,4415090306384
