72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:40,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:01,38:17:c3:19:45:b0,38:17:c3:1f:14:02,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,38:17:c3:1f:14:00,38:17:c3:1f:14:11,38:17:c3:1f:09:81,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:aa:30,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a1,a8:bd:27:4c:aa:80,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:aa:31,44:48:c1:91:aa:32,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:22:5e:f0,20:a6:cd:42:0a:c0,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,44:48:c1:91:d0:01,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,38:17:c3:19:71:82,38:17:c3:19:71:90,38:17:c3:1e:ff:12,68:ff:7b:e4:af:39,80:8d:b7:55:35:12,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-100,-83,-87,-86,-44,-44,-44,-54,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-86,-86,-86,-100,-85,-100,-100,-100,-100,-83,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,687,1591019153649
-84,-100,-88,-87,-44,-43,-43,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-100,-100,-100,-100,-82,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-73,-88,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,687,1593585101353
-81,-84,-87,-86,-45,-44,-44,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-100,-100,-100,-100,-81,-91,-100,-100,-82,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-83,-100,-100,-100,-100,-76,-87,-86,-87,-84,-87,-84,-100,-86,-87,-84,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,249,687,1596148191035
-84,-100,-90,-100,-53,-52,-52,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-79,-80,-80,-100,-79,-100,-100,-100,-100,-82,-100,-82,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1645694664981
-86,-83,-91,-100,-54,-53,-53,-53,-54,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-85,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-91,-92,-100,-100,-100,-100,-89,-86,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-80,-80,-80,-86,-80,-87,-81,-81,-80,-83,-86,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1648271766644
-83,-82,-92,-100,-56,-54,-53,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-77,-100,-100,-100,-100,-83,-90,-100,-89,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-92,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-79,-80,-80,-100,-80,-100,-100,-100,-100,-83,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1650911474564
-100,-81,-100,-100,-53,-53,-53,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-89,-74,-100,-100,-100,-89,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-71,-79,-79,-79,-100,-79,-100,-82,-81,-81,-85,-100,-85,-85,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1653483956955
-81,-100,-93,-100,-53,-54,-53,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-90,-83,-100,-100,-100,-83,-100,-100,-82,-82,-100,-100,-82,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-77,-77,-77,-88,-78,-87,-100,-82,-82,-85,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1656046313617
-100,-82,-100,-100,-54,-52,-53,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-90,-75,-88,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-82,-76,-76,-76,-88,-76,-87,-82,-100,-100,-86,-88,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,687,1658804841183
-100,-100,-93,-100,-54,-57,-56,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-74,-85,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-81,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-81,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-81,-81,-82,-100,-82,-100,-100,-100,-100,-81,-83,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1710115138899
-100,-100,-92,-91,-56,-56,-56,-53,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-85,-74,-84,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-81,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-81,-80,-100,-81,-100,-80,-79,-79,-84,-84,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1712677726654
-100,-100,-90,-91,-55,-56,-56,-52,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-85,-73,-84,-100,-100,-86,-86,-100,-100,-100,-88,-100,-100,-82,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-81,-81,-100,-81,-84,-100,-100,-100,-82,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1715237148628
-100,-100,-90,-88,-56,-56,-56,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-85,-74,-85,-100,-100,-85,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-80,-80,-100,-80,-100,-80,-80,-79,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1717785402215
-100,-100,-91,-100,-56,-58,-58,-53,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-85,-75,-85,-100,-100,-86,-85,-100,-100,-100,-85,-100,-100,-80,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-82,-81,-82,-84,-82,-100,-79,-79,-79,-84,-84,-85,-83,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1720361724659
-84,-100,-89,-90,-57,-57,-57,-53,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-100,-74,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-81,-80,-80,-80,-100,-80,-100,-100,-100,-100,-85,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,279,687,1722921531529
-100,-100,-88,-100,-60,-64,-63,-60,-61,-60,-100,-100,-100,-90,-91,-100,-100,-100,-100,-73,-73,-100,-74,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-93,-100,-84,-100,-100,-100,-100,-68,-79,-79,-79,-100,-79,-100,-86,-84,-84,-83,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1768075982225
-85,-100,-100,-100,-59,-65,-65,-59,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-72,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-78,-76,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-92,-100,-100,-100,-81,-100,-100,-100,-100,-67,-77,-77,-77,-81,-76,-100,-85,-84,-84,-81,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1770620851593
-100,-100,-90,-100,-59,-61,-61,-60,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-67,-79,-79,-79,-100,-79,-100,-100,-100,-100,-88,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1773176754869
-100,-83,-89,-100,-59,-61,-60,-60,-60,-59,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-71,-81,-80,-80,-81,-80,-82,-87,-87,-87,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1775738612467
-86,-82,-91,-100,-61,-62,-62,-60,-59,-60,-100,-100,-100,-92,-100,-100,-100,-100,-100,-76,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-67,-78,-78,-78,-81,-79,-100,-80,-80,-80,-83,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1778320575589
-83,-100,-92,-100,-60,-62,-61,-60,-60,-60,-100,-100,-100,-91,-91,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-79,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-71,-81,-80,-80,-100,-80,-100,-87,-86,-86,-82,-100,-81,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,294,687,1780860717249
