60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:11,38:17:c3:1f:14:00,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:02,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:01,44:48:c1:91:d0:10,44:48:c1:91:d0:00,9c:d6:43:60:92:e0,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:09:90,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:1f:09:82,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,44:48:c1:91:95:a2,38:17:c3:24:47:50,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,38:17:c3:19:45:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:b1,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:04,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,86:0d:8e:aa:25:a4,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,38:17:c3:19:45:a2,20:a6:cd:42:13:f0,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,44:48:c1:91:95:a3,72:32:b1:3e:1a:b7,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,02:54:af:fe:54:11,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:35:12,66:2a:2f:53:7c:99,80:8d:b7:55:35:11,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:81,38:17:c3:19:71:82,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,38:17:c3:19:71:80,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,20:a6:cd:50:24:a0,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:50,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-77,-100,-82,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-62,-62,-62,-56,-55,-80,-82,-100,-88,-100,-80,-100,-85,-86,-100,-100,-81,-86,-87,-80,-85,-100,-85,-84,-86,-87,-87,-87,-85,-100,-86,-100,-100,-100,-94,-83,-100,-100,-83,-100,-100,-100,-100,-88,-84,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,622,2825403461147
-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-62,-62,-62,-56,-56,-80,-80,-100,-86,-100,-81,-100,-86,-86,-84,-100,-81,-86,-87,-80,-86,-100,-86,-100,-86,-87,-100,-100,-100,-88,-100,-100,-100,-100,-92,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,622,2826837319623
-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-62,-56,-56,-80,-100,-100,-100,-100,-81,-100,-85,-86,-100,-100,-81,-85,-87,-80,-86,-100,-86,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-91,-100,-85,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-86,-100,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,622,2828261996901
-100,-100,-79,-100,-82,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-55,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-80,-100,-100,-87,-85,-80,-83,-87,-86,-83,-100,-81,-88,-86,-81,-85,-100,-86,-85,-85,-100,-100,-100,-85,-89,-85,-85,-100,-84,-93,-84,-85,-84,-84,-90,-90,-100,-100,-89,-85,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,622,2829726184078
-100,-100,-81,-100,-83,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-61,-62,-62,-100,-55,-80,-100,-86,-100,-100,-81,-100,-92,-85,-100,-100,-81,-100,-86,-80,-86,-89,-85,-85,-100,-87,-87,-87,-85,-88,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,622,2831161489950
-100,-100,-78,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-56,-56,-56,-59,-60,-83,-100,-100,-100,-100,-83,-100,-84,-84,-100,-100,-83,-100,-84,-83,-84,-100,-84,-87,-100,-83,-100,-100,-85,-100,-84,-84,-100,-100,-100,-88,-100,-100,-100,-85,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2871495234853
-100,-100,-73,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-57,-57,-57,-55,-56,-83,-84,-100,-100,-100,-82,-100,-86,-86,-83,-100,-82,-100,-100,-83,-86,-100,-87,-87,-82,-81,-80,-100,-82,-100,-82,-81,-100,-81,-100,-86,-80,-81,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-84,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2872881042283
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-55,-55,-55,-58,-57,-84,-81,-84,-85,-100,-84,-100,-84,-84,-100,-100,-84,-85,-86,-85,-84,-100,-85,-86,-84,-100,-100,-100,-83,-89,-83,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2874374532119
-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-56,-56,-56,-57,-57,-81,-100,-100,-100,-100,-81,-100,-84,-85,-100,-100,-81,-84,-84,-82,-84,-100,-85,-87,-83,-100,-100,-100,-83,-92,-83,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2875730606005
-100,-100,-100,-74,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-56,-55,-55,-55,-56,-84,-84,-100,-84,-82,-84,-83,-85,-84,-82,-100,-85,-84,-84,-86,-84,-100,-84,-87,-84,-100,-100,-100,-81,-100,-81,-81,-100,-100,-100,-87,-81,-81,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2877202001568
-100,-100,-75,-100,-81,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-56,-100,-100,-100,-100,-100,-55,-56,-55,-57,-56,-84,-100,-82,-85,-82,-83,-81,-85,-84,-81,-100,-84,-84,-84,-83,-85,-100,-84,-86,-86,-82,-82,-100,-81,-100,-100,-82,-100,-100,-100,-88,-100,-100,-100,-86,-87,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,622,2878621694990
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-55,-55,-56,-49,-49,-81,-100,-81,-85,-100,-80,-100,-85,-85,-100,-100,-80,-85,-86,-80,-85,-87,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2922926751748
-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-55,-55,-56,-49,-49,-80,-100,-84,-100,-80,-80,-79,-85,-84,-79,-100,-80,-100,-86,-79,-84,-89,-84,-100,-90,-84,-100,-100,-85,-100,-85,-86,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-100,-89,-77,-100,-100,-83,-84,-88,-87,-100,-100,-89,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2924441899920
-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-56,-55,-55,-49,-49,-80,-78,-100,-85,-80,-80,-79,-85,-84,-80,-100,-80,-84,-85,-79,-84,-100,-84,-90,-85,-85,-83,-100,-86,-100,-86,-86,-100,-77,-100,-100,-78,-78,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-89,-77,-100,-100,-83,-84,-100,-100,-100,-100,-89,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2925866357614
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-79,-100,-100,-100,-100,-80,-100,-83,-84,-100,-100,-81,-100,-85,-80,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-83,-100,-100,-88,-100,-100,-83,-100,-77,-100,-100,-100,-100,-100,-78,-79,-90,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2927406024069
-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-58,-58,-58,-48,-48,-81,-100,-100,-84,-79,-81,-79,-88,-88,-79,-100,-82,-83,-82,-81,-89,-100,-88,-100,-88,-100,-100,-100,-85,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2928917667188
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-59,-59,-59,-46,-46,-80,-100,-82,-84,-100,-79,-100,-84,-84,-100,-100,-80,-83,-83,-80,-83,-89,-84,-92,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,592,622,2930335710923
-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-57,-58,-51,-51,-100,-100,-100,-89,-100,-84,-100,-86,-87,-83,-100,-84,-88,-88,-84,-88,-100,-86,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-79,-87,-100,-100,-100,-100,-100,-79,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,622,2974693808311
-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-56,-56,-57,-100,-52,-84,-80,-85,-100,-100,-84,-100,-86,-86,-100,-100,-84,-100,-88,-84,-87,-100,-86,-91,-100,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-78,-77,-86,-87,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,622,2976082215741
-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-57,-57,-57,-51,-51,-84,-100,-100,-87,-100,-84,-84,-100,-100,-84,-100,-84,-87,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-80,-80,-79,-81,-81,-100,-100,-87,-100,-100,-81,-100,-79,-100,-100,-79,-100,-100,-78,-78,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,622,2977464179889
-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-57,-57,-57,-51,-51,-100,-100,-84,-88,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-86,-100,-86,-90,-100,-100,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,607,622,2978963134726
