60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b3,38:17:c3:1f:14:01,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,38:17:c3:1f:09:80,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,38:17:c3:24:47:50,38:17:c3:22:61:90,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,00:4e:35:de:d7:43,38:17:c3:19:36:30,20:a6:cd:42:0a:c0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:24:56:50,38:17:c3:22:61:91,20:a6:cd:42:13:f0,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,20:a6:cd:42:13:f1,38:17:c3:22:5e:f2,20:a6:cd:42:0b:e3,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:36:32,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,00:4e:35:de:e1:12,00:4e:35:df:06:51,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,x,y,timestamp
-100,-88,-68,-69,-70,-87,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-77,-74,-73,-77,-77,-73,-73,-75,-76,-75,-72,-72,-87,-89,-87,-88,-88,-88,-88,-86,-100,-100,-89,-100,-100,-89,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,441,656,8620104625646
-85,-88,-68,-69,-69,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-90,-89,-73,-72,-100,-89,-88,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-76,-71,-71,-77,-76,-71,-71,-100,-100,-100,-74,-74,-85,-91,-89,-89,-90,-90,-100,-100,-100,-87,-92,-86,-87,-100,-100,-100,-100,-100,-84,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,441,656,8622764819245
-100,-100,-67,-66,-66,-100,-100,-100,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-85,-75,-77,-100,-85,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-78,-77,-76,-78,-77,-75,-75,-100,-100,-100,-75,-74,-86,-89,-82,-82,-82,-83,-100,-100,-100,-87,-89,-100,-89,-89,-89,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8672316195327
-88,-100,-67,-67,-67,-85,-100,-100,-76,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-83,-77,-78,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-74,-78,-78,-76,-78,-78,-76,-76,-100,-100,-100,-74,-73,-87,-89,-84,-84,-83,-84,-100,-100,-100,-90,-90,-100,-100,-89,-88,-100,-100,-100,-100,-90,-87,-100,-86,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8674881684385
-100,-100,-67,-67,-66,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-84,-85,-75,-76,-100,-84,-88,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-73,-81,-74,-77,-76,-75,-77,-77,-75,-75,-75,-75,-75,-74,-74,-86,-90,-83,-83,-83,-84,-100,-89,-100,-91,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8677546486056
-100,-100,-67,-67,-67,-100,-100,-100,-76,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-85,-77,-77,-100,-84,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-74,-100,-76,-76,-78,-100,-75,-76,-75,-100,-100,-73,-74,-100,-90,-83,-84,-83,-84,-100,-100,-100,-89,-89,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8680116435479
-100,-100,-67,-67,-67,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-84,-77,-77,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-76,-66,-85,-73,-78,-76,-75,-78,-78,-76,-76,-75,-75,-75,-74,-75,-87,-90,-83,-83,-83,-83,-86,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8682666238754
-86,-100,-68,-67,-67,-100,-100,-100,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-83,-77,-76,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-63,-100,-74,-78,-77,-76,-78,-78,-76,-76,-75,-75,-75,-74,-74,-85,-89,-100,-100,-100,-100,-86,-86,-86,-91,-90,-100,-100,-89,-91,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,458,656,8685338567562
-100,-100,-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-87,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-61,-84,-71,-82,-77,-77,-82,-82,-77,-77,-78,-79,-78,-73,-73,-100,-87,-85,-83,-84,-84,-86,-85,-85,-85,-87,-86,-84,-87,-87,-100,-91,-100,-100,-100,-100,-91,-86,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8729729076046
-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-100,-78,-77,-100,-100,-76,-76,-74,-73,-73,-69,-69,-100,-89,-86,-84,-85,-86,-84,-83,-83,-87,-89,-87,-88,-88,-89,-89,-89,-100,-100,-87,-100,-88,-92,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8732359594017
-100,-100,-75,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-62,-84,-71,-82,-79,-80,-82,-82,-80,-80,-71,-71,-71,-75,-75,-86,-91,-83,-83,-83,-83,-100,-86,-100,-85,-100,-85,-85,-91,-92,-88,-89,-94,-100,-100,-100,-88,-100,-100,-100,-89,-89,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8735023034959
-100,-100,-76,-75,-75,-100,-100,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-68,-100,-74,-84,-80,-80,-84,-84,-80,-80,-100,-100,-100,-76,-76,-100,-90,-84,-84,-83,-83,-100,-100,-100,-86,-90,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-89,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8737663207305
-86,-100,-76,-76,-76,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-91,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-68,-82,-73,-85,-100,-100,-84,-84,-100,-100,-74,-74,-74,-76,-76,-86,-100,-84,-83,-83,-84,-84,-100,-100,-85,-90,-85,-85,-90,-91,-89,-90,-100,-100,-100,-100,-89,-100,-90,-100,-89,-88,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8740243325010
-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-77,-67,-100,-71,-100,-79,-78,-83,-100,-78,-78,-72,-100,-100,-73,-73,-87,-92,-83,-82,-82,-82,-85,-85,-86,-86,-93,-87,-86,-100,-100,-90,-89,-100,-100,-100,-100,-88,-100,-88,-100,-100,-87,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,656,8742884156784
-100,-100,-72,-71,-71,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-71,-82,-86,-85,-100,-100,-86,-86,-76,-76,-100,-71,-70,-84,-87,-80,-80,-80,-81,-83,-83,-100,-100,-88,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-91,-85,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8799196972654
-100,-100,-70,-71,-70,-100,-100,-100,-78,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-66,-84,-70,-100,-80,-78,-100,-81,-78,-79,-75,-75,-100,-69,-70,-86,-91,-83,-82,-83,-83,-82,-82,-82,-88,-89,-87,-88,-100,-100,-100,-87,-90,-100,-86,-100,-88,-88,-86,-85,-89,-91,-100,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8801770825931
-100,-100,-69,-70,-69,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-70,-84,-70,-80,-80,-78,-80,-80,-80,-78,-74,-74,-74,-71,-72,-87,-100,-82,-82,-83,-82,-82,-82,-82,-87,-100,-87,-88,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-87,-87,-88,-91,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8804443515573
-100,-100,-70,-69,-70,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-68,-83,-69,-81,-78,-79,-81,-81,-79,-79,-100,-100,-74,-69,-69,-88,-91,-82,-82,-82,-82,-82,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-85,-100,-100,-88,-100,-85,-100,-88,-89,-90,-89,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8807100601931
-100,-100,-69,-69,-69,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-73,-85,-70,-81,-78,-78,-81,-81,-77,-78,-75,-74,-74,-71,-70,-100,-100,-84,-84,-84,-84,-82,-81,-82,-88,-91,-88,-89,-100,-100,-87,-87,-100,-100,-100,-87,-88,-100,-85,-85,-88,-90,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8809764363759
-100,-100,-69,-68,-69,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-72,-100,-70,-80,-78,-78,-81,-81,-78,-79,-75,-75,-75,-71,-71,-100,-90,-84,-83,-83,-83,-83,-83,-83,-88,-89,-87,-87,-100,-100,-89,-88,-91,-100,-100,-100,-88,-100,-85,-86,-88,-91,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,674,8812431676733
-85,-100,-74,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-81,-81,-81,-100,-81,-81,-74,-74,-75,-64,-64,-100,-83,-84,-84,-85,-83,-100,-100,-100,-89,-84,-89,-89,-84,-84,-91,-100,-91,-85,-100,-100,-100,-100,-100,-100,-91,-89,-89,-88,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,691,8861160209035
-100,-100,-75,-75,-75,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-80,-81,-82,-81,-100,-81,-81,-77,-78,-77,-65,-65,-100,-84,-84,-84,-84,-83,-100,-100,-100,-86,-83,-87,-86,-83,-83,-88,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-93,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,691,8863721327155
