72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:19:d0,44:48:c1:91:95:a3,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:95:a1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:b0,00:4e:35:de:d7:43,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:83,38:17:c3:1f:09:90,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:92,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:d7:70,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1f:0e:11,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:31,80:8d:b7:55:29:d1,00:4e:35:df:06:52,38:17:c3:1f:22:32,00:4e:35:df:06:50,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,x,y,timestamp
-100,-84,-79,-56,-57,-57,-100,-65,-65,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-88,-100,-100,-100,-78,-100,-77,-100,-84,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-92,-92,-100,-100,-66,-77,-100,-100,-100,-100,-100,-85,-87,-90,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,202,646,1192075720261
-100,-84,-100,-56,-57,-58,-100,-66,-66,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-90,-91,-77,-100,-77,-100,-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-90,-91,-100,-100,-66,-77,-86,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-89,-88,-85,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-89,-89,-100,-100,-89,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,202,646,1194639861610
-100,-84,-78,-57,-58,-57,-100,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-93,-91,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-65,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,202,646,1197195312490
-100,-84,-100,-57,-57,-57,-100,-65,-65,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-86,-100,-100,-78,-100,-78,-100,-84,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-92,-91,-100,-100,-100,-77,-100,-100,-100,-100,-100,-87,-88,-90,-100,-100,-100,-100,-88,-90,-82,-100,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-90,-88,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,202,646,1199758494724
-82,-81,-78,-50,-49,-49,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-88,-100,-100,-81,-100,-81,-100,-80,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-91,-100,-100,-61,-80,-100,-100,-100,-100,-100,-85,-92,-87,-100,-100,-100,-100,-87,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-87,-100,-88,-88,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1249417754932
-79,-82,-100,-50,-50,-50,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-82,-100,-82,-100,-79,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-91,-92,-100,-100,-62,-82,-100,-100,-100,-100,-100,-86,-92,-86,-100,-100,-100,-100,-87,-87,-76,-100,-85,-90,-85,-85,-100,-100,-100,-100,-100,-100,-85,-89,-87,-86,-100,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1251981287166
-100,-81,-100,-50,-50,-50,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-82,-100,-82,-100,-80,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-92,-92,-100,-100,-62,-81,-100,-100,-100,-100,-100,-84,-93,-86,-100,-100,-100,-100,-88,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-86,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1254538026900
-100,-82,-100,-50,-50,-50,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-62,-82,-100,-100,-100,-100,-100,-85,-92,-87,-100,-100,-100,-100,-88,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1257098487884
-80,-82,-100,-51,-50,-50,-100,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-92,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-92,-92,-100,-100,-62,-81,-100,-100,-100,-100,-100,-85,-92,-89,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-86,-87,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1259659792879
-81,-80,-100,-51,-50,-51,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-94,-91,-86,-100,-84,-100,-84,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-91,-91,-100,-100,-62,-84,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-88,-88,-70,-100,-85,-100,-100,-86,-100,-100,-100,-100,-86,-100,-87,-100,-86,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,219,646,1262216860373
-80,-86,-100,-48,-47,-47,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-78,-100,-78,-100,-82,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-90,-90,-90,-100,-55,-78,-100,-100,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-100,-100,-76,-100,-82,-84,-82,-82,-100,-100,-100,-100,-100,-100,-100,-84,-82,-82,-100,-100,-81,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1319162351723
-100,-84,-80,-47,-47,-48,-100,-54,-54,-100,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-90,-91,-100,-100,-54,-83,-100,-100,-100,-100,-100,-85,-100,-100,-90,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-87,-87,-84,-82,-82,-100,-100,-82,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1321600857539
-81,-85,-100,-47,-47,-47,-100,-54,-54,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-84,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-91,-91,-100,-100,-54,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-87,-100,-83,-82,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1324158417065
-100,-86,-100,-47,-47,-47,-100,-54,-54,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-85,-91,-85,-100,-81,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-90,-91,-100,-100,-54,-85,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-77,-100,-83,-83,-100,-83,-100,-100,-100,-100,-87,-88,-88,-83,-83,-83,-100,-100,-83,-82,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1326737929665
-100,-86,-82,-47,-48,-47,-100,-54,-54,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-90,-100,-54,-84,-100,-100,-100,-100,-100,-85,-100,-100,-91,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-83,-84,-90,-89,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1329399340868
-100,-85,-100,-47,-47,-47,-100,-58,-58,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-85,-91,-84,-100,-81,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-91,-90,-90,-100,-58,-85,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-81,-100,-100,-84,-100,-85,-100,-100,-100,-86,-87,-87,-87,-85,-84,-84,-100,-100,-84,-83,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,236,646,1331960042165
-100,-85,-77,-43,-43,-43,-100,-53,-53,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-91,-100,-100,-100,-82,-100,-82,-100,-77,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-92,-92,-100,-100,-53,-82,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-86,-81,-81,-100,-100,-100,-100,-100,-100,-91,-85,-85,-86,-100,-100,-85,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1392574080599
-82,-89,-80,-42,-43,-43,-100,-53,-53,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-88,-88,-100,-91,-82,-100,-81,-100,-78,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-53,-81,-86,-100,-100,-100,-100,-86,-88,-91,-100,-100,-100,-100,-89,-90,-82,-100,-100,-91,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-87,-85,-90,-89,-85,-86,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1395143341272
-80,-88,-82,-43,-43,-43,-100,-51,-50,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-90,-90,-100,-91,-79,-91,-79,-100,-77,-76,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-50,-80,-86,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-89,-86,-86,-91,-100,-85,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1397802036693
-79,-100,-100,-43,-44,-44,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-88,-90,-90,-80,-89,-80,-100,-77,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-50,-80,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-100,-84,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-90,-91,-86,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1400357416478
-79,-88,-100,-43,-43,-44,-100,-50,-50,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-80,-100,-80,-100,-76,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-50,-80,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-83,-91,-100,-85,-84,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1402821421620
-100,-89,-100,-43,-44,-44,-100,-51,-51,-100,-100,-100,-100,-91,-92,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-90,-80,-91,-80,-100,-76,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-51,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-91,-90,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,254,646,1405376562551
