72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:19:d0,44:48:c1:91:95:a3,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:95:a1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:b0,00:4e:35:de:d7:43,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:83,38:17:c3:1f:09:90,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:92,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:d7:70,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1f:0e:11,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:31,80:8d:b7:55:29:d1,00:4e:35:df:06:52,38:17:c3:1f:22:32,00:4e:35:df:06:50,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,x,y,timestamp
-88,-100,-100,-84,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-61,-100,-100,-100,-100,-100,-89,-100,-100,-100,-61,-100,-100,-63,-63,-100,-100,-61,-62,-100,-100,-100,-78,-79,-81,-78,-78,-81,-100,-81,-100,-81,-100,-83,-100,-81,-100,-100,-100,-88,-82,-84,-100,-81,-80,-100,-81,-100,-88,-87,-100,-100,-100,-100,-100,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,697,2777227434474
-100,-100,-100,-75,-100,-75,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-91,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-84,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-63,-63,-100,-100,-61,-63,-100,-100,-100,-78,-79,-100,-78,-78,-81,-100,-81,-84,-81,-100,-83,-100,-82,-100,-100,-100,-89,-84,-83,-100,-80,-100,-100,-81,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,697,2779784560457
-100,-100,-100,-75,-74,-81,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-91,-90,-60,-60,-100,-100,-55,-60,-100,-100,-100,-81,-80,-85,-81,-80,-88,-100,-87,-84,-87,-100,-78,-100,-88,-100,-85,-100,-84,-79,-79,-80,-85,-84,-93,-84,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-90,-85,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2824741175613
-100,-100,-100,-73,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-90,-90,-60,-100,-100,-100,-54,-60,-100,-100,-100,-81,-81,-84,-82,-81,-88,-100,-88,-100,-100,-100,-82,-100,-100,-100,-83,-100,-84,-82,-82,-100,-84,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2827299321128
-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-83,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-92,-90,-60,-61,-100,-100,-55,-60,-77,-100,-100,-82,-81,-100,-82,-82,-84,-100,-84,-100,-84,-100,-81,-100,-84,-100,-83,-100,-85,-81,-81,-84,-84,-100,-93,-100,-83,-85,-84,-100,-100,-100,-100,-100,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2829863385342
-100,-100,-100,-72,-74,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-87,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-91,-92,-62,-100,-100,-100,-55,-63,-76,-100,-100,-82,-81,-100,-81,-81,-86,-86,-88,-86,-87,-100,-81,-100,-87,-100,-84,-100,-85,-80,-81,-80,-85,-85,-100,-84,-100,-85,-86,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-88,-100,-85,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2832424097576
-100,-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-90,-92,-65,-64,-100,-100,-56,-64,-79,-100,-100,-80,-80,-82,-81,-81,-85,-100,-86,-86,-86,-100,-80,-84,-85,-84,-80,-100,-83,-79,-80,-82,-84,-85,-91,-84,-100,-83,-83,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2834889187978
-100,-100,-100,-72,-72,-81,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-91,-91,-64,-64,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-86,-100,-80,-100,-86,-100,-82,-84,-83,-80,-80,-100,-85,-85,-90,-85,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,579,697,2837450910317
-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-64,-65,-100,-100,-55,-100,-100,-100,-100,-80,-81,-100,-81,-81,-82,-100,-81,-100,-82,-100,-83,-100,-81,-100,-88,-86,-86,-81,-82,-85,-84,-83,-100,-84,-100,-86,-85,-100,-100,-100,-100,-100,-83,-83,-92,-89,-87,-87,-92,-100,-100,-91,-83,-87,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,596,697,2885783593777
-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-64,-64,-100,-100,-57,-65,-76,-100,-100,-80,-80,-100,-80,-80,-83,-100,-85,-100,-84,-100,-83,-100,-84,-100,-87,-100,-88,-83,-83,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-79,-83,-83,-100,-100,-100,-100,-100,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,596,697,2888342545855
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-64,-64,-100,-100,-56,-64,-100,-100,-100,-85,-83,-100,-84,-84,-85,-85,-84,-86,-83,-84,-84,-100,-83,-100,-84,-100,-88,-84,-84,-85,-85,-84,-93,-85,-100,-87,-87,-100,-100,-100,-100,-100,-81,-81,-92,-100,-100,-100,-100,-100,-100,-92,-81,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,596,697,2890904101319
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-64,-64,-100,-100,-56,-64,-100,-100,-100,-82,-82,-81,-81,-81,-84,-100,-83,-84,-83,-85,-86,-81,-83,-81,-83,-100,-87,-85,-85,-87,-84,-85,-93,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,596,697,2893461116834
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-64,-63,-100,-100,-56,-64,-100,-100,-100,-81,-80,-100,-80,-81,-84,-84,-83,-84,-83,-85,-85,-100,-84,-100,-90,-100,-87,-86,-85,-88,-100,-100,-91,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-92,-87,-100,-100,-100,-100,-100,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,596,697,2896020871360
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-63,-64,-100,-100,-56,-64,-100,-100,-100,-81,-80,-82,-80,-81,-84,-84,-84,-84,-84,-85,-85,-100,-83,-100,-86,-100,-87,-85,-86,-88,-100,-100,-91,-83,-100,-100,-88,-92,-100,-80,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-92,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,596,697,2898582651615
-100,-100,-100,-100,-80,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-61,-60,-100,-100,-47,-60,-100,-100,-100,-80,-81,-81,-80,-81,-86,-100,-86,-100,-86,-100,-86,-100,-86,-100,-100,-100,-100,-85,-85,-87,-86,-86,-92,-86,-100,-100,-100,-100,-100,-100,-81,-100,-82,-83,-100,-100,-88,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,697,2949676542538
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-61,-61,-100,-100,-48,-61,-100,-100,-100,-81,-81,-100,-81,-81,-87,-100,-86,-84,-86,-85,-85,-100,-86,-100,-87,-100,-87,-83,-83,-100,-86,-86,-92,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,614,697,2952236857949
-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-60,-100,-100,-100,-53,-60,-100,-100,-100,-77,-77,-100,-77,-77,-83,-100,-83,-87,-82,-87,-84,-100,-82,-100,-85,-100,-87,-84,-84,-87,-86,-86,-89,-85,-100,-86,-87,-89,-90,-100,-80,-100,-83,-83,-87,-83,-100,-87,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,697,2954787898985
-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-62,-62,-100,-100,-48,-62,-100,-100,-100,-80,-80,-81,-80,-80,-85,-86,-85,-86,-84,-87,-85,-100,-85,-100,-100,-100,-89,-85,-85,-100,-84,-83,-100,-84,-100,-89,-100,-100,-100,-100,-100,-100,-81,-81,-89,-100,-100,-100,-93,-100,-100,-100,-81,-100,-100,-90,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,697,2957360792574
-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-61,-61,-100,-100,-49,-61,-82,-100,-100,-82,-82,-100,-82,-82,-87,-100,-86,-100,-86,-86,-85,-100,-86,-100,-84,-86,-100,-84,-84,-100,-85,-83,-92,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-89,-85,-84,-100,-90,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,614,697,2959908293141
-100,-100,-86,-70,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-48,-100,-100,-100,-100,-100,-90,-100,-100,-100,-47,-100,-100,-61,-61,-100,-100,-47,-61,-100,-100,-100,-81,-81,-81,-81,-81,-88,-100,-88,-100,-89,-100,-84,-100,-88,-100,-100,-100,-89,-84,-84,-100,-83,-84,-92,-85,-100,-88,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,697,2962610336535
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-60,-61,-100,-100,-53,-60,-100,-100,-100,-79,-79,-84,-78,-78,-86,-83,-85,-83,-86,-83,-85,-100,-86,-100,-100,-100,-100,-84,-84,-84,-100,-87,-94,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-80,-86,-86,-91,-80,-81,-90,-82,-86,-100,-89,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,631,697,3010712153462
-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-52,-100,-100,-100,-100,-100,-91,-100,-100,-100,-54,-100,-100,-60,-61,-100,-100,-54,-60,-100,-100,-100,-79,-79,-84,-78,-79,-85,-100,-85,-100,-85,-100,-84,-100,-84,-100,-100,-100,-91,-84,-85,-85,-87,-86,-100,-86,-100,-91,-100,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-100,-90,-80,-80,-89,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,631,697,3013268819654
