38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:c0,ac:e2:d3:c4:08:e6,44:48:c1:a5:82:30,80:8d:b7:55:39:c1,44:48:c1:a5:82:32,b0:be:76:f8:30:5e,44:48:c1:a5:82:22,44:48:c1:a5:82:20,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:3a:50,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:f2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:12,38:17:c3:19:d7:60,38:17:c3:19:45:b2,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:1e:ff:00,b4:5d:50:e1:96:51,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:a0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:45:b1,38:17:c3:1f:01:80,00:4e:35:df:06:42,00:4e:35:df:06:40,b4:5d:50:e1:92:33,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,38:17:c3:1f:09:90,72:32:b1:3e:1a:b8,38:17:c3:1f:09:83,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:71:90,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,38:17:c3:19:45:b0,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:22:31,72:32:b1:3e:1a:b7,00:4e:35:df:0e:12,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,00:4e:35:de:e1:00,38:17:c3:19:36:31,38:17:c3:1f:22:32,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,00:4e:35:df:0e:00,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,x,y,timestamp
-100,-78,-100,-100,-100,-100,-100,-100,-62,-62,-62,-73,-73,-73,-73,-100,-100,-100,-63,-63,-63,-87,-61,-64,-64,-78,-70,-70,-70,-65,-65,-80,-80,-65,-81,-72,-100,-100,-79,-73,-74,-74,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-84,-100,-85,-100,-100,-100,-100,-87,-100,-86,-86,-86,-100,-100,-100,-85,-100,-82,-77,-77,-78,-100,-100,-100,-100,-100,-77,-77,-80,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-79,-79,-100,-100,-79,-100,-100,-100,-88,-100,-100,-100,-87,-88,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2048232619873
-75,-76,-100,-100,-76,-100,-100,-100,-68,-68,-67,-73,-73,-72,-74,-100,-100,-100,-100,-62,-100,-87,-58,-100,-62,-100,-65,-65,-66,-68,-66,-80,-81,-67,-81,-100,-74,-74,-81,-72,-73,-72,-100,-92,-100,-100,-100,-100,-100,-82,-100,-81,-85,-100,-84,-100,-100,-100,-100,-88,-77,-85,-85,-86,-100,-100,-90,-85,-84,-85,-78,-77,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-85,-100,-100,-100,-80,-80,-100,-100,-79,-84,-100,-84,-87,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2050889717012
-76,-79,-79,-100,-74,-100,-100,-100,-63,-64,-64,-72,-73,-72,-72,-100,-100,-100,-63,-64,-63,-100,-58,-63,-65,-100,-73,-73,-72,-67,-65,-80,-80,-66,-79,-74,-75,-73,-80,-72,-73,-72,-100,-91,-100,-100,-100,-91,-86,-82,-100,-82,-84,-100,-84,-100,-100,-100,-100,-88,-100,-86,-85,-100,-100,-100,-90,-84,-84,-82,-78,-78,-78,-100,-100,-100,-100,-100,-78,-100,-78,-78,-100,-100,-80,-81,-81,-100,-100,-100,-100,-100,-81,-100,-90,-100,-100,-79,-78,-100,-91,-78,-85,-85,-84,-100,-100,-100,-100,-100,-86,-86,-86,-89,-88,-86,-100,-90,-88,-89,-100,-100,-100,-87,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2053582305822
-76,-79,-79,-76,-76,-100,-100,-100,-64,-63,-64,-73,-73,-73,-72,-100,-100,-100,-63,-62,-62,-100,-60,-63,-63,-77,-100,-72,-72,-67,-67,-81,-81,-68,-82,-100,-100,-75,-81,-80,-100,-80,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-86,-100,-85,-100,-100,-100,-100,-85,-100,-86,-86,-87,-100,-100,-100,-85,-83,-83,-78,-76,-78,-100,-100,-100,-100,-100,-78,-78,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-84,-100,-100,-100,-83,-83,-100,-100,-83,-88,-100,-88,-89,-100,-100,-100,-88,-88,-100,-100,-88,-89,-100,-87,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2056037923202
-75,-75,-77,-75,-74,-100,-100,-100,-66,-66,-65,-72,-72,-73,-73,-100,-100,-100,-62,-61,-62,-100,-58,-62,-60,-76,-72,-72,-71,-68,-68,-80,-80,-69,-80,-100,-100,-100,-80,-81,-81,-81,-100,-92,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-88,-88,-100,-100,-90,-100,-84,-83,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-82,-100,-85,-100,-100,-89,-100,-82,-82,-100,-100,-100,-84,-84,-100,-100,-84,-84,-84,-84,-100,-100,-100,-100,-100,-87,-100,-100,-90,-90,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2129313588575
-100,-75,-100,-100,-75,-81,-81,-81,-65,-65,-65,-73,-74,-73,-72,-100,-100,-100,-62,-61,-61,-100,-58,-62,-61,-78,-71,-72,-72,-68,-69,-79,-79,-69,-79,-75,-75,-75,-80,-74,-72,-74,-100,-90,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-88,-77,-88,-87,-88,-100,-100,-92,-86,-100,-84,-76,-76,-76,-100,-100,-100,-100,-100,-79,-100,-81,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-82,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-87,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2131999585926
-76,-100,-100,-76,-75,-81,-81,-81,-67,-66,-66,-72,-73,-73,-73,-100,-100,-100,-63,-61,-62,-100,-57,-62,-62,-79,-100,-72,-72,-67,-68,-80,-80,-67,-80,-76,-100,-100,-79,-75,-75,-75,-100,-100,-100,-100,-100,-91,-87,-84,-100,-84,-86,-100,-85,-100,-100,-100,-100,-100,-77,-87,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-78,-100,-100,-82,-83,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-80,-85,-84,-85,-87,-100,-100,-100,-100,-86,-100,-100,-89,-88,-100,-87,-86,-89,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2134778507973
-100,-75,-78,-100,-77,-81,-100,-80,-65,-64,-63,-73,-73,-73,-73,-100,-100,-100,-62,-62,-62,-100,-58,-62,-63,-78,-100,-71,-100,-100,-100,-80,-80,-100,-80,-77,-77,-77,-80,-76,-76,-76,-100,-92,-100,-100,-100,-90,-87,-84,-100,-100,-87,-100,-87,-100,-100,-100,-100,-87,-77,-87,-86,-86,-100,-100,-100,-88,-100,-85,-77,-76,-77,-100,-100,-100,-100,-100,-78,-100,-83,-78,-100,-100,-83,-81,-83,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-83,-84,-100,-100,-84,-84,-85,-84,-85,-100,-100,-100,-87,-87,-100,-100,-90,-89,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2137217041185
-100,-100,-100,-100,-100,-100,-81,-100,-64,-65,-65,-72,-72,-72,-72,-100,-100,-100,-62,-60,-62,-100,-58,-63,-59,-82,-70,-70,-69,-65,-66,-81,-80,-65,-81,-100,-100,-100,-81,-74,-75,-74,-100,-100,-100,-100,-100,-91,-86,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-87,-82,-86,-76,-76,-77,-100,-100,-100,-100,-100,-78,-78,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-91,-100,-100,-84,-83,-100,-100,-83,-86,-85,-86,-87,-100,-100,-100,-100,-100,-87,-100,-87,-86,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2139870388012
-76,-73,-79,-74,-100,-100,-100,-100,-62,-63,-64,-100,-100,-100,-100,-100,-100,-100,-63,-61,-63,-100,-59,-63,-62,-82,-69,-68,-68,-86,-66,-81,-79,-64,-80,-76,-76,-76,-80,-76,-75,-74,-100,-90,-100,-100,-100,-91,-86,-82,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-87,-100,-82,-76,-77,-77,-100,-100,-100,-100,-100,-79,-100,-84,-78,-100,-100,-84,-84,-84,-81,-100,-100,-100,-100,-83,-82,-90,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-87,-87,-100,-86,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,493,2142540027340
-76,-69,-100,-77,-76,-100,-100,-100,-62,-62,-63,-100,-76,-100,-100,-100,-100,-100,-72,-66,-72,-88,-63,-72,-66,-67,-69,-69,-69,-65,-64,-76,-77,-65,-77,-71,-72,-71,-77,-73,-100,-100,-100,-89,-100,-100,-100,-90,-83,-80,-100,-80,-85,-100,-84,-100,-100,-100,-100,-89,-100,-90,-100,-90,-100,-100,-100,-86,-100,-82,-79,-78,-78,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-82,-100,-100,-100,-83,-83,-100,-100,-83,-85,-85,-85,-100,-91,-100,-100,-100,-87,-100,-100,-83,-86,-100,-87,-89,-84,-100,-100,-100,-88,-91,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2196921710831
-75,-75,-75,-100,-76,-100,-100,-100,-60,-60,-60,-75,-76,-75,-75,-92,-100,-100,-72,-68,-100,-100,-63,-73,-69,-63,-68,-68,-68,-65,-65,-81,-82,-65,-82,-71,-70,-70,-81,-74,-74,-73,-100,-88,-100,-100,-100,-88,-87,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-100,-91,-82,-78,-78,-78,-100,-100,-100,-100,-100,-80,-80,-81,-80,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-81,-81,-100,-100,-82,-87,-100,-87,-88,-91,-89,-89,-88,-87,-100,-100,-84,-86,-100,-88,-88,-86,-85,-100,-100,-100,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2199596642451
-74,-74,-77,-75,-74,-83,-83,-82,-61,-62,-61,-100,-75,-100,-100,-100,-100,-100,-71,-100,-70,-100,-58,-70,-64,-65,-66,-67,-67,-67,-67,-81,-82,-67,-82,-71,-71,-71,-82,-74,-74,-74,-100,-100,-100,-100,-100,-100,-86,-78,-100,-78,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-87,-81,-84,-79,-78,-79,-100,-100,-100,-100,-100,-83,-100,-81,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-82,-81,-100,-90,-82,-88,-87,-87,-100,-92,-100,-100,-100,-87,-100,-81,-83,-84,-81,-88,-89,-83,-84,-100,-100,-88,-91,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2202358569862
-77,-74,-100,-76,-77,-83,-100,-83,-58,-58,-59,-100,-75,-100,-100,-100,-100,-100,-74,-61,-100,-100,-59,-100,-61,-66,-100,-100,-100,-64,-63,-80,-79,-64,-81,-69,-100,-100,-81,-74,-100,-100,-100,-88,-100,-100,-100,-88,-90,-76,-100,-100,-85,-100,-85,-100,-100,-100,-100,-90,-81,-100,-100,-89,-100,-100,-87,-85,-82,-83,-82,-81,-82,-100,-100,-100,-100,-100,-83,-100,-80,-83,-100,-100,-100,-82,-83,-83,-86,-100,-100,-100,-83,-100,-100,-84,-100,-80,-79,-100,-89,-80,-87,-87,-86,-100,-88,-91,-100,-100,-88,-80,-82,-88,-88,-80,-88,-88,-88,-88,-100,-100,-87,-90,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2205004223667
-75,-76,-78,-100,-76,-100,-100,-100,-59,-60,-60,-75,-75,-76,-75,-100,-100,-100,-100,-62,-100,-100,-58,-100,-61,-65,-100,-100,-100,-67,-66,-82,-80,-67,-80,-100,-72,-71,-81,-76,-100,-76,-100,-100,-100,-100,-100,-100,-88,-77,-100,-78,-85,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-78,-79,-100,-100,-100,-100,-100,-83,-83,-83,-82,-100,-100,-82,-83,-100,-100,-88,-100,-100,-100,-84,-100,-92,-100,-100,-82,-82,-100,-92,-82,-100,-100,-88,-89,-92,-100,-100,-89,-89,-100,-100,-88,-88,-100,-87,-86,-88,-89,-100,-100,-86,-100,-95,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2207685908986
-88,-77,-100,-100,-76,-100,-100,-100,-60,-60,-60,-73,-74,-73,-73,-100,-100,-100,-74,-59,-100,-88,-58,-74,-60,-100,-69,-69,-69,-86,-65,-81,-80,-66,-81,-100,-100,-100,-81,-77,-77,-77,-100,-87,-100,-100,-100,-88,-88,-78,-100,-78,-86,-100,-86,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-88,-86,-100,-81,-78,-78,-78,-100,-100,-100,-100,-100,-83,-82,-80,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-100,-86,-100,-81,-81,-100,-90,-81,-100,-88,-100,-88,-92,-90,-100,-89,-86,-100,-100,-86,-85,-100,-100,-100,-85,-85,-100,-100,-88,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,477,2210325125707
-84,-65,-100,-75,-75,-80,-80,-80,-61,-60,-61,-77,-77,-78,-100,-100,-100,-100,-63,-65,-70,-86,-62,-63,-66,-69,-73,-73,-73,-62,-62,-77,-77,-62,-86,-100,-100,-100,-77,-73,-73,-74,-100,-93,-100,-100,-100,-91,-86,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-87,-87,-87,-100,-100,-91,-100,-84,-80,-77,-77,-78,-100,-100,-100,-100,-100,-80,-80,-84,-79,-100,-100,-77,-76,-77,-87,-89,-100,-100,-100,-80,-82,-100,-100,-100,-84,-83,-100,-100,-84,-87,-88,-89,-100,-100,-89,-90,-86,-87,-100,-100,-89,-89,-100,-88,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2314072119168
-75,-68,-100,-76,-77,-84,-84,-85,-64,-64,-64,-77,-78,-77,-78,-100,-100,-100,-63,-68,-63,-100,-64,-64,-68,-64,-71,-100,-100,-100,-100,-77,-78,-100,-78,-100,-100,-100,-77,-72,-71,-73,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-91,-100,-89,-100,-100,-100,-100,-90,-100,-87,-87,-88,-100,-100,-100,-90,-100,-81,-78,-79,-78,-100,-100,-100,-100,-100,-81,-80,-83,-100,-100,-100,-76,-77,-77,-100,-89,-100,-100,-100,-81,-80,-100,-100,-100,-84,-84,-100,-100,-84,-88,-87,-88,-100,-89,-88,-88,-100,-88,-100,-100,-93,-89,-100,-89,-89,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2316833096266
-100,-69,-100,-100,-100,-100,-82,-100,-61,-61,-62,-75,-75,-76,-75,-100,-100,-100,-64,-69,-100,-86,-65,-100,-70,-65,-71,-71,-70,-60,-60,-78,-77,-60,-78,-100,-100,-69,-78,-74,-73,-100,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-87,-85,-86,-100,-100,-100,-100,-100,-80,-76,-77,-78,-100,-100,-100,-100,-100,-79,-79,-83,-79,-100,-100,-78,-77,-78,-100,-88,-100,-100,-100,-79,-100,-100,-83,-100,-82,-82,-100,-100,-82,-100,-88,-100,-86,-88,-88,-88,-86,-86,-100,-100,-91,-90,-100,-100,-100,-91,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2319489761947
-100,-69,-71,-100,-100,-100,-100,-81,-62,-62,-63,-75,-76,-76,-76,-100,-100,-100,-65,-70,-100,-90,-64,-100,-70,-65,-100,-100,-100,-60,-61,-80,-79,-60,-79,-69,-69,-70,-78,-74,-74,-74,-100,-90,-100,-100,-100,-100,-87,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-75,-86,-86,-86,-100,-100,-100,-90,-84,-79,-76,-76,-76,-100,-100,-100,-100,-100,-81,-80,-84,-80,-100,-100,-79,-78,-78,-86,-89,-100,-100,-100,-80,-80,-100,-100,-100,-83,-82,-100,-100,-83,-87,-89,-88,-89,-86,-89,-87,-86,-88,-100,-100,-89,-90,-100,-93,-100,-90,-90,-100,-100,-89,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2322189337164
-100,-100,-100,-100,-100,-100,-82,-100,-62,-62,-62,-75,-75,-75,-75,-100,-100,-100,-65,-69,-100,-100,-65,-65,-70,-65,-69,-70,-69,-61,-61,-78,-78,-61,-79,-100,-68,-69,-78,-77,-78,-77,-100,-89,-100,-100,-100,-100,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-86,-88,-100,-100,-89,-89,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-100,-79,-78,-78,-100,-89,-100,-100,-100,-81,-80,-100,-100,-100,-81,-81,-100,-100,-81,-100,-100,-100,-88,-89,-87,-87,-86,-87,-100,-100,-88,-88,-100,-100,-100,-88,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2324813340915
-100,-67,-72,-100,-100,-100,-100,-100,-63,-62,-64,-75,-76,-76,-76,-100,-100,-100,-64,-69,-64,-87,-68,-65,-69,-66,-69,-100,-100,-61,-61,-100,-100,-62,-100,-70,-70,-70,-100,-74,-74,-74,-100,-89,-100,-100,-100,-88,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-89,-89,-100,-80,-76,-75,-76,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-77,-100,-77,-100,-89,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-86,-86,-86,-100,-100,-100,-91,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,460,2327476085138
