38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:c0,ac:e2:d3:c4:08:e6,44:48:c1:a5:82:30,80:8d:b7:55:39:c1,44:48:c1:a5:82:32,b0:be:76:f8:30:5e,44:48:c1:a5:82:22,44:48:c1:a5:82:20,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:3a:50,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:f2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:12,38:17:c3:19:d7:60,38:17:c3:19:45:b2,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:1e:ff:00,b4:5d:50:e1:96:51,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:a0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:45:b1,38:17:c3:1f:01:80,00:4e:35:df:06:42,00:4e:35:df:06:40,b4:5d:50:e1:92:33,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,38:17:c3:1f:09:90,72:32:b1:3e:1a:b8,38:17:c3:1f:09:83,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:71:90,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,38:17:c3:19:45:b0,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:22:31,72:32:b1:3e:1a:b7,00:4e:35:df:0e:12,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,00:4e:35:de:e1:00,38:17:c3:19:36:31,38:17:c3:1f:22:32,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,00:4e:35:df:0e:00,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-85,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-46,-83,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,82,5032337755530
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-89,-90,-100,-100,-88,-100,-100,-100,-100,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-87,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-47,-84,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,82,5034919120996
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-87,-87,-100,-100,-87,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-85,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-43,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-46,-84,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,82,5037458074842
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-85,-100,-100,-84,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-44,-45,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-91,-100,-42,-82,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,422,82,5078437080747
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-90,-100,-43,-81,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,422,82,5080984127564
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-85,-100,-100,-86,-100,-100,-100,-100,-100,-75,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-75,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,422,82,5083544215162
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-85,-100,-100,-85,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-43,-43,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-43,-81,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-92,-100,-100,-88,-100,-100,-100,-100,-100,-95,-100,-100,422,82,5086105793647
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-86,-86,-100,-100,-86,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-44,-45,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-42,-82,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,422,82,5088676846507
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-44,-45,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-43,-82,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,422,82,5091215368375
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-87,-88,-100,-100,-88,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-43,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-47,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-88,-100,-90,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5138535547672
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-88,-87,-100,-100,-87,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-43,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-87,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5141146031994
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-89,-100,-47,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5143559366193
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-87,-87,-100,-100,-88,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-43,-100,-91,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-48,-84,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5146120059521
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-87,-88,-100,-100,-87,-100,-100,-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-44,-43,-92,-91,-100,-100,-91,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5148683267433
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-88,-86,-100,-100,-87,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-42,-100,-92,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-47,-85,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,438,82,5151235741697
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-84,-93,-100,-100,-100,-100,-100,-100,-92,-100,-54,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5194033941846
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-44,-45,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-90,-92,-54,-83,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5196599264498
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5199156579492
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-70,-71,-70,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-53,-84,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5201715269487
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-94,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-42,-100,-100,-100,-43,-43,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-91,-54,-84,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5204279375263
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-74,-75,-75,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-92,-93,-53,-84,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,82,5206839107653
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-89,-88,-100,-100,-90,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-49,-49,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-79,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,471,82,5249438172678
