38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:b1,68:ff:7b:e4:af:39,64:e5:99:c3:13:3c,00:4e:35:df:06:52,38:17:c3:24:58:a1,38:17:c3:24:58:a2,20:4e:7f:c2:ff:e8,38:17:c3:24:58:a0,32:f7:72:50:57:3b,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,68:ff:7b:e4:af:38,44:48:c1:a5:82:30,44:48:c1:a5:82:32,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:08:50,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:91,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:81,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:a5:82:21,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,44:48:c1:a5:82:22,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:19:d7:62,38:17:c3:1e:ff:11,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e2,38:17:c3:1f:01:82,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a0,00:4e:35:df:06:41,00:4e:35:df:06:42,b4:5d:50:e1:92:33,80:8d:b7:55:39:c0,38:17:c3:19:d7:60,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,38:17:c3:1e:ff:01,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:1f:09:83,00:4e:35:de:e1:02,b4:5d:50:e1:96:53,b4:5d:50:e1:92:21,38:17:c3:19:71:90,b4:5d:50:e1:92:20,b4:5d:50:e1:96:51,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:96:52,38:17:c3:19:71:91,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:96:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:19:71:82,00:4e:35:de:d7:42,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:08:41,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,timestamp
-69,-68,-69,-79,-100,-79,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-75,-66,-65,-75,-100,-92,-91,-100,-75,-76,-100,-85,-84,-100,-84,-100,-100,-100,-83,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-79,-92,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-83,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-71,-72,-74,-87,-87,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,162,2727347777474
-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-75,-67,-67,-75,-100,-91,-100,-90,-75,-75,-100,-86,-85,-86,-86,-88,-89,-89,-81,-81,-81,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-90,-81,-81,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-75,-75,-100,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-73,-73,-72,-86,-86,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,162,2730024895709
-71,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-75,-68,-67,-75,-100,-100,-100,-93,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-92,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-82,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-75,-75,-100,-86,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-70,-69,-74,-89,-87,-100,-100,-100,-69,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,162,2732669934254
-100,-71,-69,-100,-100,-100,-89,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-75,-67,-68,-100,-100,-100,-100,-90,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-75,-75,-100,-100,-100,-100,-100,-100,-82,-100,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-71,-71,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,162,2735229270915
-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-78,-72,-74,-72,-100,-90,-90,-90,-78,-78,-100,-88,-89,-81,-88,-100,-100,-100,-86,-85,-85,-89,-100,-100,-91,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-68,-69,-71,-86,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2776917042672
-76,-75,-75,-100,-100,-100,-86,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-82,-76,-76,-74,-100,-88,-88,-91,-81,-81,-100,-92,-90,-80,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-89,-84,-86,-100,-88,-100,-100,-100,-91,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-74,-75,-100,-100,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-64,-64,-70,-89,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2779579395906
-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-84,-75,-75,-75,-100,-88,-87,-100,-83,-85,-100,-100,-100,-82,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-88,-85,-85,-92,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-73,-73,-100,-90,-100,-100,-100,-100,-80,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-64,-64,-69,-89,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2782237745702
-75,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-81,-72,-72,-71,-100,-89,-89,-100,-82,-82,-100,-100,-100,-84,-100,-100,-100,-100,-85,-85,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-90,-83,-83,-88,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-82,-83,-100,-74,-75,-100,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-71,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2784801980957
-75,-75,-74,-79,-79,-79,-88,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-80,-70,-71,-77,-100,-88,-88,-100,-80,-80,-100,-89,-90,-84,-91,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-88,-84,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-68,-69,-71,-100,-88,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2787466776796
-75,-74,-76,-100,-100,-100,-90,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-83,-73,-72,-74,-100,-87,-87,-100,-82,-82,-100,-89,-89,-82,-90,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-87,-84,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-70,-70,-71,-100,-88,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,145,2790125036956
-76,-75,-75,-100,-76,-100,-91,-100,-90,-100,-100,-100,-43,-100,-100,-100,-85,-100,-70,-100,-100,-100,-100,-100,-77,-77,-77,-76,-100,-90,-100,-89,-77,-78,-100,-100,-100,-84,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-68,-68,-74,-91,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2830969678630
-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-74,-74,-71,-100,-91,-91,-93,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-93,-100,-92,-100,-100,-100,-100,-100,-100,-82,-87,-88,-89,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-84,-82,-100,-77,-77,-100,-100,-100,-100,-100,-100,-83,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2833520109873
-77,-76,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-84,-100,-71,-100,-100,-100,-100,-100,-77,-72,-73,-79,-100,-100,-100,-89,-78,-77,-100,-100,-100,-83,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-66,-66,-71,-100,-91,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2836085377472
-78,-77,-77,-76,-100,-75,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-75,-75,-100,-100,-92,-100,-100,-78,-79,-100,-100,-100,-83,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-89,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2838638899498
-77,-77,-78,-78,-100,-77,-91,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-81,-77,-78,-78,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-68,-89,-90,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2841219593296
-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-93,-100,-91,-76,-75,-100,-100,-100,-84,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-87,-87,-90,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-71,-72,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,128,2843731531828
-81,-80,-80,-100,-100,-100,-87,-87,-87,-100,-100,-100,-39,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-81,-85,-85,-77,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-91,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-77,-77,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-72,-72,-70,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2887552043954
-74,-75,-75,-100,-100,-100,-88,-88,-88,-100,-100,-100,-38,-100,-100,-100,-84,-90,-77,-100,-100,-100,-100,-100,-84,-77,-76,-80,-100,-92,-100,-100,-85,-84,-100,-100,-100,-84,-100,-100,-100,-100,-83,-83,-82,-100,-100,-100,-90,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-80,-81,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-68,-69,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2890204239999
-75,-75,-75,-100,-100,-100,-90,-85,-87,-100,-100,-100,-40,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-72,-74,-81,-100,-90,-100,-93,-82,-83,-100,-100,-100,-87,-100,-100,-100,-100,-83,-82,-83,-100,-100,-100,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-67,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2892864366827
-76,-76,-75,-100,-79,-79,-86,-87,-87,-100,-100,-100,-40,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-78,-76,-77,-84,-100,-100,-100,-90,-79,-78,-100,-90,-88,-100,-89,-100,-100,-100,-85,-85,-84,-100,-100,-100,-91,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-71,-71,-71,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2895424984738
-73,-72,-73,-100,-100,-100,-87,-86,-85,-100,-100,-100,-40,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-85,-77,-77,-79,-100,-91,-90,-100,-86,-85,-100,-100,-100,-83,-100,-92,-100,-100,-84,-84,-84,-100,-100,-100,-91,-89,-90,-90,-100,-100,-100,-100,-100,-100,-89,-86,-86,-91,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-79,-79,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-69,-68,-69,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2897893517015
-73,-73,-73,-100,-100,-81,-87,-86,-86,-100,-100,-100,-40,-100,-100,-100,-83,-89,-77,-100,-100,-100,-100,-100,-86,-78,-78,-100,-100,-91,-90,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-92,-90,-92,-91,-100,-100,-100,-100,-100,-100,-89,-86,-86,-90,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-68,-68,-69,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,111,2900545787644
