60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:50,38:17:c3:1f:00:a2,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:00:a1,44:48:c1:91:d0:04,38:17:c3:1f:19:d1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,38:17:c3:1f:09:83,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:19:45:b2,44:48:c1:91:d0:01,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:19:45:b0,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c2,44:48:c1:91:d0:00,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c1,44:48:c1:91:95:a2,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:24:56:50,a8:bd:27:4c:aa:82,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,38:17:c3:19:45:a0,ac:e2:d3:c4:08:e6,38:17:c3:1a:cf:d0,38:17:c3:19:45:a1,38:17:c3:22:61:90,38:17:c3:19:d7:70,44:48:c1:91:95:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:71:81,68:ff:7b:e4:af:39,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:1e:ff:01,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-81,-100,-59,-60,-60,-85,-85,-85,-86,-100,-100,-100,-89,-100,-89,-66,-89,-89,-89,-77,-76,-76,-64,-86,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-72,-100,-86,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-88,-63,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-87,-75,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-88,-87,-87,-88,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1216300875696
-81,-74,-59,-59,-58,-85,-85,-86,-87,-100,-100,-100,-90,-100,-90,-64,-88,-100,-89,-77,-77,-77,-64,-100,-100,-100,-100,-100,-91,-100,-72,-100,-100,-100,-100,-100,-72,-72,-100,-88,-100,-87,-100,-87,-100,-100,-100,-100,-100,-92,-86,-100,-86,-68,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-87,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1218868715275
-81,-100,-59,-58,-58,-85,-86,-85,-86,-100,-100,-100,-100,-100,-89,-64,-100,-100,-89,-77,-76,-76,-64,-100,-100,-100,-100,-90,-90,-91,-71,-100,-100,-100,-100,-100,-70,-71,-100,-88,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-89,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-87,-100,-88,-88,-89,-87,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1221323112290
-79,-100,-59,-60,-59,-88,-87,-87,-86,-100,-100,-90,-91,-100,-89,-63,-100,-100,-90,-77,-77,-76,-62,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-72,-100,-86,-100,-87,-100,-100,-100,-100,-100,-92,-100,-93,-87,-100,-89,-63,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-86,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1223885875462
-78,-100,-59,-60,-60,-86,-86,-86,-86,-100,-100,-100,-89,-100,-89,-63,-100,-100,-89,-78,-78,-78,-63,-100,-100,-100,-100,-90,-90,-90,-72,-100,-100,-100,-100,-100,-73,-73,-100,-86,-100,-87,-100,-100,-100,-100,-100,-92,-100,-92,-86,-100,-87,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-87,-87,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1226462183739
-80,-100,-60,-60,-60,-85,-84,-85,-85,-100,-100,-100,-90,-100,-87,-64,-88,-88,-87,-78,-78,-78,-64,-100,-100,-100,-100,-100,-89,-91,-72,-100,-100,-100,-100,-100,-73,-72,-100,-87,-100,-87,-100,-87,-100,-100,-100,-100,-100,-93,-87,-100,-88,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-88,-88,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,141,619,1229001912326
-80,-72,-57,-58,-59,-90,-89,-88,-89,-100,-100,-100,-89,-100,-91,-66,-100,-89,-90,-78,-78,-78,-65,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-89,-100,-68,-68,-100,-84,-100,-100,-100,-85,-100,-100,-100,-89,-100,-89,-85,-100,-86,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-87,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1274162500002
-80,-73,-57,-61,-61,-86,-86,-87,-87,-100,-100,-100,-87,-100,-89,-65,-92,-100,-90,-78,-78,-78,-65,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-68,-100,-84,-100,-84,-100,-85,-100,-100,-100,-92,-92,-91,-100,-100,-86,-65,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-73,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-86,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1276716250256
-80,-100,-57,-59,-59,-86,-87,-87,-87,-100,-100,-100,-88,-100,-92,-65,-100,-100,-90,-78,-78,-78,-65,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-69,-68,-100,-84,-100,-100,-100,-85,-100,-100,-100,-91,-100,-90,-85,-100,-85,-67,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-85,-100,-86,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-86,-86,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1279282306137
-80,-100,-57,-59,-59,-87,-85,-87,-87,-100,-100,-100,-89,-100,-89,-65,-100,-100,-90,-78,-79,-78,-65,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-100,-85,-100,-84,-100,-85,-93,-100,-100,-100,-100,-91,-86,-100,-84,-65,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-87,-86,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1281856530664
-81,-75,-57,-60,-60,-88,-87,-88,-86,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-91,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-73,-100,-100,-100,-100,-100,-100,-88,-100,-90,-82,-100,-89,-100,-100,-100,-100,-100,-84,-100,-86,-86,-86,-86,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1284399712011
-79,-100,-58,-62,-62,-89,-88,-87,-86,-88,-100,-88,-90,-100,-90,-66,-100,-100,-90,-78,-78,-78,-65,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-90,-100,-69,-69,-100,-84,-100,-84,-100,-84,-100,-100,-100,-92,-100,-92,-85,-100,-85,-66,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-84,-87,-100,-73,-100,-100,-100,-100,-100,-86,-89,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-86,-86,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,165,619,1286982117268
-83,-79,-49,-50,-50,-88,-90,-88,-89,-100,-100,-100,-92,-100,-100,-58,-100,-100,-94,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-86,-100,-79,-79,-100,-84,-100,-82,-100,-85,-90,-100,-100,-91,-89,-92,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-89,-100,-85,-85,-84,-100,-84,-100,-100,-100,-100,-100,-86,-100,-86,-86,-88,-100,-88,-100,-86,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1332940246638
-81,-100,-50,-51,-50,-89,-89,-89,-89,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-81,-100,-81,-100,-81,-88,-100,-100,-88,-89,-89,-90,-100,-91,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1335517275228
-80,-100,-50,-52,-52,-88,-88,-89,-89,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-79,-80,-80,-58,-100,-100,-100,-100,-100,-89,-100,-80,-100,-100,-100,-89,-100,-80,-80,-100,-80,-100,-80,-100,-82,-100,-100,-100,-100,-100,-100,-91,-100,-90,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-85,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1338075778139
-81,-100,-50,-52,-52,-89,-88,-88,-88,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-89,-100,-80,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-83,-100,-82,-89,-100,-100,-90,-90,-89,-90,-100,-90,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-86,-87,-100,-88,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1340619408289
-80,-81,-50,-52,-52,-88,-89,-88,-90,-100,-100,-100,-93,-100,-100,-59,-100,-100,-100,-80,-79,-80,-59,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-80,-79,-100,-82,-100,-83,-100,-82,-90,-100,-100,-91,-90,-90,-88,-100,-89,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-88,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1343181203179
-80,-100,-49,-50,-50,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-80,-80,-80,-60,-100,-100,-100,-100,-89,-89,-89,-82,-100,-100,-100,-85,-100,-82,-82,-100,-80,-100,-80,-100,-81,-100,-100,-100,-100,-100,-100,-90,-100,-91,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,619,1345735223954
-82,-100,-49,-50,-50,-100,-100,-90,-93,-100,-100,-100,-89,-100,-100,-52,-100,-100,-100,-88,-89,-89,-53,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-100,-85,-85,-100,-78,-100,-79,-100,-79,-90,-100,-100,-89,-89,-90,-100,-100,-94,-52,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-83,-100,-85,-86,-85,-85,-87,-100,-84,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,619,1393755919519
-85,-100,-50,-50,-49,-88,-89,-88,-88,-100,-100,-92,-91,-100,-100,-51,-100,-100,-100,-88,-88,-87,-51,-88,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-100,-78,-100,-78,-100,-79,-92,-100,-100,-90,-90,-91,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-88,-100,-88,-100,-85,-100,-100,-100,-100,-100,-85,-86,-86,-85,-86,-86,-85,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,619,1396337868891
