60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:50,38:17:c3:1f:00:a2,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:00:a1,44:48:c1:91:d0:04,38:17:c3:1f:19:d1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,38:17:c3:1f:09:83,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:19:45:b2,44:48:c1:91:d0:01,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:19:45:b0,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c2,44:48:c1:91:d0:00,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c1,44:48:c1:91:95:a2,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:24:56:50,a8:bd:27:4c:aa:82,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,38:17:c3:19:45:a0,ac:e2:d3:c4:08:e6,38:17:c3:1a:cf:d0,38:17:c3:19:45:a1,38:17:c3:22:61:90,38:17:c3:19:d7:70,44:48:c1:91:95:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:71:81,68:ff:7b:e4:af:39,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:1e:ff:01,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-92,-100,-69,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-88,-100,-69,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-92,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-69,-100,-79,-100,-78,-100,-100,-100,-100,-100,-67,-67,-76,-77,-76,-79,-67,-67,-100,-100,-79,-79,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,479,619,2019834241211
-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-91,-100,-70,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-89,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-76,-100,-100,-100,-72,-100,-71,-71,-78,-78,-78,-74,-70,-72,-76,-75,-75,-76,-100,-100,-100,-100,-85,-86,-100,-100,-100,-87,-86,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2064077852390
-100,-100,-73,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-80,-100,-75,-100,-73,-100,-100,-100,-100,-100,-72,-72,-78,-78,-78,-74,-71,-72,-76,-76,-75,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-87,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2066638074832
-100,-100,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-100,-71,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-91,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-77,-69,-100,-76,-100,-76,-100,-100,-100,-71,-100,-71,-71,-80,-80,-80,-77,-70,-71,-77,-77,-77,-77,-100,-100,-100,-100,-86,-87,-100,-100,-94,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2069201094619
-100,-100,-71,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-89,-100,-75,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-78,-76,-100,-77,-100,-78,-100,-100,-100,-76,-100,-69,-68,-81,-81,-81,-78,-68,-68,-77,-77,-78,-77,-100,-100,-100,-100,-86,-86,-100,-92,-94,-90,-86,-100,-89,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2071766162739
-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-89,-100,-75,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-72,-100,-78,-100,-80,-100,-100,-100,-74,-100,-70,-69,-79,-79,-79,-80,-69,-69,-76,-76,-80,-76,-100,-100,-100,-100,-85,-85,-100,-92,-94,-90,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2074219881785
-100,-100,-72,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-73,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-90,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-100,-78,-100,-77,-100,-100,-100,-75,-100,-70,-69,-81,-81,-81,-78,-69,-69,-77,-76,-77,-77,-100,-100,-100,-100,-85,-86,-91,-94,-94,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,504,619,2076796713396
-100,-100,-70,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-89,-100,-72,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-91,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-73,-100,-100,-100,-100,-100,-69,-70,-72,-71,-71,-73,-70,-69,-80,-80,-73,-80,-88,-100,-100,-100,-91,-90,-100,-100,-93,-89,-100,-89,-89,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2123675570827
-94,-100,-70,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-100,-72,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-73,-100,-100,-79,-80,-73,-79,-100,-100,-100,-100,-90,-90,-100,-95,-100,-88,-90,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2126241279259
-100,-100,-70,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-88,-100,-71,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-72,-100,-100,-100,-100,-100,-69,-69,-71,-71,-72,-72,-70,-70,-79,-80,-72,-79,-100,-100,-100,-100,-90,-91,-100,-100,-100,-89,-89,-90,-89,-90,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2128815562433
-100,-84,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-89,-100,-73,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-69,-69,-71,-71,-71,-74,-69,-69,-80,-79,-74,-79,-100,-100,-100,-100,-89,-88,-100,-100,-94,-91,-89,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2131357868467
-93,-100,-70,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-88,-100,-74,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-69,-71,-71,-71,-71,-74,-69,-69,-80,-79,-73,-79,-100,-100,-100,-100,-87,-89,-100,-100,-100,-90,-88,-89,-89,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2133919049399
-100,-100,-70,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-88,-100,-74,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-64,-100,-77,-100,-75,-100,-100,-100,-100,-100,-69,-70,-72,-71,-71,-74,-69,-69,-78,-78,-74,-77,-100,-100,-100,-100,-88,-89,-100,-93,-100,-89,-88,-89,-90,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,528,619,2136483107884
-100,-100,-71,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-88,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-86,-100,-72,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-85,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-77,-100,-63,-100,-100,-100,-68,-100,-100,-100,-76,-100,-72,-72,-77,-76,-76,-69,-71,-71,-72,-71,-70,-71,-100,-100,-100,-100,-84,-83,-100,-92,-91,-84,-83,-84,-83,-84,-100,-100,-86,-85,-86,-88,-89,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2186121448037
-91,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-88,-100,-71,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-70,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-72,-100,-71,-71,-100,-100,-100,-100,-100,-84,-100,-91,-90,-84,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2188759294289
-100,-100,-69,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-100,-72,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-45,-100,-100,-100,-67,-100,-100,-100,-74,-100,-100,-100,-76,-76,-77,-70,-100,-100,-72,-71,-70,-72,-100,-100,-100,-100,-83,-84,-100,-91,-91,-84,-83,-84,-83,-83,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2191299721053
-92,-100,-70,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-89,-88,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-86,-100,-72,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-72,-100,-76,-100,-68,-100,-100,-100,-76,-100,-100,-100,-77,-76,-77,-71,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-84,-85,-100,-91,-92,-84,-84,-84,-84,-84,-100,-100,-100,-100,-100,-87,-88,-100,-88,-100,-86,-86,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2193967442465
-100,-84,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-89,-89,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-89,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-62,-100,-76,-100,-68,-100,-100,-100,-74,-100,-73,-73,-77,-76,-76,-70,-73,-72,-100,-73,-69,-71,-83,-100,-100,-100,-84,-84,-100,-91,-91,-84,-84,-84,-84,-84,-100,-100,-100,-85,-87,-100,-88,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2196523826261
-90,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-89,-88,-89,-75,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-88,-100,-73,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-85,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-67,-100,-76,-100,-67,-100,-100,-100,-75,-100,-72,-72,-77,-77,-77,-70,-72,-73,-72,-72,-69,-72,-100,-100,-100,-100,-100,-100,-100,-92,-91,-85,-84,-84,-84,-83,-100,-100,-100,-100,-100,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,619,2199187622255
-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-100,-88,-88,-100,-73,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-80,-100,-100,-100,-100,-80,-81,-74,-100,-100,-72,-71,-75,-71,-100,-100,-100,-100,-85,-84,-100,-89,-87,-84,-84,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-86,-88,-100,-88,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,576,619,2254599032723
