60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,38:17:c3:1f:00:a0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:09:90,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:22:61:90,38:17:c3:19:d7:70,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:00,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,38:17:c3:22:61:92,20:a6:cd:42:13:e2,00:4e:35:de:d7:43,20:a6:cd:42:13:e0,38:17:c3:1f:1c:10,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,44:48:c1:91:d0:01,44:48:c1:91:aa:20,38:17:c3:1f:09:81,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:80,38:17:c3:1f:19:c0,80:8d:b7:55:25:e3,44:48:c1:91:95:a1,38:17:c3:19:45:a1,44:48:c1:91:95:a2,38:17:c3:1f:19:f2,38:17:c3:1f:19:c1,20:a6:cd:42:0b:e3,38:17:c3:19:45:a0,44:48:c1:91:d0:00,38:17:c3:19:45:a2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b7,38:17:c3:19:d7:61,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:19:71:91,00:4e:35:df:06:52,38:17:c3:1e:ff:11,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:1e:ff:00,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:19:36:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,00:4e:35:df:06:41,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,44:48:c1:a5:82:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:0e:01,00:4e:35:de:e1:11,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,label
-61,-62,-61,-71,-76,-71,-76,-76,-52,-68,-69,-68,-73,-73,-73,-69,-61,-61,-82,-82,-81,-81,-78,-77,-81,-83,-82,-77,-78,-83,-83,-83,-83,-75,-75,-75,-100,-100,-61,-72,-77,-69,-73,-61,-82,-81,-70,-78,-82,-78,-76,-83,-100,-100,-100,-100,-51,-64,-64,-84,-70,-76,-74,-64,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-59,-71,-100,-71,-100,-100,-71,-100,-84,-83,-87,-87,-71,-83,-74,-100,-83,-73,-100,-100,-77,-100,-77,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-62,-62,-72,-78,-72,-78,-78,-53,-69,-69,-69,-73,-73,-73,-73,-62,-62,-82,-82,-80,-80,-77,-77,-80,-82,-82,-77,-77,-81,-83,-84,-84,-75,-77,-75,-100,-100,-61,-72,-79,-69,-73,-62,-83,-80,-70,-77,-82,-78,-77,-83,-100,-100,-100,-100,-51,-64,-64,-71,-100,-76,-74,-64,-100,-100,-86,-100,-100,-100,-100,-100,-100,-68,-100,-100,-72,-100,-70,-100,-100,-71,-100,-84,-83,-100,-100,-100,-83,-74,-100,-83,-73,-84,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-62,-59,-59,-66,-76,-66,-77,-76,-53,-74,-74,-74,-74,-74,-74,-62,-64,-64,-83,-83,-85,-84,-78,-78,-84,-81,-82,-77,-77,-82,-84,-85,-84,-79,-76,-76,-100,-100,-59,-66,-76,-74,-74,-64,-84,-83,-74,-78,-82,-77,-77,-84,-100,-100,-100,-100,-54,-69,-58,-71,-78,-73,-74,-69,-100,-88,-86,-100,-100,-100,-100,-100,-100,-67,-100,-100,-73,-100,-73,-84,-100,-64,-100,-100,-100,-87,-87,-100,-100,-74,-100,-82,-80,-84,-100,-77,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-59,-59,-67,-79,-67,-79,-78,-52,-75,-74,-74,-75,-74,-74,-68,-66,-65,-84,-84,-83,-85,-78,-78,-84,-82,-82,-77,-76,-82,-85,-85,-85,-79,-77,-76,-100,-100,-59,-67,-78,-74,-75,-68,-84,-84,-76,-78,-83,-77,-77,-85,-100,-100,-100,-100,-54,-70,-70,-68,-77,-75,-79,-70,-100,-89,-87,-100,-100,-100,-100,-100,-100,-69,-100,-71,-75,-100,-74,-84,-100,-74,-100,-100,-100,-90,-90,-100,-100,-81,-100,-83,-79,-100,-100,-79,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-59,-59,-67,-79,-67,-79,-78,-51,-75,-75,-74,-74,-74,-74,-69,-65,-65,-84,-84,-84,-84,-78,-77,-82,-83,-84,-78,-78,-82,-83,-84,-83,-78,-75,-76,-100,-100,-59,-67,-78,-74,-74,-65,-83,-84,-53,-77,-82,-78,-77,-84,-100,-100,-100,-100,-54,-68,-70,-72,-77,-47,-79,-70,-100,-89,-87,-100,-100,-100,-100,-100,-100,-81,-71,-71,-73,-100,-74,-84,-100,-74,-100,-100,-100,-89,-88,-100,-100,-81,-100,-82,-79,-100,-100,-79,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-60,-60,-66,-78,-66,-78,-78,-51,-74,-73,-73,-75,-75,-74,-70,-65,-65,-84,-84,-83,-84,-77,-77,-83,-82,-82,-77,-77,-82,-84,-84,-83,-76,-75,-100,-100,-100,-59,-66,-78,-73,-74,-66,-84,-85,-73,-77,-82,-77,-100,-84,-100,-100,-100,-100,-100,-68,-70,-68,-77,-73,-79,-70,-100,-89,-87,-100,-100,-100,-100,-100,-100,-81,-71,-71,-75,-100,-75,-100,-100,-74,-100,-100,-100,-89,-88,-100,-100,-81,-100,-80,-79,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-60,-59,-66,-79,-66,-78,-79,-52,-74,-73,-74,-74,-75,-75,-70,-65,-65,-84,-84,-84,-84,-77,-77,-83,-82,-82,-78,-78,-82,-83,-85,-84,-77,-75,-100,-100,-100,-59,-67,-79,-74,-74,-66,-84,-83,-75,-78,-82,-78,-100,-84,-100,-100,-100,-100,-100,-68,-70,-75,-100,-73,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-71,-100,-75,-100,-75,-100,-100,-74,-100,-100,-100,-89,-88,-100,-100,-84,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-59,-59,-66,-80,-66,-80,-80,-55,-74,-74,-74,-74,-74,-74,-69,-65,-65,-84,-84,-85,-84,-78,-78,-83,-82,-81,-78,-77,-82,-84,-84,-83,-77,-76,-75,-100,-100,-59,-66,-80,-74,-74,-65,-84,-85,-81,-78,-81,-78,-76,-84,-100,-100,-100,-100,-100,-100,-69,-71,-77,-73,-79,-69,-100,-89,-100,-100,-100,-100,-100,-100,-90,-69,-100,-100,-75,-100,-75,-100,-100,-74,-100,-100,-100,-100,-100,-71,-100,-84,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-57,-57,-65,-79,-65,-79,-79,-52,-75,-75,-74,-72,-72,-72,-75,-60,-60,-82,-82,-84,-83,-74,-73,-84,-83,-82,-79,-79,-83,-83,-83,-84,-75,-76,-76,-100,-100,-56,-66,-79,-75,-72,-60,-82,-83,-74,-73,-83,-80,-76,-85,-100,-100,-100,-100,-60,-100,-69,-71,-80,-75,-78,-69,-100,-89,-100,-100,-100,-100,-100,-100,-90,-67,-100,-100,-72,-72,-71,-100,-100,-73,-100,-100,-100,-100,-100,-71,-100,-78,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-57,-57,-66,-77,-66,-77,-77,-57,-75,-75,-75,-72,-72,-73,-73,-60,-59,-81,-81,-85,-84,-73,-73,-84,-85,-84,-79,-80,-84,-83,-84,-83,-75,-76,-76,-100,-100,-56,-66,-78,-74,-72,-59,-81,-84,-74,-73,-85,-80,-100,-83,-100,-87,-100,-100,-59,-72,-100,-68,-81,-74,-80,-71,-100,-89,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-73,-72,-73,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-80,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-56,-57,-65,-79,-64,-78,-79,-51,-74,-75,-74,-73,-72,-73,-73,-60,-59,-82,-82,-84,-84,-74,-73,-83,-83,-82,-79,-79,-83,-84,-83,-83,-83,-77,-77,-100,-100,-56,-65,-79,-75,-72,-59,-82,-84,-75,-74,-83,-80,-77,-83,-100,-87,-100,-100,-59,-72,-100,-68,-81,-79,-80,-71,-100,-89,-100,-100,-100,-100,-85,-100,-100,-68,-74,-75,-74,-72,-74,-100,-75,-73,-100,-100,-100,-100,-100,-72,-100,-80,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-56,-56,-65,-79,-64,-78,-79,-58,-77,-77,-77,-73,-73,-73,-73,-100,-59,-81,-81,-83,-83,-76,-75,-84,-85,-83,-81,-81,-83,-84,-84,-83,-83,-77,-77,-100,-100,-56,-64,-78,-77,-73,-59,-82,-83,-79,-76,-83,-82,-77,-83,-100,-87,-100,-100,-59,-70,-100,-68,-81,-79,-77,-71,-100,-89,-100,-100,-100,-100,-85,-100,-100,-71,-74,-75,-74,-72,-74,-100,-75,-73,-100,-100,-100,-100,-100,-72,-100,-80,-100,-87,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-57,-57,-64,-78,-65,-78,-78,-52,-77,-77,-77,-73,-73,-73,-76,-59,-59,-81,-81,-83,-83,-74,-74,-84,-85,-85,-82,-81,-83,-83,-83,-84,-83,-77,-76,-100,-100,-57,-65,-78,-77,-73,-60,-81,-84,-79,-75,-83,-81,-77,-83,-100,-100,-100,-100,-52,-70,-69,-73,-100,-77,-79,-71,-100,-89,-100,-100,-100,-100,-85,-100,-100,-83,-74,-75,-73,-100,-74,-100,-75,-73,-100,-100,-100,-100,-100,-72,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-57,-57,-65,-78,-65,-78,-78,-52,-77,-77,-77,-73,-73,-73,-71,-59,-59,-80,-81,-83,-83,-74,-74,-84,-85,-87,-81,-82,-85,-83,-83,-83,-81,-76,-76,-100,-100,-56,-65,-78,-77,-73,-60,-81,-83,-74,-74,-100,-81,-77,-83,-100,-88,-100,-100,-59,-71,-69,-73,-79,-74,-79,-71,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-74,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-59,-59,-63,-76,-63,-76,-76,-54,-77,-77,-77,-74,-74,-74,-71,-59,-59,-79,-79,-100,-87,-79,-79,-84,-100,-81,-80,-80,-81,-83,-82,-83,-76,-75,-75,-100,-100,-58,-63,-76,-77,-74,-59,-79,-86,-80,-78,-100,-79,-75,-83,-100,-88,-100,-100,-59,-64,-64,-71,-74,-74,-75,-71,-100,-89,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-74,-77,-73,-100,-100,-74,-87,-100,-100,-100,-100,-100,-100,-76,-100,-79,-76,-100,-100,-81,-80,-100,-81,-100,-100,-80,-100,-80,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-57,-57,-66,-77,-66,-78,-77,-53,-100,-100,-100,-75,-74,-75,-67,-59,-59,-83,-83,-100,-86,-78,-78,-100,-100,-81,-80,-80,-81,-86,-85,-86,-76,-76,-73,-100,-100,-57,-66,-77,-100,-74,-58,-84,-86,-75,-78,-100,-80,-76,-85,-100,-100,-100,-100,-100,-64,-64,-71,-73,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-77,-100,-100,-100,-74,-87,-100,-100,-100,-100,-100,-100,-75,-100,-79,-75,-100,-100,-81,-80,-100,-81,-100,-100,-78,-100,-78,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-57,-57,-66,-77,-65,-77,-77,-52,-73,-73,-73,-76,-75,-76,-67,-62,-61,-83,-83,-100,-85,-76,-77,-100,-83,-82,-83,-82,-83,-86,-85,-85,-77,-76,-73,-100,-100,-56,-65,-77,-73,-76,-61,-83,-86,-80,-77,-83,-83,-76,-86,-100,-100,-100,-100,-100,-64,-62,-71,-73,-75,-76,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-77,-77,-76,-83,-100,-76,-87,-100,-100,-100,-100,-100,-100,-76,-100,-79,-76,-100,-100,-79,-80,-100,-81,-100,-100,-70,-73,-78,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
