38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:38,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,32:f7:72:50:57:3b,00:4e:35:df:06:50,00:4e:35:df:06:51,70:56:81:c9:91:ab,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:24:58:a0,38:17:c3:19:55:41,68:ff:7b:e4:af:39,66:2a:2f:53:7c:99,38:17:c3:1f:08:51,38:17:c3:1f:08:50,44:48:c1:a5:82:30,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:81,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:39:c0,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,44:48:c1:a5:82:22,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,38:17:c3:19:d7:62,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:31,60:32:b1:3e:1a:b8,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,44:48:c1:a5:82:21,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:01:80,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,20:a6:cd:50:24:a0,b4:5d:50:e1:92:21,38:17:c3:19:71:92,38:17:c3:19:71:91,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:22:30,00:4e:35:df:06:40,00:4e:35:de:e1:01,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,38:17:c3:1e:ff:02,00:4e:35:de:e1:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,00:4e:35:de:d7:52,00:4e:35:df:0e:12,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:53,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:df:0e:02,38:17:c3:19:36:31,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b1,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-100,-100,-100,-100,-51,-100,-100,-85,-100,-100,-100,-74,-74,-100,-100,-100,-84,-86,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-71,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-46,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-83,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-89,-100,-100,-88,-87,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-53,-100,-100,-85,-100,-100,-100,-74,-74,-100,-100,-100,-84,-86,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-72,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-84,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-51,-100,-100,-85,-100,-100,-100,-74,-74,-100,-100,-100,-84,-86,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-83,-51,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-52,-100,-84,-85,-100,-100,-100,-73,-73,-100,-100,-100,-85,-86,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-71,-47,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-85,-53,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-87,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-55,-100,-84,-84,-100,-100,-100,-74,-74,-100,-100,-100,-84,-86,-73,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-47,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-82,-52,-52,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-88,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-87,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-55,-100,-84,-84,-100,-100,-100,-72,-72,-100,-100,-100,-85,-85,-72,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-48,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-84,-51,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-83,-88,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-87,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-37,-100,-84,-84,-100,-100,-100,-73,-72,-100,-100,-100,-88,-87,-72,-100,-100,-100,-100,-87,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-84,-57,-56,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-87,-86,-100,-100,-100,-82,-100,-100,-100,-85,-100,-83,-84,-100,-89,-100,-100,-100,-100,-100,-100,-100,-85,-86,-87,-100,-85,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-86,-87,-72,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-85,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-87,-84,-100,-100,-100,-82,-100,-100,-100,-84,-100,-83,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-85,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-86,-86,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-82,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-88,-82,-100,-100,-100,-83,-100,-100,-100,-83,-100,-84,-82,-82,-91,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-86,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-86,-86,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-50,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-82,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-87,-83,-100,-100,-100,-83,-100,-100,-100,-82,-100,-84,-83,-82,-91,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-85,-87,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-50,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-84,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-89,-83,-100,-100,-100,-83,-100,-100,-100,-84,-100,-84,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-86,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-86,-86,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-50,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-84,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-89,-83,-100,-100,-100,-84,-100,-100,-100,-84,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-86,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-85,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-59,-61,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-83,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-79,-100,-86,-100,-85,-100,-100,-100,-83,-100,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-85,-100,-86,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-82,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-100,-86,-100,-78,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-89,-100,-100,-86,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-87,-100,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-59,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-58,-59,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-81,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-86,-100,-80,-100,-100,-100,-82,-100,-78,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-89,-86,-100,-85,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-87,-86,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-52,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-80,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-100,-80,-100,-100,-100,-81,-100,-78,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-85,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-87,-85,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-75,-55,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-82,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-100,-100,-100,-80,-100,-100,-100,-82,-100,-78,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-85,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-87,-86,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-82,-61,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,332.00000000000006,799.6000000000007,53
