38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,44:48:c1:a5:82:31,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:1f:01:82,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,20:a6:cd:50:24:b1,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,20:a6:cd:50:24:b2,38:17:c3:19:45:b2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:42:0b:f2,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,a8:bd:27:4c:bd:30,38:17:c3:19:71:90,20:a6:cd:42:0b:f0,80:8d:b7:55:35:02,80:8d:b7:55:35:01,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:41,60:32:b1:3e:1a:b7,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,80:8d:b7:55:35:00,38:17:c3:19:55:50,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a2,44:48:c1:a5:82:21,68:ff:7b:e4:af:38,44:48:c1:a5:82:20,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:09:83,b4:5d:50:e1:92:21,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:a0,44:48:c1:a5:82:22,38:17:c3:1f:22:32,38:17:c3:1f:09:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:31,38:17:c3:19:71:92,38:17:c3:19:71:91,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,20:a6:cd:42:0b:e1,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:01:80,38:17:c3:19:45:a1,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:1f:09:80,38:17:c3:1f:09:92,38:17:c3:19:45:a2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,b4:5d:50:e1:96:43,00:4e:35:de:d7:53,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:55:40,44:48:c1:91:95:b2,a8:bd:27:4c:bd:20,00:4e:35:de:d7:52,a8:bd:27:4c:bd:21,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:08:42,38:17:c3:1f:08:52,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,00:4e:35:df:0e:11,38:17:c3:19:36:22,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:19:36:21,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:00,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,00:4e:35:df:27:11,00:4e:35:df:27:10,x,y,label
-62,-67,-62,-62,-65,-65,-65,-76,-100,-59,-59,-58,-22,-55,-67,-100,-58,-67,-76,-77,-76,-77,-77,-100,-100,-63,-80,-70,-70,-70,-63,-63,-80,-73,-68,-80,-85,-83,-83,-74,-74,-74,-100,-79,-100,-100,-65,-100,-59,-100,-58,-76,-77,-71,-62,-63,-69,-81,-76,-84,-76,-74,-100,-100,-100,-100,-66,-66,-76,-76,-76,-81,-77,-77,-75,-75,-100,-100,-79,-79,-78,-85,-66,-77,-76,-100,-79,-86,-100,-100,-100,-59,-100,-59,-82,-83,-76,-100,-100,-88,-100,-69,-86,-100,-81,-86,-100,-58,-86,-100,-82,-82,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-80,-82,-100,-100,-83,-83,-100,-86,-100,-100,-100,-100,-100,-100,-86,-87,-87,-81,-86,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-60,-59,-61,-60,-66,-66,-66,-81,-80,-56,-56,-57,-24,-53,-100,-65,-57,-66,-76,-76,-77,-79,-79,-81,-56,-56,-82,-100,-100,-100,-67,-67,-78,-74,-65,-78,-100,-83,-83,-75,-75,-74,-100,-82,-100,-100,-66,-81,-56,-100,-57,-76,-79,-100,-55,-67,-65,-78,-76,-84,-75,-75,-100,-84,-86,-100,-100,-100,-76,-76,-75,-79,-75,-74,-100,-100,-100,-100,-78,-77,-78,-100,-72,-75,-100,-100,-78,-88,-84,-78,-100,-58,-87,-60,-81,-85,-75,-78,-100,-100,-100,-65,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-90,-85,-100,-100,-100,-88,-100,-89,-100,-84,-100,-100,-100,-100,-100,-82,-86,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-59,-61,-60,-59,-66,-67,-67,-81,-80,-56,-56,-57,-24,-51,-100,-65,-57,-66,-76,-75,-76,-78,-78,-81,-56,-54,-82,-73,-74,-69,-67,-67,-78,-75,-65,-78,-83,-83,-83,-75,-75,-75,-100,-85,-100,-100,-67,-81,-56,-100,-57,-76,-79,-75,-56,-67,-64,-78,-75,-83,-75,-75,-100,-85,-86,-100,-69,-100,-76,-76,-75,-78,-75,-74,-100,-74,-100,-100,-79,-79,-78,-100,-72,-75,-100,-100,-79,-88,-80,-78,-100,-62,-86,-62,-82,-85,-75,-80,-100,-93,-100,-65,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-90,-84,-100,-100,-100,-88,-100,-89,-100,-84,-100,-100,-100,-100,-100,-82,-86,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-60,-56,-61,-61,-66,-66,-66,-100,-100,-55,-55,-56,-24,-53,-70,-70,-56,-66,-76,-75,-76,-80,-80,-81,-57,-57,-82,-73,-74,-69,-67,-67,-78,-76,-64,-78,-85,-85,-86,-75,-74,-74,-100,-85,-100,-100,-67,-100,-55,-70,-56,-76,-79,-75,-57,-68,-64,-78,-77,-85,-75,-74,-100,-84,-86,-100,-72,-71,-77,-76,-71,-79,-75,-74,-100,-74,-100,-100,-78,-79,-100,-100,-100,-75,-100,-100,-79,-87,-80,-79,-80,-62,-87,-62,-81,-85,-77,-80,-79,-93,-100,-65,-85,-100,-85,-100,-100,-62,-100,-100,-80,-100,-90,-84,-100,-100,-100,-88,-100,-89,-100,-84,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-86,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-59,-58,-60,-60,-66,-66,-66,-100,-100,-53,-54,-57,-22,-53,-70,-70,-57,-66,-76,-77,-77,-78,-77,-100,-57,-64,-79,-73,-74,-77,-66,-66,-77,-77,-65,-77,-82,-82,-83,-76,-73,-75,-100,-79,-100,-100,-66,-100,-54,-70,-57,-76,-78,-75,-57,-66,-64,-78,-74,-82,-76,-75,-100,-82,-100,-100,-72,-71,-75,-75,-76,-81,-77,-100,-100,-74,-100,-100,-79,-80,-100,-100,-71,-100,-100,-100,-79,-86,-80,-80,-80,-62,-87,-62,-81,-85,-75,-80,-79,-93,-100,-65,-82,-100,-85,-82,-100,-61,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-59,-58,-59,-59,-68,-67,-68,-100,-100,-55,-55,-57,-23,-54,-67,-68,-57,-87,-77,-76,-77,-79,-79,-100,-57,-57,-81,-100,-100,-77,-66,-66,-78,-76,-65,-78,-83,-82,-84,-76,-76,-76,-100,-79,-100,-100,-68,-100,-55,-68,-57,-77,-80,-100,-57,-66,-100,-79,-75,-85,-76,-76,-100,-81,-100,-100,-69,-68,-75,-75,-76,-79,-77,-100,-100,-74,-100,-100,-79,-80,-100,-100,-69,-100,-74,-100,-78,-86,-100,-79,-80,-63,-88,-63,-82,-86,-75,-100,-79,-100,-100,-65,-83,-100,-81,-82,-100,-62,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,373.5999999999999,8
-67,-58,-67,-66,-65,-65,-65,-100,-100,-52,-52,-56,-21,-59,-71,-72,-56,-66,-76,-76,-76,-79,-79,-100,-58,-57,-81,-100,-73,-60,-64,-65,-79,-75,-67,-79,-83,-82,-84,-73,-73,-73,-100,-81,-100,-100,-65,-100,-52,-68,-56,-76,-80,-74,-58,-65,-68,-79,-74,-85,-72,-73,-100,-81,-100,-100,-68,-68,-74,-75,-76,-82,-78,-79,-77,-77,-100,-100,-78,-78,-100,-100,-68,-79,-77,-100,-78,-85,-100,-79,-100,-58,-88,-58,-82,-86,-75,-100,-100,-100,-100,-67,-83,-100,-81,-82,-100,-58,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-82,-82,-100,-86,-100,-82,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-83,-84,-100,-89,-100,-86,-100,-87,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-66,-62,-67,-67,-67,-67,-67,-80,-81,-53,-53,-55,-22,-58,-71,-72,-55,-67,-76,-76,-75,-77,-78,-100,-58,-61,-83,-72,-72,-60,-64,-64,-82,-79,-67,-81,-100,-100,-100,-74,-73,-74,-100,-83,-100,-100,-67,-79,-53,-100,-55,-76,-78,-72,-60,-64,-65,-82,-73,-86,-72,-74,-100,-100,-100,-100,-70,-69,-75,-75,-100,-81,-79,-79,-77,-77,-100,-100,-78,-78,-100,-85,-68,-79,-77,-100,-79,-85,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-82,-100,-86,-83,-82,-100,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-83,-84,-100,-89,-100,-100,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-66,-61,-66,-66,-68,-67,-67,-83,-83,-54,-54,-57,-27,-55,-71,-70,-57,-69,-76,-76,-76,-76,-76,-81,-58,-58,-81,-72,-72,-60,-64,-64,-81,-79,-67,-81,-100,-86,-100,-73,-73,-73,-100,-83,-100,-100,-67,-83,-54,-69,-57,-76,-77,-72,-57,-64,-65,-81,-73,-85,-72,-73,-100,-100,-100,-100,-70,-69,-73,-74,-73,-81,-78,-79,-77,-77,-100,-100,-77,-78,-84,-85,-68,-79,-77,-100,-77,-86,-100,-100,-81,-58,-100,-59,-83,-100,-73,-82,-100,-87,-100,-67,-87,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-82,-82,-100,-86,-83,-82,-86,-86,-100,-100,-86,-100,-100,-100,-88,-84,-85,-83,-84,-100,-89,-100,-100,-100,-100,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-67,-59,-68,-68,-68,-65,-66,-81,-81,-53,-53,-55,-21,-56,-69,-68,-55,-66,-76,-76,-75,-78,-78,-81,-60,-60,-81,-72,-73,-75,-63,-63,-81,-76,-100,-81,-100,-86,-86,-73,-73,-73,-100,-84,-100,-100,-65,-80,-54,-69,-55,-76,-78,-72,-61,-63,-67,-81,-74,-85,-72,-73,-100,-100,-100,-88,-70,-69,-74,-74,-71,-81,-78,-79,-76,-77,-100,-100,-77,-77,-84,-85,-70,-79,-77,-100,-78,-86,-100,-81,-81,-59,-100,-58,-83,-100,-73,-82,-80,-87,-100,-66,-87,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-86,-86,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-84,-100,-88,-100,-100,-100,-100,-86,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-70,-50,-71,-71,-65,-66,-65,-81,-80,-54,-54,-55,-24,-61,-69,-68,-55,-69,-76,-77,-76,-77,-77,-81,-59,-60,-81,-72,-73,-50,-64,-64,-78,-75,-100,-78,-100,-86,-86,-73,-73,-73,-100,-82,-100,-100,-65,-81,-54,-69,-55,-76,-78,-100,-60,-64,-67,-79,-73,-87,-72,-73,-100,-100,-100,-88,-71,-69,-73,-74,-72,-82,-75,-75,-76,-77,-100,-100,-79,-79,-81,-100,-72,-76,-77,-100,-80,-86,-79,-81,-81,-58,-100,-58,-81,-100,-73,-81,-81,-87,-100,-67,-87,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-87,-86,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-84,-100,-87,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-67,-60,-68,-68,-67,-67,-67,-81,-81,-53,-53,-56,-23,-58,-69,-68,-56,-69,-73,-74,-74,-77,-77,-100,-59,-59,-100,-72,-73,-71,-64,-64,-80,-76,-100,-80,-100,-86,-86,-74,-72,-73,-100,-81,-90,-100,-67,-81,-53,-69,-56,-73,-77,-100,-60,-64,-67,-80,-74,-86,-73,-73,-100,-100,-100,-90,-71,-69,-74,-74,-74,-81,-80,-80,-76,-100,-100,-100,-79,-79,-81,-100,-72,-80,-100,-100,-79,-85,-79,-81,-100,-58,-100,-58,-81,-100,-100,-81,-81,-100,-100,-67,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-87,-86,-100,-100,-100,-100,-100,-100,-87,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-67,-61,-67,-67,-68,-67,-68,-81,-81,-50,-50,-52,-22,-58,-100,-100,-52,-69,-78,-78,-78,-79,-79,-100,-56,-55,-100,-80,-100,-70,-64,-64,-80,-77,-68,-79,-100,-100,-100,-73,-73,-73,-100,-81,-90,-100,-68,-81,-50,-100,-52,-78,-80,-79,-54,-64,-67,-80,-72,-86,-71,-73,-100,-100,-87,-90,-71,-100,-71,-71,-71,-81,-80,-80,-100,-100,-100,-100,-81,-79,-81,-86,-72,-80,-100,-100,-81,-85,-79,-100,-100,-58,-100,-58,-81,-100,-71,-81,-81,-100,-100,-68,-100,-100,-100,-100,-100,-58,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-87,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-68,-63,-68,-68,-68,-68,-68,-100,-100,-51,-51,-51,-24,-59,-69,-69,-51,-71,-77,-77,-78,-81,-81,-100,-54,-54,-100,-80,-100,-70,-64,-64,-100,-77,-68,-79,-87,-100,-100,-76,-75,-76,-100,-82,-100,-100,-68,-100,-52,-69,-51,-77,-81,-79,-54,-64,-100,-100,-70,-86,-71,-76,-100,-100,-87,-100,-100,-100,-70,-70,-71,-79,-79,-100,-70,-76,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-80,-85,-100,-100,-100,-100,-100,-100,-83,-85,-71,-100,-76,-88,-100,-68,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-83,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-67,-63,-67,-68,-68,-67,-68,-82,-83,-52,-52,-52,-25,-59,-69,-69,-52,-89,-79,-78,-78,-80,-80,-100,-55,-55,-100,-80,-100,-76,-66,-66,-79,-80,-68,-79,-87,-100,-100,-74,-75,-75,-100,-80,-100,-100,-68,-83,-52,-69,-52,-79,-80,-79,-55,-66,-100,-79,-70,-84,-71,-75,-100,-84,-87,-100,-68,-68,-69,-70,-71,-80,-77,-77,-70,-76,-100,-100,-80,-80,-78,-86,-69,-77,-76,-100,-80,-85,-100,-100,-100,-54,-100,-55,-81,-87,-72,-75,-75,-88,-75,-68,-100,-100,-100,-88,-100,-54,-86,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-83,-82,-83,-84,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-83,-100,-86,-100,-100,-100,-100,-100,-82,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-65,-62,-66,-66,-71,-70,-71,-82,-83,-55,-56,-53,-22,-57,-69,-69,-53,-67,-77,-76,-76,-82,-82,-100,-56,-56,-100,-74,-75,-73,-65,-65,-82,-80,-68,-82,-87,-86,-85,-75,-71,-72,-100,-80,-100,-100,-71,-83,-56,-69,-53,-77,-82,-75,-55,-65,-68,-82,-69,-85,-71,-75,-100,-85,-100,-100,-68,-68,-69,-69,-71,-81,-77,-77,-70,-76,-100,-100,-81,-81,-78,-100,-69,-77,-75,-100,-81,-100,-100,-80,-81,-55,-100,-56,-83,-85,-72,-75,-77,-88,-75,-68,-100,-100,-100,-88,-100,-55,-100,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-83,-80,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-83,-100,-86,-100,-100,-100,-100,-100,-82,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-66,-62,-66,-66,-69,-69,-69,-82,-83,-52,-52,-52,-22,-57,-100,-100,-52,-68,-76,-76,-76,-79,-79,-100,-56,-56,-100,-74,-75,-73,-65,-65,-81,-80,-68,-80,-100,-85,-85,-76,-76,-76,-100,-85,-100,-100,-69,-83,-52,-100,-52,-77,-79,-75,-55,-65,-68,-80,-69,-85,-71,-76,-100,-85,-100,-100,-68,-69,-69,-69,-71,-81,-77,-77,-76,-76,-100,-100,-81,-81,-78,-86,-69,-77,-76,-100,-80,-86,-100,-80,-81,-55,-100,-56,-83,-85,-72,-75,-77,-100,-75,-68,-100,-100,-100,-100,-100,-56,-85,-100,-100,-100,-100,-84,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-83,-84,-85,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-84,-100,-100,-100,-100,-100,-100,-86,-82,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
