60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:24:47:51,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:09:90,a8:bd:27:4c:aa:90,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:19:d7:70,72:32:b1:3e:1a:b7,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1a:cf:d0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f2,44:48:c1:91:95:a2,b4:5d:50:e1:96:42,38:17:c3:19:d7:71,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,b0:b8:67:3d:c2:f0,b0:b8:67:3d:c2:f1,38:17:c3:19:45:a0,b0:b8:67:3d:c2:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:9d:50,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:aa:21,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:22:5e:e1,38:17:c3:1f:09:81,80:8d:b7:55:25:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,86:0d:8e:aa:25:a4,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:29:d0,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,20:a6:cd:50:24:a1,38:17:c3:19:71:90,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c2,38:17:c3:19:36:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:19:36:20,38:17:c3:1f:0e:10,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:81,38:17:c3:1f:0e:11,38:17:c3:19:71:82,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:40,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:de:e1:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,x,y,label
-72,-57,-57,-86,-57,-56,-72,-85,-72,-84,-87,-88,-87,-100,-85,-100,-80,-75,-75,-100,-85,-83,-82,-100,-100,-100,-100,-100,-100,-84,-84,-84,-84,-73,-100,-75,-85,-86,-57,-85,-73,-57,-100,-87,-100,-82,-75,-100,-100,-100,-84,-85,-100,-100,-70,-69,-100,-100,-67,-67,-73,-81,-79,-67,-81,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-85,-82,-81,-100,-100,-100,-78,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-78,-100,-81,-100,-100,-78,-100,-100,-100,-100,-100,-87,-100,-100,-84,-85,-100,-100,-100,-84,-84,-100,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-74,-53,-53,-87,-48,-48,-75,-86,-74,-87,-87,-88,-87,-100,-85,-100,-83,-77,-77,-100,-85,-81,-82,-100,-100,-100,-100,-100,-100,-85,-84,-85,-86,-57,-100,-59,-85,-85,-48,-87,-75,-48,-100,-87,-82,-82,-77,-100,-100,-100,-84,-85,-100,-100,-72,-69,-80,-83,-74,-74,-57,-81,-79,-73,-81,-72,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-85,-83,-81,-100,-100,-100,-78,-100,-68,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-78,-100,-81,-86,-100,-78,-100,-100,-100,-100,-100,-87,-100,-100,-82,-82,-77,-77,-78,-82,-82,-100,-85,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-77,-52,-52,-87,-52,-52,-76,-86,-76,-88,-100,-100,-100,-100,-85,-100,-83,-73,-73,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-84,-74,-100,-78,-84,-84,-51,-87,-76,-52,-100,-100,-82,-85,-73,-100,-100,-100,-82,-84,-100,-100,-72,-69,-80,-83,-74,-74,-74,-100,-100,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-68,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-77,-77,-78,-81,-81,-100,-85,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-74,-49,-49,-83,-52,-52,-74,-84,-74,-83,-86,-87,-85,-100,-85,-100,-83,-75,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-85,-74,-100,-78,-83,-84,-49,-84,-74,-52,-100,-86,-82,-85,-75,-100,-100,-87,-80,-85,-100,-100,-76,-72,-80,-83,-72,-74,-74,-100,-83,-73,-81,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-68,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-77,-79,-78,-82,-82,-100,-83,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-50,-50,-83,-53,-53,-77,-84,-77,-83,-86,-87,-85,-100,-84,-100,-83,-74,-74,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-87,-74,-100,-72,-85,-84,-49,-84,-77,-53,-100,-86,-100,-85,-74,-100,-100,-87,-82,-85,-100,-100,-71,-77,-83,-100,-73,-74,-74,-100,-83,-73,-81,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-79,-100,-71,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-79,-100,-84,-83,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-76,-49,-49,-83,-53,-53,-76,-84,-77,-83,-86,-87,-85,-100,-85,-100,-100,-73,-73,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-86,-72,-100,-72,-85,-86,-49,-84,-76,-53,-100,-86,-100,-100,-73,-100,-100,-87,-82,-85,-100,-100,-72,-66,-83,-86,-73,-74,-73,-83,-83,-72,-79,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-70,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-79,-100,-83,-83,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-75,-53,-53,-84,-50,-50,-75,-84,-75,-85,-87,-86,-88,-100,-83,-100,-89,-78,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-84,-74,-100,-74,-84,-84,-53,-83,-75,-51,-100,-88,-100,-100,-78,-100,-100,-100,-82,-84,-100,-100,-74,-68,-85,-86,-73,-75,-72,-83,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-80,-100,-68,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-83,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-75,-48,-48,-87,-52,-52,-79,-87,-79,-87,-85,-85,-85,-85,-84,-85,-89,-73,-72,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-84,-80,-100,-78,-84,-84,-47,-88,-79,-52,-84,-85,-100,-100,-72,-100,-100,-100,-85,-84,-100,-100,-74,-66,-85,-86,-73,-75,-72,-83,-100,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-65,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-82,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-87,-52,-52,-77,-87,-77,-87,-85,-84,-85,-85,-84,-85,-86,-73,-73,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-81,-100,-79,-100,-100,-47,-88,-78,-52,-84,-85,-100,-85,-73,-100,-100,-100,-84,-88,-100,-100,-67,-67,-100,-100,-100,-100,-80,-100,-79,-74,-83,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-100,-88,-100,-100,-78,-100,-68,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-76,-100,-82,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-87,-55,-53,-78,-87,-78,-87,-85,-84,-85,-85,-85,-84,-86,-73,-73,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-85,-100,-81,-88,-100,-47,-88,-78,-53,-84,-85,-100,-85,-73,-100,-100,-100,-86,-86,-100,-100,-67,-67,-100,-100,-100,-100,-84,-100,-79,-74,-83,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-81,-100,-69,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-90,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-76,-100,-81,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-48,-48,-88,-51,-51,-78,-88,-77,-88,-85,-84,-85,-85,-85,-84,-86,-74,-73,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-78,-100,-78,-88,-100,-47,-87,-78,-51,-84,-85,-100,-85,-74,-100,-100,-100,-86,-86,-100,-100,-67,-69,-100,-100,-74,-75,-79,-100,-79,-74,-83,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-78,-100,-65,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-90,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-75,-75,-75,-81,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-48,-48,-88,-50,-50,-81,-88,-81,-88,-100,-100,-100,-85,-84,-84,-86,-72,-72,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-80,-100,-78,-88,-100,-48,-87,-81,-50,-84,-100,-100,-87,-73,-100,-100,-100,-86,-87,-100,-100,-73,-68,-100,-100,-74,-76,-79,-81,-80,-76,-84,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-79,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-90,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-75,-75,-75,-81,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-48,-48,-88,-50,-50,-81,-88,-81,-88,-85,-85,-86,-100,-84,-100,-87,-72,-73,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-80,-100,-78,-88,-100,-48,-87,-81,-50,-84,-85,-86,-87,-73,-100,-100,-100,-85,-87,-100,-100,-73,-73,-100,-100,-74,-76,-81,-81,-79,-76,-84,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-79,-100,-79,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-75,-75,-75,-81,-81,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-78,-45,-45,-100,-42,-42,-77,-100,-77,-100,-87,-85,-88,-100,-87,-100,-87,-72,-72,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-84,-84,-85,-85,-80,-100,-84,-86,-100,-45,-100,-77,-42,-84,-89,-86,-87,-72,-100,-100,-100,-86,-86,-100,-100,-73,-71,-100,-100,-100,-76,-81,-81,-82,-76,-82,-78,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-73,-100,-72,-100,-84,-81,-100,-83,-100,-100,-100,-100,-100,-73,-100,-80,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-75,-74,-75,-80,-80,-80,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-78,-45,-45,-100,-42,-42,-77,-100,-77,-100,-87,-100,-90,-100,-87,-100,-100,-73,-73,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-87,-86,-85,-80,-100,-82,-86,-100,-45,-100,-78,-42,-100,-89,-100,-100,-73,-100,-100,-100,-86,-86,-100,-100,-100,-71,-100,-100,-100,-100,-82,-83,-83,-76,-82,-78,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-73,-100,-78,-100,-84,-82,-100,-83,-100,-100,-100,-100,-100,-73,-100,-83,-88,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-74,-100,-80,-80,-80,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-45,-45,-100,-42,-42,-78,-100,-77,-100,-87,-100,-90,-100,-87,-100,-100,-73,-73,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-88,-86,-86,-85,-82,-100,-82,-86,-100,-45,-100,-78,-42,-100,-89,-100,-100,-73,-100,-100,-100,-85,-86,-100,-100,-100,-71,-100,-100,-100,-100,-82,-83,-83,-76,-81,-77,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-73,-100,-78,-100,-84,-81,-100,-83,-100,-100,-100,-100,-100,-73,-100,-83,-88,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-74,-100,-80,-80,-80,-100,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-45,-45,-100,-42,-42,-77,-100,-78,-100,-100,-100,-88,-100,-86,-100,-84,-73,-73,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-85,-86,-100,-82,-100,-82,-86,-100,-45,-100,-78,-42,-100,-87,-100,-100,-73,-100,-100,-100,-86,-85,-100,-100,-83,-80,-100,-100,-100,-100,-82,-82,-83,-100,-81,-77,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-77,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-75,-74,-100,-80,-80,-100,-76,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
