60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:24:47:51,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:09:90,a8:bd:27:4c:aa:90,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:19:d7:70,72:32:b1:3e:1a:b7,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1a:cf:d0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f2,44:48:c1:91:95:a2,b4:5d:50:e1:96:42,38:17:c3:19:d7:71,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,b0:b8:67:3d:c2:f0,b0:b8:67:3d:c2:f1,38:17:c3:19:45:a0,b0:b8:67:3d:c2:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:9d:50,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:aa:21,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:22:5e:e1,38:17:c3:1f:09:81,80:8d:b7:55:25:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,86:0d:8e:aa:25:a4,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:29:d0,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,20:a6:cd:50:24:a1,38:17:c3:19:71:90,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c2,38:17:c3:19:36:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:19:36:20,38:17:c3:1f:0e:10,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:81,38:17:c3:1f:0e:11,38:17:c3:19:71:82,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:40,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:de:e1:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,x,y,label
-100,-76,-76,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-72,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-53,-100,-45,-100,-100,-83,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-53,-50,-75,-73,-75,-73,-73,-75,-100,-100,-75,-73,-73,-77,-77,-76,-78,-77,-76,-76,-66,-75,-74,-74,-100,-76,-74,-78,-82,-73,-73,-72,-100,-76,-84,-76,-82,-82,-85,-100,-88,-84,-85,-72,-72,-87,-87,-100,-100,-84,-85,-74,-100,-89,-75,-75,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-76,-76,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-52,-100,-82,-100,-100,-83,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-52,-50,-75,-73,-75,-73,-73,-75,-100,-100,-75,-73,-73,-77,-76,-76,-78,-77,-76,-75,-79,-77,-75,-74,-100,-100,-74,-77,-81,-74,-74,-72,-100,-76,-85,-76,-81,-81,-85,-100,-88,-85,-86,-72,-72,-86,-86,-79,-100,-84,-84,-100,-100,-89,-100,-100,-100,-79,-75,-86,-86,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-76,-76,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-52,-100,-82,-100,-100,-83,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-67,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-52,-50,-75,-73,-75,-80,-73,-75,-100,-100,-75,-72,-73,-76,-76,-76,-77,-77,-76,-76,-63,-77,-74,-74,-76,-76,-74,-77,-81,-74,-74,-72,-81,-76,-85,-76,-81,-81,-85,-76,-86,-85,-85,-71,-72,-85,-86,-80,-100,-86,-85,-100,-100,-89,-100,-100,-100,-79,-80,-86,-86,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-82,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-54,-50,-73,-73,-73,-80,-100,-73,-100,-100,-73,-72,-100,-77,-74,-74,-81,-80,-74,-74,-76,-77,-74,-74,-77,-76,-74,-80,-88,-74,-74,-68,-81,-100,-86,-100,-87,-88,-80,-76,-83,-85,-85,-68,-68,-84,-88,-81,-100,-80,-81,-100,-100,-89,-100,-100,-100,-81,-81,-78,-84,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-82,-86,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-54,-49,-74,-73,-73,-76,-72,-73,-100,-100,-73,-100,-100,-77,-74,-74,-80,-80,-73,-74,-76,-66,-76,-100,-77,-100,-76,-80,-88,-76,-76,-68,-100,-100,-87,-74,-88,-88,-81,-100,-83,-100,-100,-68,-68,-83,-87,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-81,-81,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-87,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-53,-50,-74,-77,-74,-76,-73,-74,-100,-100,-74,-73,-73,-78,-74,-74,-80,-80,-74,-74,-72,-79,-76,-76,-75,-100,-77,-80,-88,-76,-75,-67,-84,-100,-88,-74,-88,-87,-81,-100,-85,-100,-100,-67,-67,-84,-86,-81,-100,-81,-81,-74,-100,-100,-100,-100,-100,-81,-81,-84,-84,-100,-100,-100,-80,-80,-79,-100,-100,-100,-100,-100,-86,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-87,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-53,-51,-73,-77,-73,-73,-73,-73,-100,-100,-74,-73,-73,-79,-74,-74,-80,-80,-74,-74,-74,-77,-76,-76,-78,-79,-76,-80,-89,-76,-75,-69,-84,-74,-89,-74,-88,-87,-81,-100,-85,-100,-100,-69,-68,-84,-88,-81,-100,-81,-81,-74,-100,-88,-100,-100,-89,-100,-100,-83,-84,-100,-100,-100,-80,-80,-79,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-87,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-50,-50,-53,-50,-74,-86,-74,-76,-73,-74,-100,-100,-74,-73,-73,-79,-74,-74,-80,-80,-74,-74,-76,-76,-78,-77,-78,-78,-78,-80,-88,-75,-75,-69,-84,-74,-87,-100,-88,-87,-81,-74,-85,-100,-100,-69,-68,-84,-88,-82,-100,-80,-80,-74,-100,-89,-73,-74,-89,-82,-82,-84,-84,-100,-100,-100,-80,-80,-79,-88,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-49,-49,-54,-49,-73,-77,-73,-74,-73,-73,-100,-100,-72,-72,-73,-79,-74,-74,-79,-81,-74,-74,-74,-76,-78,-78,-78,-78,-79,-81,-88,-77,-76,-69,-100,-74,-87,-100,-86,-88,-81,-74,-100,-100,-100,-68,-67,-84,-86,-82,-100,-81,-81,-76,-100,-88,-73,-75,-89,-82,-82,-83,-85,-100,-100,-100,-80,-78,-79,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-73,-73,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-84,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-50,-50,-54,-51,-76,-76,-77,-73,-74,-76,-100,-100,-77,-75,-74,-100,-74,-74,-79,-81,-74,-74,-74,-77,-78,-75,-100,-78,-76,-81,-82,-71,-72,-73,-100,-69,-88,-70,-82,-82,-82,-70,-100,-100,-100,-73,-73,-84,-86,-82,-100,-82,-82,-74,-100,-87,-75,-74,-86,-82,-82,-84,-84,-100,-86,-100,-75,-78,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-80,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-55,-51,-77,-76,-76,-72,-74,-76,-100,-100,-76,-75,-74,-100,-80,-79,-78,-77,-79,-79,-80,-78,-75,-75,-75,-100,-76,-78,-83,-71,-71,-73,-100,-69,-87,-70,-83,-83,-82,-70,-100,-100,-100,-73,-73,-84,-100,-79,-100,-82,-82,-74,-100,-86,-75,-74,-86,-100,-100,-84,-83,-100,-85,-100,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-55,-100,-85,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-55,-51,-77,-76,-77,-72,-74,-76,-100,-100,-76,-74,-74,-75,-80,-79,-77,-77,-79,-79,-72,-77,-75,-75,-75,-100,-76,-76,-83,-70,-71,-72,-100,-70,-87,-70,-83,-83,-82,-70,-100,-87,-100,-72,-72,-83,-100,-79,-100,-82,-81,-74,-100,-86,-73,-74,-86,-79,-100,-85,-83,-100,-86,-100,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-55,-100,-85,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-55,-51,-77,-76,-77,-72,-74,-77,-100,-100,-77,-74,-74,-75,-79,-80,-78,-77,-79,-79,-82,-81,-75,-75,-75,-74,-76,-77,-83,-72,-71,-73,-80,-70,-87,-71,-83,-83,-82,-71,-100,-87,-100,-73,-73,-84,-89,-79,-100,-82,-81,-74,-100,-87,-73,-74,-87,-79,-100,-83,-84,-100,-87,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-55,-100,-84,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-55,-52,-77,-78,-77,-72,-74,-77,-100,-100,-77,-74,-74,-75,-79,-79,-77,-77,-79,-79,-77,-76,-74,-75,-76,-75,-75,-78,-83,-72,-71,-73,-80,-70,-87,-70,-83,-83,-82,-70,-100,-87,-100,-73,-73,-84,-89,-80,-100,-82,-82,-74,-100,-87,-74,-74,-87,-79,-100,-83,-84,-100,-87,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-81,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-56,-51,-77,-77,-77,-72,-100,-76,-100,-100,-75,-75,-100,-76,-79,-79,-77,-78,-79,-79,-58,-76,-74,-74,-75,-75,-75,-78,-84,-71,-72,-73,-80,-70,-88,-70,-83,-83,-83,-70,-85,-100,-100,-73,-73,-85,-89,-80,-100,-81,-82,-74,-100,-87,-74,-74,-87,-79,-100,-84,-83,-100,-87,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-47,-100,-84,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-51,-47,-46,-76,-72,-77,-73,-73,-77,-100,-100,-76,-73,-73,-74,-79,-79,-80,-80,-79,-79,-79,-78,-78,-78,-75,-75,-75,-80,-84,-73,-73,-75,-100,-67,-88,-67,-83,-84,-77,-67,-85,-100,-100,-75,-75,-87,-100,-80,-100,-77,-77,-74,-100,-88,-70,-71,-100,-79,-100,-85,-86,-100,-100,-100,-100,-75,-75,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-73,-74,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-77,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-47,-100,-51,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-47,-47,-76,-74,-76,-73,-73,-76,-100,-100,-76,-73,-73,-75,-79,-78,-81,-80,-79,-79,-79,-78,-77,-78,-75,-75,-78,-81,-84,-72,-73,-75,-100,-67,-88,-67,-84,-85,-77,-67,-83,-100,-100,-75,-75,-86,-88,-100,-100,-77,-77,-71,-100,-88,-71,-71,-100,-100,-100,-85,-86,-100,-100,-100,-100,-76,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
