44:48:c1:a5:82:30,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:31,00:4e:35:de:e1:11,38:17:c3:19:45:a2,38:17:c3:19:45:a1,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,38:17:c3:19:55:41,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:92:31,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,38:17:c3:19:45:a0,38:17:c3:1f:09:90,38:17:c3:19:55:40,80:8d:b7:55:35:01,80:8d:b7:55:35:03,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:1f:09:83,68:ff:7b:e4:af:39,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,b4:5d:50:e1:96:50,38:17:c3:1f:01:81,b4:5d:50:e1:92:23,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,38:17:c3:19:71:90,00:4e:35:de:e1:02,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:22:22,00:4e:35:de:e1:01,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:1f:08:52,00:4e:35:de:e1:00,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:09:91,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:09:92,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:df:0e:11,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:0e:10,00:4e:35:de:d7:41,38:17:c3:19:36:30,44:48:c1:91:95:b1,38:17:c3:19:36:31,00:4e:35:df:0e:02,38:17:c3:19:36:32,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:36:22,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:24:58:a0,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:11,00:4e:35:df:27:10,x,y,label
-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-80,-84,-84,-68,-68,-85,-85,-100,-100,-100,-70,-100,-42,-100,-100,-75,-100,-43,-75,-100,-100,-100,-100,-82,-100,-100,-89,-100,-100,-100,-100,-67,-83,-85,-100,-70,-100,-75,-43,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-48,-47,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-83,-85,-86,-87,-89,-86,-88,-85,-83,-100,-84,-100,-85,-85,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,473.99999999999994,799.6000000000007,43
-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-84,-86,-69,-69,-85,-84,-100,-100,-100,-69,-100,-43,-100,-100,-79,-100,-43,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-65,-85,-86,-100,-70,-100,-78,-43,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-47,-47,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-85,-86,-89,-88,-86,-89,-85,-83,-100,-84,-81,-87,-85,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,473.99999999999994,799.6000000000007,43
-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-84,-85,-85,-64,-64,-88,-85,-100,-100,-100,-69,-100,-44,-100,-100,-72,-100,-44,-72,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-64,-85,-85,-100,-70,-100,-71,-43,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-43,-43,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-87,-88,-89,-88,-86,-89,-81,-100,-100,-80,-81,-86,-85,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-84,-82,-83,-65,-65,-86,-87,-100,-100,-100,-100,-100,-42,-100,-100,-77,-100,-42,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-83,-87,-100,-70,-100,-76,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-47,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-81,-82,-87,-88,-100,-100,-86,-91,-81,-100,-100,-80,-100,-86,-85,-86,-100,-100,-100,-82,-83,-83,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-82,-83,-65,-65,-86,-88,-100,-100,-100,-68,-100,-42,-100,-100,-78,-100,-41,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-64,-83,-88,-100,-68,-100,-78,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-42,-43,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-82,-82,-87,-88,-100,-100,-86,-90,-80,-80,-100,-80,-100,-86,-85,-86,-100,-100,-100,-82,-83,-83,-87,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-82,-82,-68,-68,-86,-88,-100,-100,-100,-68,-100,-42,-100,-100,-77,-100,-42,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-67,-82,-88,-100,-68,-100,-77,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-42,-43,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-82,-86,-87,-88,-100,-100,-88,-88,-80,-80,-100,-80,-100,-87,-100,-100,-100,-100,-100,-82,-83,-83,-85,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-82,-82,-67,-67,-86,-87,-100,-100,-100,-70,-100,-43,-100,-100,-77,-100,-43,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-67,-81,-86,-100,-70,-100,-77,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-44,-44,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-87,-87,-100,-100,-88,-88,-80,-80,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-45,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-81,-82,-68,-68,-84,-84,-100,-100,-100,-69,-100,-42,-100,-100,-77,-100,-42,-77,-100,-100,-100,-100,-74,-100,-100,-87,-100,-100,-100,-100,-68,-81,-84,-100,-70,-100,-77,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-44,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-82,-83,-87,-87,-100,-100,-88,-87,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-46,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-82,-83,-67,-67,-86,-86,-100,-100,-100,-71,-100,-42,-100,-100,-80,-100,-42,-80,-100,-100,-100,-100,-74,-100,-100,-87,-100,-100,-100,-100,-66,-82,-88,-100,-71,-100,-80,-42,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-44,-44,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-84,-85,-100,-87,-100,-100,-88,-87,-100,-100,-100,-79,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-83,-67,-67,-86,-86,-100,-100,-100,-71,-100,-42,-100,-100,-74,-100,-42,-74,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-67,-81,-88,-100,-71,-100,-74,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-45,-45,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-84,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-84,-85,-87,-88,-100,-100,-88,-100,-80,-100,-100,-79,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-46,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-82,-70,-70,-86,-86,-100,-100,-100,-71,-100,-41,-100,-100,-72,-100,-41,-72,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-67,-81,-86,-100,-71,-100,-73,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-44,-44,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-84,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-84,-85,-86,-86,-100,-100,-87,-100,-80,-100,-100,-79,-84,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-46,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-82,-68,-68,-86,-86,-100,-100,-100,-70,-100,-42,-100,-100,-75,-100,-42,-75,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-67,-84,-86,-100,-70,-100,-75,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-87,-84,-87,-87,-100,-100,-86,-100,-80,-100,-100,-100,-84,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-48,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-82,-68,-68,-84,-84,-100,-100,-100,-72,-100,-42,-100,-100,-76,-100,-42,-76,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-67,-82,-86,-100,-72,-100,-76,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-84,-87,-87,-100,-100,-89,-100,-82,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-82,-67,-68,-84,-84,-100,-100,-100,-70,-100,-43,-100,-100,-76,-100,-43,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-82,-100,-100,-71,-100,-75,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-84,-85,-87,-87,-100,-100,-89,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-85,-100,-83,-83,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-72,-72,-84,-84,-100,-100,-100,-70,-100,-38,-100,-100,-73,-100,-37,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-83,-100,-100,-70,-100,-73,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-84,-86,-100,-100,-100,-100,-89,-100,-80,-100,-100,-79,-100,-87,-87,-100,-100,-100,-85,-100,-83,-83,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-82,-83,-70,-70,-87,-87,-100,-100,-100,-70,-100,-38,-100,-100,-74,-100,-38,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-83,-87,-100,-70,-100,-74,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-84,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-82,-82,-70,-70,-88,-89,-100,-100,-100,-69,-100,-39,-100,-100,-74,-100,-39,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-67,-83,-88,-100,-69,-100,-75,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-84,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-85,-85,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
