60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-78,-44,-44,-71,-43,-43,-84,-85,-85,-85,-100,-86,-78,-78,-85,-85,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-86,-80,-84,-100,-100,-100,-100,-100,-100,-100,-78,-44,-43,-85,-79,-86,-100,-74,-100,-100,-100,-83,-86,-100,-85,-80,-86,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-71,-75,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-80,-100,-100,-100,-100,-100,-74,-100,-100,-76,-100,-100,-81,-100,-100,-71,-80,-80,-80,-80,-79,-79,-100,-78,-100,-88,-88,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-44,-44,-71,-43,-42,-84,-85,-85,-85,-100,-86,-78,-78,-85,-85,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-86,-80,-85,-100,-100,-100,-100,-100,-84,-100,-77,-44,-43,-85,-78,-86,-100,-75,-100,-100,-100,-100,-87,-100,-85,-79,-85,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-71,-72,-100,-84,-100,-86,-100,-100,-100,-100,-100,-80,-100,-100,-71,-71,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-76,-80,-100,-100,-71,-80,-79,-81,-81,-80,-80,-77,-78,-78,-88,-89,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-78,-44,-44,-71,-43,-43,-84,-85,-85,-82,-100,-86,-78,-78,-85,-85,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-85,-79,-84,-100,-100,-100,-100,-100,-86,-100,-78,-44,-43,-85,-78,-86,-100,-75,-100,-100,-100,-100,-86,-100,-85,-79,-85,-100,-100,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-83,-100,-86,-100,-100,-100,-100,-100,-81,-100,-100,-71,-71,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-76,-80,-100,-100,-71,-80,-79,-80,-80,-80,-80,-77,-78,-78,-88,-89,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-80,-46,-46,-73,-49,-48,-100,-100,-100,-84,-79,-90,-80,-79,-100,-100,-100,-86,-70,-70,-85,-100,-100,-100,-100,-82,-84,-84,-83,-84,-100,-100,-100,-100,-82,-86,-100,-80,-45,-48,-100,-80,-100,-86,-70,-100,-100,-100,-100,-86,-100,-85,-82,-85,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-70,-75,-100,-83,-100,-87,-100,-100,-100,-100,-100,-82,-100,-80,-76,-70,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-73,-77,-100,-100,-71,-78,-77,-77,-78,-78,-78,-77,-100,-78,-100,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-80,-47,-47,-75,-47,-47,-100,-100,-100,-82,-78,-90,-80,-80,-100,-100,-100,-86,-69,-69,-85,-100,-100,-100,-100,-82,-84,-86,-81,-87,-100,-100,-100,-100,-82,-100,-100,-73,-44,-47,-100,-80,-100,-85,-69,-100,-100,-100,-100,-100,-100,-87,-78,-87,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-72,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-79,-100,-80,-76,-73,-100,-79,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-74,-77,-100,-100,-72,-78,-77,-77,-78,-78,-78,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-80,-47,-47,-73,-47,-47,-85,-86,-85,-82,-78,-90,-77,-77,-100,-100,-100,-86,-70,-70,-85,-100,-100,-100,-100,-82,-84,-85,-81,-85,-100,-100,-100,-100,-82,-87,-100,-73,-46,-47,-85,-78,-100,-85,-70,-100,-100,-100,-100,-100,-100,-85,-78,-86,-83,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-70,-100,-72,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-79,-100,-80,-76,-73,-100,-79,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-73,-78,-100,-100,-72,-79,-77,-77,-79,-79,-79,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-80,-47,-47,-73,-48,-48,-85,-86,-86,-82,-78,-100,-78,-78,-100,-100,-100,-85,-70,-70,-85,-100,-100,-100,-100,-81,-100,-87,-83,-85,-100,-100,-100,-100,-82,-87,-100,-79,-45,-48,-87,-78,-100,-86,-70,-100,-100,-100,-100,-100,-100,-86,-80,-86,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-70,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-78,-73,-100,-79,-100,-100,-100,-100,-100,-72,-100,-100,-73,-73,-73,-78,-100,-100,-72,-79,-77,-77,-79,-79,-79,-100,-76,-100,-100,-87,-100,-88,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-81,-46,-46,-73,-48,-48,-85,-86,-86,-82,-78,-100,-79,-79,-100,-100,-100,-85,-69,-69,-86,-100,-100,-100,-100,-83,-100,-86,-83,-86,-100,-100,-100,-100,-82,-87,-100,-81,-45,-48,-87,-79,-100,-86,-69,-100,-100,-100,-100,-100,-100,-86,-79,-86,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-73,-73,-77,-100,-100,-100,-78,-78,-78,-77,-77,-77,-100,-76,-100,-100,-87,-100,-88,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-81,-46,-46,-64,-48,-48,-85,-86,-86,-82,-78,-100,-79,-79,-100,-100,-100,-85,-69,-69,-87,-100,-100,-100,-100,-83,-100,-86,-84,-85,-100,-100,-100,-100,-82,-100,-100,-82,-46,-48,-87,-79,-100,-86,-69,-100,-100,-100,-100,-100,-100,-87,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-72,-100,-100,-81,-100,-100,-100,-100,-100,-72,-100,-100,-73,-73,-72,-78,-100,-100,-72,-77,-78,-77,-77,-77,-77,-76,-76,-100,-100,-87,-100,-88,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-79,-48,-48,-76,-42,-42,-100,-100,-100,-86,-77,-90,-79,-80,-100,-100,-100,-100,-69,-69,-87,-100,-100,-100,-100,-83,-100,-86,-84,-86,-100,-100,-100,-100,-82,-100,-100,-85,-47,-43,-100,-79,-90,-100,-69,-100,-100,-100,-100,-87,-100,-86,-83,-86,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-71,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-72,-69,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-70,-70,-70,-75,-100,-100,-72,-72,-75,-75,-72,-72,-72,-76,-100,-100,-84,-85,-84,-85,-86,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-80,-48,-48,-76,-44,-42,-100,-100,-100,-86,-77,-90,-80,-80,-100,-100,-100,-100,-69,-69,-86,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-85,-47,-45,-100,-80,-90,-100,-70,-100,-100,-100,-100,-87,-100,-85,-83,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-69,-65,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-74,-69,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-70,-70,-70,-76,-100,-100,-100,-72,-75,-76,-72,-72,-72,-100,-100,-100,-84,-85,-84,-84,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-78,-49,-49,-79,-42,-43,-100,-100,-100,-86,-77,-90,-82,-82,-100,-100,-100,-100,-69,-70,-86,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-82,-100,-100,-83,-47,-43,-100,-82,-90,-100,-70,-100,-100,-100,-100,-87,-100,-86,-83,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-69,-67,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-69,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-70,-70,-71,-76,-100,-100,-100,-72,-76,-76,-72,-72,-72,-100,-100,-100,-84,-85,-84,-86,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-80,-50,-50,-75,-42,-43,-100,-100,-100,-100,-81,-89,-79,-79,-91,-100,-100,-100,-70,-70,-86,-100,-100,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-82,-100,-100,-83,-48,-43,-90,-80,-100,-100,-70,-100,-100,-85,-100,-100,-100,-84,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-69,-72,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-76,-69,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-69,-69,-70,-75,-100,-100,-69,-72,-75,-75,-72,-72,-72,-77,-76,-77,-83,-84,-83,-84,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-81,-51,-51,-77,-42,-43,-100,-89,-100,-87,-81,-89,-81,-82,-91,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-86,-84,-86,-100,-100,-100,-100,-82,-100,-100,-84,-50,-43,-90,-82,-89,-100,-71,-100,-100,-85,-100,-100,-100,-86,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-69,-71,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-76,-69,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-70,-70,-75,-100,-100,-69,-72,-75,-75,-72,-72,-72,-76,-76,-76,-83,-85,-83,-85,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-81,-51,-51,-77,-43,-43,-100,-89,-100,-88,-81,-89,-81,-81,-91,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-86,-84,-86,-100,-100,-100,-100,-100,-100,-100,-84,-50,-42,-90,-81,-89,-100,-71,-100,-100,-85,-100,-100,-100,-86,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-69,-66,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-76,-69,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-70,-70,-75,-100,-100,-69,-72,-75,-75,-72,-72,-72,-76,-76,-76,-84,-85,-83,-85,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-79,-51,-51,-73,-51,-51,-100,-89,-100,-87,-100,-100,-77,-77,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-84,-50,-51,-100,-77,-89,-100,-68,-100,-100,-100,-100,-100,-100,-83,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-86,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-84,-100,-100,-100,-100,-100,-70,-100,-100,-70,-70,-70,-74,-100,-100,-100,-71,-73,-74,-71,-71,-71,-76,-76,-76,-84,-85,-83,-85,-86,-100,-85,-85,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-81,-51,-51,-74,-51,-51,-100,-100,-100,-87,-100,-100,-80,-80,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-85,-81,-84,-100,-100,-100,-100,-81,-100,-100,-84,-50,-51,-100,-80,-100,-100,-69,-100,-100,-100,-82,-100,-100,-85,-84,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-84,-100,-100,-100,-100,-100,-69,-100,-100,-68,-100,-70,-74,-100,-100,-100,-71,-74,-74,-71,-71,-71,-78,-100,-100,-86,-86,-100,-83,-100,-100,-84,-85,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-81,-51,-51,-74,-51,-51,-100,-100,-100,-87,-100,-100,-80,-80,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-85,-81,-84,-100,-100,-100,-100,-81,-100,-100,-84,-50,-51,-100,-80,-100,-100,-69,-100,-100,-100,-82,-100,-100,-85,-84,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-100,-84,-100,-100,-100,-100,-100,-69,-100,-100,-68,-100,-70,-74,-100,-100,-100,-71,-74,-74,-71,-71,-71,-78,-100,-100,-86,-86,-100,-83,-100,-100,-84,-85,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
