60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:12,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:45:b2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b3,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:1f:09:91,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:c3,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:19:d7:70,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:22:61:90,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:aa:31,38:17:c3:1f:1c:10,44:48:c1:91:9d:50,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,38:17:c3:1f:09:83,38:17:c3:1f:09:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,44:48:c1:91:aa:32,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:72,92:32:4b:b2:cc:47,38:17:c3:19:36:30,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,20:a6:cd:42:13:f1,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,44:48:c1:91:aa:21,80:8d:b7:55:25:e3,44:48:c1:91:aa:20,44:48:c1:91:d0:00,44:48:c1:91:95:a2,44:48:c1:91:9d:51,44:48:c1:91:95:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,38:17:c3:19:45:a1,20:a6:cd:42:13:e1,38:17:c3:19:45:a2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:60,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,38:17:c3:19:36:32,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,ea:9e:b4:53:24:54,80:8d:b7:55:3a:51,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:19:71:91,80:8d:b7:55:39:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:50,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,x,y,label
-100,-73,-73,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-47,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-47,-51,-79,-50,-100,-78,-77,-77,-77,-100,-72,-75,-69,-100,-79,-100,-74,-79,-69,-76,-79,-100,-75,-75,-76,-77,-100,-75,-71,-69,-86,-75,-100,-100,-82,-82,-83,-100,-83,-100,-84,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-71,-74,-74,-87,-71,-70,-70,-80,-100,-100,-100,-100,-74,-82,-78,-100,-100,-100,-100,-79,-100,-70,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-72,-72,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-79,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-48,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-48,-49,-80,-49,-100,-77,-77,-77,-77,-100,-72,-100,-69,-100,-78,-100,-78,-78,-78,-76,-79,-100,-75,-75,-76,-77,-100,-75,-71,-69,-88,-77,-100,-100,-82,-83,-83,-100,-84,-100,-82,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-71,-74,-75,-86,-71,-70,-70,-79,-100,-100,-100,-100,-73,-82,-80,-100,-100,-100,-83,-80,-100,-70,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-72,-72,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-79,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-47,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-47,-49,-80,-49,-100,-77,-78,-78,-78,-100,-72,-100,-70,-100,-79,-100,-79,-80,-79,-78,-86,-100,-75,-75,-76,-79,-100,-78,-71,-69,-88,-76,-100,-100,-83,-83,-83,-100,-84,-100,-82,-83,-100,-100,-100,-69,-70,-100,-100,-100,-100,-71,-71,-71,-87,-71,-70,-70,-79,-100,-100,-100,-100,-72,-82,-80,-100,-100,-100,-82,-79,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-72,-72,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-60,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-60,-55,-76,-55,-100,-77,-78,-78,-78,-100,-100,-100,-70,-100,-84,-80,-83,-83,-83,-78,-86,-80,-74,-74,-76,-79,-80,-78,-68,-69,-88,-76,-100,-100,-86,-85,-86,-100,-84,-100,-82,-83,-100,-100,-100,-69,-70,-85,-100,-100,-100,-68,-71,-71,-83,-68,-100,-70,-81,-86,-85,-100,-100,-72,-82,-81,-83,-83,-100,-82,-81,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-60,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-61,-72,-61,-100,-78,-78,-77,-78,-100,-74,-74,-100,-74,-84,-80,-83,-83,-84,-100,-100,-80,-71,-70,-74,-100,-80,-100,-68,-66,-100,-78,-100,-83,-85,-84,-84,-100,-100,-79,-84,-83,-100,-100,-100,-66,-66,-86,-100,-100,-100,-68,-100,-100,-83,-68,-100,-100,-81,-86,-85,-86,-100,-73,-100,-80,-84,-83,-100,-100,-80,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-58,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-58,-55,-75,-55,-100,-78,-78,-78,-78,-100,-74,-74,-100,-74,-81,-80,-82,-82,-83,-77,-82,-78,-71,-70,-74,-100,-80,-77,-69,-67,-100,-77,-100,-83,-85,-87,-86,-100,-100,-79,-84,-83,-100,-100,-100,-66,-66,-86,-100,-100,-100,-69,-100,-72,-83,-69,-100,-100,-80,-86,-85,-86,-100,-70,-100,-80,-82,-83,-100,-100,-80,-87,-75,-76,-75,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-75,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-60,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-60,-56,-77,-56,-100,-78,-78,-78,-78,-100,-74,-74,-100,-74,-83,-79,-83,-82,-83,-76,-77,-79,-71,-74,-74,-100,-79,-77,-69,-66,-100,-78,-100,-83,-85,-85,-85,-100,-100,-79,-85,-83,-100,-100,-100,-66,-67,-87,-100,-100,-100,-69,-100,-72,-84,-69,-74,-100,-80,-85,-86,-85,-100,-70,-100,-80,-84,-85,-100,-100,-80,-85,-75,-76,-75,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-75,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-60,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-60,-57,-78,-57,-100,-77,-78,-78,-78,-100,-75,-76,-100,-75,-83,-79,-84,-84,-82,-76,-82,-79,-74,-75,-77,-100,-79,-77,-68,-66,-100,-72,-100,-100,-85,-85,-86,-100,-100,-78,-85,-100,-100,-100,-100,-67,-66,-87,-100,-100,-100,-69,-100,-72,-84,-69,-73,-100,-79,-87,-86,-87,-100,-71,-100,-80,-84,-85,-100,-86,-79,-85,-75,-76,-75,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-75,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-56,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-56,-57,-78,-57,-100,-77,-77,-77,-77,-100,-75,-74,-100,-74,-83,-79,-82,-82,-83,-76,-78,-79,-75,-75,-75,-100,-79,-75,-67,-64,-100,-72,-100,-100,-86,-86,-84,-100,-100,-78,-83,-100,-100,-100,-100,-66,-66,-86,-100,-100,-100,-69,-71,-71,-84,-67,-74,-100,-80,-86,-85,-87,-86,-71,-100,-79,-84,-84,-100,-86,-80,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-56,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-56,-71,-55,-100,-77,-77,-77,-77,-100,-75,-74,-70,-74,-79,-77,-78,-79,-79,-73,-81,-77,-75,-75,-76,-74,-76,-73,-67,-64,-85,-82,-86,-100,-86,-84,-84,-85,-100,-78,-83,-100,-100,-100,-100,-67,-67,-88,-100,-100,-100,-67,-71,-71,-84,-67,-70,-70,-75,-86,-87,-88,-87,-71,-100,-75,-83,-84,-100,-86,-75,-100,-71,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-79,-79,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-57,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-57,-83,-56,-100,-77,-77,-77,-77,-100,-100,-100,-71,-100,-78,-78,-78,-79,-79,-73,-55,-78,-75,-75,-75,-74,-78,-72,-66,-67,-85,-82,-85,-100,-84,-84,-84,-86,-84,-100,-100,-100,-100,-100,-100,-67,-67,-88,-100,-100,-100,-66,-70,-70,-84,-66,-71,-71,-76,-100,-87,-88,-87,-70,-100,-76,-84,-83,-100,-100,-76,-100,-71,-73,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-79,-79,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-57,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-57,-72,-58,-100,-77,-77,-78,-77,-100,-100,-100,-71,-100,-79,-78,-79,-79,-79,-73,-80,-78,-75,-75,-75,-74,-78,-72,-66,-67,-85,-82,-85,-81,-84,-83,-84,-85,-84,-100,-100,-100,-100,-100,-100,-67,-67,-88,-100,-100,-100,-66,-69,-69,-84,-66,-71,-71,-76,-100,-87,-88,-87,-70,-100,-75,-85,-84,-100,-100,-76,-100,-73,-73,-100,-100,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-78,-78,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-58,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-58,-56,-74,-56,-100,-76,-79,-80,-76,-100,-73,-72,-71,-73,-81,-76,-80,-80,-80,-73,-81,-76,-75,-78,-75,-100,-76,-72,-66,-66,-85,-100,-84,-81,-83,-84,-83,-84,-82,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-66,-71,-70,-84,-66,-71,-71,-76,-86,-100,-100,-88,-70,-100,-75,-84,-82,-100,-100,-75,-85,-71,-71,-71,-100,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-78,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-57,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-56,-74,-55,-100,-77,-78,-78,-77,-100,-73,-72,-100,-73,-79,-76,-79,-80,-79,-100,-81,-76,-75,-78,-100,-100,-76,-100,-68,-66,-86,-100,-85,-81,-83,-84,-84,-86,-82,-100,-79,-100,-100,-100,-100,-66,-67,-88,-100,-100,-100,-68,-71,-71,-84,-68,-71,-100,-75,-86,-89,-88,-87,-70,-100,-75,-84,-83,-100,-100,-75,-84,-72,-71,-73,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-78,-78,-100,-100,-100,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-59,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-60,-54,-74,-54,-100,-77,-77,-77,-77,-100,-73,-73,-68,-74,-79,-77,-79,-79,-79,-72,-81,-77,-78,-78,-78,-73,-77,-100,-68,-66,-85,-100,-84,-100,-84,-83,-83,-85,-82,-100,-81,-81,-100,-100,-100,-69,-67,-89,-100,-100,-100,-68,-71,-71,-84,-68,-68,-68,-75,-86,-89,-88,-87,-70,-100,-75,-83,-83,-100,-100,-75,-84,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-61,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-61,-59,-76,-59,-100,-78,-78,-77,-77,-100,-74,-73,-68,-74,-76,-77,-76,-76,-76,-72,-75,-77,-76,-76,-77,-74,-77,-73,-64,-65,-85,-83,-84,-100,-84,-83,-83,-85,-100,-100,-81,-81,-100,-100,-100,-73,-73,-87,-100,-100,-100,-63,-69,-69,-84,-63,-68,-68,-74,-87,-86,-87,-87,-100,-100,-74,-83,-83,-100,-100,-74,-84,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,894,175,43
