60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:12,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:45:b2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b3,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:1f:09:91,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:c3,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:19:d7:70,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:22:61:90,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:aa:31,38:17:c3:1f:1c:10,44:48:c1:91:9d:50,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,38:17:c3:1f:09:83,38:17:c3:1f:09:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,44:48:c1:91:aa:32,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:72,92:32:4b:b2:cc:47,38:17:c3:19:36:30,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,20:a6:cd:42:13:f1,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,44:48:c1:91:aa:21,80:8d:b7:55:25:e3,44:48:c1:91:aa:20,44:48:c1:91:d0:00,44:48:c1:91:95:a2,44:48:c1:91:9d:51,44:48:c1:91:95:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,38:17:c3:19:45:a1,20:a6:cd:42:13:e1,38:17:c3:19:45:a2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:60,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,38:17:c3:19:36:32,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,ea:9e:b4:53:24:54,80:8d:b7:55:3a:51,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:19:71:91,80:8d:b7:55:39:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:50,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,x,y,label
-76,-53,-53,-84,-84,-84,-70,-52,-52,-86,-86,-88,-100,-100,-84,-100,-100,-100,-100,-100,-82,-82,-75,-100,-100,-100,-100,-75,-82,-100,-86,-86,-100,-52,-85,-86,-100,-100,-100,-89,-75,-89,-82,-100,-85,-100,-100,-83,-73,-52,-82,-100,-75,-100,-100,-100,-100,-83,-100,-100,-100,-63,-74,-100,-82,-80,-80,-100,-77,-100,-100,-100,-100,-100,-79,-73,-100,-71,-81,-100,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-79,-100,-78,-100,-78,-81,-83,-100,-100,-82,-83,-83,-80,-80,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-77,-53,-53,-84,-84,-84,-67,-52,-52,-86,-86,-86,-100,-100,-84,-78,-79,-100,-100,-100,-83,-82,-75,-100,-100,-100,-100,-75,-82,-100,-86,-86,-100,-52,-85,-86,-100,-79,-100,-89,-75,-89,-82,-100,-86,-100,-75,-83,-73,-52,-81,-100,-75,-100,-100,-100,-100,-83,-100,-100,-100,-73,-73,-83,-82,-80,-80,-100,-77,-100,-100,-100,-100,-100,-79,-73,-100,-72,-82,-100,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-74,-100,-79,-100,-78,-81,-83,-100,-100,-82,-83,-83,-80,-80,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-76,-52,-53,-84,-84,-83,-66,-52,-52,-86,-86,-86,-100,-100,-85,-78,-79,-86,-100,-100,-83,-82,-75,-100,-100,-100,-100,-75,-82,-100,-85,-87,-86,-52,-84,-86,-85,-79,-100,-100,-75,-89,-83,-100,-86,-100,-76,-81,-100,-52,-81,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-83,-82,-79,-80,-100,-77,-100,-100,-82,-100,-100,-100,-73,-81,-68,-81,-100,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-74,-100,-78,-100,-100,-100,-83,-100,-100,-83,-83,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-77,-52,-52,-84,-100,-83,-66,-52,-52,-86,-87,-87,-100,-100,-85,-81,-81,-86,-100,-100,-83,-82,-76,-100,-100,-100,-100,-76,-82,-100,-85,-87,-86,-51,-84,-87,-85,-81,-100,-100,-76,-100,-83,-100,-87,-100,-76,-80,-100,-52,-81,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-83,-82,-79,-80,-100,-77,-100,-100,-82,-100,-100,-100,-100,-81,-69,-81,-100,-87,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-74,-100,-78,-100,-73,-100,-84,-100,-100,-83,-83,-84,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-77,-52,-52,-84,-84,-84,-72,-52,-52,-86,-87,-87,-100,-100,-85,-79,-79,-86,-100,-100,-82,-81,-76,-100,-100,-100,-100,-76,-81,-100,-86,-87,-86,-52,-84,-87,-85,-79,-100,-100,-76,-100,-81,-100,-85,-100,-76,-80,-74,-52,-82,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-82,-79,-81,-100,-77,-100,-100,-82,-100,-100,-80,-74,-80,-69,-82,-100,-100,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-78,-100,-73,-81,-83,-100,-100,-82,-82,-82,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-75,-47,-47,-85,-87,-86,-71,-49,-49,-86,-87,-87,-100,-85,-85,-76,-76,-100,-100,-100,-83,-83,-76,-100,-100,-100,-100,-75,-83,-100,-85,-100,-86,-46,-86,-87,-85,-76,-100,-84,-76,-100,-83,-100,-84,-100,-76,-81,-74,-49,-78,-75,-100,-100,-100,-100,-84,-84,-100,-100,-100,-76,-74,-100,-100,-84,-81,-100,-78,-100,-100,-100,-100,-84,-80,-74,-80,-72,-78,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-81,-100,-100,-81,-81,-81,-100,-100,-81,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-86,-85,-85,-71,-50,-50,-89,-88,-89,-100,-85,-85,-75,-75,-85,-100,-100,-82,-83,-77,-100,-100,-100,-100,-77,-84,-100,-85,-100,-100,-47,-86,-90,-85,-75,-100,-84,-76,-100,-84,-100,-84,-100,-76,-81,-70,-50,-78,-76,-77,-100,-100,-100,-84,-84,-100,-100,-100,-74,-100,-100,-100,-82,-79,-100,-79,-100,-100,-100,-100,-84,-100,-70,-80,-72,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-80,-100,-100,-81,-80,-80,-74,-73,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-86,-85,-85,-71,-50,-50,-89,-88,-89,-100,-85,-85,-75,-75,-85,-100,-100,-83,-83,-76,-100,-100,-100,-100,-77,-83,-100,-84,-100,-100,-46,-86,-90,-85,-75,-100,-84,-76,-100,-83,-100,-84,-100,-74,-81,-70,-50,-77,-76,-76,-100,-100,-100,-84,-84,-100,-100,-100,-71,-71,-100,-100,-82,-79,-100,-79,-100,-100,-100,-100,-84,-100,-71,-80,-71,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-70,-81,-100,-100,-80,-80,-80,-74,-73,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-86,-86,-85,-71,-49,-50,-89,-88,-89,-100,-100,-84,-75,-75,-85,-100,-100,-83,-83,-76,-100,-100,-100,-100,-76,-83,-100,-86,-100,-100,-46,-85,-89,-84,-75,-100,-82,-76,-100,-83,-100,-86,-100,-74,-82,-70,-50,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-82,-100,-82,-79,-100,-77,-100,-100,-100,-100,-100,-100,-71,-80,-69,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-69,-80,-100,-100,-81,-80,-80,-74,-73,-73,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-86,-86,-85,-72,-50,-50,-90,-88,-100,-100,-100,-84,-75,-75,-85,-100,-100,-83,-84,-77,-100,-100,-100,-100,-77,-83,-100,-85,-100,-100,-47,-85,-89,-84,-76,-100,-82,-77,-100,-82,-100,-84,-100,-75,-79,-70,-50,-77,-76,-76,-100,-100,-84,-100,-100,-100,-100,-100,-74,-70,-75,-100,-79,-80,-100,-78,-100,-100,-100,-84,-100,-81,-71,-100,-72,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-84,-100,-100,-100,-74,-100,-74,-100,-74,-68,-81,-100,-100,-80,-81,-80,-74,-100,-73,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-86,-86,-85,-71,-50,-50,-88,-89,-100,-100,-85,-85,-75,-75,-85,-100,-100,-83,-83,-77,-100,-100,-100,-100,-76,-83,-100,-85,-100,-100,-47,-85,-90,-85,-75,-100,-84,-76,-100,-83,-100,-85,-100,-75,-84,-70,-50,-77,-76,-76,-100,-100,-84,-100,-100,-100,-100,-100,-74,-71,-82,-100,-60,-81,-100,-78,-100,-100,-100,-84,-100,-81,-71,-80,-73,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-84,-100,-100,-100,-74,-100,-74,-100,-74,-69,-81,-100,-100,-80,-81,-80,-74,-100,-73,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-79,-43,-43,-100,-100,-100,-78,-44,-44,-88,-89,-100,-100,-85,-86,-73,-73,-85,-100,-100,-82,-83,-68,-100,-100,-100,-100,-68,-82,-100,-84,-85,-100,-42,-100,-88,-85,-73,-100,-84,-68,-89,-82,-100,-84,-100,-79,-84,-100,-44,-80,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-74,-76,-82,-100,-60,-81,-100,-77,-100,-100,-84,-84,-100,-81,-100,-80,-75,-80,-100,-87,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-84,-100,-100,-100,-77,-100,-77,-100,-77,-75,-80,-100,-100,-80,-80,-80,-100,-100,-100,-100,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-79,-43,-43,-100,-100,-100,-78,-44,-44,-88,-100,-100,-100,-100,-86,-73,-73,-100,-100,-100,-82,-82,-68,-100,-100,-100,-100,-68,-82,-100,-84,-85,-100,-43,-88,-89,-100,-73,-100,-100,-68,-89,-82,-100,-84,-100,-81,-86,-100,-44,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-100,-100,-78,-100,-100,-82,-100,-100,-100,-100,-100,-73,-80,-100,-87,-88,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-75,-79,-100,-100,-80,-80,-80,-100,-100,-100,-77,-80,-78,-88,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-79,-42,-43,-100,-100,-100,-76,-44,-44,-89,-100,-91,-100,-100,-84,-73,-73,-100,-100,-100,-82,-82,-68,-100,-100,-100,-100,-68,-82,-100,-84,-85,-100,-42,-88,-90,-100,-73,-100,-100,-68,-89,-82,-100,-84,-100,-81,-84,-76,-44,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-83,-100,-100,-79,-100,-100,-82,-100,-100,-100,-76,-100,-64,-81,-100,-87,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-75,-80,-100,-100,-80,-80,-80,-100,-100,-100,-77,-79,-78,-88,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-79,-42,-42,-88,-100,-100,-74,-44,-44,-89,-100,-91,-100,-100,-84,-73,-73,-86,-100,-100,-82,-81,-68,-100,-100,-100,-100,-68,-81,-100,-86,-100,-100,-42,-87,-90,-85,-73,-100,-100,-68,-100,-82,-100,-87,-100,-81,-83,-76,-44,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-82,-100,-79,-100,-100,-82,-100,-100,-100,-76,-82,-62,-79,-100,-87,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-100,-100,-81,-80,-81,-100,-100,-100,-77,-79,-78,-100,-78,-86,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-79,-42,-42,-88,-100,-100,-74,-44,-44,-89,-100,-91,-100,-100,-84,-73,-73,-86,-100,-100,-82,-81,-68,-100,-100,-100,-100,-68,-81,-100,-86,-100,-100,-42,-87,-90,-85,-73,-100,-100,-68,-100,-82,-100,-87,-100,-81,-83,-76,-44,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-82,-100,-79,-100,-100,-82,-100,-100,-100,-76,-82,-62,-79,-100,-87,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-100,-100,-81,-80,-81,-100,-100,-100,-77,-79,-78,-100,-78,-86,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
