44:48:c1:a5:82:30,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:81,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,ac:e2:d3:c4:08:e6,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:1f:01:90,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,66:2a:2f:53:7c:99,38:17:c3:1f:0e:01,80:8d:b7:55:39:c1,38:17:c3:19:55:52,44:48:c1:a5:82:21,38:17:c3:19:55:51,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,44:48:c1:a5:82:20,38:17:c3:19:55:50,38:17:c3:1f:09:90,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:01:82,b4:5d:50:e1:92:22,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,a8:bd:27:4c:bd:30,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:40,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,80:8d:b7:55:25:e0,44:48:c1:a5:82:22,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,a8:bd:27:4c:bd:32,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:20,38:17:c3:1e:ff:00,b4:5d:50:e1:92:21,80:8d:b7:55:25:e1,38:17:c3:19:55:42,20:a6:cd:42:0b:e3,38:17:c3:19:71:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,20:a6:cd:42:0b:f1,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:52,38:17:c3:1f:22:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:43,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:71:82,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:32,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:00,00:4e:35:df:27:01,38:17:c3:24:4f:00,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:de:d7:40,x,y,label
-66,-100,-65,-66,-66,-76,-76,-76,-63,-51,-51,-60,-59,-59,-25,-44,-54,-62,-62,-66,-68,-68,-67,-100,-70,-70,-70,-70,-69,-64,-70,-74,-70,-74,-73,-71,-75,-71,-83,-77,-87,-75,-77,-77,-80,-100,-84,-85,-84,-80,-78,-100,-63,-51,-60,-54,-62,-68,-71,-70,-74,-71,-67,-71,-75,-77,-100,-84,-86,-85,-84,-54,-63,-86,-66,-81,-88,-100,-85,-67,-81,-88,-89,-87,-100,-85,-69,-100,-100,-100,-80,-100,-100,-75,-83,-78,-78,-75,-85,-100,-79,-100,-80,-84,-100,-66,-82,-100,-83,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-67,-100,-65,-65,-65,-75,-75,-75,-61,-52,-52,-59,-59,-59,-26,-43,-58,-64,-62,-67,-69,-69,-66,-69,-70,-70,-69,-69,-69,-64,-70,-74,-70,-75,-73,-72,-75,-72,-84,-72,-87,-75,-77,-77,-80,-80,-84,-85,-84,-80,-79,-100,-63,-52,-59,-58,-64,-69,-70,-69,-75,-70,-67,-72,-75,-77,-100,-84,-86,-86,-84,-58,-63,-84,-66,-85,-88,-100,-85,-67,-81,-86,-89,-86,-100,-85,-69,-100,-100,-100,-80,-69,-83,-75,-83,-78,-79,-75,-85,-100,-79,-100,-80,-84,-100,-67,-82,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-68,-64,-64,-66,-65,-76,-75,-76,-67,-54,-54,-57,-57,-58,-27,-47,-54,-67,-68,-68,-66,-66,-68,-69,-69,-69,-74,-74,-74,-64,-72,-75,-72,-76,-100,-70,-66,-70,-84,-74,-87,-75,-78,-78,-78,-80,-84,-82,-84,-84,-81,-100,-61,-55,-58,-58,-67,-66,-69,-74,-75,-72,-67,-70,-75,-78,-100,-84,-85,-84,-80,-54,-63,-85,-66,-86,-86,-87,-85,-67,-85,-86,-87,-88,-100,-85,-69,-84,-100,-100,-80,-69,-83,-67,-84,-77,-77,-75,-84,-86,-77,-100,-85,-83,-100,-67,-82,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-67,-62,-64,-64,-64,-75,-75,-75,-47,-54,-54,-56,-56,-56,-28,-48,-54,-66,-68,-67,-65,-65,-67,-68,-69,-69,-73,-74,-74,-63,-73,-75,-73,-75,-69,-70,-67,-70,-100,-75,-100,-100,-78,-78,-78,-100,-100,-83,-100,-84,-77,-100,-61,-54,-56,-53,-67,-66,-69,-74,-75,-73,-67,-70,-76,-79,-100,-100,-85,-83,-68,-54,-63,-85,-100,-86,-86,-85,-84,-100,-85,-100,-87,-88,-100,-100,-67,-84,-100,-88,-100,-100,-87,-67,-84,-77,-77,-100,-84,-86,-77,-70,-83,-84,-69,-100,-100,-100,-87,-84,-85,-81,-100,-100,-100,-100,-100,-100,-84,-69,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-68,-62,-63,-64,-64,-75,-75,-75,-63,-57,-57,-55,-55,-55,-28,-48,-55,-67,-67,-68,-67,-68,-68,-68,-69,-69,-74,-74,-74,-63,-73,-76,-73,-76,-69,-70,-67,-70,-85,-75,-84,-78,-79,-79,-78,-100,-85,-84,-84,-85,-79,-100,-60,-57,-55,-53,-67,-68,-69,-74,-76,-73,-67,-71,-77,-80,-100,-84,-85,-83,-81,-54,-63,-85,-64,-86,-86,-86,-84,-65,-85,-100,-87,-87,-86,-82,-67,-84,-100,-88,-81,-100,-87,-67,-84,-77,-77,-100,-86,-86,-77,-70,-83,-84,-69,-65,-100,-100,-87,-83,-83,-81,-100,-100,-100,-100,-100,-100,-85,-69,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-68,-62,-65,-65,-65,-75,-75,-75,-66,-53,-53,-56,-56,-56,-27,-50,-54,-67,-66,-68,-66,-66,-68,-68,-69,-69,-73,-74,-74,-63,-74,-80,-74,-80,-74,-71,-67,-70,-85,-75,-83,-77,-79,-79,-100,-100,-83,-83,-84,-83,-79,-88,-64,-53,-56,-53,-67,-66,-68,-73,-80,-74,-67,-71,-77,-79,-100,-83,-85,-84,-80,-55,-63,-100,-66,-100,-100,-86,-84,-65,-100,-87,-100,-87,-86,-82,-67,-85,-73,-88,-81,-100,-87,-67,-100,-77,-78,-77,-86,-100,-77,-70,-82,-83,-70,-65,-100,-100,-87,-83,-83,-81,-100,-73,-100,-100,-84,-73,-84,-70,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-69,-100,-63,-64,-64,-75,-75,-75,-67,-54,-54,-57,-57,-57,-26,-47,-57,-67,-66,-68,-66,-66,-68,-68,-69,-68,-73,-74,-74,-66,-74,-80,-74,-80,-74,-71,-67,-71,-83,-74,-84,-77,-79,-79,-100,-100,-84,-84,-84,-83,-80,-88,-64,-54,-57,-53,-67,-67,-69,-73,-79,-74,-67,-71,-76,-79,-100,-84,-84,-84,-81,-57,-67,-100,-65,-100,-100,-86,-100,-64,-100,-87,-100,-87,-86,-82,-100,-85,-73,-100,-81,-100,-100,-67,-100,-100,-78,-77,-84,-100,-100,-70,-82,-83,-70,-65,-100,-100,-100,-85,-83,-100,-100,-73,-100,-100,-84,-73,-84,-70,-100,-100,-100,-87,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-68,-100,-64,-64,-64,-75,-75,-75,-67,-57,-56,-57,-57,-57,-28,-49,-57,-100,-66,-67,-66,-67,-67,-68,-69,-69,-73,-73,-74,-66,-74,-80,-74,-80,-74,-71,-100,-71,-83,-74,-84,-77,-78,-79,-100,-100,-85,-83,-84,-83,-80,-88,-65,-57,-57,-53,-100,-66,-70,-73,-80,-74,-100,-71,-76,-79,-100,-85,-85,-82,-80,-57,-67,-87,-65,-100,-100,-86,-100,-64,-100,-87,-100,-100,-100,-100,-100,-85,-73,-100,-100,-100,-100,-100,-100,-100,-78,-77,-84,-100,-100,-70,-83,-83,-70,-64,-100,-85,-100,-85,-100,-100,-100,-73,-100,-100,-84,-73,-84,-70,-100,-100,-100,-87,-87,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-66,-100,-61,-61,-61,-75,-75,-75,-67,-53,-53,-60,-60,-60,-28,-70,-57,-63,-63,-66,-69,-69,-66,-68,-69,-69,-71,-71,-71,-66,-72,-76,-72,-76,-76,-71,-69,-71,-83,-74,-84,-77,-75,-75,-100,-100,-81,-81,-81,-84,-80,-100,-66,-53,-60,-100,-63,-69,-69,-71,-75,-72,-100,-71,-76,-75,-100,-80,-85,-84,-86,-57,-67,-79,-65,-79,-100,-85,-100,-64,-80,-82,-88,-86,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-77,-84,-90,-100,-100,-83,-83,-100,-64,-100,-87,-100,-83,-100,-100,-100,-100,-82,-100,-84,-73,-82,-100,-100,-100,-86,-85,-85,-87,-85,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-66,-62,-60,-61,-61,-73,-73,-73,-66,-53,-53,-59,-60,-60,-28,-45,-57,-63,-64,-66,-71,-70,-66,-68,-69,-69,-69,-69,-69,-62,-72,-74,-71,-76,-76,-71,-70,-71,-83,-78,-84,-68,-75,-75,-100,-100,-82,-82,-82,-81,-83,-83,-64,-53,-60,-58,-63,-71,-69,-69,-74,-72,-100,-71,-80,-75,-100,-83,-85,-86,-83,-100,-59,-79,-69,-79,-100,-86,-100,-71,-80,-82,-88,-85,-85,-100,-100,-83,-100,-100,-100,-100,-100,-70,-82,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-70,-100,-86,-100,-86,-100,-100,-100,-100,-82,-100,-84,-100,-84,-100,-100,-100,-85,-86,-85,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-66,-61,-61,-60,-61,-73,-73,-73,-68,-54,-54,-58,-58,-58,-28,-48,-57,-63,-64,-65,-70,-70,-65,-68,-69,-69,-70,-69,-69,-61,-72,-74,-72,-73,-67,-72,-70,-71,-82,-71,-83,-80,-75,-75,-100,-100,-82,-81,-82,-81,-79,-83,-66,-54,-58,-58,-63,-71,-69,-70,-74,-72,-100,-71,-80,-75,-100,-83,-85,-83,-86,-57,-49,-79,-69,-79,-100,-86,-100,-69,-80,-82,-88,-85,-85,-100,-100,-83,-100,-86,-80,-100,-85,-70,-82,-100,-100,-76,-85,-90,-100,-100,-83,-84,-100,-69,-83,-86,-85,-86,-84,-100,-100,-100,-82,-100,-84,-100,-84,-69,-100,-84,-84,-86,-85,-86,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-66,-61,-61,-61,-62,-74,-74,-74,-68,-54,-54,-59,-59,-60,-28,-48,-57,-63,-63,-66,-70,-70,-66,-68,-69,-69,-69,-69,-69,-61,-72,-74,-72,-76,-67,-72,-70,-71,-82,-71,-83,-80,-75,-75,-100,-100,-82,-81,-82,-81,-78,-83,-61,-54,-60,-58,-64,-71,-69,-69,-75,-72,-71,-71,-80,-75,-100,-83,-83,-85,-86,-57,-49,-79,-69,-79,-89,-86,-100,-69,-79,-82,-90,-84,-86,-100,-100,-100,-100,-86,-80,-100,-85,-71,-82,-79,-79,-76,-84,-100,-79,-100,-83,-84,-100,-69,-83,-85,-84,-86,-84,-100,-100,-100,-100,-100,-84,-100,-84,-69,-100,-84,-85,-86,-100,-86,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-66,-61,-62,-62,-62,-73,-73,-73,-67,-53,-53,-59,-59,-59,-27,-46,-56,-62,-63,-66,-71,-71,-66,-100,-69,-69,-69,-69,-69,-61,-72,-74,-72,-76,-67,-72,-100,-71,-82,-74,-84,-79,-75,-75,-76,-100,-82,-82,-82,-81,-81,-82,-61,-53,-59,-100,-61,-71,-69,-69,-76,-72,-71,-71,-79,-75,-100,-82,-85,-85,-86,-56,-61,-79,-69,-79,-88,-85,-100,-69,-79,-82,-90,-85,-85,-100,-100,-83,-100,-86,-80,-100,-85,-71,-82,-79,-79,-76,-84,-100,-79,-100,-83,-84,-100,-70,-83,-85,-84,-86,-84,-100,-100,-100,-82,-83,-84,-100,-83,-69,-83,-84,-85,-100,-85,-86,-100,-85,-87,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-67,-62,-61,-62,-62,-73,-73,-74,-68,-57,-57,-61,-61,-61,-28,-47,-57,-62,-63,-66,-69,-71,-66,-68,-71,-71,-70,-70,-70,-61,-72,-76,-72,-76,-69,-70,-69,-71,-100,-74,-84,-79,-75,-75,-77,-76,-82,-81,-82,-81,-83,-82,-61,-57,-61,-58,-62,-71,-69,-70,-76,-72,-70,-71,-79,-75,-100,-82,-85,-84,-86,-58,-62,-79,-100,-79,-89,-85,-100,-100,-80,-82,-90,-84,-84,-100,-100,-83,-77,-100,-100,-100,-100,-69,-82,-80,-80,-100,-84,-100,-80,-100,-100,-85,-100,-70,-100,-85,-85,-86,-84,-100,-100,-76,-82,-83,-84,-77,-83,-100,-83,-100,-85,-100,-86,-100,-100,-86,-87,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-63,-61,-62,-62,-62,-72,-72,-73,-59,-63,-62,-59,-59,-58,-25,-47,-57,-62,-67,-62,-74,-74,-63,-68,-70,-70,-70,-70,-70,-61,-68,-72,-68,-72,-69,-71,-69,-72,-83,-76,-87,-79,-79,-79,-77,-76,-82,-78,-82,-81,-82,-82,-62,-63,-59,-60,-67,-75,-70,-70,-72,-68,-70,-72,-76,-79,-76,-82,-86,-83,-86,-60,-60,-79,-67,-79,-89,-87,-100,-67,-80,-82,-90,-84,-84,-82,-73,-79,-77,-87,-79,-100,-86,-69,-82,-80,-78,-100,-84,-100,-80,-100,-83,-83,-100,-67,-100,-89,-85,-86,-82,-100,-100,-76,-82,-83,-84,-77,-83,-100,-79,-100,-85,-100,-87,-100,-100,-86,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-62,-59,-60,-62,-62,-74,-74,-74,-61,-57,-57,-57,-57,-57,-26,-72,-100,-68,-66,-62,-75,-75,-62,-71,-71,-72,-73,-72,-72,-59,-71,-74,-71,-74,-74,-72,-100,-72,-83,-71,-86,-100,-78,-78,-100,-76,-79,-79,-79,-82,-82,-85,-69,-57,-57,-61,-67,-75,-71,-72,-74,-71,-100,-72,-76,-78,-76,-79,-86,-82,-87,-61,-59,-100,-67,-100,-100,-84,-100,-67,-100,-85,-100,-86,-100,-82,-73,-81,-100,-87,-79,-100,-86,-72,-100,-77,-78,-100,-88,-100,-100,-100,-82,-82,-100,-66,-100,-89,-100,-86,-81,-100,-100,-76,-100,-100,-81,-100,-82,-100,-79,-92,-100,-100,-87,-100,-100,-100,-100,-79,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-63,-61,-60,-61,-61,-73,-73,-73,-63,-57,-57,-59,-59,-59,-26,-72,-61,-68,-66,-63,-75,-75,-62,-71,-71,-72,-71,-71,-71,-61,-71,-75,-71,-75,-74,-72,-100,-71,-83,-71,-86,-100,-79,-80,-100,-100,-80,-80,-80,-82,-100,-85,-69,-57,-59,-61,-100,-75,-71,-72,-75,-71,-100,-72,-100,-79,-100,-80,-85,-83,-87,-61,-59,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-88,-100,-100,-100,-81,-100,-86,-100,-100,-86,-72,-100,-77,-77,-100,-88,-100,-77,-100,-82,-84,-100,-66,-100,-100,-100,-86,-81,-100,-100,-76,-100,-100,-81,-100,-82,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-63,-62,-61,-61,-61,-72,-72,-72,-61,-61,-62,-58,-58,-58,-26,-70,-61,-68,-66,-62,-74,-73,-62,-74,-71,-71,-73,-73,-73,-61,-70,-74,-70,-73,-69,-72,-69,-72,-83,-69,-84,-76,-79,-79,-100,-100,-80,-80,-80,-80,-83,-85,-67,-62,-58,-61,-67,-74,-71,-73,-74,-70,-100,-72,-75,-79,-100,-80,-86,-81,-87,-61,-61,-78,-68,-100,-87,-86,-81,-68,-100,-85,-87,-88,-86,-82,-100,-80,-77,-86,-100,-73,-86,-69,-100,-77,-77,-76,-88,-88,-77,-68,-82,-84,-100,-68,-100,-100,-100,-86,-81,-100,-100,-77,-100,-100,-80,-76,-81,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
