60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,a8:bd:27:4c:aa:83,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:82,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,38:17:c3:22:61:92,38:17:c3:22:5e:f0,44:48:c1:91:d0:04,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,38:17:c3:19:36:30,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:aa:31,38:17:c3:22:61:91,44:48:c1:91:aa:32,20:a6:cd:42:13:e2,80:8d:b7:55:25:f3,44:48:c1:91:aa:21,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:1f:1c:10,44:48:c1:91:aa:20,b6:e6:2d:69:d5:58,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,38:17:c3:19:d7:72,38:17:c3:1a:cf:d1,38:17:c3:19:d7:71,38:17:c3:22:5e:f2,ac:e2:d3:c4:08:e6,38:17:c3:1f:1c:11,44:48:c1:91:95:a2,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:22:5e:e0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:22:5e:f1,38:17:c3:24:56:50,38:17:c3:19:45:a1,38:17:c3:19:45:a0,44:48:c1:91:aa:22,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:29:d0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,38:17:c3:1e:ff:12,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:19:71:90,80:8d:b7:55:39:c1,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,68:ff:7b:e4:af:39,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:10,00:4e:35:df:06:52,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:39:c2,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,00:4e:35:df:06:42,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:50,44:48:c1:a5:82:30,00:4e:35:de:e1:10,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-76,-54,-54,-77,-53,-53,-73,-73,-86,-86,-87,-86,-85,-85,-83,-82,-77,-77,-100,-83,-100,-81,-81,-81,-83,-77,-87,-100,-100,-100,-100,-86,-82,-85,-86,-54,-53,-84,-86,-73,-100,-73,-100,-83,-88,-81,-100,-85,-100,-100,-100,-100,-100,-82,-66,-65,-70,-100,-74,-88,-84,-100,-80,-100,-100,-85,-100,-87,-100,-89,-74,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-80,-100,-81,-100,-76,-100,-100,-81,-100,-100,-100,-70,-88,-100,-100,-100,-81,-81,-100,-83,-83,-100,-100,-100,-75,-83,-79,-82,-83,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-75,-54,-54,-74,-54,-54,-73,-73,-84,-84,-84,-87,-86,-87,-82,-83,-77,-77,-100,-82,-100,-81,-80,-81,-84,-73,-87,-87,-100,-100,-100,-85,-82,-85,-85,-54,-54,-88,-84,-73,-82,-77,-100,-83,-88,-81,-100,-86,-100,-100,-82,-100,-100,-100,-100,-65,-70,-100,-73,-88,-82,-82,-83,-100,-100,-85,-82,-86,-100,-89,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-74,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-81,-100,-81,-100,-76,-100,-100,-82,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-83,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-78,-54,-54,-79,-52,-52,-72,-72,-86,-87,-88,-87,-86,-87,-83,-83,-73,-73,-100,-82,-100,-84,-84,-84,-84,-76,-87,-87,-100,-100,-100,-85,-82,-85,-86,-52,-51,-88,-88,-72,-82,-73,-100,-83,-88,-85,-100,-85,-100,-100,-81,-100,-100,-82,-73,-69,-72,-100,-73,-88,-82,-82,-83,-100,-100,-85,-82,-86,-100,-89,-78,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-74,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-73,-100,-100,-76,-100,-100,-100,-70,-73,-87,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-79,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-54,-54,-78,-52,-52,-72,-72,-86,-87,-88,-100,-100,-100,-85,-100,-73,-73,-100,-100,-100,-84,-84,-84,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-86,-53,-52,-88,-88,-72,-80,-73,-100,-100,-100,-85,-100,-85,-100,-100,-81,-100,-100,-82,-73,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-72,-100,-100,-76,-100,-100,-100,-100,-76,-88,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-79,-100,-79,-84,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-79,-54,-54,-78,-52,-52,-72,-72,-86,-87,-88,-100,-100,-100,-84,-85,-73,-73,-100,-84,-100,-84,-84,-84,-100,-76,-100,-100,-100,-100,-100,-85,-100,-85,-86,-53,-52,-88,-88,-73,-80,-73,-100,-85,-88,-84,-100,-87,-100,-100,-81,-100,-100,-82,-73,-72,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-100,-100,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-70,-100,-100,-77,-100,-100,-100,-71,-76,-88,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-79,-100,-79,-85,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-54,-54,-78,-50,-52,-72,-72,-86,-87,-87,-100,-100,-100,-83,-84,-73,-73,-100,-85,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-53,-52,-100,-87,-73,-80,-73,-100,-85,-88,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-82,-100,-82,-100,-100,-100,-82,-87,-100,-100,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-74,-100,-100,-77,-100,-100,-100,-71,-76,-87,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-79,-100,-79,-86,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-53,-53,-80,-53,-53,-73,-72,-87,-87,-86,-100,-100,-100,-84,-85,-74,-74,-100,-86,-100,-84,-84,-84,-83,-78,-100,-100,-100,-100,-100,-86,-100,-86,-86,-53,-53,-100,-86,-73,-83,-74,-100,-85,-87,-84,-100,-85,-100,-100,-100,-100,-100,-100,-74,-72,-63,-100,-78,-100,-80,-82,-82,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-74,-100,-100,-76,-100,-100,-100,-72,-79,-87,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-79,-86,-100,-100,-87,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-53,-53,-80,-52,-50,-73,-73,-86,-86,-86,-100,-100,-100,-83,-84,-73,-73,-100,-84,-100,-85,-83,-84,-82,-79,-100,-100,-100,-100,-100,-86,-100,-85,-84,-53,-52,-100,-86,-73,-83,-73,-100,-84,-90,-85,-100,-85,-100,-100,-100,-100,-100,-83,-74,-72,-72,-100,-78,-86,-80,-83,-83,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-83,-77,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-71,-100,-100,-77,-100,-100,-100,-72,-79,-87,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-75,-47,-47,-76,-49,-49,-75,-75,-87,-85,-86,-100,-88,-100,-86,-86,-72,-72,-100,-86,-100,-84,-84,-85,-82,-80,-100,-100,-100,-100,-100,-84,-100,-85,-85,-47,-49,-87,-86,-76,-83,-72,-100,-86,-90,-84,-100,-85,-100,-100,-100,-100,-100,-83,-72,-73,-72,-100,-79,-86,-80,-83,-79,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-83,-81,-100,-100,-100,-100,-85,-100,-73,-100,-100,-100,-100,-81,-100,-80,-100,-70,-100,-100,-81,-100,-100,-100,-72,-79,-100,-100,-100,-72,-73,-100,-76,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-47,-47,-76,-49,-49,-75,-75,-87,-85,-86,-87,-87,-87,-86,-86,-73,-72,-100,-86,-100,-83,-83,-82,-81,-80,-100,-100,-100,-100,-100,-84,-100,-84,-85,-47,-49,-88,-86,-75,-100,-73,-100,-86,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-79,-100,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-100,-81,-100,-71,-100,-100,-82,-100,-100,-100,-72,-77,-100,-100,-100,-73,-73,-100,-76,-76,-100,-100,-100,-72,-80,-73,-76,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-48,-48,-79,-48,-48,-75,-75,-87,-86,-87,-87,-87,-87,-85,-84,-72,-72,-100,-85,-100,-83,-83,-83,-81,-80,-100,-100,-100,-100,-100,-86,-100,-84,-85,-47,-49,-88,-86,-75,-85,-72,-100,-85,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-72,-73,-72,-100,-80,-100,-79,-79,-80,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-100,-80,-100,-74,-100,-100,-79,-100,-100,-100,-73,-71,-100,-100,-100,-73,-73,-100,-76,-76,-100,-100,-100,-72,-80,-73,-76,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-47,-47,-78,-48,-48,-75,-75,-87,-86,-87,-86,-87,-87,-85,-85,-73,-73,-100,-86,-100,-84,-85,-84,-83,-81,-100,-100,-100,-100,-100,-84,-100,-84,-85,-47,-48,-88,-100,-75,-82,-73,-100,-86,-100,-84,-100,-84,-100,-100,-100,-100,-100,-84,-100,-71,-74,-100,-80,-100,-79,-79,-80,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-80,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-100,-80,-100,-66,-100,-100,-80,-100,-100,-100,-73,-71,-100,-100,-100,-73,-73,-100,-76,-76,-100,-100,-100,-72,-80,-73,-76,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-48,-48,-77,-48,-48,-78,-78,-85,-86,-86,-86,-100,-87,-85,-85,-73,-73,-100,-86,-100,-83,-82,-83,-82,-81,-100,-100,-100,-100,-100,-84,-100,-84,-85,-47,-48,-88,-87,-78,-82,-73,-100,-86,-100,-84,-100,-85,-100,-100,-100,-100,-100,-84,-100,-71,-74,-100,-80,-100,-79,-79,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-80,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-81,-100,-80,-100,-74,-100,-100,-82,-100,-100,-100,-73,-69,-100,-100,-100,-73,-100,-100,-76,-76,-100,-100,-100,-100,-79,-73,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-76,-47,-47,-80,-48,-48,-77,-77,-86,-86,-86,-87,-100,-87,-85,-85,-72,-73,-100,-86,-100,-83,-83,-82,-80,-79,-100,-100,-100,-100,-100,-84,-100,-84,-85,-47,-48,-87,-87,-77,-83,-73,-100,-84,-100,-83,-100,-84,-100,-100,-100,-100,-100,-84,-100,-71,-74,-100,-80,-100,-100,-79,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-83,-100,-73,-100,-100,-100,-100,-80,-100,-79,-100,-74,-100,-100,-81,-100,-100,-100,-100,-69,-100,-100,-100,-73,-100,-100,-75,-76,-100,-100,-100,-100,-79,-73,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-75,-46,-46,-80,-48,-48,-78,-78,-87,-85,-86,-87,-100,-90,-86,-85,-76,-76,-100,-86,-100,-83,-87,-86,-80,-79,-100,-100,-100,-100,-100,-100,-100,-84,-85,-46,-48,-91,-86,-78,-83,-77,-100,-86,-100,-86,-100,-87,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-100,-100,-82,-81,-83,-100,-100,-100,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-83,-100,-71,-100,-100,-100,-100,-76,-100,-76,-100,-71,-100,-100,-77,-100,-100,-100,-78,-70,-86,-100,-100,-71,-71,-100,-81,-81,-100,-100,-100,-100,-79,-73,-80,-100,-100,-81,-73,-86,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-76,-47,-47,-79,-48,-48,-78,-78,-85,-85,-86,-100,-100,-90,-86,-100,-76,-77,-100,-88,-100,-84,-84,-86,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-45,-91,-85,-78,-100,-77,-100,-85,-100,-86,-100,-87,-100,-100,-100,-100,-100,-83,-72,-72,-78,-100,-82,-100,-82,-81,-83,-100,-100,-100,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-77,-100,-76,-100,-64,-100,-100,-77,-100,-100,-100,-78,-67,-86,-100,-100,-70,-71,-100,-81,-81,-100,-100,-100,-73,-79,-72,-81,-79,-79,-80,-72,-86,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
