60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,a8:bd:27:4c:aa:83,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:82,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,38:17:c3:22:61:92,38:17:c3:22:5e:f0,44:48:c1:91:d0:04,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,38:17:c3:19:36:30,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:aa:31,38:17:c3:22:61:91,44:48:c1:91:aa:32,20:a6:cd:42:13:e2,80:8d:b7:55:25:f3,44:48:c1:91:aa:21,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:1f:1c:10,44:48:c1:91:aa:20,b6:e6:2d:69:d5:58,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,38:17:c3:19:d7:72,38:17:c3:1a:cf:d1,38:17:c3:19:d7:71,38:17:c3:22:5e:f2,ac:e2:d3:c4:08:e6,38:17:c3:1f:1c:11,44:48:c1:91:95:a2,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:22:5e:e0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:22:5e:f1,38:17:c3:24:56:50,38:17:c3:19:45:a1,38:17:c3:19:45:a0,44:48:c1:91:aa:22,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:29:d0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,38:17:c3:1e:ff:12,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:19:71:90,80:8d:b7:55:39:c1,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,68:ff:7b:e4:af:39,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:10,00:4e:35:df:06:52,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:39:c2,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,00:4e:35:df:06:42,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:50,44:48:c1:a5:82:30,00:4e:35:de:e1:10,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-73,-73,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-45,-100,-100,-52,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-55,-84,-86,-55,-55,-85,-100,-100,-100,-73,-73,-73,-76,-76,-73,-73,-73,-76,-76,-73,-73,-73,-76,-76,-75,-78,-75,-75,-73,-73,-74,-79,-78,-77,-100,-74,-87,-77,-75,-74,-75,-79,-100,-78,-79,-83,-82,-83,-83,-100,-100,-100,-87,-83,-100,-100,-100,-100,-84,-84,-75,-100,-100,-83,-84,-84,-86,-74,-74,-87,-87,-100,-100,-100,-80,-85,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-70,-70,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-54,-100,-48,-100,-100,-54,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-83,-54,-83,-88,-54,-53,-87,-83,-100,-100,-73,-73,-73,-76,-76,-73,-73,-73,-73,-76,-73,-74,-74,-76,-76,-75,-78,-75,-75,-73,-72,-72,-79,-78,-77,-78,-78,-83,-79,-75,-78,-75,-79,-100,-79,-79,-87,-80,-83,-83,-100,-100,-100,-83,-80,-100,-100,-100,-100,-86,-86,-73,-100,-86,-80,-86,-84,-85,-74,-74,-83,-87,-100,-100,-81,-80,-85,-84,-100,-87,-81,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-68,-68,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-51,-100,-42,-100,-100,-51,-100,-100,-100,-100,-81,-72,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-83,-52,-83,-86,-52,-53,-87,-83,-100,-100,-73,-73,-72,-76,-76,-100,-100,-100,-73,-75,-73,-73,-73,-76,-76,-73,-100,-73,-73,-100,-72,-72,-79,-100,-100,-78,-78,-83,-78,-75,-78,-75,-80,-84,-79,-79,-87,-80,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-100,-86,-84,-73,-100,-86,-80,-86,-100,-85,-100,-100,-83,-100,-100,-100,-82,-100,-85,-86,-100,-100,-83,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-64,-64,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-50,-100,-50,-100,-50,-100,-100,-50,-100,-100,-100,-100,-81,-70,-100,-100,-100,-78,-100,-87,-87,-100,-100,-100,-83,-53,-83,-86,-53,-53,-87,-83,-100,-100,-74,-74,-73,-75,-75,-73,-73,-74,-76,-75,-73,-73,-73,-75,-75,-73,-100,-73,-73,-73,-73,-73,-79,-100,-100,-78,-78,-81,-77,-75,-78,-75,-80,-83,-80,-80,-86,-80,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-86,-84,-74,-100,-86,-80,-86,-100,-85,-74,-74,-81,-100,-100,-100,-82,-100,-85,-86,-100,-100,-83,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-77,-77,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-50,-100,-50,-100,-50,-100,-100,-50,-100,-100,-100,-100,-81,-70,-100,-100,-100,-78,-100,-86,-87,-100,-100,-100,-100,-53,-100,-87,-53,-53,-87,-100,-100,-100,-73,-73,-73,-75,-75,-73,-73,-74,-78,-75,-72,-72,-71,-75,-75,-73,-100,-74,-74,-73,-73,-74,-79,-100,-100,-100,-78,-81,-78,-76,-100,-75,-80,-83,-80,-80,-87,-100,-87,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-86,-83,-74,-100,-100,-79,-86,-86,-86,-74,-73,-82,-86,-100,-100,-81,-100,-84,-84,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-72,-72,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-75,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-50,-100,-50,-100,-43,-100,-100,-51,-100,-100,-100,-100,-100,-70,-100,-100,-79,-79,-100,-87,-86,-100,-100,-100,-82,-55,-100,-87,-54,-54,-87,-100,-100,-100,-73,-73,-72,-76,-76,-73,-73,-74,-78,-75,-72,-72,-71,-75,-76,-73,-100,-73,-73,-73,-73,-74,-78,-100,-100,-78,-77,-82,-78,-76,-100,-75,-80,-83,-80,-80,-87,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-87,-74,-100,-100,-79,-85,-85,-87,-74,-74,-81,-86,-78,-77,-80,-100,-84,-84,-100,-100,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-72,-72,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-51,-100,-51,-100,-43,-100,-100,-51,-100,-100,-100,-100,-82,-71,-100,-100,-79,-79,-100,-87,-86,-100,-100,-100,-83,-55,-100,-87,-54,-54,-87,-82,-100,-100,-73,-73,-73,-77,-77,-72,-72,-72,-74,-75,-72,-72,-71,-77,-76,-74,-100,-74,-74,-74,-74,-74,-82,-100,-100,-77,-78,-82,-76,-75,-77,-75,-80,-84,-80,-80,-85,-79,-85,-85,-100,-100,-100,-81,-100,-100,-100,-100,-100,-85,-85,-74,-100,-100,-78,-85,-85,-87,-74,-74,-81,-88,-78,-77,-80,-100,-85,-86,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-71,-71,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-52,-100,-52,-100,-47,-100,-100,-52,-100,-100,-100,-100,-49,-71,-100,-100,-79,-79,-100,-87,-86,-100,-100,-100,-83,-52,-100,-87,-52,-54,-87,-82,-100,-100,-74,-74,-74,-77,-77,-71,-72,-71,-74,-75,-75,-75,-76,-73,-76,-76,-100,-76,-75,-74,-74,-74,-76,-100,-100,-77,-78,-85,-74,-75,-77,-75,-80,-84,-81,-80,-86,-80,-86,-85,-100,-100,-100,-84,-79,-100,-100,-100,-100,-85,-86,-74,-85,-84,-80,-85,-85,-87,-75,-74,-84,-87,-78,-77,-80,-100,-86,-86,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-73,-73,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-52,-100,-52,-100,-45,-100,-100,-52,-100,-100,-100,-100,-49,-71,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-52,-52,-100,-100,-100,-100,-73,-73,-73,-78,-77,-71,-100,-71,-74,-100,-75,-75,-74,-77,-77,-76,-100,-76,-76,-73,-74,-73,-73,-100,-100,-100,-75,-85,-81,-100,-75,-100,-78,-100,-81,-81,-86,-79,-85,-86,-100,-100,-100,-83,-78,-100,-100,-100,-100,-86,-86,-74,-85,-86,-80,-88,-88,-85,-75,-74,-84,-80,-100,-100,-100,-100,-86,-100,-100,-100,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-73,-73,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-52,-100,-52,-100,-48,-100,-100,-52,-100,-100,-100,-100,-49,-71,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-52,-52,-100,-100,-100,-100,-73,-74,-73,-78,-78,-71,-100,-71,-75,-75,-75,-75,-74,-77,-78,-77,-100,-77,-77,-73,-73,-73,-77,-100,-100,-100,-75,-83,-78,-100,-75,-100,-81,-84,-81,-81,-85,-80,-86,-85,-100,-100,-100,-84,-80,-100,-100,-100,-100,-86,-86,-76,-85,-86,-80,-88,-88,-85,-75,-75,-83,-88,-100,-100,-81,-100,-86,-100,-100,-100,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-53,-100,-53,-100,-48,-100,-100,-53,-100,-100,-100,-100,-100,-73,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-52,-52,-100,-100,-100,-100,-74,-74,-74,-77,-77,-100,-74,-100,-74,-75,-74,-74,-74,-78,-77,-77,-76,-76,-77,-73,-73,-73,-78,-76,-76,-100,-75,-83,-76,-100,-75,-100,-80,-85,-81,-81,-86,-80,-86,-85,-100,-100,-100,-83,-80,-83,-100,-100,-100,-88,-86,-76,-84,-85,-80,-88,-88,-85,-75,-75,-84,-87,-78,-78,-81,-79,-86,-100,-100,-100,-81,-83,-86,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-52,-100,-52,-100,-48,-100,-100,-53,-100,-100,-100,-100,-100,-75,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-52,-52,-100,-100,-100,-100,-73,-73,-73,-78,-77,-100,-74,-100,-74,-75,-74,-74,-74,-77,-78,-77,-76,-77,-77,-73,-73,-74,-77,-76,-76,-76,-74,-84,-78,-100,-75,-100,-81,-84,-81,-81,-86,-80,-86,-85,-100,-100,-100,-84,-80,-84,-100,-100,-100,-87,-83,-76,-86,-85,-80,-87,-88,-85,-75,-75,-83,-86,-78,-80,-82,-79,-84,-84,-100,-100,-81,-77,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-52,-100,-52,-100,-45,-100,-100,-52,-100,-100,-100,-100,-100,-73,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-52,-52,-100,-82,-100,-100,-73,-73,-73,-78,-77,-100,-74,-100,-75,-75,-74,-74,-74,-77,-78,-77,-75,-76,-77,-73,-73,-74,-77,-76,-76,-75,-75,-84,-78,-74,-75,-75,-81,-85,-81,-81,-86,-100,-86,-85,-100,-100,-100,-83,-100,-84,-100,-100,-100,-87,-87,-74,-82,-85,-100,-87,-88,-85,-75,-75,-83,-86,-79,-79,-82,-78,-84,-87,-100,-100,-81,-77,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-50,-100,-50,-100,-79,-100,-100,-50,-100,-100,-100,-100,-100,-75,-100,-100,-78,-80,-100,-87,-88,-100,-100,-100,-100,-49,-100,-100,-49,-49,-88,-82,-100,-100,-75,-76,-76,-78,-78,-100,-100,-100,-75,-73,-73,-73,-72,-79,-79,-78,-75,-77,-78,-73,-74,-74,-81,-100,-100,-75,-75,-85,-78,-72,-75,-75,-83,-84,-82,-83,-86,-100,-86,-85,-100,-100,-100,-84,-100,-84,-100,-100,-100,-88,-85,-73,-82,-85,-100,-87,-100,-86,-75,-73,-84,-86,-79,-79,-82,-78,-84,-87,-100,-100,-100,-77,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-100,-46,-100,-100,-49,-100,-100,-100,-100,-100,-68,-100,-100,-100,-80,-100,-87,-88,-100,-100,-100,-100,-50,-100,-100,-50,-50,-88,-100,-100,-100,-75,-75,-73,-77,-77,-100,-100,-100,-75,-71,-74,-74,-74,-77,-77,-79,-100,-78,-78,-75,-76,-75,-77,-100,-100,-72,-72,-84,-78,-70,-72,-71,-83,-86,-83,-84,-86,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-88,-73,-86,-100,-80,-100,-100,-86,-100,-73,-83,-87,-78,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-71,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-100,-50,-100,-100,-48,-100,-100,-100,-100,-100,-77,-100,-100,-100,-80,-100,-87,-88,-100,-100,-100,-100,-53,-100,-100,-53,-53,-88,-100,-100,-100,-76,-75,-76,-77,-77,-75,-75,-75,-73,-71,-73,-73,-74,-77,-77,-80,-75,-80,-80,-78,-78,-79,-79,-75,-75,-73,-73,-83,-83,-71,-70,-71,-83,-86,-83,-82,-86,-100,-100,-100,-100,-100,-100,-82,-100,-79,-100,-100,-100,-88,-87,-73,-86,-100,-83,-100,-100,-86,-73,-73,-83,-87,-78,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
