38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:51,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:09:90,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:1f:09:91,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:39:c0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,38:17:c3:19:d7:60,20:a6:cd:42:0b:e3,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:96:43,38:17:c3:1f:01:82,00:4e:35:de:e1:10,38:17:c3:19:55:51,00:4e:35:de:e1:11,38:17:c3:19:55:50,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:22:22,00:4e:35:de:e1:01,00:4e:35:de:e1:00,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:21,38:17:c3:19:71:92,b4:5d:50:e1:92:20,38:17:c3:1f:01:80,38:17:c3:1f:08:52,38:17:c3:1f:08:50,38:17:c3:19:55:40,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0b:e0,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e2,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:43,00:4e:35:de:d7:52,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,44:48:c1:91:95:b0,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,00:4e:35:de:d7:40,00:4e:35:df:0e:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:31,38:17:c3:1e:fc:a2,38:17:c3:19:71:82,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:19:71:80,00:4e:35:df:0e:02,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:10,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,label
-75,-62,-75,-75,-62,-62,-71,-71,-71,-86,-100,-63,-76,-78,-70,-69,-70,-68,-68,-67,-67,-67,-58,-57,-100,-80,-82,-73,-71,-61,-67,-60,-100,-81,-81,-65,-88,-88,-82,-76,-83,-71,-69,-100,-100,-100,-100,-85,-100,-79,-100,-100,-100,-100,-62,-71,-87,-77,-70,-68,-67,-81,-65,-67,-82,-88,-69,-100,-100,-82,-51,-65,-60,-67,-77,-67,-100,-83,-82,-82,-83,-60,-73,-61,-74,-100,-100,-60,-100,-100,-100,-79,-79,-57,-80,-100,-100,-81,-100,-100,-84,-100,-100,-100,-100,-83,-74,-68,-74,-68,-81,-81,-100,-100,-100,-100,-79,-82,-78,-78,-100,-100,-81,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-79,-100,-79,-100,-100,-100,-84,-83,-100,-82,-82,-100,-82,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-75,-62,-75,-75,-63,-63,-72,-73,-73,-86,-100,-55,-76,-78,-70,-71,-70,-67,-68,-68,-68,-68,-100,-100,-100,-81,-81,-73,-71,-62,-66,-63,-84,-83,-81,-66,-88,-88,-100,-82,-100,-71,-71,-100,-100,-100,-100,-86,-100,-81,-100,-100,-100,-100,-63,-73,-87,-77,-70,-68,-68,-82,-66,-66,-82,-88,-71,-86,-100,-83,-77,-66,-60,-67,-77,-68,-100,-83,-82,-82,-82,-60,-73,-63,-76,-82,-100,-59,-100,-100,-100,-81,-82,-100,-81,-100,-100,-100,-100,-100,-84,-84,-81,-83,-100,-83,-77,-68,-76,-69,-81,-81,-100,-100,-100,-100,-78,-82,-78,-79,-100,-82,-81,-84,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-79,-100,-80,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-76,-50,-71,-71,-60,-60,-74,-75,-75,-87,-100,-65,-100,-100,-69,-70,-69,-68,-68,-68,-65,-65,-57,-59,-100,-79,-82,-100,-74,-62,-64,-62,-84,-82,-82,-65,-100,-100,-80,-83,-81,-100,-67,-100,-100,-100,-100,-87,-100,-79,-100,-100,-100,-79,-60,-74,-88,-100,-70,-68,-64,-80,-65,-64,-82,-90,-67,-100,-100,-82,-75,-65,-61,-64,-79,-68,-100,-81,-83,-81,-83,-61,-71,-62,-77,-82,-100,-61,-100,-84,-100,-79,-78,-57,-79,-100,-100,-100,-100,-100,-83,-81,-83,-79,-100,-100,-77,-68,-78,-68,-80,-80,-100,-100,-100,-100,-78,-100,-78,-100,-100,-80,-80,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-79,-84,-79,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-80,-79,-100,-82,-100,-82,-82,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-73,-63,-100,-74,-62,-62,-71,-71,-71,-100,-100,-64,-100,-75,-100,-71,-71,-67,-67,-68,-67,-67,-58,-57,-100,-80,-81,-100,-71,-61,-100,-61,-85,-81,-81,-66,-100,-100,-82,-80,-100,-69,-69,-100,-80,-100,-100,-85,-100,-79,-100,-100,-100,-77,-62,-71,-100,-100,-70,-68,-67,-81,-66,-67,-81,-100,-69,-100,-100,-82,-75,-66,-60,-67,-77,-67,-100,-83,-83,-83,-82,-60,-73,-61,-77,-83,-100,-60,-100,-100,-100,-80,-79,-58,-80,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-77,-67,-77,-67,-80,-81,-100,-100,-100,-100,-79,-100,-78,-100,-100,-84,-81,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-78,-100,-79,-100,-100,-100,-85,-100,-100,-83,-83,-100,-82,-100,-100,-79,-79,-100,-100,-100,-82,-100,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-75,-60,-75,-75,-62,-62,-73,-73,-73,-86,-88,-71,-100,-76,-70,-68,-70,-67,-68,-67,-67,-67,-59,-59,-100,-81,-81,-100,-73,-59,-67,-59,-84,-83,-81,-67,-88,-87,-83,-77,-82,-70,-70,-100,-80,-100,-100,-86,-100,-79,-100,-100,-100,-100,-62,-73,-87,-100,-70,-68,-66,-82,-67,-66,-82,-88,-70,-86,-100,-82,-76,-67,-61,-67,-78,-68,-100,-83,-82,-82,-82,-61,-100,-61,-76,-82,-100,-60,-100,-100,-100,-79,-79,-59,-79,-100,-100,-82,-100,-100,-84,-84,-81,-83,-100,-100,-76,-67,-76,-68,-81,-82,-100,-100,-100,-100,-78,-100,-79,-100,-100,-82,-81,-84,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-80,-100,-80,-100,-83,-100,-85,-82,-84,-100,-100,-100,-100,-100,-100,-81,-80,-83,-100,-100,-100,-100,-87,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-77,-58,-77,-77,-62,-62,-71,-72,-72,-100,-87,-68,-100,-100,-70,-72,-70,-68,-68,-68,-67,-67,-100,-100,-100,-82,-81,-100,-72,-64,-67,-62,-84,-82,-82,-65,-87,-87,-81,-80,-82,-68,-69,-100,-100,-100,-100,-87,-100,-79,-100,-100,-100,-78,-62,-72,-88,-100,-70,-68,-65,-81,-65,-67,-82,-88,-69,-100,-100,-82,-77,-65,-59,-66,-78,-68,-100,-82,-82,-80,-82,-59,-100,-62,-78,-82,-100,-59,-100,-100,-100,-79,-79,-100,-79,-100,-100,-82,-100,-100,-84,-81,-100,-100,-100,-100,-79,-67,-79,-68,-80,-80,-100,-100,-100,-100,-78,-100,-77,-78,-100,-80,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-80,-83,-80,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-88,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-71,-61,-71,-70,-59,-59,-71,-71,-70,-100,-100,-64,-74,-74,-65,-71,-72,-71,-71,-71,-65,-65,-100,-60,-100,-85,-80,-100,-70,-62,-65,-61,-86,-100,-100,-67,-100,-100,-82,-76,-81,-64,-64,-100,-81,-100,-100,-84,-100,-84,-100,-100,-100,-79,-59,-70,-88,-79,-65,-71,-65,-80,-65,-64,-100,-90,-64,-100,-100,-82,-74,-67,-55,-66,-100,-69,-100,-87,-87,-81,-81,-55,-70,-62,-67,-83,-100,-55,-70,-84,-85,-83,-84,-100,-84,-100,-100,-100,-100,-84,-100,-81,-100,-81,-100,-100,-67,-69,-67,-69,-83,-82,-100,-100,-100,-100,-75,-80,-75,-75,-100,-81,-83,-83,-82,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-82,-81,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-72,-67,-72,-72,-60,-59,-70,-70,-70,-100,-100,-64,-76,-76,-73,-70,-73,-71,-72,-71,-68,-68,-63,-60,-100,-80,-80,-100,-70,-62,-100,-62,-86,-83,-84,-67,-88,-88,-100,-79,-81,-64,-64,-100,-81,-100,-100,-84,-100,-87,-100,-100,-100,-100,-60,-70,-87,-77,-73,-71,-67,-80,-100,-64,-84,-88,-64,-100,-100,-83,-73,-67,-56,-63,-100,-70,-100,-87,-87,-82,-82,-56,-100,-62,-68,-100,-100,-56,-70,-100,-100,-83,-86,-63,-84,-100,-100,-100,-100,-100,-84,-82,-87,-100,-100,-100,-68,-70,-68,-70,-84,-83,-100,-100,-100,-100,-80,-80,-100,-100,-100,-81,-82,-83,-100,-78,-77,-72,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-80,-81,-80,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-72,-67,-72,-72,-60,-60,-70,-70,-70,-100,-100,-65,-76,-76,-73,-70,-73,-72,-71,-72,-67,-67,-63,-60,-100,-82,-80,-69,-72,-62,-100,-62,-88,-85,-83,-71,-88,-88,-100,-84,-81,-64,-64,-100,-82,-100,-100,-85,-100,-87,-100,-100,-100,-74,-60,-70,-87,-77,-73,-72,-67,-80,-71,-64,-84,-88,-64,-100,-100,-82,-74,-67,-55,-63,-100,-69,-100,-87,-87,-82,-81,-55,-69,-62,-70,-87,-100,-55,-66,-100,-100,-87,-87,-63,-87,-100,-100,-100,-100,-100,-84,-81,-87,-80,-100,-100,-68,-69,-70,-69,-84,-83,-100,-100,-100,-100,-80,-80,-100,-100,-100,-81,-83,-81,-100,-78,-77,-72,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-80,-81,-80,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-78,-100,-77,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-72,-58,-73,-72,-60,-60,-71,-71,-71,-100,-100,-66,-76,-76,-73,-68,-73,-71,-71,-71,-67,-67,-60,-60,-100,-81,-81,-69,-71,-60,-62,-62,-88,-83,-84,-66,-88,-88,-100,-79,-100,-64,-64,-100,-82,-100,-100,-87,-100,-88,-100,-100,-100,-76,-60,-71,-87,-77,-72,-71,-67,-81,-66,-62,-85,-88,-64,-100,-100,-82,-75,-66,-55,-62,-77,-70,-100,-86,-87,-82,-82,-55,-69,-60,-70,-87,-100,-55,-70,-100,-100,-88,-87,-60,-88,-100,-100,-100,-100,-100,-87,-81,-87,-81,-100,-100,-70,-70,-70,-70,-84,-83,-100,-100,-100,-100,-80,-100,-81,-100,-100,-81,-82,-81,-100,-78,-78,-72,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-80,-81,-80,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-77,-100,-77,-78,-88,-100,-100,-81,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-73,-66,-73,-74,-60,-60,-70,-70,-70,-100,-100,-65,-100,-100,-73,-67,-74,-72,-72,-72,-67,-67,-61,-61,-100,-81,-80,-69,-71,-55,-62,-60,-88,-84,-85,-69,-86,-86,-83,-74,-83,-64,-64,-100,-88,-100,-100,-85,-100,-87,-100,-100,-100,-81,-60,-70,-100,-100,-72,-72,-67,-80,-69,-62,-84,-100,-64,-100,-100,-82,-74,-69,-56,-62,-78,-70,-100,-85,-86,-81,-81,-56,-70,-60,-69,-87,-100,-56,-70,-100,-100,-86,-87,-61,-87,-100,-100,-84,-100,-100,-86,-81,-100,-81,-100,-100,-69,-70,-69,-70,-100,-83,-100,-100,-100,-100,-81,-100,-80,-81,-100,-81,-82,-81,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-80,-100,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-77,-100,-100,-78,-86,-86,-87,-81,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-73,-65,-73,-73,-60,-61,-70,-70,-70,-100,-100,-66,-100,-100,-73,-69,-74,-71,-71,-72,-67,-67,-61,-61,-100,-81,-81,-70,-70,-61,-62,-61,-100,-84,-85,-70,-86,-87,-83,-74,-83,-100,-65,-100,-67,-100,-100,-85,-100,-87,-100,-100,-100,-81,-61,-70,-100,-100,-72,-72,-67,-80,-68,-63,-84,-87,-64,-100,-100,-83,-75,-69,-56,-63,-77,-70,-100,-87,-87,-82,-82,-56,-70,-100,-69,-100,-100,-56,-70,-100,-100,-86,-87,-61,-87,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-69,-70,-69,-70,-100,-83,-100,-100,-100,-100,-81,-100,-81,-81,-100,-100,-83,-100,-100,-78,-78,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-78,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-84,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-74,-61,-100,-100,-62,-62,-71,-72,-72,-100,-100,-73,-100,-100,-71,-73,-71,-69,-70,-70,-64,-64,-62,-62,-100,-82,-82,-70,-79,-63,-67,-63,-88,-87,-88,-63,-100,-100,-100,-80,-100,-70,-70,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-77,-62,-72,-100,-100,-73,-69,-64,-81,-63,-68,-88,-100,-70,-100,-100,-82,-80,-64,-54,-100,-100,-67,-100,-82,-82,-79,-82,-54,-71,-63,-77,-82,-100,-54,-70,-100,-100,-84,-85,-62,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-78,-66,-78,-66,-85,-86,-100,-100,-100,-100,-77,-81,-78,-79,-100,-84,-100,-100,-100,-81,-81,-70,-100,-100,-100,-100,-100,-100,-100,-81,-70,-81,-81,-88,-81,-70,-100,-100,-87,-80,-100,-82,-100,-100,-100,-100,-100,-81,-81,-100,-84,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-65,-73,-73,-60,-60,-72,-72,-72,-100,-100,-66,-100,-100,-71,-86,-71,-69,-69,-69,-64,-63,-61,-61,-100,-81,-82,-70,-74,-61,-62,-61,-100,-84,-85,-70,-86,-87,-83,-81,-83,-70,-70,-100,-67,-100,-100,-85,-100,-84,-100,-100,-100,-77,-60,-72,-100,-100,-71,-69,-63,-82,-68,-63,-84,-87,-70,-100,-100,-82,-75,-69,-53,-63,-77,-66,-100,-82,-82,-81,-82,-53,-70,-100,-76,-82,-100,-53,-70,-100,-100,-83,-83,-61,-83,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-76,-66,-76,-66,-85,-86,-100,-100,-100,-100,-81,-81,-81,-81,-100,-100,-83,-100,-100,-80,-81,-70,-100,-100,-100,-100,-100,-100,-100,-81,-70,-81,-81,-100,-81,-70,-85,-100,-87,-81,-100,-100,-100,-100,-100,-100,-100,-81,-81,-84,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-62,-72,-72,-60,-60,-72,-71,-72,-100,-100,-69,-77,-76,-74,-100,-74,-70,-69,-70,-64,-64,-60,-60,-100,-82,-81,-100,-73,-64,-67,-64,-100,-88,-86,-63,-87,-88,-80,-84,-81,-70,-70,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-60,-71,-89,-76,-74,-70,-64,-83,-62,-67,-88,-87,-70,-100,-100,-81,-76,-62,-54,-67,-79,-66,-100,-83,-82,-81,-81,-54,-100,-64,-77,-100,-100,-53,-100,-100,-100,-84,-85,-61,-86,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-78,-66,-78,-66,-100,-85,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-85,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-81,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-61,-73,-74,-61,-61,-71,-72,-72,-100,-100,-70,-100,-100,-74,-100,-74,-70,-69,-70,-64,-63,-61,-61,-100,-81,-81,-100,-70,-63,-67,-63,-100,-88,-86,-63,-100,-100,-80,-84,-81,-70,-70,-100,-100,-100,-100,-87,-100,-84,-100,-100,-100,-100,-62,-72,-100,-76,-74,-70,-63,-81,-63,-67,-88,-100,-71,-100,-100,-80,-76,-63,-53,-67,-79,-67,-100,-81,-82,-81,-81,-53,-71,-63,-74,-82,-100,-53,-100,-100,-100,-85,-85,-61,-85,-100,-100,-80,-100,-100,-100,-83,-100,-82,-100,-100,-74,-67,-74,-67,-100,-85,-100,-100,-100,-100,-78,-100,-78,-100,-100,-83,-85,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-82,-83,-100,-82,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-72,-60,-72,-72,-60,-60,-71,-71,-71,-100,-100,-70,-77,-76,-72,-74,-74,-70,-69,-69,-64,-65,-62,-62,-100,-82,-81,-100,-73,-64,-67,-64,-100,-88,-86,-63,-87,-88,-79,-79,-81,-71,-71,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-74,-60,-71,-89,-76,-74,-69,-64,-83,-62,-67,-88,-87,-70,-100,-100,-81,-76,-62,-54,-68,-79,-65,-100,-84,-83,-80,-80,-54,-100,-64,-77,-84,-100,-54,-100,-100,-100,-85,-84,-61,-85,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-77,-66,-77,-65,-84,-84,-100,-100,-100,-100,-79,-100,-78,-79,-100,-100,-85,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-80,-100,-81,-100,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
