38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:d0:14,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:95:b0,44:48:c1:91:95:b3,44:48:c1:91:aa:32,38:17:c3:22:61:91,ac:e2:d3:c4:08:e6,92:32:4b:b2:cc:47,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:09:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:e0,38:17:c3:22:61:90,66:2a:2f:53:7c:99,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a3,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:aa:31,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:1f:19:f0,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:9d:50,38:17:c3:1f:09:82,44:48:c1:91:aa:21,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,38:17:c3:1f:19:c0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:1c:10,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,20:a6:cd:42:0b:f3,38:17:c3:22:5e:f1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:30,80:8d:b7:55:35:10,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,20:a6:cd:50:24:a0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,80:8d:b7:55:29:d1,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:71:91,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:50,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:df:06:41,80:8d:b7:55:29:c1,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:df:06:51,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-100,-100,-100,-88,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-51,-100,-100,-51,-100,-50,-50,-100,-100,-50,-75,-75,-76,-100,-76,-76,-100,-79,-100,-41,-70,-75,-75,-75,-80,-79,-79,-79,-100,-100,-100,-76,-79,-76,-82,-67,-67,-67,-70,-100,-70,-84,-82,-100,-70,-100,-84,-71,-71,-68,-83,-100,-80,-100,-79,-100,-100,-100,-100,-72,-73,-100,-100,-80,-100,-73,-84,-84,-80,-100,-100,-85,-86,-100,-74,-85,-100,-82,-100,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-88,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-49,-100,-100,-49,-100,-50,-50,-100,-100,-50,-75,-77,-76,-100,-77,-77,-100,-80,-100,-41,-73,-75,-75,-75,-80,-79,-80,-80,-100,-100,-100,-78,-79,-78,-76,-67,-67,-67,-69,-83,-73,-84,-84,-100,-73,-100,-84,-68,-69,-68,-83,-100,-80,-100,-76,-100,-100,-86,-100,-69,-69,-100,-100,-76,-100,-68,-84,-89,-76,-100,-100,-88,-86,-100,-79,-84,-79,-83,-100,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-82,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-49,-100,-100,-100,-49,-100,-100,-49,-100,-48,-48,-100,-100,-48,-74,-77,-78,-100,-77,-77,-100,-81,-100,-75,-72,-74,-100,-75,-81,-83,-81,-80,-100,-100,-100,-78,-75,-78,-76,-69,-100,-68,-69,-83,-73,-85,-84,-100,-72,-100,-85,-69,-69,-69,-75,-100,-75,-75,-76,-100,-100,-86,-100,-69,-69,-100,-100,-76,-100,-68,-84,-89,-76,-100,-100,-89,-89,-100,-79,-84,-79,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-82,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-73,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-49,-100,-100,-100,-50,-100,-100,-50,-100,-48,-48,-100,-100,-48,-84,-77,-76,-100,-76,-76,-100,-81,-100,-73,-73,-74,-100,-75,-81,-81,-81,-80,-100,-100,-100,-78,-75,-78,-74,-69,-100,-68,-69,-83,-73,-84,-85,-100,-72,-100,-85,-69,-69,-68,-75,-100,-75,-75,-76,-100,-100,-87,-100,-66,-69,-100,-100,-76,-100,-69,-83,-89,-76,-100,-100,-89,-89,-100,-79,-84,-79,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-79,-100,-100,-100,-100,-80,-79,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-73,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-49,-100,-100,-100,-49,-100,-100,-49,-100,-48,-48,-100,-100,-48,-73,-77,-77,-100,-77,-77,-100,-81,-100,-73,-72,-74,-73,-74,-76,-81,-81,-75,-100,-100,-100,-100,-76,-100,-77,-69,-100,-68,-68,-100,-72,-85,-84,-100,-72,-100,-85,-69,-68,-68,-81,-100,-77,-76,-77,-100,-100,-86,-100,-69,-69,-82,-82,-77,-83,-69,-84,-89,-77,-100,-100,-89,-89,-100,-78,-83,-100,-84,-100,-100,-100,-100,-80,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,843,175,40
-79,-100,-100,-100,-100,-80,-79,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-75,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-49,-100,-100,-100,-50,-100,-100,-50,-100,-47,-47,-100,-100,-47,-74,-77,-76,-100,-77,-76,-100,-81,-100,-77,-73,-74,-73,-74,-81,-83,-81,-81,-100,-100,-100,-100,-74,-100,-77,-69,-100,-100,-69,-100,-73,-84,-84,-100,-73,-100,-85,-69,-69,-68,-77,-100,-73,-74,-76,-100,-100,-86,-100,-69,-69,-82,-82,-77,-83,-68,-84,-100,-77,-100,-100,-100,-89,-100,-78,-84,-100,-84,-100,-100,-100,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,843,175,40
-79,-100,-100,-100,-100,-80,-79,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-51,-100,-100,-51,-100,-47,-47,-100,-100,-47,-74,-77,-76,-100,-77,-76,-100,-81,-100,-73,-72,-74,-73,-74,-81,-73,-81,-81,-100,-100,-100,-100,-75,-100,-78,-69,-100,-100,-69,-84,-73,-84,-85,-100,-73,-100,-85,-69,-69,-68,-77,-100,-73,-75,-77,-100,-100,-86,-100,-69,-69,-82,-82,-77,-83,-69,-83,-100,-76,-100,-100,-100,-89,-100,-78,-83,-78,-84,-100,-100,-78,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-75,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-57,-100,-100,-100,-57,-100,-100,-58,-100,-58,-58,-100,-100,-57,-73,-81,-80,-100,-80,-80,-100,-82,-100,-75,-76,-74,-74,-74,-82,-77,-82,-81,-100,-100,-100,-76,-75,-75,-78,-64,-75,-64,-68,-84,-76,-84,-85,-100,-75,-88,-85,-69,-69,-64,-77,-100,-74,-75,-80,-100,-100,-88,-100,-71,-69,-100,-100,-80,-100,-69,-85,-100,-80,-100,-100,-100,-89,-100,-78,-84,-78,-84,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-78,-100,-100,-100,-100,-79,-79,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-73,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-57,-100,-100,-100,-57,-100,-100,-57,-100,-55,-58,-100,-100,-56,-74,-81,-81,-100,-81,-81,-100,-81,-100,-76,-75,-74,-74,-74,-81,-86,-80,-80,-100,-100,-100,-76,-75,-75,-78,-63,-75,-64,-68,-100,-75,-81,-81,-100,-75,-87,-81,-68,-67,-64,-100,-100,-74,-75,-80,-100,-100,-88,-100,-72,-72,-80,-100,-79,-100,-100,-85,-86,-79,-100,-100,-86,-85,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-78,-100,-100,-100,-100,-79,-79,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-74,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-57,-100,-100,-100,-58,-100,-100,-58,-100,-55,-58,-100,-100,-56,-74,-81,-81,-100,-81,-81,-100,-81,-100,-76,-76,-76,-76,-76,-81,-81,-80,-80,-100,-100,-100,-75,-75,-75,-74,-64,-75,-64,-74,-100,-76,-81,-82,-100,-76,-87,-82,-68,-67,-64,-100,-100,-74,-75,-81,-100,-100,-88,-100,-72,-72,-80,-100,-81,-100,-100,-85,-87,-81,-100,-100,-86,-87,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-78,-100,-100,-100,-100,-79,-79,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-100,-56,-100,-57,-57,-100,-100,-57,-74,-81,-81,-100,-81,-81,-100,-81,-100,-74,-75,-76,-76,-76,-81,-81,-81,-81,-100,-100,-100,-75,-74,-75,-74,-64,-100,-64,-67,-83,-74,-81,-82,-100,-76,-87,-82,-67,-67,-64,-100,-100,-74,-74,-80,-100,-100,-100,-100,-72,-72,-80,-100,-80,-100,-100,-83,-87,-80,-100,-100,-86,-87,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-77,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-57,-100,-100,-57,-100,-56,-57,-100,-100,-56,-74,-81,-81,-100,-81,-81,-100,-81,-100,-72,-77,-76,-76,-76,-80,-80,-81,-80,-100,-100,-100,-75,-74,-75,-78,-64,-76,-64,-73,-83,-76,-81,-82,-100,-76,-89,-81,-67,-67,-64,-87,-100,-74,-75,-81,-100,-100,-100,-100,-72,-72,-80,-100,-80,-79,-72,-83,-86,-80,-100,-100,-86,-82,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-78,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-57,-100,-100,-100,-57,-100,-100,-57,-100,-57,-56,-100,-100,-56,-74,-81,-81,-100,-81,-81,-100,-82,-100,-52,-77,-100,-100,-100,-81,-79,-81,-80,-100,-100,-100,-75,-74,-75,-77,-64,-75,-64,-73,-83,-76,-81,-81,-100,-76,-89,-81,-67,-67,-65,-87,-100,-73,-74,-81,-100,-100,-100,-100,-71,-72,-80,-80,-80,-81,-72,-84,-87,-80,-100,-100,-85,-87,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-78,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-55,-100,-100,-100,-56,-100,-100,-57,-100,-55,-56,-100,-100,-56,-73,-78,-78,-100,-78,-78,-100,-78,-100,-73,-70,-100,-100,-100,-78,-78,-78,-78,-78,-78,-79,-78,-74,-74,-82,-68,-77,-68,-68,-80,-70,-81,-81,-86,-70,-85,-81,-68,-68,-65,-87,-85,-75,-75,-77,-100,-100,-87,-100,-69,-69,-81,-81,-77,-81,-69,-84,-86,-77,-100,-100,-86,-85,-100,-72,-84,-72,-83,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-56,-100,-100,-100,-57,-100,-100,-57,-100,-54,-54,-100,-100,-54,-72,-77,-78,-100,-78,-78,-100,-78,-100,-71,-70,-100,-100,-100,-78,-76,-79,-78,-78,-78,-79,-78,-74,-74,-82,-68,-77,-68,-68,-80,-70,-81,-81,-86,-70,-85,-81,-68,-68,-100,-72,-86,-75,-75,-77,-100,-100,-88,-100,-69,-69,-81,-81,-77,-100,-69,-84,-86,-77,-100,-100,-86,-85,-100,-72,-84,-73,-83,-86,-100,-73,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-80,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-56,-100,-100,-100,-57,-100,-100,-57,-100,-54,-54,-100,-100,-54,-72,-78,-78,-100,-78,-77,-100,-79,-100,-72,-69,-100,-73,-73,-78,-76,-79,-79,-78,-78,-79,-78,-74,-76,-82,-65,-78,-67,-67,-79,-70,-81,-81,-86,-70,-85,-81,-67,-68,-67,-72,-86,-75,-75,-77,-100,-100,-87,-100,-69,-70,-81,-81,-76,-100,-70,-83,-86,-76,-100,-100,-86,-85,-100,-74,-84,-69,-83,-88,-100,-74,-86,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-80,-100,-100,-100,-100,-79,-79,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-57,-100,-100,-100,-57,-100,-100,-57,-100,-54,-54,-100,-100,-54,-76,-78,-78,-100,-78,-77,-100,-79,-100,-71,-70,-100,-73,-73,-79,-77,-79,-79,-100,-100,-100,-100,-75,-76,-81,-68,-78,-67,-68,-79,-70,-81,-81,-86,-70,-86,-81,-68,-68,-68,-72,-86,-75,-75,-77,-100,-100,-86,-100,-69,-70,-100,-100,-76,-100,-68,-84,-100,-76,-100,-100,-100,-100,-100,-74,-84,-69,-84,-88,-100,-74,-86,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
