60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:00:a2,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b0,38:17:c3:1f:09:90,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,a8:bd:27:4c:aa:80,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,20:a6:cd:42:13:e1,38:17:c3:19:36:30,38:17:c3:22:61:90,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,38:17:c3:1f:19:c2,38:17:c3:19:d7:70,20:a6:cd:42:13:f0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,68:ff:7b:e4:af:39,80:8d:b7:55:35:10,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:71:91,38:17:c3:19:71:90,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:81,20:a6:cd:50:24:a1,38:17:c3:19:71:82,38:17:c3:19:71:80,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:19:36:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b0,00:4e:35:df:06:41,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-64,-61,-61,-60,-100,-71,-71,-70,-80,-79,-79,-73,-74,-83,-82,-79,-79,-79,-79,-80,-86,-82,-81,-100,-86,-81,-83,-81,-86,-100,-86,-87,-61,-70,-70,-80,-83,-77,-73,-73,-84,-86,-85,-84,-56,-73,-72,-77,-77,-73,-74,-79,-77,-86,-84,-85,-100,-79,-81,-81,-82,-83,-81,-82,-81,-77,-80,-100,-82,-82,-85,-85,-83,-64,-78,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,757,361743572622
-64,-61,-61,-61,-68,-70,-70,-70,-79,-79,-80,-76,-73,-83,-82,-79,-79,-79,-80,-80,-84,-84,-81,-86,-86,-81,-85,-81,-86,-85,-87,-88,-61,-69,-70,-79,-84,-79,-73,-73,-84,-86,-88,-86,-64,-73,-73,-77,-77,-73,-73,-79,-77,-86,-85,-85,-69,-80,-80,-80,-83,-82,-81,-82,-80,-76,-81,-82,-77,-82,-85,-86,-81,-64,-79,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,757,366383170589
-65,-62,-62,-59,-65,-78,-77,-78,-82,-82,-81,-81,-75,-83,-83,-80,-100,-80,-76,-86,-86,-86,-83,-85,-100,-78,-85,-85,-86,-85,-90,-88,-62,-65,-77,-81,-83,-79,-73,-77,-86,-100,-89,-86,-64,-100,-100,-80,-79,-77,-77,-100,-79,-83,-74,-100,-65,-100,-77,-77,-84,-84,-100,-83,-77,-77,-86,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,401339735679
-64,-63,-63,-64,-68,-77,-77,-76,-82,-82,-82,-77,-76,-83,-83,-79,-80,-80,-77,-83,-86,-87,-85,-86,-82,-78,-85,-83,-82,-87,-90,-88,-63,-68,-76,-82,-83,-80,-74,-79,-87,-82,-90,-85,-59,-74,-73,-80,-81,-79,-78,-100,-81,-83,-74,-100,-68,-100,-81,-81,-85,-84,-83,-83,-81,-80,-83,-84,-82,-100,-84,-100,-83,-64,-80,-100,-100,-100,-82,-100,-83,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,405869893855
-66,-61,-61,-65,-65,-76,-76,-76,-78,-79,-79,-80,-77,-82,-83,-82,-82,-82,-75,-86,-83,-88,-85,-86,-84,-80,-85,-86,-85,-87,-87,-88,-61,-65,-76,-78,-83,-80,-74,-79,-84,-82,-88,-85,-63,-74,-73,-80,-80,-79,-78,-81,-81,-100,-82,-83,-65,-81,-76,-76,-83,-82,-86,-83,-77,-77,-85,-82,-81,-83,-83,-100,-82,-64,-80,-100,-100,-100,-83,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,410574164270
-65,-61,-61,-67,-65,-73,-73,-74,-80,-80,-80,-81,-77,-82,-82,-80,-80,-80,-75,-85,-83,-79,-100,-100,-84,-80,-83,-86,-84,-100,-88,-88,-61,-65,-74,-81,-82,-80,-74,-77,-84,-84,-87,-86,-63,-73,-74,-80,-81,-78,-78,-81,-81,-100,-82,-83,-65,-81,-76,-76,-83,-82,-85,-83,-77,-77,-86,-82,-81,-83,-83,-82,-86,-100,-82,-100,-100,-100,-83,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,415263020466
-66,-60,-60,-63,-65,-74,-74,-74,-81,-81,-81,-81,-79,-81,-82,-80,-80,-81,-61,-86,-86,-84,-84,-100,-85,-78,-83,-86,-85,-100,-88,-88,-60,-66,-75,-82,-82,-78,-73,-76,-87,-85,-88,-86,-63,-73,-73,-80,-80,-76,-70,-81,-80,-82,-82,-87,-65,-81,-80,-80,-85,-85,-85,-85,-80,-76,-85,-85,-83,-84,-100,-82,-85,-66,-82,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,419881270985
-65,-60,-60,-65,-65,-74,-74,-74,-80,-81,-81,-81,-76,-83,-84,-80,-80,-80,-61,-86,-85,-85,-84,-86,-84,-79,-87,-86,-84,-86,-88,-87,-59,-66,-74,-81,-84,-80,-73,-77,-86,-84,-87,-85,-64,-73,-73,-80,-80,-77,-77,-100,-80,-82,-100,-87,-66,-81,-79,-78,-86,-85,-87,-86,-79,-78,-87,-86,-85,-85,-84,-82,-85,-66,-100,-100,-100,-100,-84,-100,-84,-100,-94,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,737,424538033118
-69,-58,-59,-62,-61,-78,-78,-78,-81,-81,-81,-81,-80,-83,-83,-84,-82,-84,-100,-100,-88,-85,-85,-100,-86,-82,-100,-100,-85,-100,-88,-91,-59,-62,-77,-80,-84,-84,-100,-82,-87,-85,-91,-89,-61,-71,-71,-83,-82,-81,-82,-100,-82,-100,-100,-100,-61,-100,-73,-73,-86,-86,-100,-87,-73,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,462053645708
-67,-60,-60,-60,-62,-78,-77,-77,-81,-81,-81,-79,-82,-83,-83,-83,-83,-84,-86,-100,-88,-85,-59,-100,-86,-82,-100,-100,-86,-100,-88,-91,-60,-62,-77,-81,-84,-83,-70,-81,-87,-86,-91,-89,-62,-70,-70,-83,-81,-82,-82,-82,-82,-100,-100,-100,-62,-100,-74,-74,-86,-86,-100,-87,-74,-81,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,466335689144
-67,-59,-59,-58,-62,-78,-77,-77,-81,-81,-81,-83,-83,-83,-83,-84,-84,-84,-86,-100,-100,-86,-85,-100,-85,-82,-88,-90,-86,-100,-90,-100,-59,-63,-77,-81,-83,-84,-70,-81,-100,-86,-91,-88,-73,-70,-69,-100,-82,-80,-81,-82,-82,-84,-84,-100,-63,-84,-75,-75,-85,-86,-100,-85,-75,-82,-88,-87,-84,-85,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,470830621226
-67,-59,-59,-64,-62,-78,-77,-78,-81,-81,-81,-81,-80,-84,-83,-84,-84,-84,-86,-100,-100,-87,-70,-100,-86,-82,-87,-88,-87,-100,-90,-100,-59,-62,-78,-81,-84,-84,-70,-81,-100,-87,-91,-86,-73,-70,-70,-82,-82,-82,-82,-82,-82,-84,-84,-100,-62,-82,-75,-75,-86,-87,-100,-86,-75,-82,-87,-87,-84,-83,-100,-84,-83,-67,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,475264601120
-67,-59,-59,-59,-62,-78,-78,-78,-81,-81,-81,-81,-82,-83,-83,-84,-84,-84,-88,-100,-100,-86,-85,-100,-86,-81,-87,-88,-85,-100,-90,-100,-59,-62,-78,-81,-83,-84,-70,-81,-100,-86,-91,-86,-76,-70,-70,-82,-81,-82,-81,-82,-82,-85,-100,-100,-62,-83,-75,-74,-86,-87,-100,-86,-75,-100,-89,-87,-84,-84,-100,-100,-84,-67,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,479749864347
-67,-61,-60,-61,-63,-78,-78,-78,-81,-81,-80,-83,-78,-82,-82,-84,-84,-84,-88,-100,-88,-86,-85,-100,-86,-82,-86,-89,-85,-87,-90,-100,-59,-63,-78,-81,-81,-84,-71,-81,-87,-86,-90,-87,-56,-71,-71,-81,-82,-81,-82,-82,-81,-84,-84,-88,-63,-83,-74,-74,-86,-86,-100,-87,-74,-100,-89,-87,-84,-84,-100,-84,-85,-100,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,716,484265814085
-66,-60,-61,-69,-61,-78,-78,-78,-85,-84,-84,-81,-78,-82,-83,-83,-83,-83,-84,-100,-84,-83,-83,-85,-87,-78,-85,-100,-88,-84,-100,-100,-57,-61,-78,-84,-82,-84,-100,-77,-82,-87,-100,-85,-74,-100,-100,-83,-84,-77,-77,-100,-83,-100,-88,-83,-61,-100,-74,-74,-82,-82,-100,-81,-74,-86,-100,-82,-77,-77,-86,-100,-77,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,527552153079
-65,-58,-58,-70,-61,-78,-78,-77,-82,-81,-81,-81,-78,-83,-83,-82,-82,-83,-77,-100,-85,-80,-68,-85,-86,-80,-85,-100,-86,-86,-100,-100,-58,-61,-77,-81,-83,-83,-100,-77,-85,-87,-100,-86,-76,-100,-72,-83,-83,-78,-79,-78,-83,-100,-88,-85,-61,-100,-73,-73,-82,-81,-100,-83,-73,-85,-100,-82,-77,-77,-86,-100,-77,-100,-77,-100,-100,-100,-85,-100,-86,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,531872917661
-64,-59,-58,-70,-61,-78,-78,-77,-82,-82,-82,-79,-79,-83,-83,-83,-84,-83,-77,-100,-84,-80,-83,-85,-86,-80,-86,-100,-86,-85,-100,-100,-58,-61,-77,-81,-83,-83,-72,-78,-84,-87,-100,-84,-75,-71,-72,-100,-83,-78,-79,-79,-83,-100,-100,-83,-61,-78,-72,-72,-82,-82,-100,-83,-72,-85,-100,-83,-77,-77,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,536414044274
-65,-59,-59,-69,-60,-78,-77,-77,-85,-84,-84,-80,-79,-83,-84,-83,-83,-83,-76,-100,-86,-84,-83,-85,-87,-80,-86,-100,-87,-85,-89,-100,-58,-60,-77,-84,-83,-84,-71,-79,-86,-88,-89,-84,-75,-70,-70,-100,-100,-78,-100,-77,-100,-88,-88,-86,-59,-77,-75,-75,-83,-82,-100,-83,-75,-100,-100,-84,-76,-77,-100,-90,-78,-100,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,540851845678
-65,-60,-60,-70,-61,-78,-77,-77,-83,-84,-84,-80,-77,-83,-84,-83,-83,-83,-76,-100,-85,-83,-85,-85,-87,-79,-87,-100,-87,-86,-89,-100,-60,-61,-77,-84,-82,-84,-71,-79,-86,-87,-89,-86,-70,-70,-70,-83,-83,-78,-100,-77,-83,-88,-88,-85,-61,-77,-75,-74,-83,-83,-100,-83,-75,-83,-100,-82,-77,-78,-100,-90,-77,-100,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,545312573281
-65,-60,-59,-69,-60,-77,-77,-77,-84,-85,-84,-80,-78,-83,-83,-83,-83,-83,-77,-100,-85,-83,-83,-87,-87,-80,-86,-100,-88,-79,-100,-100,-59,-61,-77,-84,-83,-83,-71,-78,-85,-87,-100,-86,-71,-70,-70,-82,-82,-79,-100,-77,-83,-100,-88,-86,-61,-78,-75,-75,-82,-82,-100,-83,-75,-83,-100,-83,-77,-77,-86,-100,-77,-100,-77,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,67,696,549806103071
