38:17:c3:1f:00:b0,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:09:91,44:48:c1:91:d0:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:09:93,38:17:c3:1f:09:92,b4:5d:50:e1:96:43,44:48:c1:91:d0:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:24:47:51,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:93,44:48:c1:91:d0:04,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:95:b2,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:19:45:b0,38:17:c3:19:36:30,20:a6:cd:42:13:f0,66:2a:2f:53:7c:99,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:82,38:17:c3:1f:09:80,38:17:c3:1f:09:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,08:36:c9:53:bf:8b,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:01,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:1e:ff:11,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:51,38:17:c3:1f:0e:00,00:4e:35:df:06:40,00:4e:35:de:e1:10,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,timestamp
-68,-100,-100,-68,-68,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-83,-83,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-92,-78,-54,-100,-100,-56,-56,-56,-54,-91,-91,-100,-54,-100,-100,-100,-80,-81,-81,-81,-83,-85,-80,-81,-82,-80,-78,-80,-78,-78,-78,-83,-80,-80,-80,-87,-100,-90,-78,-81,-78,-84,-89,-81,-100,-100,-100,-100,-100,-83,-83,-75,-100,-100,-100,-78,-87,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,679,2900929785871
-68,-100,-100,-68,-68,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-83,-82,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-92,-65,-54,-100,-100,-56,-56,-56,-54,-100,-100,-100,-54,-100,-100,-100,-80,-81,-83,-80,-81,-85,-80,-82,-82,-80,-83,-81,-78,-78,-66,-83,-100,-80,-80,-88,-88,-89,-77,-81,-78,-84,-88,-81,-100,-100,-100,-100,-100,-81,-82,-83,-100,-100,-100,-78,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-89,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,679,2905264994255
-68,-100,-100,-67,-68,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-92,-78,-54,-100,-100,-56,-56,-56,-54,-94,-100,-100,-54,-100,-100,-100,-81,-80,-82,-80,-80,-82,-80,-82,-81,-81,-82,-81,-78,-79,-79,-82,-100,-80,-80,-88,-88,-90,-78,-82,-75,-83,-88,-82,-100,-100,-100,-100,-100,-81,-83,-83,-100,-100,-100,-77,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-86,-89,-90,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,622,679,2909718363368
-69,-100,-100,-69,-70,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-82,-83,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-92,-80,-54,-100,-100,-56,-56,-56,-55,-94,-100,-100,-55,-100,-100,-100,-83,-80,-81,-100,-80,-85,-81,-81,-80,-80,-82,-81,-79,-79,-79,-82,-80,-81,-79,-90,-90,-88,-78,-81,-75,-81,-88,-82,-100,-100,-100,-78,-100,-81,-83,-83,-100,-100,-100,-77,-86,-100,-100,-79,-83,-83,-82,-100,-100,-85,-100,-86,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,622,679,2914117680293
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-81,-56,-100,-100,-55,-55,-55,-57,-100,-100,-100,-56,-100,-100,-100,-76,-76,-82,-77,-76,-100,-83,-82,-80,-83,-82,-84,-81,-81,-81,-79,-77,-77,-77,-100,-100,-89,-100,-79,-78,-100,-100,-80,-100,-100,-100,-77,-100,-78,-78,-78,-100,-100,-100,-77,-100,-87,-77,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-87,-89,-100,-86,-88,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2953689116841
-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-81,-55,-100,-100,-56,-55,-55,-56,-100,-100,-100,-56,-100,-100,-100,-77,-77,-82,-77,-77,-100,-83,-82,-82,-83,-82,-84,-81,-81,-81,-79,-77,-77,-77,-100,-100,-89,-100,-79,-78,-100,-100,-80,-100,-100,-100,-76,-100,-78,-78,-78,-100,-100,-100,-77,-87,-87,-76,-76,-100,-100,-100,-100,-100,-79,-78,-78,-86,-87,-87,-100,-86,-90,-89,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2957892511110
-67,-100,-100,-69,-69,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-90,-80,-54,-100,-100,-54,-54,-54,-54,-100,-100,-100,-54,-100,-100,-100,-77,-77,-76,-77,-77,-100,-83,-75,-81,-83,-80,-83,-82,-100,-100,-100,-76,-77,-77,-100,-84,-90,-77,-76,-77,-100,-87,-100,-100,-100,-100,-76,-100,-78,-79,-80,-100,-100,-100,-77,-87,-87,-76,-77,-100,-100,-100,-100,-100,-77,-100,-78,-86,-88,-89,-100,-86,-90,-89,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2961912222306
-74,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-90,-79,-51,-100,-100,-57,-58,-57,-53,-100,-100,-100,-53,-100,-100,-100,-72,-80,-79,-79,-80,-100,-84,-79,-80,-84,-80,-84,-80,-79,-80,-80,-76,-82,-100,-100,-84,-90,-76,-81,-76,-100,-87,-80,-87,-100,-100,-75,-100,-75,-75,-75,-100,-100,-100,-77,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-79,-78,-100,-90,-89,-100,-89,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2966193380117
-74,-100,-100,-74,-74,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-78,-51,-100,-100,-57,-57,-57,-51,-100,-100,-100,-51,-100,-100,-100,-78,-78,-79,-78,-78,-84,-81,-79,-80,-80,-80,-80,-80,-79,-80,-79,-81,-82,-81,-90,-88,-90,-76,-79,-75,-100,-100,-80,-89,-100,-100,-76,-100,-75,-75,-75,-100,-100,-100,-77,-100,-100,-76,-75,-100,-100,-100,-100,-100,-80,-79,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2970543725897
-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-81,-51,-100,-100,-57,-57,-58,-51,-100,-100,-100,-51,-100,-100,-100,-78,-79,-100,-79,-78,-80,-84,-100,-100,-84,-100,-84,-80,-80,-80,-80,-82,-82,-82,-89,-88,-89,-76,-81,-76,-100,-100,-81,-88,-87,-88,-75,-100,-77,-77,-77,-100,-100,-100,-75,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,2974940706207
-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-81,-54,-100,-100,-56,-56,-56,-54,-100,-100,-100,-54,-100,-100,-100,-76,-77,-82,-76,-77,-83,-81,-82,-83,-81,-82,-81,-100,-100,-100,-80,-82,-100,-84,-100,-91,-88,-81,-100,-81,-83,-100,-100,-100,-100,-100,-79,-100,-77,-77,-78,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-88,-87,-100,-89,-100,-87,-89,-89,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3000088341146
-67,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-81,-54,-100,-100,-56,-55,-55,-54,-100,-100,-100,-54,-100,-100,-100,-76,-76,-82,-76,-77,-83,-81,-83,-83,-80,-83,-80,-81,-83,-83,-80,-82,-100,-84,-100,-90,-89,-81,-80,-81,-83,-100,-81,-100,-100,-100,-78,-100,-78,-78,-77,-100,-100,-100,-82,-100,-100,-77,-79,-100,-100,-100,-100,-100,-79,-78,-80,-100,-92,-87,-100,-87,-100,-89,-89,-88,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3004125039686
-69,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-81,-53,-100,-100,-56,-56,-56,-54,-100,-100,-100,-54,-100,-100,-100,-78,-77,-82,-77,-78,-84,-81,-83,-82,-80,-82,-81,-81,-82,-82,-80,-82,-100,-100,-100,-90,-89,-100,-80,-100,-100,-100,-80,-100,-100,-100,-79,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-79,-78,-84,-84,-84,-100,-100,-79,-76,-78,-100,-89,-90,-100,-90,-100,-89,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3008230582705
-72,-100,-100,-71,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-56,-53,-100,-100,-58,-59,-59,-54,-100,-100,-100,-53,-100,-100,-100,-79,-79,-82,-77,-77,-87,-80,-82,-82,-79,-82,-81,-73,-83,-81,-82,-100,-83,-100,-100,-100,-88,-100,-80,-100,-100,-100,-80,-100,-100,-100,-80,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-79,-80,-81,-82,-82,-100,-100,-77,-79,-80,-100,-89,-89,-100,-86,-100,-88,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3012320705568
-72,-100,-100,-71,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-56,-54,-100,-100,-57,-57,-57,-54,-100,-100,-100,-54,-100,-100,-100,-78,-77,-80,-78,-79,-87,-79,-81,-80,-79,-80,-80,-82,-82,-82,-81,-100,-83,-81,-100,-100,-89,-79,-81,-78,-100,-100,-81,-100,-100,-100,-78,-100,-78,-79,-77,-100,-100,-100,-79,-100,-100,-78,-77,-81,-82,-82,-100,-100,-77,-79,-80,-100,-91,-89,-100,-88,-88,-88,-100,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3016503819525
-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-81,-53,-100,-100,-55,-55,-55,-53,-100,-100,-100,-53,-100,-100,-100,-78,-77,-81,-79,-79,-100,-81,-81,-82,-80,-81,-80,-82,-82,-82,-80,-83,-83,-81,-100,-86,-90,-79,-80,-79,-100,-100,-80,-100,-100,-100,-77,-100,-80,-80,-80,-100,-100,-100,-79,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-79,-100,-100,-91,-91,-100,-88,-88,-88,-100,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,679,3020898261242
-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-83,-55,-100,-100,-55,-55,-55,-56,-100,-100,-100,-56,-100,-100,-100,-80,-80,-83,-73,-76,-80,-100,-83,-83,-100,-83,-100,-82,-82,-82,-82,-83,-82,-82,-100,-100,-92,-100,-100,-100,-100,-89,-81,-100,-100,-100,-78,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-89,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,679,3060883786956
-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-82,-55,-100,-100,-54,-54,-54,-55,-100,-100,-100,-55,-100,-100,-100,-78,-80,-83,-79,-79,-77,-82,-84,-84,-81,-82,-81,-82,-82,-82,-81,-79,-82,-82,-100,-100,-91,-74,-81,-74,-100,-89,-80,-100,-100,-100,-80,-100,-76,-77,-77,-100,-100,-100,-74,-100,-100,-79,-79,-100,-100,-100,-100,-100,-80,-79,-79,-100,-100,-100,-100,-88,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,679,3064926765913
-74,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-81,-55,-100,-100,-53,-54,-54,-55,-100,-100,-100,-55,-100,-100,-100,-80,-79,-84,-79,-79,-80,-83,-83,-84,-82,-83,-82,-81,-82,-82,-79,-82,-78,-80,-81,-100,-91,-74,-80,-74,-100,-100,-79,-89,-100,-100,-80,-100,-76,-77,-77,-100,-100,-100,-74,-100,-100,-80,-79,-83,-100,-83,-100,-100,-80,-80,-81,-100,-100,-100,-100,-87,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,679,3068972106536
-74,-100,-100,-73,-73,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-85,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-88,-80,-55,-100,-100,-56,-56,-56,-55,-100,-100,-100,-55,-100,-100,-100,-80,-80,-83,-80,-80,-81,-81,-84,-83,-82,-82,-82,-81,-82,-82,-79,-82,-83,-83,-88,-100,-91,-100,-80,-100,-100,-100,-79,-89,-100,-100,-79,-100,-75,-77,-76,-100,-100,-100,-100,-100,-100,-79,-79,-83,-100,-83,-100,-100,-80,-79,-79,-100,-100,-100,-100,-89,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,679,3073155211430
