38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:10,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:d0:11,38:17:c3:24:47:50,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,44:48:c1:91:95:b2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,72:32:b1:3e:1a:b7,44:48:c1:91:95:b0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a2,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:00:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c1,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,44:48:c1:91:d0:02,38:17:c3:1f:09:80,44:48:c1:91:d0:01,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:70,44:48:c1:91:95:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:19:71:82,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,00:4e:35:df:06:50,00:4e:35:de:e1:12,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,x,y,timestamp
-60,-60,-60,-60,-75,-75,-91,-75,-100,-71,-78,-75,-76,-80,-89,-83,-83,-86,-100,-90,-100,-80,-79,-90,-89,-88,-87,-86,-87,-87,-100,-100,-100,-100,-100,-76,-86,-87,-100,-100,-80,-87,-82,-86,-100,-77,-100,-100,-71,-100,-82,-100,-100,-100,-100,-61,-100,-100,-61,-90,-100,-82,-100,-87,-59,-87,-100,-87,-87,-80,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,614,1318615927881
-57,-57,-57,-62,-73,-73,-91,-73,-100,-76,-76,-71,-75,-78,-87,-84,-84,-100,-91,-87,-100,-78,-78,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-88,-100,-100,-100,-78,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-86,-86,-85,-86,-63,-100,-100,-62,-92,-100,-100,-91,-100,-83,-100,-100,-100,-100,-100,-100,-100,-76,-84,-85,-86,-85,-100,-100,-100,-83,-100,-100,-100,-100,-86,-86,-83,-80,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1364725670363
-61,-59,-62,-73,-77,-77,-89,-77,-100,-72,-76,-73,-78,-83,-86,-87,-85,-100,-91,-85,-88,-78,-78,-84,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-78,-88,-100,-100,-100,-82,-100,-86,-90,-100,-77,-87,-100,-72,-100,-87,-86,-86,-85,-86,-73,-88,-100,-73,-87,-87,-86,-88,-100,-82,-85,-100,-86,-87,-83,-83,-100,-81,-84,-85,-86,-85,-100,-100,-100,-83,-100,-100,-100,-100,-86,-86,-86,-80,-83,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1368936996976
-60,-60,-60,-64,-72,-73,-90,-73,-100,-72,-70,-69,-75,-84,-87,-83,-86,-100,-100,-86,-88,-100,-100,-87,-87,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-82,-90,-86,-89,-100,-75,-87,-100,-72,-100,-85,-89,-100,-100,-86,-64,-88,-100,-64,-84,-84,-85,-84,-100,-71,-84,-100,-84,-87,-80,-71,-81,-78,-82,-100,-83,-85,-100,-100,-100,-85,-100,-100,-100,-100,-86,-85,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1373305352339
-59,-57,-58,-63,-79,-80,-89,-79,-100,-72,-69,-71,-75,-85,-84,-83,-82,-84,-87,-85,-88,-83,-85,-85,-86,-90,-88,-100,-100,-90,-87,-100,-100,-100,-100,-74,-100,-100,-100,-100,-84,-89,-86,-90,-100,-73,-100,-100,-100,-100,-85,-89,-100,-100,-100,-62,-100,-100,-62,-86,-86,-85,-86,-100,-82,-84,-100,-86,-100,-80,-71,-81,-78,-82,-83,-83,-88,-100,-100,-100,-85,-100,-100,-100,-100,-86,-88,-84,-100,-85,-100,-100,-91,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1377833735202
-59,-58,-59,-62,-78,-78,-88,-79,-100,-72,-70,-71,-74,-87,-85,-83,-86,-83,-87,-85,-89,-88,-88,-84,-85,-90,-88,-90,-100,-90,-87,-100,-90,-89,-100,-74,-100,-100,-100,-100,-86,-90,-86,-91,-100,-74,-100,-100,-100,-100,-87,-100,-100,-100,-100,-61,-100,-100,-62,-87,-86,-87,-87,-100,-81,-100,-100,-86,-100,-100,-100,-100,-77,-83,-83,-82,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-85,-86,-85,-85,-86,-91,-92,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1382330439263
-59,-59,-59,-62,-76,-77,-87,-77,-100,-72,-70,-71,-74,-87,-84,-85,-85,-82,-100,-85,-87,-87,-88,-84,-84,-100,-100,-90,-89,-89,-88,-100,-86,-87,-100,-74,-100,-100,-100,-100,-87,-90,-86,-89,-100,-73,-100,-100,-73,-100,-85,-100,-100,-100,-100,-62,-100,-100,-63,-84,-84,-86,-84,-100,-79,-85,-100,-84,-100,-100,-100,-100,-82,-83,-83,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-84,-84,-84,-86,-86,-89,-91,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,614,1386693015563
-53,-53,-53,-61,-73,-73,-86,-74,-100,-78,-80,-73,-100,-87,-88,-88,-100,-87,-100,-90,-100,-100,-100,-89,-90,-100,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-84,-84,-83,-84,-61,-87,-88,-61,-80,-80,-100,-81,-100,-80,-100,-100,-100,-100,-81,-81,-82,-86,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-85,-85,-100,-100,-84,-100,-89,-88,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1423732106955
-58,-57,-58,-61,-71,-71,-87,-71,-100,-74,-76,-76,-80,-87,-88,-88,-88,-89,-100,-90,-89,-100,-100,-89,-90,-100,-100,-100,-100,-92,-86,-100,-100,-100,-100,-80,-100,-100,-100,-100,-91,-100,-100,-91,-100,-80,-92,-100,-74,-100,-100,-84,-84,-83,-84,-60,-87,-86,-61,-80,-80,-100,-81,-100,-82,-100,-100,-100,-100,-81,-81,-82,-79,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-85,-85,-83,-84,-84,-100,-89,-89,-90,-88,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1427891194610
-57,-57,-57,-62,-71,-71,-86,-71,-100,-75,-77,-71,-74,-85,-100,-83,-90,-89,-100,-100,-89,-87,-87,-100,-100,-100,-100,-100,-100,-92,-88,-100,-100,-100,-100,-74,-100,-100,-100,-100,-87,-100,-100,-91,-100,-74,-90,-100,-76,-100,-100,-83,-83,-83,-100,-62,-87,-86,-62,-86,-85,-100,-86,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-81,-84,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-81,-81,-82,-88,-88,-89,-90,-89,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1432328575754
-57,-56,-57,-62,-70,-70,-87,-70,-100,-75,-77,-74,-76,-86,-90,-90,-90,-89,-100,-89,-85,-87,-87,-88,-88,-100,-100,-100,-100,-100,-84,-100,-86,-85,-100,-77,-100,-100,-100,-100,-87,-100,-88,-100,-100,-77,-90,-100,-76,-100,-100,-87,-83,-83,-87,-62,-100,-100,-62,-87,-87,-100,-87,-100,-82,-100,-100,-100,-100,-100,-100,-100,-80,-81,-88,-81,-83,-100,-100,-100,-84,-88,-100,-100,-100,-83,-84,-84,-85,-85,-88,-88,-89,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1436771083877
-57,-57,-57,-62,-70,-69,-87,-69,-100,-75,-100,-79,-76,-87,-89,-86,-87,-89,-100,-89,-85,-87,-87,-88,-90,-100,-100,-100,-100,-100,-84,-100,-86,-85,-100,-76,-100,-100,-100,-100,-87,-100,-88,-100,-100,-76,-100,-100,-100,-100,-100,-89,-100,-88,-87,-62,-87,-86,-62,-84,-84,-100,-84,-100,-83,-87,-85,-87,-88,-81,-100,-100,-80,-85,-85,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-82,-83,-85,-84,-85,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1441283630438
-57,-57,-57,-62,-70,-70,-86,-70,-100,-75,-100,-82,-76,-86,-90,-86,-87,-100,-100,-90,-83,-100,-100,-89,-91,-100,-100,-100,-100,-100,-85,-100,-84,-84,-100,-76,-100,-100,-100,-100,-100,-100,-100,-91,-100,-77,-100,-100,-100,-100,-100,-88,-100,-88,-87,-62,-87,-86,-62,-86,-86,-100,-86,-100,-81,-87,-87,-87,-88,-81,-100,-100,-80,-85,-85,-100,-84,-100,-100,-100,-86,-86,-100,-100,-100,-83,-83,-86,-84,-85,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,174,614,1445736116634
-59,-59,-59,-60,-74,-74,-86,-74,-100,-76,-77,-78,-100,-84,-91,-86,-100,-86,-100,-92,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-84,-100,-83,-84,-100,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-81,-100,-100,-100,-100,-100,-81,-81,-81,-81,-60,-100,-100,-60,-85,-86,-100,-85,-100,-59,-100,-87,-100,-100,-78,-80,-80,-85,-100,-85,-86,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-91,-91,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1482062118235
-59,-59,-59,-60,-73,-74,-85,-74,-100,-76,-77,-77,-80,-85,-90,-88,-89,-88,-100,-89,-84,-100,-100,-89,-90,-100,-100,-100,-100,-90,-84,-100,-85,-85,-100,-81,-100,-100,-100,-100,-100,-100,-86,-89,-100,-81,-100,-100,-76,-100,-100,-81,-81,-80,-81,-60,-86,-87,-60,-85,-86,-100,-86,-100,-82,-100,-88,-100,-100,-82,-81,-82,-78,-100,-85,-86,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-90,-90,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1486308743234
-59,-59,-59,-60,-74,-74,-85,-74,-100,-76,-79,-75,-80,-85,-89,-87,-89,-88,-100,-89,-84,-85,-86,-89,-90,-100,-100,-100,-100,-89,-84,-100,-85,-84,-100,-81,-100,-100,-100,-100,-85,-100,-100,-88,-100,-85,-92,-100,-76,-100,-100,-81,-82,-80,-81,-61,-86,-87,-60,-100,-100,-100,-85,-100,-83,-100,-86,-100,-100,-81,-81,-82,-79,-100,-100,-100,-81,-100,-100,-100,-86,-100,-100,-100,-100,-80,-81,-100,-85,-100,-85,-86,-92,-91,-91,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1490787341409
-59,-59,-59,-60,-74,-74,-86,-74,-100,-76,-79,-79,-100,-86,-89,-86,-100,-88,-100,-90,-83,-85,-85,-91,-88,-100,-100,-100,-100,-88,-84,-100,-85,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-90,-100,-85,-92,-100,-76,-100,-100,-81,-81,-81,-81,-60,-87,-87,-60,-84,-85,-100,-84,-100,-82,-100,-87,-100,-100,-81,-81,-82,-80,-100,-84,-84,-81,-100,-100,-100,-85,-100,-100,-100,-100,-82,-81,-86,-86,-85,-85,-86,-90,-89,-90,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1495130971928
-59,-59,-60,-60,-74,-74,-86,-74,-100,-76,-79,-77,-100,-85,-89,-85,-91,-83,-100,-90,-85,-84,-86,-89,-90,-100,-100,-100,-100,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-90,-100,-80,-100,-100,-100,-100,-100,-82,-82,-72,-82,-60,-86,-87,-60,-84,-85,-100,-84,-100,-84,-100,-87,-100,-100,-82,-81,-82,-81,-100,-85,-84,-81,-100,-100,-100,-85,-100,-100,-100,-100,-81,-81,-77,-85,-85,-87,-86,-90,-89,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1499512933072
-59,-59,-59,-60,-74,-74,-85,-74,-100,-76,-73,-76,-100,-85,-90,-87,-91,-83,-100,-89,-85,-84,-86,-90,-89,-100,-100,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-91,-100,-81,-100,-100,-76,-100,-100,-81,-81,-81,-81,-60,-87,-87,-60,-84,-85,-100,-84,-100,-81,-100,-87,-100,-100,-82,-81,-100,-82,-100,-84,-84,-81,-100,-100,-100,-85,-89,-100,-100,-100,-81,-81,-77,-85,-85,-87,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,189,614,1503804719581
-46,-46,-46,-52,-72,-72,-86,-72,-100,-76,-78,-77,-78,-86,-92,-85,-90,-92,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-90,-100,-76,-100,-87,-87,-87,-87,-89,-53,-100,-100,-53,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-81,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,614,1537539756495
-45,-45,-45,-53,-73,-73,-87,-73,-100,-80,-78,-81,-81,-87,-89,-84,-90,-90,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-77,-90,-100,-76,-100,-87,-87,-87,-87,-84,-53,-100,-100,-53,-85,-85,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-78,-78,-79,-83,-100,-100,-100,-83,-100,-100,-100,-100,-83,-84,-80,-79,-81,-87,-100,-91,-100,-93,-87,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,204,614,1541847397327
