38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:10,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:24:47:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:d0:11,38:17:c3:24:47:50,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,44:48:c1:91:95:b2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,72:32:b1:3e:1a:b7,44:48:c1:91:95:b0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a2,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:00:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c1,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,44:48:c1:91:d0:02,38:17:c3:1f:09:80,44:48:c1:91:d0:01,44:48:c1:91:d0:00,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:70,44:48:c1:91:95:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:19:71:82,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,00:4e:35:df:06:50,00:4e:35:de:e1:12,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,x,y,timestamp
-69,-69,-69,-82,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-82,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-80,-50,-50,-100,-100,-100,-57,-56,-100,-100,-100,-57,-100,-100,-76,-73,-73,-73,-73,-100,-100,-78,-79,-79,-77,-78,-78,-76,-76,-100,-79,-83,-76,-83,-76,-76,-79,-86,-79,-79,-76,-78,-100,-88,-89,-78,-100,-100,-82,-87,-89,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-80,-79,-80,-86,-86,-100,-89,-89,-100,-100,-100,-86,-86,-86,-100,-100,-89,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,659,2967157100481
-69,-70,-70,-81,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-76,-50,-50,-100,-100,-100,-58,-57,-100,-100,-100,-57,-100,-100,-81,-73,-73,-73,-74,-100,-100,-78,-79,-79,-78,-79,-78,-75,-75,-100,-79,-93,-76,-86,-76,-76,-79,-86,-79,-79,-76,-78,-100,-88,-88,-78,-100,-100,-100,-87,-87,-85,-84,-100,-100,-100,-85,-100,-100,-100,-83,-79,-79,-80,-86,-86,-100,-89,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,659,2971603137875
-69,-71,-70,-81,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-84,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-50,-100,-100,-100,-91,-100,-100,-100,-76,-50,-50,-100,-100,-100,-58,-58,-100,-100,-100,-57,-100,-100,-81,-74,-74,-74,-73,-100,-100,-78,-79,-79,-78,-78,-78,-75,-75,-76,-79,-93,-76,-86,-76,-76,-79,-87,-79,-78,-76,-77,-100,-89,-88,-77,-100,-100,-100,-87,-87,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-79,-79,-80,-100,-100,-100,-86,-100,-100,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,659,2976041455999
-70,-70,-70,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-85,-85,-84,-50,-100,-100,-100,-91,-100,-100,-100,-75,-50,-50,-100,-100,-100,-58,-58,-100,-100,-100,-57,-100,-100,-77,-73,-73,-73,-74,-100,-100,-79,-79,-79,-78,-79,-78,-100,-100,-76,-79,-83,-100,-81,-76,-76,-78,-87,-79,-79,-76,-77,-100,-88,-87,-77,-100,-100,-100,-87,-88,-84,-84,-100,-81,-100,-100,-100,-100,-100,-83,-100,-100,-80,-100,-100,-100,-86,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,659,2980512644695
-70,-70,-70,-81,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-83,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-84,-85,-84,-50,-100,-100,-100,-92,-100,-100,-100,-75,-50,-50,-100,-100,-100,-58,-58,-100,-100,-100,-58,-100,-100,-82,-73,-73,-73,-74,-100,-100,-79,-79,-79,-78,-79,-78,-75,-75,-100,-79,-93,-76,-81,-76,-76,-79,-88,-79,-72,-76,-100,-100,-88,-87,-77,-100,-83,-83,-87,-87,-85,-84,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,519,659,2984886315579
-73,-73,-73,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-76,-50,-50,-100,-100,-100,-55,-55,-100,-100,-100,-56,-100,-100,-81,-80,-80,-79,-80,-100,-100,-100,-78,-78,-100,-100,-100,-79,-79,-100,-78,-100,-78,-83,-81,-81,-78,-100,-77,-78,-81,-100,-100,-100,-88,-100,-100,-84,-84,-88,-89,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-83,-82,-82,-100,-84,-84,-88,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3018645477232
-72,-71,-72,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-84,-84,-51,-100,-100,-100,-86,-100,-100,-100,-78,-50,-51,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-81,-79,-79,-79,-80,-100,-100,-79,-77,-77,-79,-80,-80,-80,-79,-78,-78,-86,-78,-87,-81,-81,-78,-100,-77,-78,-83,-78,-100,-100,-88,-77,-100,-84,-83,-88,-88,-83,-83,-100,-77,-76,-84,-100,-76,-100,-84,-84,-84,-84,-85,-85,-87,-88,-100,-100,-100,-100,-87,-87,-87,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3022964237752
-72,-71,-72,-79,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-85,-85,-84,-51,-100,-100,-100,-86,-100,-100,-100,-75,-51,-51,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-79,-79,-79,-79,-80,-100,-100,-73,-78,-78,-80,-80,-80,-80,-100,-78,-78,-86,-100,-87,-81,-100,-78,-100,-78,-78,-83,-78,-100,-100,-90,-77,-100,-84,-83,-88,-89,-83,-83,-100,-77,-76,-84,-100,-76,-100,-84,-83,-83,-83,-86,-84,-84,-100,-100,-100,-100,-100,-90,-87,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3027419455875
-73,-73,-100,-79,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-85,-85,-84,-51,-100,-100,-100,-92,-100,-100,-100,-75,-51,-51,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-77,-79,-79,-78,-78,-100,-100,-79,-80,-80,-79,-78,-78,-100,-100,-100,-79,-100,-100,-87,-82,-81,-79,-100,-79,-78,-80,-100,-85,-89,-90,-100,-100,-100,-100,-89,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-83,-83,-86,-84,-84,-100,-100,-100,-100,-100,-90,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3031771887644
-73,-73,-100,-79,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-50,-100,-100,-100,-92,-100,-100,-100,-79,-50,-51,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-77,-80,-80,-79,-80,-100,-100,-81,-77,-77,-81,-81,-81,-80,-80,-75,-76,-88,-81,-87,-82,-81,-78,-88,-78,-78,-80,-76,-85,-89,-91,-75,-100,-85,-84,-89,-100,-82,-82,-100,-76,-77,-82,-100,-78,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3036091247226
-100,-73,-100,-79,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-82,-82,-82,-50,-100,-100,-100,-100,-100,-100,-100,-79,-51,-51,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-82,-80,-78,-80,-78,-100,-100,-82,-76,-76,-82,-82,-82,-80,-80,-75,-76,-88,-81,-100,-100,-100,-79,-88,-78,-78,-82,-76,-100,-100,-92,-75,-100,-85,-85,-100,-100,-83,-82,-100,-75,-77,-82,-100,-77,-100,-85,-80,-81,-79,-100,-83,-100,-88,-100,-100,-100,-100,-100,-91,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,534,659,3040507242849
-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-88,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-79,-54,-54,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-100,-78,-79,-78,-78,-100,-100,-100,-79,-79,-100,-100,-100,-76,-76,-100,-79,-86,-100,-84,-100,-100,-83,-87,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-76,-77,-100,-82,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3076870613981
-100,-77,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-88,-88,-100,-53,-100,-100,-100,-100,-100,-100,-100,-80,-53,-53,-100,-100,-100,-55,-55,-100,-100,-100,-55,-100,-100,-81,-77,-77,-78,-78,-100,-100,-85,-78,-78,-84,-84,-84,-76,-77,-100,-79,-86,-76,-86,-100,-100,-84,-87,-84,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-76,-77,-100,-82,-83,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3080955581219
-100,-76,-100,-81,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-88,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-88,-88,-100,-54,-100,-100,-100,-100,-100,-100,-100,-80,-54,-52,-100,-100,-100,-55,-56,-100,-100,-100,-55,-100,-100,-80,-78,-78,-78,-78,-100,-100,-82,-79,-79,-82,-82,-82,-76,-76,-79,-79,-81,-76,-82,-100,-100,-84,-100,-84,-83,-100,-79,-100,-100,-91,-79,-100,-100,-100,-90,-100,-76,-76,-100,-82,-83,-76,-100,-81,-100,-100,-84,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3085191933301
-100,-78,-100,-81,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-88,-100,-54,-100,-100,-100,-88,-100,-100,-100,-79,-54,-54,-100,-100,-100,-55,-55,-100,-100,-100,-54,-100,-100,-80,-77,-76,-77,-77,-100,-100,-83,-79,-80,-82,-82,-83,-76,-77,-78,-80,-81,-76,-85,-100,-100,-83,-88,-83,-83,-100,-79,-84,-100,-92,-78,-100,-100,-100,-100,-100,-76,-77,-100,-82,-100,-76,-100,-81,-100,-100,-84,-83,-83,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3089511665174
-76,-77,-76,-81,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-54,-100,-100,-100,-91,-100,-100,-100,-79,-54,-54,-100,-100,-100,-54,-55,-100,-100,-100,-54,-100,-100,-82,-77,-77,-77,-76,-100,-100,-83,-80,-80,-83,-83,-82,-76,-76,-78,-80,-91,-76,-82,-100,-100,-83,-88,-82,-83,-100,-100,-84,-100,-91,-78,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3093814156631
-77,-77,-76,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-53,-100,-100,-100,-93,-100,-100,-100,-79,-53,-53,-100,-100,-100,-54,-55,-100,-100,-100,-54,-100,-100,-82,-76,-77,-77,-77,-100,-100,-83,-80,-79,-83,-83,-83,-76,-76,-77,-81,-88,-100,-86,-100,-100,-83,-87,-83,-84,-100,-78,-84,-89,-90,-78,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-77,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,549,659,3098095593869
-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-47,-100,-100,-100,-93,-100,-100,-100,-75,-47,-47,-100,-100,-100,-56,-57,-100,-100,-100,-57,-100,-100,-83,-77,-77,-77,-77,-100,-100,-83,-77,-78,-84,-82,-83,-100,-79,-100,-78,-100,-79,-84,-80,-80,-82,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-86,-82,-100,-100,-76,-76,-100,-75,-75,-76,-100,-74,-100,-100,-83,-83,-100,-100,-82,-78,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,659,3139917641665
-75,-74,-74,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-49,-100,-100,-100,-91,-100,-100,-100,-78,-49,-49,-100,-100,-100,-56,-56,-100,-100,-100,-56,-100,-100,-84,-74,-75,-75,-74,-100,-100,-80,-83,-81,-81,-81,-81,-82,-82,-100,-81,-100,-79,-84,-78,-79,-80,-100,-80,-80,-79,-100,-100,-100,-90,-100,-100,-88,-88,-100,-88,-76,-76,-100,-84,-83,-76,-100,-83,-100,-87,-84,-84,-84,-100,-83,-78,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,659,3144015487289
-69,-69,-68,-82,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-45,-100,-100,-100,-89,-100,-100,-100,-81,-49,-49,-100,-100,-100,-57,-57,-100,-100,-100,-57,-100,-100,-79,-78,-78,-78,-79,-100,-100,-80,-83,-83,-80,-80,-79,-79,-79,-100,-83,-78,-80,-85,-78,-80,-82,-100,-80,-82,-79,-100,-83,-89,-91,-100,-100,-88,-88,-100,-88,-80,-80,-100,-80,-79,-80,-100,-83,-100,-87,-79,-79,-78,-100,-83,-80,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,659,3148412883381
-69,-71,-70,-82,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-46,-100,-100,-100,-91,-100,-100,-100,-83,-46,-46,-100,-100,-100,-58,-58,-100,-100,-100,-58,-100,-100,-78,-77,-77,-78,-78,-100,-100,-80,-83,-83,-79,-79,-79,-80,-79,-79,-83,-78,-80,-91,-80,-80,-82,-100,-81,-82,-80,-100,-91,-89,-91,-78,-100,-100,-100,-100,-100,-80,-80,-100,-80,-80,-80,-100,-80,-100,-100,-79,-79,-78,-79,-80,-79,-100,-88,-100,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,564,659,3152874404317
