60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:1f:14:01,44:48:c1:91:95:b1,38:17:c3:19:45:b1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,44:48:c1:91:d0:00,44:48:c1:91:d0:01,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:04,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,44:48:c1:91:95:a2,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:09:90,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1a:cf:d0,00:4e:35:de:d7:43,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:36:30,38:17:c3:22:61:90,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,ea:9e:b4:53:24:54,38:17:c3:19:36:20,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,00:4e:35:df:06:52,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,00:4e:35:df:06:50,38:17:c3:1f:22:30,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,00:4e:35:df:06:51,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,timestamp
-60,-62,-62,-61,-78,-78,-78,-80,-78,-78,-78,-76,-82,-82,-74,-73,-85,-82,-76,-77,-82,-83,-80,-79,-80,-85,-80,-82,-84,-84,-79,-83,-85,-62,-78,-78,-77,-82,-83,-85,-84,-76,-75,-81,-87,-75,-82,-100,-86,-74,-75,-76,-83,-83,-81,-68,-68,-82,-100,-100,-69,-82,-91,-100,-73,-80,-61,-75,-81,-80,-86,-100,-100,-81,-80,-100,-100,-83,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,723,695755824629
-60,-61,-61,-64,-78,-79,-79,-80,-78,-78,-78,-77,-80,-81,-75,-73,-85,-82,-77,-77,-83,-83,-80,-80,-80,-84,-80,-82,-84,-85,-81,-82,-82,-61,-78,-78,-77,-80,-83,-85,-85,-77,-75,-80,-87,-76,-81,-100,-86,-73,-76,-76,-82,-82,-83,-68,-68,-83,-100,-100,-68,-83,-100,-100,-73,-79,-61,-76,-81,-80,-84,-100,-100,-80,-80,-81,-84,-83,-100,-100,-85,-100,-100,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,723,699363043325
-64,-64,-64,-59,-73,-74,-73,-78,-80,-80,-80,-81,-81,-81,-78,-100,-84,-83,-81,-81,-83,-84,-84,-74,-85,-83,-84,-83,-100,-100,-87,-80,-84,-61,-74,-80,-82,-81,-84,-84,-100,-79,-78,-82,-86,-100,-84,-100,-86,-76,-100,-80,-100,-100,-100,-66,-66,-81,-86,-86,-66,-81,-100,-64,-76,-85,-100,-79,-80,-80,-84,-100,-100,-83,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,734266502114
-63,-63,-64,-62,-74,-75,-74,-80,-80,-81,-81,-81,-85,-86,-79,-77,-83,-84,-81,-81,-84,-83,-84,-76,-85,-83,-85,-85,-91,-100,-83,-81,-85,-62,-74,-80,-81,-85,-83,-82,-89,-78,-79,-81,-86,-79,-84,-100,-86,-76,-79,-80,-100,-85,-100,-66,-65,-82,-86,-86,-66,-81,-92,-64,-77,-83,-59,-79,-80,-79,-84,-100,-100,-85,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,738713157685
-65,-62,-62,-63,-75,-75,-75,-78,-82,-81,-81,-81,-81,-82,-73,-77,-82,-86,-81,-82,-84,-83,-85,-77,-85,-82,-84,-85,-91,-91,-86,-81,-85,-62,-75,-81,-81,-82,-84,-83,-90,-79,-79,-81,-86,-79,-85,-100,-87,-76,-79,-80,-85,-87,-85,-65,-65,-82,-100,-100,-65,-81,-92,-65,-76,-83,-59,-79,-81,-81,-82,-100,-100,-85,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,743285115236
-61,-65,-65,-61,-75,-75,-75,-79,-82,-81,-81,-80,-84,-84,-79,-76,-83,-84,-81,-81,-85,-85,-85,-77,-85,-82,-85,-84,-100,-91,-83,-67,-83,-65,-75,-81,-79,-85,-85,-84,-91,-79,-79,-67,-86,-79,-86,-67,-86,-76,-79,-82,-85,-86,-86,-65,-65,-82,-86,-87,-65,-81,-100,-65,-75,-85,-60,-79,-81,-81,-83,-100,-100,-84,-82,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,747822064349
-64,-64,-64,-60,-74,-74,-75,-77,-82,-81,-81,-81,-84,-83,-79,-75,-84,-85,-81,-81,-85,-84,-86,-76,-85,-83,-84,-84,-100,-100,-83,-82,-82,-64,-75,-81,-81,-84,-85,-82,-91,-79,-79,-81,-87,-79,-85,-81,-85,-76,-79,-82,-86,-86,-86,-65,-65,-82,-86,-86,-65,-83,-100,-100,-76,-83,-60,-78,-82,-81,-84,-100,-100,-86,-81,-82,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,752509521066
-63,-63,-63,-60,-74,-74,-74,-79,-82,-81,-81,-81,-86,-85,-79,-75,-83,-85,-81,-81,-85,-84,-86,-77,-86,-83,-85,-85,-91,-89,-83,-82,-82,-63,-74,-81,-81,-85,-85,-83,-89,-79,-78,-81,-86,-79,-86,-81,-86,-76,-78,-81,-86,-86,-86,-65,-65,-81,-87,-87,-65,-81,-100,-63,-76,-85,-59,-79,-82,-81,-83,-100,-100,-86,-82,-83,-82,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,757110573876
-65,-62,-62,-57,-100,-75,-100,-79,-81,-81,-81,-81,-85,-85,-79,-75,-82,-85,-82,-81,-83,-82,-85,-76,-85,-84,-84,-85,-100,-100,-85,-80,-83,-62,-100,-81,-82,-83,-82,-82,-91,-77,-78,-81,-86,-78,-85,-81,-86,-75,-79,-81,-84,-83,-100,-65,-65,-81,-87,-87,-64,-82,-100,-100,-75,-84,-60,-79,-100,-82,-82,-100,-100,-85,-80,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,787108620271
-64,-64,-63,-63,-76,-76,-76,-79,-82,-82,-82,-82,-84,-84,-79,-75,-84,-85,-82,-82,-84,-84,-83,-80,-84,-84,-85,-85,-100,-100,-86,-80,-84,-63,-76,-82,-82,-85,-84,-84,-91,-77,-79,-82,-86,-78,-86,-82,-86,-69,-78,-83,-86,-85,-86,-65,-65,-83,-86,-85,-65,-82,-100,-100,-75,-84,-62,-77,-100,-82,-83,-100,-100,-86,-80,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,791648756051
-65,-62,-62,-59,-76,-75,-75,-74,-82,-82,-82,-82,-84,-84,-78,-75,-84,-85,-82,-82,-84,-83,-85,-77,-86,-82,-86,-85,-100,-100,-86,-80,-77,-62,-76,-82,-82,-84,-83,-83,-91,-78,-78,-82,-85,-79,-85,-82,-86,-76,-78,-75,-86,-85,-85,-65,-65,-83,-86,-85,-65,-83,-100,-100,-75,-83,-59,-79,-81,-81,-83,-100,-100,-85,-81,-81,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,796117238184
-64,-62,-62,-60,-77,-77,-77,-81,-83,-83,-83,-82,-80,-80,-78,-75,-84,-89,-82,-82,-82,-82,-86,-77,-85,-83,-86,-90,-100,-100,-84,-81,-85,-61,-77,-83,-82,-80,-83,-84,-91,-78,-78,-82,-85,-77,-88,-81,-84,-76,-77,-75,-86,-86,-86,-64,-64,-83,-85,-86,-64,-83,-100,-100,-76,-83,-60,-77,-80,-80,-84,-100,-100,-87,-80,-81,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,800520849954
-66,-61,-61,-59,-74,-74,-74,-80,-81,-80,-80,-81,-86,-87,-79,-75,-84,-88,-81,-81,-83,-83,-85,-79,-85,-83,-84,-88,-100,-100,-83,-79,-81,-60,-75,-80,-80,-87,-84,-85,-90,-79,-79,-80,-85,-78,-90,-81,-85,-76,-78,-81,-85,-86,-86,-65,-65,-83,-85,-87,-64,-100,-100,-100,-75,-100,-58,-77,-80,-80,-84,-100,-100,-87,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,804984340160
-64,-64,-64,-59,-78,-78,-78,-80,-83,-84,-83,-82,-80,-80,-78,-75,-84,-88,-82,-83,-83,-82,-85,-77,-85,-84,-85,-89,-100,-100,-83,-80,-83,-64,-78,-84,-82,-80,-83,-84,-90,-79,-78,-81,-85,-78,-89,-81,-86,-75,-78,-82,-85,-87,-86,-64,-64,-82,-86,-86,-64,-83,-100,-64,-75,-84,-59,-77,-100,-100,-84,-100,-100,-86,-80,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,708,809404184638
-63,-62,-63,-64,-75,-75,-75,-80,-86,-87,-87,-100,-77,-77,-100,-72,-100,-86,-100,-100,-82,-83,-100,-77,-89,-89,-100,-86,-100,-100,-83,-80,-86,-62,-75,-87,-100,-77,-82,-100,-100,-100,-100,-100,-88,-100,-85,-100,-88,-69,-83,-80,-100,-100,-100,-64,-64,-100,-87,-100,-65,-100,-100,-100,-72,-80,-62,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-82,-100,-100,-84,-100,-100,-82,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,845808468478
-64,-63,-62,-68,-72,-72,-72,-78,-83,-83,-83,-88,-78,-78,-100,-72,-100,-85,-88,-88,-84,-83,-88,-76,-89,-89,-100,-85,-100,-100,-85,-79,-85,-62,-72,-83,-88,-78,-84,-88,-100,-100,-100,-77,-86,-80,-85,-77,-87,-73,-81,-82,-100,-86,-100,-64,-65,-100,-87,-85,-65,-100,-100,-65,-72,-81,-65,-81,-77,-77,-100,-100,-100,-100,-77,-76,-100,-84,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,849829701185
-64,-64,-64,-64,-72,-73,-72,-51,-82,-82,-82,-88,-80,-79,-100,-74,-100,-85,-88,-89,-82,-82,-88,-77,-88,-88,-100,-86,-100,-100,-84,-79,-85,-62,-72,-83,-88,-80,-83,-87,-91,-100,-100,-76,-87,-81,-86,-77,-85,-74,-81,-81,-100,-86,-100,-65,-64,-100,-85,-86,-65,-100,-100,-65,-73,-82,-63,-81,-77,-78,-100,-100,-100,-89,-77,-77,-84,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,854384682173
-64,-62,-62,-69,-72,-72,-72,-78,-82,-82,-82,-89,-80,-79,-100,-73,-100,-86,-88,-88,-82,-82,-100,-79,-87,-88,-100,-85,-100,-100,-84,-79,-85,-62,-72,-82,-88,-80,-82,-90,-91,-100,-100,-77,-86,-81,-86,-77,-87,-72,-100,-84,-100,-100,-100,-64,-65,-84,-86,-88,-65,-84,-100,-64,-73,-80,-65,-100,-77,-78,-100,-100,-100,-88,-77,-77,-85,-83,-100,-100,-84,-100,-91,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,858908818994
-65,-61,-61,-64,-72,-72,-72,-78,-82,-82,-82,-86,-80,-80,-100,-73,-100,-85,-87,-87,-83,-82,-87,-76,-88,-88,-100,-86,-100,-100,-87,-80,-83,-61,-72,-82,-87,-80,-82,-88,-100,-100,-100,-77,-86,-80,-86,-77,-87,-73,-80,-78,-100,-100,-100,-65,-65,-84,-86,-88,-65,-84,-100,-64,-73,-81,-60,-80,-77,-77,-100,-100,-100,-88,-77,-77,-85,-83,-100,-100,-83,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,863325930555
-63,-62,-62,-61,-76,-76,-75,-79,-88,-88,-87,-86,-79,-78,-100,-73,-100,-84,-85,-85,-84,-85,-87,-75,-89,-88,-100,-83,-100,-100,-84,-79,-89,-61,-76,-88,-86,-79,-86,-90,-89,-85,-100,-77,-100,-82,-83,-77,-100,-73,-82,-81,-86,-85,-85,-65,-65,-86,-100,-100,-65,-100,-100,-100,-73,-80,-61,-82,-77,-77,-100,-100,-100,-100,-77,-76,-100,-83,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,123,693,867800812376
