b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,b8:27:eb:9f:6b:77,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,00:4e:35:df:06:52,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:01:82,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:45:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1f:01:80,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,38:17:c3:19:45:a0,00:4e:35:df:06:51,80:8d:b7:55:3a:41,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:11,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,b4:5d:50:e1:92:33,38:17:c3:19:45:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,44:48:c1:a5:82:21,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,44:48:c1:a5:82:20,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,80:8d:b7:55:25:e0,38:17:c3:19:55:41,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:19:55:51,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,b4:5d:50:e1:96:50,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:52,38:17:c3:1f:08:50,38:17:c3:1f:22:31,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:96:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:52,a8:bd:27:4c:bd:31,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:32,44:48:c1:91:95:b0,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,00:4e:35:df:27:12,x,y,timestamp
-68,-61,-61,-29,-73,-55,-72,-77,-77,-77,-56,-67,-67,-66,-74,-80,-84,-83,-75,-61,-72,-77,-74,-67,-83,-67,-66,-66,-64,-64,-84,-87,-89,-85,-56,-64,-90,-72,-71,-69,-100,-100,-100,-86,-86,-100,-82,-100,-100,-93,-70,-100,-86,-85,-100,-100,-74,-68,-74,-81,-83,-82,-100,-100,-78,-100,-78,-100,-82,-82,-79,-88,-75,-58,-83,-58,-82,-84,-100,-75,-77,-58,-67,-100,-86,-100,-79,-100,-79,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,536,2523869926952
-70,-60,-60,-32,-73,-54,-73,-79,-79,-77,-54,-66,-66,-66,-72,-75,-84,-83,-75,-61,-73,-78,-75,-66,-83,-68,-68,-68,-64,-64,-100,-100,-100,-82,-54,-65,-91,-73,-71,-100,-100,-100,-100,-86,-87,-100,-82,-100,-100,-93,-70,-100,-100,-86,-100,-100,-74,-69,-76,-81,-83,-82,-89,-100,-81,-100,-78,-100,-82,-82,-81,-89,-75,-60,-100,-60,-85,-84,-100,-75,-77,-60,-67,-100,-87,-100,-100,-85,-100,-100,-100,-100,-69,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,536,2528498511013
-51,-63,-63,-30,-72,-55,-72,-78,-79,-78,-55,-68,-68,-66,-75,-77,-84,-84,-75,-63,-72,-79,-75,-68,-84,-68,-68,-68,-64,-64,-100,-90,-89,-82,-55,-64,-91,-72,-72,-71,-83,-84,-100,-87,-87,-100,-83,-100,-100,-91,-72,-83,-100,-87,-100,-100,-100,-70,-76,-81,-83,-100,-89,-100,-79,-100,-77,-100,-82,-83,-79,-89,-75,-60,-100,-60,-84,-83,-100,-75,-100,-61,-70,-100,-87,-100,-77,-85,-77,-100,-77,-85,-70,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-83,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,536,2533168274449
-69,-62,-62,-30,-71,-54,-72,-79,-79,-78,-55,-67,-68,-64,-77,-78,-85,-84,-76,-62,-72,-79,-73,-68,-84,-68,-68,-68,-64,-64,-100,-89,-89,-84,-55,-65,-89,-72,-71,-71,-83,-83,-100,-86,-87,-100,-83,-100,-100,-89,-71,-83,-100,-87,-100,-100,-73,-70,-73,-82,-84,-82,-100,-100,-80,-100,-77,-100,-82,-84,-80,-91,-76,-60,-100,-60,-84,-83,-100,-75,-100,-60,-70,-100,-100,-100,-77,-85,-77,-100,-77,-85,-70,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,536,2537935405749
-69,-62,-63,-30,-72,-54,-72,-78,-79,-79,-54,-67,-67,-66,-78,-80,-84,-84,-76,-63,-72,-79,-74,-68,-84,-68,-68,-68,-64,-64,-100,-89,-92,-86,-55,-64,-89,-72,-71,-71,-83,-83,-100,-86,-100,-100,-85,-100,-100,-89,-71,-83,-100,-87,-100,-100,-74,-70,-74,-83,-84,-82,-91,-100,-80,-100,-77,-100,-82,-83,-80,-90,-75,-60,-85,-60,-84,-83,-100,-76,-100,-60,-70,-100,-100,-100,-77,-85,-77,-100,-77,-85,-70,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-83,-100,-100,-100,-100,-80,-100,-100,-100,-88,-100,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,536,2542704393039
-73,-56,-56,-29,-69,-63,-69,-81,-82,-82,-63,-57,-57,-67,-77,-82,-83,-83,-75,-56,-70,-82,-73,-58,-83,-68,-68,-68,-69,-69,-100,-88,-88,-100,-63,-69,-89,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-83,-100,-100,-100,-86,-100,-85,-100,-77,-84,-86,-100,-75,-60,-100,-59,-100,-84,-100,-76,-100,-60,-74,-100,-100,-100,-82,-84,-82,-100,-82,-84,-74,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-79,-89,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2600388391090
-71,-55,-55,-31,-70,-62,-70,-80,-81,-82,-63,-57,-57,-65,-76,-82,-83,-84,-75,-55,-70,-81,-75,-57,-84,-67,-66,-67,-69,-69,-100,-89,-88,-100,-63,-69,-88,-70,-76,-76,-83,-82,-100,-100,-100,-100,-100,-100,-100,-91,-77,-83,-100,-89,-100,-100,-74,-75,-74,-76,-83,-100,-100,-100,-82,-100,-83,-100,-77,-87,-86,-100,-75,-58,-100,-59,-100,-86,-100,-75,-85,-58,-75,-100,-90,-100,-82,-83,-82,-100,-82,-84,-74,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-83,-100,-79,-89,-100,-100,-85,-84,-100,-100,-87,-88,-100,-85,-86,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2604844391244
-71,-55,-55,-32,-69,-62,-69,-80,-81,-82,-62,-56,-56,-65,-75,-80,-82,-84,-74,-55,-70,-81,-77,-57,-84,-68,-68,-68,-69,-69,-100,-89,-89,-100,-62,-69,-89,-69,-76,-76,-83,-82,-100,-89,-89,-100,-85,-100,-100,-100,-77,-83,-100,-90,-100,-100,-77,-75,-77,-77,-86,-77,-100,-100,-85,-100,-83,-100,-77,-86,-86,-100,-75,-60,-100,-59,-87,-86,-100,-75,-85,-59,-75,-100,-87,-100,-82,-83,-100,-100,-82,-100,-75,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-79,-88,-100,-100,-85,-86,-100,-100,-87,-88,-87,-85,-85,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2609609208065
-74,-57,-57,-31,-69,-62,-69,-100,-83,-82,-62,-66,-66,-71,-75,-82,-84,-100,-75,-57,-69,-81,-75,-66,-100,-67,-67,-67,-69,-70,-100,-87,-89,-86,-62,-70,-88,-69,-78,-78,-84,-83,-100,-89,-89,-100,-85,-100,-100,-100,-100,-84,-100,-90,-100,-100,-75,-75,-77,-78,-84,-77,-88,-100,-85,-100,-85,-100,-78,-83,-84,-92,-74,-62,-87,-63,-87,-84,-100,-74,-86,-62,-75,-100,-89,-100,-100,-84,-100,-100,-100,-100,-75,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-88,-100,-100,-85,-86,-100,-100,-87,-87,-86,-87,-85,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2614463981032
-76,-56,-56,-33,-69,-62,-69,-83,-82,-82,-62,-65,-65,-68,-74,-84,-83,-84,-75,-56,-70,-82,-77,-66,-83,-67,-67,-67,-70,-70,-100,-87,-100,-86,-62,-70,-88,-70,-78,-78,-84,-83,-100,-100,-100,-100,-82,-100,-100,-91,-100,-83,-100,-87,-100,-100,-77,-74,-77,-78,-83,-77,-88,-100,-84,-100,-85,-100,-78,-83,-84,-95,-75,-62,-86,-62,-87,-84,-100,-75,-86,-62,-75,-100,-89,-100,-81,-84,-81,-100,-81,-82,-75,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-90,-100,-83,-83,-82,-100,-100,-100,-85,-86,-100,-100,-87,-88,-83,-86,-100,-86,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2619190571916
-74,-56,-56,-33,-69,-62,-69,-81,-81,-80,-62,-64,-64,-70,-74,-84,-84,-83,-75,-56,-70,-81,-75,-64,-83,-68,-68,-68,-71,-71,-100,-89,-89,-87,-62,-71,-100,-69,-78,-78,-84,-83,-100,-100,-100,-100,-82,-100,-100,-91,-77,-83,-100,-87,-100,-100,-75,-73,-75,-78,-85,-78,-100,-100,-83,-100,-86,-100,-78,-83,-100,-92,-75,-59,-87,-59,-89,-84,-100,-75,-88,-59,-74,-100,-88,-100,-83,-100,-84,-100,-82,-82,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-87,-86,-83,-88,-89,-88,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,517,2623976583372
-67,-63,-64,-31,-68,-58,-68,-80,-80,-80,-58,-59,-59,-69,-100,-80,-82,-83,-76,-63,-68,-80,-74,-59,-83,-68,-68,-68,-69,-70,-100,-88,-88,-100,-58,-70,-100,-68,-82,-83,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-100,-100,-100,-100,-74,-72,-75,-78,-80,-79,-87,-100,-84,-100,-86,-100,-78,-79,-84,-91,-76,-58,-86,-58,-86,-80,-100,-76,-85,-58,-72,-100,-87,-100,-80,-86,-80,-100,-80,-84,-72,-100,-82,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-88,-87,-100,-100,-86,-87,-86,-100,-100,-100,-82,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2666061925127
-69,-61,-61,-32,-68,-59,-69,-78,-78,-78,-59,-57,-57,-70,-76,-79,-83,-84,-75,-62,-69,-79,-76,-57,-84,-70,-69,-70,-69,-69,-100,-89,-88,-87,-58,-69,-89,-69,-82,-83,-87,-87,-100,-100,-100,-100,-85,-100,-100,-86,-82,-89,-100,-100,-100,-100,-76,-72,-76,-80,-80,-79,-85,-100,-86,-100,-87,-100,-80,-80,-85,-88,-74,-58,-86,-58,-86,-81,-100,-75,-86,-58,-73,-100,-84,-100,-80,-86,-80,-100,-80,-86,-72,-100,-82,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-82,-84,-86,-87,-88,-88,-100,-100,-86,-87,-86,-90,-100,-100,-88,-87,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2670704521115
-70,-62,-62,-30,-69,-59,-69,-78,-79,-79,-59,-57,-57,-71,-72,-79,-83,-83,-75,-62,-69,-79,-75,-57,-84,-70,-70,-70,-69,-69,-100,-91,-100,-87,-59,-69,-90,-69,-83,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-82,-100,-100,-100,-100,-100,-75,-72,-70,-81,-80,-100,-88,-100,-85,-100,-88,-100,-80,-79,-84,-88,-75,-58,-85,-58,-100,-80,-100,-75,-84,-52,-73,-100,-89,-100,-82,-100,-81,-100,-82,-86,-73,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-83,-82,-100,-89,-100,-87,-100,-100,-100,-85,-84,-90,-100,-100,-85,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2675504226894
-73,-60,-60,-33,-69,-57,-69,-79,-79,-80,-57,-59,-59,-73,-82,-80,-84,-84,-76,-61,-69,-79,-76,-59,-85,-68,-68,-68,-70,-70,-100,-89,-88,-87,-57,-69,-89,-69,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-91,-100,-100,-100,-100,-76,-72,-76,-79,-79,-79,-88,-100,-83,-100,-85,-100,-79,-78,-83,-88,-76,-57,-86,-57,-86,-79,-100,-76,-84,-57,-73,-100,-89,-100,-82,-85,-81,-100,-79,-100,-73,-100,-86,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-84,-82,-84,-89,-100,-87,-100,-100,-100,-86,-87,-90,-100,-100,-85,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2680188752726
-70,-60,-60,-32,-69,-60,-69,-80,-80,-79,-60,-59,-59,-68,-74,-80,-84,-84,-76,-60,-69,-80,-75,-59,-85,-68,-68,-68,-70,-70,-100,-89,-88,-100,-60,-70,-89,-69,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-89,-100,-100,-100,-100,-75,-100,-74,-79,-79,-79,-84,-100,-85,-100,-86,-100,-79,-79,-85,-90,-76,-56,-87,-56,-87,-79,-100,-76,-87,-57,-100,-100,-100,-100,-80,-87,-80,-100,-80,-85,-100,-100,-86,-84,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-83,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2684906783453
-69,-61,-61,-32,-69,-60,-69,-80,-79,-80,-59,-58,-58,-70,-76,-80,-84,-85,-76,-61,-69,-80,-76,-58,-84,-68,-69,-68,-70,-70,-100,-87,-88,-100,-61,-70,-88,-69,-84,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-83,-89,-100,-100,-100,-100,-76,-100,-75,-79,-79,-79,-86,-100,-85,-100,-85,-100,-79,-79,-85,-90,-76,-56,-87,-56,-86,-79,-100,-75,-87,-56,-100,-100,-85,-100,-80,-87,-80,-100,-79,-85,-100,-100,-100,-84,-100,-100,-100,-90,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-85,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-86,-86,-86,-90,-100,-100,-83,-84,-84,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2689759025639
-69,-62,-62,-31,-69,-57,-68,-80,-80,-79,-57,-60,-60,-69,-73,-83,-82,-82,-100,-62,-69,-79,-75,-60,-83,-68,-68,-68,-68,-68,-100,-90,-88,-86,-57,-68,-89,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-74,-71,-74,-76,-100,-79,-69,-100,-86,-100,-86,-100,-79,-77,-86,-87,-100,-59,-100,-59,-100,-78,-100,-100,-100,-59,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-83,-84,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-88,-85,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2723682651772
-68,-65,-65,-30,-68,-59,-68,-80,-80,-81,-58,-58,-58,-69,-74,-81,-82,-83,-75,-66,-68,-81,-76,-59,-82,-68,-68,-68,-69,-69,-100,-89,-89,-85,-59,-69,-88,-68,-100,-100,-88,-88,-100,-100,-100,-100,-85,-100,-100,-87,-100,-89,-100,-100,-100,-100,-76,-72,-76,-78,-79,-78,-69,-100,-84,-100,-86,-100,-79,-79,-84,-89,-75,-60,-84,-60,-85,-79,-100,-76,-100,-61,-72,-100,-100,-100,-80,-88,-100,-100,-100,-100,-72,-100,-83,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-84,-100,-100,-83,-84,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-88,-83,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2728131377499
-69,-64,-64,-31,-68,-60,-68,-80,-79,-81,-59,-58,-59,-69,-71,-81,-82,-81,-75,-64,-68,-81,-76,-59,-82,-68,-68,-68,-69,-70,-100,-89,-89,-85,-60,-69,-90,-68,-100,-100,-88,-88,-87,-100,-100,-100,-87,-100,-100,-86,-100,-89,-87,-100,-100,-100,-76,-72,-76,-79,-79,-79,-85,-100,-84,-100,-89,-100,-79,-79,-84,-89,-75,-59,-84,-60,-85,-79,-100,-75,-100,-59,-73,-100,-87,-100,-100,-88,-100,-100,-100,-100,-73,-100,-83,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-100,-83,-88,-100,-100,-84,-85,-100,-100,-85,-84,-84,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-88,-84,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,498,2732958549112
