38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,b0:be:76:f8:30:5e,00:4e:35:df:06:51,38:17:c3:19:55:50,38:17:c3:1e:fc:a0,38:17:c3:19:55:40,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:50,68:ff:7b:e4:af:39,80:8d:b7:55:3a:50,38:17:c3:24:58:a2,70:56:81:c9:91:ab,38:17:c3:1f:08:50,32:f7:72:50:57:3b,38:17:c3:24:58:a0,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,68:ff:7b:e4:af:38,64:e5:99:c3:13:3c,00:4e:35:de:e1:12,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:df:06:42,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,80:8d:b7:55:35:11,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,44:48:c1:a5:82:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:19:d7:72,38:17:c3:19:d7:71,60:32:b1:3e:1a:b8,80:8d:b7:55:39:d0,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,80:8d:b7:55:35:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,20:a6:cd:50:24:b1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,44:48:c1:a5:82:20,38:17:c3:1e:ff:10,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,80:8d:b7:55:3a:40,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:1f:22:30,38:17:c3:19:45:a0,80:8d:b7:55:25:e1,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:32,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,72:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:1f:01:82,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,20:a6:cd:50:24:a2,b4:5d:50:e1:92:20,20:a6:cd:42:0b:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,38:17:c3:1e:ff:00,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,38:17:c3:1f:09:83,b4:5d:50:e1:92:31,00:4e:35:de:e1:02,38:17:c3:1f:09:91,00:4e:35:de:e1:00,00:4e:35:de:e1:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:df:0e:11,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:20,38:17:c3:19:36:30,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,x,y,timestamp
-68,-68,-100,-100,-72,-73,-100,-100,-50,-58,-68,-100,-73,-100,-100,-58,-100,-100,-58,-87,-73,-100,-100,-100,-100,-100,-92,-100,-100,-100,-72,-73,-61,-72,-100,-100,-100,-61,-79,-79,-69,-73,-72,-88,-69,-69,-88,-85,-81,-81,-88,-82,-88,-79,-89,-100,-100,-100,-79,-69,-87,-81,-88,-89,-100,-100,-100,-100,-85,-88,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-81,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-61,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-84,-74,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,180,2620457435458
-69,-69,-100,-100,-71,-73,-100,-100,-49,-58,-69,-100,-100,-100,-100,-57,-100,-100,-58,-89,-72,-100,-100,-100,-100,-100,-92,-100,-100,-100,-69,-72,-61,-72,-100,-100,-100,-61,-80,-79,-100,-73,-100,-87,-71,-71,-86,-100,-78,-82,-89,-82,-87,-79,-89,-100,-100,-100,-80,-71,-87,-82,-88,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-74,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-92,-61,-100,-68,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-82,-75,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,180,2624823849050
-71,-71,-100,-100,-65,-100,-89,-90,-47,-60,-71,-100,-100,-88,-100,-60,-100,-100,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-63,-100,-100,-100,-100,-63,-83,-82,-76,-100,-100,-85,-76,-76,-85,-83,-71,-79,-84,-79,-100,-80,-100,-100,-100,-100,-83,-76,-85,-79,-100,-84,-100,-81,-81,-100,-85,-84,-81,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-83,-100,-100,-100,-100,-100,-63,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-87,-72,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2659919362943
-69,-70,-100,-100,-65,-100,-89,-90,-47,-60,-69,-100,-100,-87,-100,-56,-100,-100,-60,-86,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-69,-64,-69,-100,-100,-100,-65,-82,-82,-76,-100,-100,-86,-76,-76,-85,-83,-71,-79,-84,-79,-100,-81,-90,-100,-100,-100,-83,-76,-86,-79,-100,-84,-100,-81,-81,-100,-85,-86,-81,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-100,-100,-100,-64,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-72,-100,-100,-100,-100,-71,-87,-71,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2664259671066
-71,-71,-100,-100,-73,-72,-100,-100,-48,-61,-71,-100,-73,-87,-100,-61,-100,-100,-61,-88,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-68,-64,-68,-100,-100,-100,-65,-79,-79,-75,-75,-74,-88,-74,-74,-87,-82,-83,-79,-85,-79,-100,-81,-89,-100,-100,-100,-79,-75,-88,-79,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-64,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-70,-100,-100,-100,-100,-69,-100,-71,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2668621799710
-76,-75,-88,-100,-73,-72,-100,-100,-47,-61,-71,-100,-73,-100,-100,-61,-100,-100,-61,-86,-68,-100,-100,-100,-100,-100,-94,-100,-100,-100,-73,-68,-63,-68,-100,-100,-100,-63,-80,-81,-77,-75,-76,-85,-77,-77,-87,-82,-86,-79,-85,-80,-100,-81,-89,-100,-100,-100,-80,-77,-86,-79,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-100,-63,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-100,-70,-76,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2673002472677
-73,-73,-88,-100,-100,-100,-100,-100,-47,-61,-74,-100,-100,-100,-100,-61,-100,-100,-61,-86,-70,-100,-100,-100,-100,-100,-94,-100,-100,-100,-73,-70,-64,-70,-100,-100,-100,-63,-80,-80,-77,-100,-76,-85,-78,-77,-84,-85,-82,-78,-100,-79,-100,-81,-100,-100,-100,-100,-80,-78,-84,-78,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-63,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-71,-100,-100,-100,-100,-70,-100,-70,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2677559324499
-74,-74,-100,-100,-100,-76,-100,-100,-48,-61,-74,-100,-100,-100,-100,-61,-100,-100,-61,-86,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-63,-70,-100,-100,-100,-63,-80,-80,-77,-100,-75,-85,-77,-77,-85,-85,-80,-78,-100,-79,-100,-80,-90,-100,-100,-100,-80,-78,-85,-78,-100,-100,-100,-86,-85,-100,-100,-100,-86,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-70,-100,-100,-100,-100,-71,-82,-71,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,163,2681894900799
-70,-70,-100,-100,-79,-76,-100,-100,-50,-75,-69,-100,-79,-100,-100,-73,-100,-100,-74,-87,-76,-100,-100,-100,-100,-100,-91,-100,-100,-90,-79,-76,-69,-76,-100,-100,-100,-70,-79,-79,-76,-80,-79,-87,-75,-76,-88,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-70,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-69,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2713886293183
-71,-71,-100,-100,-78,-78,-100,-100,-51,-63,-71,-100,-78,-100,-100,-64,-100,-100,-63,-87,-76,-100,-100,-100,-100,-100,-80,-100,-100,-90,-79,-76,-69,-76,-100,-100,-100,-69,-78,-79,-79,-79,-80,-86,-79,-79,-86,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-86,-82,-89,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-69,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-69,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2717494917244
-71,-71,-100,-100,-78,-78,-100,-100,-51,-74,-71,-100,-76,-100,-100,-69,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-80,-100,-100,-88,-80,-76,-69,-76,-100,-100,-100,-69,-84,-83,-80,-78,-78,-86,-81,-81,-86,-100,-84,-85,-100,-88,-100,-75,-100,-100,-100,-100,-83,-81,-86,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-69,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2721122484326
-71,-71,-100,-100,-100,-100,-100,-100,-44,-65,-71,-100,-75,-100,-100,-65,-100,-100,-65,-100,-74,-100,-100,-100,-100,-100,-92,-100,-100,-88,-79,-74,-71,-74,-100,-100,-100,-71,-86,-87,-80,-78,-78,-88,-83,-83,-87,-87,-85,-87,-100,-88,-100,-83,-100,-100,-100,-100,-86,-83,-88,-87,-100,-100,-100,-100,-86,-100,-87,-91,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-71,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-65,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2724778973283
-73,-73,-100,-100,-100,-100,-100,-100,-44,-65,-73,-100,-75,-100,-100,-65,-100,-100,-65,-91,-74,-100,-100,-100,-100,-100,-92,-100,-100,-100,-78,-74,-71,-74,-100,-100,-100,-71,-86,-85,-79,-78,-78,-88,-79,-79,-87,-87,-85,-87,-100,-87,-100,-87,-90,-100,-100,-100,-86,-80,-88,-87,-100,-100,-100,-100,-86,-100,-87,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-71,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-65,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2728383694896
-73,-73,-100,-100,-81,-80,-100,-100,-44,-65,-73,-100,-81,-88,-100,-65,-100,-100,-65,-91,-75,-100,-100,-100,-100,-100,-93,-100,-100,-100,-78,-75,-71,-75,-100,-100,-100,-70,-85,-86,-79,-78,-78,-87,-80,-79,-87,-100,-85,-87,-88,-87,-100,-82,-90,-100,-100,-100,-86,-79,-88,-87,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-66,-100,-100,-100,-100,-65,-100,-65,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,146,2732074105363
-76,-75,-100,-100,-74,-73,-86,-84,-41,-66,-76,-100,-74,-85,-100,-66,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-93,-100,-100,-100,-79,-75,-73,-75,-100,-100,-100,-71,-82,-82,-100,-77,-77,-88,-100,-100,-88,-100,-75,-100,-100,-88,-100,-82,-100,-100,-100,-100,-82,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-100,-64,-64,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,128,2769928951859
-77,-77,-100,-100,-74,-75,-86,-84,-41,-68,-77,-100,-75,-85,-100,-67,-100,-100,-68,-100,-81,-100,-100,-100,-100,-100,-93,-100,-100,-100,-82,-80,-74,-80,-100,-100,-100,-74,-86,-87,-100,-83,-83,-88,-100,-100,-88,-100,-84,-86,-88,-88,-100,-82,-100,-100,-100,-100,-86,-100,-87,-86,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-64,-63,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,128,2773505516337
-79,-79,-100,-100,-75,-75,-100,-84,-39,-68,-80,-100,-75,-86,-100,-68,-100,-100,-68,-100,-77,-100,-100,-100,-100,-100,-87,-100,-100,-100,-81,-77,-76,-77,-100,-100,-100,-76,-85,-85,-80,-85,-83,-100,-80,-80,-100,-100,-86,-86,-88,-86,-100,-83,-100,-100,-100,-100,-85,-81,-90,-86,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-64,-100,-64,-63,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,128,2777093957065
-78,-79,-100,-100,-75,-76,-100,-85,-38,-72,-79,-100,-74,-85,-100,-71,-100,-100,-71,-100,-77,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-77,-76,-77,-100,-100,-100,-76,-87,-87,-80,-85,-100,-100,-80,-80,-100,-100,-86,-87,-86,-87,-100,-83,-100,-100,-100,-100,-86,-80,-91,-86,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-63,-100,-64,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,128,2780749278470
-77,-78,-100,-100,-75,-75,-85,-85,-39,-74,-77,-100,-75,-83,-100,-75,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-77,-100,-77,-100,-100,-100,-76,-85,-85,-81,-83,-83,-100,-80,-79,-100,-100,-84,-85,-86,-86,-100,-84,-100,-100,-100,-100,-85,-80,-89,-86,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-63,-100,-63,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,128,2784402194302
