38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,b0:be:76:f8:30:5e,00:4e:35:df:06:51,38:17:c3:19:55:50,38:17:c3:1e:fc:a0,38:17:c3:19:55:40,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:50,68:ff:7b:e4:af:39,80:8d:b7:55:3a:50,38:17:c3:24:58:a2,70:56:81:c9:91:ab,38:17:c3:1f:08:50,32:f7:72:50:57:3b,38:17:c3:24:58:a0,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,68:ff:7b:e4:af:38,64:e5:99:c3:13:3c,00:4e:35:de:e1:12,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:df:06:42,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,80:8d:b7:55:35:11,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,44:48:c1:a5:82:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:19:d7:72,38:17:c3:19:d7:71,60:32:b1:3e:1a:b8,80:8d:b7:55:39:d0,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,80:8d:b7:55:35:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,20:a6:cd:50:24:b1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,44:48:c1:a5:82:20,38:17:c3:1e:ff:10,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,80:8d:b7:55:3a:40,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:1f:22:30,38:17:c3:19:45:a0,80:8d:b7:55:25:e1,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:32,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,72:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:1f:01:82,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,20:a6:cd:50:24:a2,b4:5d:50:e1:92:20,20:a6:cd:42:0b:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,38:17:c3:1e:ff:00,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,38:17:c3:1f:09:83,b4:5d:50:e1:92:31,00:4e:35:de:e1:02,38:17:c3:1f:09:91,00:4e:35:de:e1:00,00:4e:35:de:e1:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:df:0e:11,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:20,38:17:c3:19:36:30,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,x,y,timestamp
-81,-100,-100,-100,-100,-100,-100,-100,-54,-73,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-65,-100,-100,-100,-100,-100,-85,-100,-87,-100,-80,-65,-78,-65,-100,-100,-100,-78,-65,-65,-75,-66,-65,-59,-75,-75,-59,-65,-79,-70,-77,-69,-64,-77,-77,-88,-100,-85,-65,-75,-59,-70,-89,-100,-79,-100,-79,-79,-65,-100,-100,-79,-89,-69,-100,-100,-89,-100,-100,-100,-100,-100,-87,-63,-100,-100,-81,-64,-66,-86,-85,-100,-85,-86,-100,-100,-87,-85,-100,-100,-100,-100,-91,-80,-100,-81,-81,-100,-100,-65,-100,-100,-100,-87,-80,-78,-100,-80,-81,-100,-82,-100,-100,-100,-80,-100,-88,-86,-88,-80,-81,-100,-81,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-82,-100,-89,-100,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,471,1565288854038
-81,-100,-100,-100,-100,-100,-100,-100,-67,-75,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-65,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-65,-78,-65,-100,-100,-100,-76,-66,-66,-76,-65,-65,-59,-75,-76,-59,-64,-79,-70,-77,-70,-63,-75,-75,-88,-100,-85,-66,-75,-59,-70,-87,-100,-78,-100,-78,-77,-64,-79,-100,-78,-90,-70,-100,-100,-90,-100,-88,-100,-100,-100,-87,-63,-100,-100,-81,-63,-65,-86,-85,-100,-85,-85,-100,-100,-87,-85,-100,-100,-100,-100,-89,-80,-100,-81,-100,-100,-100,-64,-87,-100,-100,-100,-100,-76,-100,-81,-81,-100,-82,-100,-100,-100,-81,-100,-88,-88,-87,-80,-80,-100,-80,-85,-100,-86,-85,-100,-100,-100,-100,-100,-88,-89,-100,-88,-89,-88,-100,-100,-100,-100,-100,-84,-85,-83,-83,-100,-100,-100,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,471,1570897854556
-80,-80,-100,-100,-100,-100,-100,-100,-66,-75,-79,-100,-100,-100,-100,-75,-100,-100,-75,-100,-66,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-66,-78,-66,-100,-100,-100,-77,-66,-66,-76,-66,-67,-58,-76,-76,-58,-55,-79,-70,-100,-70,-63,-74,-75,-100,-100,-80,-66,-76,-58,-71,-87,-100,-79,-100,-78,-77,-64,-79,-100,-78,-91,-70,-100,-100,-90,-100,-83,-100,-100,-100,-100,-62,-100,-100,-100,-64,-67,-100,-82,-100,-85,-84,-100,-100,-100,-84,-100,-100,-100,-100,-88,-80,-100,-100,-100,-100,-100,-63,-87,-100,-100,-100,-100,-76,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-87,-87,-88,-80,-80,-100,-80,-85,-100,-100,-85,-100,-100,-100,-100,-100,-88,-89,-84,-88,-89,-90,-100,-100,-100,-100,-100,-80,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,471,1576548512679
-80,-81,-100,-100,-80,-81,-100,-100,-66,-75,-81,-100,-81,-100,-100,-74,-100,-100,-75,-86,-66,-100,-100,-87,-100,-100,-77,-100,-100,-100,-81,-66,-78,-66,-100,-100,-100,-78,-64,-64,-76,-66,-66,-59,-76,-76,-59,-64,-79,-70,-77,-70,-65,-73,-75,-100,-88,-80,-65,-77,-59,-70,-88,-77,-78,-100,-100,-77,-65,-77,-100,-100,-90,-69,-100,-100,-90,-100,-89,-100,-100,-100,-100,-60,-100,-100,-100,-65,-65,-100,-80,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-88,-81,-100,-81,-100,-100,-100,-64,-79,-100,-100,-100,-81,-77,-100,-82,-81,-100,-100,-100,-100,-100,-80,-100,-87,-87,-88,-81,-80,-100,-81,-84,-100,-84,-85,-100,-100,-100,-100,-100,-89,-89,-84,-100,-94,-90,-100,-100,-100,-100,-100,-83,-83,-83,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,471,1581969189396
-77,-78,-100,-100,-100,-100,-100,-100,-66,-71,-76,-100,-100,-100,-100,-72,-100,-100,-72,-100,-64,-100,-100,-100,-100,-100,-73,-100,-100,-100,-80,-64,-77,-64,-100,-100,-100,-77,-64,-65,-83,-63,-100,-63,-82,-82,-63,-62,-100,-69,-81,-69,-100,-72,-100,-100,-100,-100,-65,-82,-64,-69,-100,-81,-75,-100,-100,-75,-100,-100,-100,-75,-91,-69,-100,-100,-90,-100,-84,-100,-100,-100,-100,-64,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-100,-100,-91,-82,-100,-100,-79,-100,-100,-62,-100,-100,-100,-100,-84,-77,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-82,-100,-81,-79,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-87,-100,-100,-87,-88,-100,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1619415312819
-78,-78,-100,-100,-100,-100,-100,-100,-69,-74,-78,-100,-100,-100,-100,-73,-100,-100,-72,-100,-64,-100,-100,-100,-100,-100,-73,-100,-100,-100,-80,-64,-76,-64,-100,-100,-100,-75,-64,-64,-81,-63,-100,-60,-81,-81,-60,-66,-80,-68,-80,-69,-66,-75,-73,-100,-100,-86,-64,-82,-60,-69,-100,-80,-75,-100,-100,-75,-66,-80,-100,-76,-90,-69,-100,-100,-89,-100,-83,-100,-100,-100,-100,-65,-100,-100,-79,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-100,-100,-90,-80,-100,-100,-79,-100,-100,-66,-100,-100,-100,-100,-84,-75,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-79,-100,-80,-84,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-89,-91,-90,-87,-100,-100,-87,-88,-100,-80,-80,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1624881397817
-77,-77,-100,-100,-100,-100,-100,-100,-67,-72,-75,-100,-100,-100,-100,-70,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-64,-76,-64,-100,-100,-100,-76,-65,-65,-82,-64,-65,-60,-82,-81,-60,-66,-78,-68,-80,-69,-66,-74,-75,-100,-100,-82,-65,-82,-60,-69,-100,-80,-77,-100,-100,-76,-66,-80,-79,-77,-91,-67,-100,-100,-89,-100,-86,-100,-100,-100,-100,-65,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-90,-79,-100,-100,-80,-100,-100,-67,-100,-100,-100,-85,-81,-76,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-80,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-91,-92,-88,-100,-100,-100,-100,-100,-80,-81,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1629472251409
-78,-77,-100,-100,-100,-77,-100,-100,-67,-72,-78,-100,-100,-100,-100,-72,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-86,-100,-100,-100,-77,-64,-76,-64,-100,-100,-100,-76,-64,-64,-81,-65,-65,-60,-82,-81,-60,-66,-81,-100,-79,-69,-65,-75,-72,-100,-100,-82,-65,-82,-60,-68,-100,-80,-77,-100,-100,-76,-67,-81,-79,-77,-89,-68,-100,-100,-90,-100,-89,-100,-100,-100,-100,-66,-100,-100,-80,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-90,-80,-100,-100,-80,-100,-100,-66,-100,-100,-100,-85,-81,-77,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-80,-100,-80,-85,-100,-80,-84,-100,-100,-100,-100,-100,-90,-100,-89,-100,-92,-88,-100,-100,-100,-100,-100,-79,-81,-80,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1634015476668
-77,-77,-100,-100,-76,-75,-100,-100,-67,-72,-78,-100,-77,-100,-100,-73,-100,-100,-73,-100,-65,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-65,-76,-64,-100,-100,-100,-76,-65,-65,-82,-65,-65,-60,-82,-81,-60,-66,-81,-68,-80,-69,-66,-71,-75,-100,-100,-83,-65,-82,-60,-69,-100,-80,-100,-100,-100,-100,-67,-80,-100,-77,-89,-69,-100,-100,-91,-100,-84,-100,-100,-100,-100,-66,-100,-100,-79,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-80,-100,-100,-91,-80,-100,-100,-81,-100,-100,-64,-100,-100,-100,-100,-87,-77,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-81,-100,-80,-85,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-79,-81,-80,-80,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1638528290364
-77,-77,-100,-100,-76,-75,-100,-100,-68,-71,-77,-100,-77,-100,-100,-71,-100,-100,-72,-100,-65,-100,-100,-100,-100,-100,-87,-100,-100,-100,-78,-65,-76,-65,-100,-100,-100,-76,-65,-65,-82,-65,-65,-60,-82,-82,-60,-100,-80,-69,-80,-69,-65,-74,-75,-100,-100,-83,-65,-82,-60,-69,-100,-80,-77,-100,-100,-100,-66,-80,-100,-77,-91,-69,-100,-100,-89,-100,-85,-100,-100,-100,-100,-66,-100,-100,-79,-66,-65,-100,-100,-100,-88,-100,-100,-100,-100,-86,-100,-80,-100,-100,-91,-80,-100,-100,-81,-100,-100,-66,-100,-100,-100,-100,-87,-76,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-81,-100,-80,-84,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-100,-100,-100,-100,-86,-83,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,454,1643103288383
-77,-77,-100,-100,-100,-100,-100,-100,-59,-73,-77,-100,-100,-100,-100,-73,-100,-100,-73,-100,-59,-100,-100,-87,-100,-100,-83,-100,-100,-100,-77,-59,-70,-59,-100,-100,-100,-70,-66,-66,-75,-68,-68,-62,-75,-75,-62,-63,-86,-73,-76,-73,-69,-70,-72,-83,-84,-100,-67,-75,-62,-73,-83,-76,-100,-100,-100,-73,-64,-76,-100,-74,-91,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-85,-100,-100,-100,-100,-100,-65,-86,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-84,-100,-85,-86,-100,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-86,-85,-100,-100,-100,-81,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1682559473889
-79,-79,-100,-100,-100,-100,-100,-100,-64,-75,-79,-100,-100,-100,-100,-75,-100,-100,-75,-87,-60,-100,-100,-83,-100,-100,-89,-100,-78,-100,-78,-60,-75,-60,-100,-100,-100,-74,-58,-58,-77,-65,-65,-66,-77,-77,-66,-64,-78,-67,-83,-67,-70,-71,-77,-84,-84,-100,-58,-77,-66,-67,-84,-82,-76,-81,-100,-77,-64,-83,-80,-77,-91,-67,-100,-100,-89,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-70,-65,-100,-86,-100,-87,-87,-100,-100,-100,-87,-100,-80,-100,-100,-90,-84,-100,-87,-81,-100,-100,-63,-86,-100,-100,-100,-100,-74,-100,-77,-86,-100,-87,-100,-100,-100,-77,-100,-86,-86,-85,-86,-85,-100,-85,-80,-100,-81,-81,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-86,-85,-86,-100,-100,-78,-77,-77,-77,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1688121101751
-79,-79,-100,-100,-100,-100,-100,-100,-62,-74,-79,-100,-100,-100,-100,-74,-100,-100,-74,-78,-59,-100,-100,-84,-100,-100,-81,-100,-78,-100,-81,-58,-75,-59,-100,-100,-100,-75,-63,-63,-77,-63,-63,-63,-77,-77,-63,-64,-70,-67,-83,-67,-69,-73,-70,-85,-85,-89,-63,-78,-63,-67,-85,-82,-76,-81,-100,-76,-64,-79,-80,-75,-89,-68,-100,-100,-89,-100,-81,-100,-100,-100,-81,-69,-100,-100,-73,-68,-63,-100,-86,-100,-85,-86,-100,-100,-83,-86,-100,-73,-100,-100,-89,-87,-100,-86,-74,-100,-100,-63,-100,-100,-100,-100,-100,-74,-100,-80,-86,-100,-87,-100,-100,-100,-81,-100,-86,-86,-86,-87,-84,-100,-87,-80,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-81,-81,-81,-81,-100,-91,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1693822771801
-76,-76,-100,-100,-100,-100,-100,-100,-57,-72,-76,-100,-100,-100,-100,-72,-100,-100,-72,-78,-59,-100,-100,-84,-100,-100,-83,-100,-100,-100,-82,-59,-77,-59,-100,-100,-100,-76,-65,-66,-79,-64,-64,-69,-79,-79,-69,-64,-82,-67,-77,-67,-66,-76,-77,-86,-85,-89,-66,-79,-69,-67,-87,-77,-76,-100,-100,-76,-64,-77,-100,-75,-90,-67,-100,-100,-89,-100,-81,-100,-100,-100,-85,-69,-100,-100,-73,-69,-64,-85,-85,-100,-84,-85,-100,-100,-83,-85,-100,-73,-100,-100,-88,-89,-100,-86,-74,-100,-100,-64,-85,-100,-100,-100,-100,-76,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-85,-86,-86,-87,-87,-100,-87,-85,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-80,-81,-81,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1699633013205
-76,-76,-100,-100,-100,-100,-100,-100,-58,-73,-76,-100,-100,-100,-100,-74,-100,-100,-74,-100,-61,-100,-100,-83,-100,-100,-76,-100,-79,-100,-78,-61,-77,-61,-100,-100,-100,-76,-64,-64,-80,-64,-64,-68,-79,-80,-67,-64,-82,-69,-77,-69,-71,-72,-77,-86,-88,-100,-65,-79,-68,-69,-87,-77,-76,-80,-80,-100,-65,-77,-80,-75,-91,-69,-100,-100,-89,-100,-83,-100,-100,-100,-85,-70,-100,-100,-78,-71,-64,-85,-86,-100,-87,-86,-100,-100,-83,-87,-100,-78,-100,-100,-87,-84,-100,-100,-78,-100,-100,-65,-85,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-85,-86,-86,-84,-84,-100,-84,-85,-100,-84,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-84,-84,-84,-84,-100,-100,-100,-89,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1705241540338
-77,-78,-100,-100,-100,-81,-100,-100,-57,-71,-78,-100,-100,-100,-100,-71,-100,-100,-71,-80,-59,-100,-100,-85,-100,-100,-83,-100,-79,-100,-77,-59,-77,-58,-100,-100,-100,-77,-65,-65,-78,-65,-65,-71,-77,-77,-71,-63,-76,-68,-100,-68,-70,-72,-72,-88,-88,-100,-65,-78,-72,-68,-87,-77,-100,-80,-80,-76,-64,-77,-80,-77,-90,-68,-100,-100,-89,-100,-83,-100,-100,-100,-84,-68,-100,-100,-78,-70,-65,-84,-86,-100,-87,-86,-100,-100,-83,-87,-100,-78,-100,-100,-88,-86,-100,-100,-78,-100,-100,-64,-87,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-87,-87,-87,-87,-87,-100,-87,-84,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-78,-79,-78,-79,-100,-100,-100,-89,-89,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,437,1711010464086
-74,-100,-100,-100,-79,-100,-100,-100,-72,-73,-75,-100,-100,-100,-100,-73,-100,-100,-68,-100,-62,-100,-100,-100,-100,-100,-81,-100,-100,-100,-74,-62,-73,-62,-100,-100,-100,-73,-67,-67,-72,-62,-63,-66,-72,-72,-66,-63,-75,-74,-100,-100,-66,-60,-74,-100,-100,-100,-67,-72,-66,-74,-100,-100,-77,-100,-100,-76,-63,-100,-100,-77,-90,-74,-100,-100,-100,-100,-84,-100,-100,-100,-100,-71,-100,-100,-100,-70,-63,-100,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-78,-100,-100,-63,-100,-100,-100,-100,-87,-73,-100,-74,-87,-100,-100,-100,-100,-100,-74,-100,-83,-83,-84,-88,-88,-100,-88,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-83,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,420,1759001169432
-77,-100,-100,-100,-79,-100,-100,-100,-67,-69,-77,-100,-100,-100,-100,-69,-100,-100,-68,-100,-61,-100,-100,-100,-100,-100,-80,-100,-81,-100,-74,-61,-73,-61,-100,-100,-100,-73,-67,-67,-72,-63,-63,-66,-71,-71,-66,-63,-75,-73,-100,-73,-72,-60,-76,-88,-87,-100,-67,-72,-66,-73,-89,-84,-77,-100,-100,-78,-63,-86,-100,-77,-90,-73,-100,-100,-100,-100,-85,-100,-100,-100,-86,-72,-100,-100,-100,-70,-63,-100,-100,-100,-83,-83,-100,-100,-80,-83,-100,-100,-100,-100,-100,-89,-100,-88,-78,-100,-100,-63,-100,-100,-100,-100,-87,-73,-100,-74,-88,-100,-90,-100,-100,-100,-74,-100,-84,-83,-83,-88,-87,-100,-88,-79,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-82,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,420,1763580858129
-77,-100,-100,-100,-100,-100,-100,-100,-69,-70,-77,-100,-100,-100,-100,-70,-100,-100,-70,-100,-58,-100,-100,-100,-100,-100,-80,-100,-81,-100,-74,-57,-68,-57,-100,-100,-100,-74,-67,-67,-73,-62,-62,-66,-73,-73,-66,-63,-75,-72,-100,-72,-72,-74,-77,-86,-86,-100,-67,-73,-67,-72,-86,-84,-79,-100,-100,-78,-63,-86,-100,-100,-100,-72,-100,-100,-100,-100,-88,-100,-100,-100,-85,-59,-100,-100,-100,-72,-62,-85,-100,-100,-84,-83,-100,-100,-85,-84,-100,-100,-100,-100,-100,-88,-100,-88,-76,-100,-100,-63,-100,-100,-100,-100,-88,-74,-100,-74,-88,-100,-90,-100,-100,-100,-74,-100,-83,-83,-82,-89,-87,-100,-88,-79,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-84,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,420,1768149241512
