b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-75,-81,-72,-72,-71,-69,-69,-81,-81,-58,-81,-81,-61,-61,-73,-76,-76,-72,-69,-81,-61,-76,-74,-77,-77,-77,-64,-89,-74,-61,-100,-74,-77,-100,-60,-59,-59,-79,-79,-100,-78,-78,-88,-100,-89,-85,-89,-100,-59,-79,-78,-74,-86,-86,-39,-72,-70,-72,-76,-76,-100,-100,-82,-82,-81,-100,-100,-90,-72,-76,-89,-82,-100,-89,-60,-60,-67,-100,-100,-100,-100,-86,-91,-89,-100,-100,-100,-100,-84,-100,-81,-81,-83,-100,-90,-100,-80,-87,-100,-100,-100,-100,-83,-86,-89,-87,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,602,1101932169943
-76,-82,-72,-72,-73,-68,-68,-82,-81,-55,-82,-82,-62,-63,-71,-76,-76,-72,-68,-81,-63,-76,-74,-76,-77,-76,-75,-90,-73,-63,-74,-74,-78,-85,-59,-58,-58,-77,-77,-67,-77,-79,-88,-82,-89,-86,-100,-86,-58,-77,-79,-74,-86,-89,-42,-72,-65,-72,-76,-76,-100,-74,-100,-100,-81,-100,-100,-90,-72,-76,-89,-100,-100,-92,-59,-59,-67,-100,-100,-100,-100,-87,-100,-89,-100,-100,-100,-100,-83,-100,-81,-81,-83,-100,-90,-88,-80,-100,-100,-100,-100,-100,-83,-88,-100,-87,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,602,1106603950983
-74,-82,-71,-72,-71,-66,-66,-81,-82,-56,-81,-81,-59,-58,-75,-78,-77,-72,-65,-81,-58,-77,-100,-100,-100,-100,-74,-86,-100,-59,-75,-75,-79,-87,-56,-59,-60,-76,-76,-67,-79,-79,-89,-100,-100,-78,-90,-100,-60,-76,-78,-100,-79,-100,-38,-70,-73,-70,-74,-74,-86,-80,-100,-89,-100,-88,-86,-89,-70,-74,-89,-100,-86,-87,-56,-56,-67,-100,-100,-79,-100,-79,-100,-89,-67,-100,-100,-100,-80,-83,-100,-100,-79,-100,-93,-100,-100,-100,-100,-100,-100,-100,-81,-84,-86,-85,-100,-100,-100,-84,-85,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1200132781312
-74,-79,-73,-72,-73,-66,-66,-83,-82,-53,-79,-79,-59,-59,-74,-76,-76,-73,-66,-81,-59,-76,-75,-78,-78,-78,-74,-88,-75,-59,-75,-75,-76,-89,-56,-61,-61,-72,-72,-69,-79,-81,-89,-80,-100,-80,-90,-100,-61,-72,-80,-75,-80,-89,-41,-71,-72,-71,-73,-74,-86,-78,-100,-89,-79,-88,-86,-88,-71,-74,-89,-100,-86,-87,-56,-56,-69,-78,-78,-78,-87,-80,-100,-86,-69,-78,-78,-89,-82,-83,-81,-81,-83,-100,-93,-100,-81,-100,-100,-100,-100,-100,-81,-88,-86,-85,-100,-100,-100,-84,-85,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1204779405476
-75,-79,-72,-72,-72,-66,-66,-83,-83,-56,-78,-79,-57,-57,-74,-77,-77,-72,-66,-82,-57,-77,-70,-78,-78,-78,-100,-87,-75,-57,-100,-100,-70,-88,-57,-60,-60,-72,-73,-69,-80,-80,-100,-80,-90,-80,-89,-100,-60,-72,-81,-75,-80,-89,-40,-72,-74,-71,-75,-75,-84,-78,-100,-100,-81,-86,-87,-88,-71,-75,-89,-100,-86,-87,-57,-57,-69,-78,-78,-78,-87,-80,-89,-86,-69,-78,-78,-89,-83,-100,-82,-83,-83,-100,-100,-100,-82,-100,-86,-85,-100,-87,-100,-88,-100,-100,-100,-100,-81,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1209713385058
-78,-79,-71,-72,-72,-66,-65,-82,-82,-45,-79,-78,-57,-57,-74,-77,-77,-72,-65,-82,-58,-77,-75,-78,-78,-78,-100,-88,-76,-57,-100,-100,-79,-88,-57,-60,-60,-72,-73,-69,-81,-80,-100,-81,-90,-80,-90,-100,-60,-73,-81,-76,-80,-100,-39,-72,-72,-72,-75,-75,-84,-78,-100,-100,-81,-87,-87,-88,-72,-75,-89,-100,-87,-87,-57,-57,-69,-79,-79,-79,-100,-80,-91,-88,-69,-79,-100,-91,-83,-100,-82,-82,-83,-100,-100,-84,-77,-100,-86,-85,-100,-87,-100,-87,-84,-100,-100,-100,-81,-84,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1214547982816
-76,-79,-72,-72,-72,-66,-65,-82,-81,-60,-79,-79,-57,-57,-75,-77,-77,-72,-65,-81,-57,-77,-75,-78,-78,-78,-77,-88,-75,-57,-76,-76,-75,-84,-57,-60,-59,-73,-73,-69,-81,-80,-89,-81,-88,-80,-90,-100,-59,-73,-80,-75,-80,-100,-41,-72,-74,-71,-100,-75,-85,-78,-100,-100,-81,-87,-87,-100,-72,-75,-89,-100,-87,-88,-57,-57,-69,-79,-79,-78,-100,-80,-87,-88,-69,-79,-78,-91,-83,-100,-82,-82,-83,-100,-90,-84,-77,-100,-86,-85,-100,-87,-83,-88,-85,-100,-100,-100,-81,-85,-85,-87,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1219251481044
-76,-79,-72,-72,-72,-66,-66,-82,-82,-57,-79,-79,-57,-57,-74,-77,-77,-72,-66,-82,-57,-77,-76,-78,-78,-77,-76,-87,-75,-57,-76,-76,-76,-87,-57,-60,-60,-72,-73,-69,-81,-80,-89,-80,-88,-80,-91,-100,-60,-73,-80,-76,-80,-100,-40,-72,-74,-71,-75,-75,-85,-78,-100,-100,-80,-100,-100,-100,-72,-75,-89,-100,-100,-88,-57,-57,-69,-100,-100,-78,-87,-80,-87,-100,-69,-100,-78,-90,-83,-91,-100,-100,-83,-100,-90,-85,-100,-100,-86,-85,-100,-87,-82,-88,-85,-100,-100,-100,-80,-85,-85,-87,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,583,1224058864636
-69,-78,-70,-70,-70,-68,-68,-79,-79,-52,-77,-77,-60,-60,-74,-70,-71,-70,-68,-79,-60,-71,-72,-71,-71,-71,-71,-88,-72,-60,-74,-73,-81,-70,-57,-59,-59,-76,-75,-71,-81,-81,-82,-80,-83,-84,-89,-86,-60,-75,-80,-72,-84,-100,-37,-66,-65,-66,-76,-76,-100,-75,-84,-100,-80,-89,-100,-100,-66,-76,-82,-85,-89,-88,-57,-57,-71,-78,-79,-100,-100,-84,-86,-84,-100,-78,-100,-100,-83,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-86,-85,-86,-100,-80,-86,-86,-100,-100,-100,-100,-87,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1307562617521
-74,-78,-70,-70,-70,-69,-69,-79,-80,-54,-78,-78,-61,-61,-74,-70,-71,-70,-69,-79,-61,-70,-73,-71,-71,-72,-71,-90,-72,-61,-74,-73,-80,-88,-57,-60,-61,-75,-76,-71,-81,-81,-82,-80,-83,-84,-88,-87,-60,-76,-79,-72,-85,-86,-39,-67,-68,-66,-75,-76,-100,-75,-84,-100,-80,-89,-100,-100,-66,-76,-82,-85,-89,-64,-57,-57,-71,-77,-78,-100,-100,-84,-86,-83,-100,-78,-74,-89,-83,-100,-81,-100,-83,-87,-100,-100,-100,-87,-100,-100,-88,-100,-84,-86,-88,-85,-86,-100,-80,-86,-86,-100,-100,-100,-100,-87,-88,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1312450698977
-76,-79,-70,-70,-70,-69,-69,-79,-80,-51,-79,-79,-60,-60,-75,-70,-70,-70,-69,-79,-60,-71,-73,-71,-72,-72,-73,-90,-73,-61,-100,-100,-80,-86,-57,-60,-60,-75,-75,-70,-81,-81,-82,-80,-83,-84,-89,-88,-60,-75,-81,-73,-85,-87,-38,-67,-70,-66,-76,-76,-87,-74,-84,-100,-100,-100,-100,-100,-67,-76,-83,-100,-100,-88,-57,-57,-70,-77,-78,-75,-100,-85,-83,-83,-100,-100,-74,-91,-83,-100,-81,-100,-83,-86,-100,-100,-82,-87,-100,-100,-90,-100,-82,-89,-88,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1317305209027
-76,-78,-70,-70,-70,-68,-68,-79,-79,-53,-77,-77,-60,-61,-78,-71,-70,-70,-69,-79,-61,-70,-73,-71,-71,-72,-73,-89,-73,-60,-100,-100,-80,-87,-57,-60,-60,-75,-75,-71,-81,-81,-83,-80,-83,-85,-89,-87,-59,-75,-81,-73,-84,-87,-37,-66,-71,-66,-76,-75,-87,-75,-84,-100,-80,-100,-100,-100,-67,-76,-83,-100,-100,-87,-57,-57,-70,-100,-78,-75,-100,-85,-83,-100,-70,-78,-74,-91,-83,-100,-81,-82,-81,-87,-91,-88,-81,-88,-100,-100,-90,-100,-82,-90,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1322187504702
-74,-78,-70,-70,-70,-68,-68,-80,-80,-52,-78,-78,-60,-60,-74,-71,-70,-70,-68,-79,-61,-71,-73,-72,-72,-72,-74,-90,-72,-61,-100,-74,-82,-82,-57,-60,-60,-75,-75,-71,-81,-81,-83,-80,-100,-84,-88,-87,-60,-75,-82,-73,-84,-87,-38,-66,-70,-66,-75,-76,-100,-74,-100,-100,-80,-100,-100,-100,-100,-76,-100,-100,-100,-85,-57,-57,-71,-78,-79,-75,-87,-84,-84,-100,-71,-78,-74,-89,-83,-100,-81,-81,-81,-87,-91,-87,-81,-87,-100,-100,-89,-100,-100,-87,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1327049998919
-75,-78,-70,-70,-70,-69,-68,-79,-79,-53,-78,-78,-61,-60,-74,-70,-70,-70,-68,-79,-61,-71,-73,-72,-72,-71,-74,-87,-72,-60,-73,-74,-73,-88,-57,-60,-60,-75,-75,-71,-81,-82,-83,-79,-100,-85,-89,-88,-61,-75,-80,-73,-85,-87,-37,-66,-66,-66,-76,-76,-100,-74,-100,-100,-79,-88,-89,-91,-66,-76,-100,-100,-89,-87,-57,-57,-70,-77,-77,-75,-87,-85,-83,-100,-71,-78,-100,-89,-83,-100,-81,-81,-83,-100,-100,-87,-82,-87,-100,-100,-89,-100,-84,-90,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-86,-87,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,564,1331771615845
-74,-74,-72,-72,-72,-70,-69,-76,-77,-52,-74,-74,-61,-61,-75,-73,-73,-72,-70,-77,-61,-73,-73,-73,-73,-73,-75,-100,-73,-62,-75,-74,-76,-87,-58,-63,-63,-74,-74,-71,-79,-79,-100,-82,-100,-80,-89,-100,-63,-75,-79,-73,-80,-100,-40,-70,-67,-70,-100,-71,-100,-78,-83,-82,-81,-100,-100,-100,-70,-73,-100,-83,-100,-88,-58,-58,-71,-100,-100,-77,-100,-80,-85,-100,-71,-100,-78,-88,-83,-100,-83,-84,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-80,-85,-86,-84,-100,-84,-81,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,545,1443879232052
-75,-74,-72,-72,-71,-70,-70,-76,-76,-53,-74,-74,-62,-62,-75,-74,-75,-72,-69,-76,-62,-74,-74,-74,-74,-74,-75,-100,-73,-62,-75,-74,-77,-86,-58,-62,-64,-76,-76,-70,-79,-80,-82,-81,-83,-79,-89,-100,-63,-77,-79,-74,-79,-100,-39,-70,-70,-70,-72,-72,-88,-76,-83,-84,-80,-86,-86,-100,-70,-72,-83,-83,-85,-90,-58,-58,-70,-72,-72,-77,-100,-79,-85,-100,-71,-70,-78,-88,-83,-88,-82,-83,-100,-100,-100,-86,-82,-100,-100,-88,-88,-100,-80,-84,-86,-84,-100,-84,-79,-85,-86,-100,-100,-100,-100,-89,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,545,1448575584394
-74,-74,-72,-72,-71,-68,-68,-79,-80,-51,-74,-74,-64,-63,-73,-73,-74,-72,-68,-80,-64,-73,-74,-74,-74,-74,-100,-90,-74,-64,-100,-74,-71,-90,-58,-62,-62,-76,-77,-69,-80,-80,-82,-81,-83,-79,-100,-100,-63,-77,-80,-74,-79,-100,-41,-70,-70,-70,-72,-73,-88,-77,-100,-84,-80,-86,-86,-100,-70,-72,-83,-100,-85,-73,-58,-58,-67,-72,-72,-100,-100,-80,-90,-87,-100,-72,-100,-100,-100,-88,-83,-83,-100,-100,-91,-86,-82,-85,-100,-88,-100,-100,-100,-84,-87,-84,-84,-83,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,545,1453544718559
-75,-74,-72,-72,-72,-68,-68,-80,-79,-53,-74,-74,-63,-63,-75,-74,-74,-72,-68,-80,-63,-74,-74,-75,-75,-76,-74,-90,-74,-63,-74,-74,-77,-90,-58,-63,-63,-76,-77,-69,-78,-79,-100,-80,-100,-79,-100,-100,-62,-77,-79,-100,-79,-100,-42,-71,-69,-71,-72,-73,-100,-76,-100,-100,-81,-100,-100,-100,-71,-72,-100,-100,-100,-91,-58,-58,-69,-72,-72,-100,-100,-80,-87,-87,-69,-72,-76,-100,-100,-100,-82,-83,-100,-100,-91,-85,-82,-85,-100,-100,-100,-100,-100,-87,-87,-87,-84,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,545,1458337638036
-68,-73,-72,-72,-72,-68,-68,-78,-79,-52,-73,-73,-64,-64,-75,-75,-75,-72,-68,-77,-64,-75,-73,-75,-75,-76,-74,-100,-73,-64,-74,-74,-76,-87,-58,-64,-63,-77,-77,-72,-79,-78,-100,-80,-100,-80,-100,-100,-63,-77,-78,-73,-80,-100,-38,-71,-70,-70,-73,-72,-100,-76,-100,-100,-81,-100,-100,-100,-71,-73,-100,-100,-100,-89,-58,-58,-69,-73,-72,-76,-100,-79,-84,-86,-69,-73,-76,-100,-100,-91,-81,-82,-100,-100,-100,-87,-83,-87,-100,-100,-100,-100,-100,-88,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,545,1463066989024
