38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,timestamp
-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-54,-100,-82,-100,-51,-100,-100,-87,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-58,-57,-100,-100,-57,-100,-100,-100,-100,-100,-100,-81,-80,-80,-100,-79,-79,-79,-77,-76,-79,-88,-84,-74,-76,-76,-100,-76,-100,-100,-100,-88,-79,-79,-100,-79,-78,-87,-86,-75,-87,-87,-75,-100,-100,-83,-100,-89,-100,-100,-100,-100,-87,-87,-100,-100,-100,-89,-88,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2524107357890
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-56,-100,-82,-82,-52,-82,-100,-87,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-57,-57,-100,-100,-56,-100,-100,-100,-100,-100,-100,-75,-78,-77,-100,-78,-76,-79,-80,-80,-80,-86,-84,-76,-77,-77,-77,-80,-85,-100,-100,-88,-79,-79,-77,-77,-78,-87,-88,-75,-88,-87,-74,-100,-100,-83,-100,-89,-100,-100,-100,-100,-85,-86,-100,-100,-100,-89,-88,-100,-100,-87,-90,-100,-86,-100,-100,-100,-100,-90,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2528163190128
-65,-100,-67,-66,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-55,-100,-82,-82,-50,-82,-100,-87,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-57,-57,-88,-100,-57,-100,-100,-100,-100,-100,-100,-82,-77,-78,-100,-77,-78,-81,-78,-79,-79,-85,-85,-76,-77,-77,-77,-75,-85,-100,-86,-87,-80,-81,-77,-78,-78,-86,-89,-75,-88,-100,-74,-100,-100,-83,-100,-100,-100,-91,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-86,-100,-100,-100,-100,-88,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2532723030647
-67,-100,-67,-66,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-55,-100,-100,-81,-51,-100,-100,-87,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-58,-58,-88,-100,-57,-100,-100,-100,-100,-100,-100,-82,-77,-76,-100,-77,-77,-81,-79,-79,-79,-88,-85,-100,-77,-77,-78,-79,-100,-100,-84,-86,-81,-81,-78,-77,-77,-86,-89,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-91,-100,-100,-86,-87,-100,-100,-100,-82,-83,-100,-85,-88,-90,-85,-100,-100,-100,-100,-100,-89,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2537138677937
-66,-100,-66,-74,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-81,-81,-52,-81,-100,-87,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-58,-58,-100,-89,-58,-100,-100,-100,-100,-100,-100,-78,-77,-77,-100,-77,-77,-81,-79,-79,-79,-89,-100,-100,-77,-77,-78,-79,-84,-100,-84,-86,-81,-81,-78,-78,-77,-86,-88,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-89,-100,-100,-86,-87,-100,-100,-100,-82,-83,-100,-85,-88,-88,-85,-100,-100,-100,-100,-89,-89,-87,-86,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2541579881998
-66,-100,-66,-74,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-56,-100,-81,-81,-54,-81,-100,-86,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-57,-58,-100,-89,-58,-100,-100,-100,-100,-100,-100,-85,-75,-77,-100,-77,-77,-80,-79,-79,-79,-87,-100,-100,-78,-78,-78,-79,-85,-84,-85,-100,-80,-80,-78,-79,-79,-100,-89,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-85,-100,-100,-100,-89,-90,-79,-86,-78,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,449,652,2545986022569
-71,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-51,-100,-100,-100,-55,-100,-100,-89,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-60,-60,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-76,-77,-79,-79,-79,-83,-100,-81,-100,-100,-79,-79,-77,-77,-76,-100,-76,-76,-76,-76,-75,-86,-86,-82,-86,-86,-81,-100,-100,-100,-100,-83,-100,-100,-80,-100,-86,-86,-81,-100,-100,-82,-82,-100,-100,-89,-91,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2582829066253
-71,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-50,-100,-81,-100,-52,-100,-100,-90,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-62,-62,-100,-100,-62,-100,-100,-100,-100,-100,-100,-78,-76,-76,-100,-75,-76,-78,-79,-79,-79,-84,-100,-81,-80,-81,-79,-79,-77,-77,-76,-100,-78,-78,-78,-76,-79,-88,-87,-82,-87,-87,-81,-100,-100,-100,-100,-89,-100,-87,-80,-100,-86,-88,-79,-100,-100,-89,-82,-100,-100,-87,-90,-100,-80,-89,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2587044627553
-70,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-50,-100,-81,-81,-54,-81,-100,-89,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-63,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-75,-75,-77,-78,-79,-79,-60,-100,-100,-81,-81,-81,-79,-77,-77,-77,-100,-77,-77,-79,-78,-79,-88,-86,-100,-85,-84,-100,-100,-100,-100,-100,-89,-100,-87,-80,-100,-86,-87,-79,-100,-100,-89,-100,-100,-81,-87,-90,-80,-80,-89,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2591289073333
-67,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-50,-100,-81,-81,-52,-85,-100,-71,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-57,-56,-79,-78,-56,-100,-100,-100,-100,-100,-100,-80,-74,-74,-100,-74,-74,-75,-78,-78,-78,-81,-88,-100,-81,-80,-81,-78,-77,-79,-80,-84,-75,-75,-79,-76,-100,-89,-88,-100,-87,-89,-100,-100,-100,-84,-100,-100,-100,-90,-83,-83,-88,-88,-84,-100,-100,-100,-100,-100,-81,-86,-90,-80,-100,-86,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2595802567237
-73,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-54,-100,-86,-86,-58,-85,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-53,-53,-79,-78,-53,-100,-100,-100,-100,-100,-100,-76,-74,-74,-100,-74,-74,-77,-78,-78,-78,-81,-88,-100,-81,-80,-80,-78,-81,-82,-81,-86,-77,-77,-75,-75,-75,-90,-89,-100,-87,-89,-100,-100,-100,-84,-100,-85,-84,-88,-83,-83,-89,-89,-84,-100,-100,-86,-86,-100,-100,-86,-92,-100,-100,-86,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2600195691871
-68,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-53,-100,-86,-86,-52,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-53,-100,-100,-53,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-76,-79,-79,-79,-100,-100,-80,-78,-78,-78,-79,-81,-82,-80,-86,-76,-76,-75,-75,-78,-91,-89,-100,-100,-100,-79,-100,-84,-82,-100,-86,-84,-88,-81,-81,-89,-89,-81,-100,-100,-86,-85,-100,-100,-89,-92,-100,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,652,2604727181505
-71,-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-53,-100,-100,-100,-43,-100,-100,-90,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-55,-55,-100,-100,-55,-100,-100,-91,-93,-100,-100,-78,-77,-76,-100,-76,-76,-81,-79,-79,-79,-100,-100,-84,-80,-80,-80,-80,-79,-80,-80,-88,-80,-80,-77,-77,-77,-89,-100,-83,-100,-100,-83,-100,-100,-100,-83,-86,-82,-100,-80,-77,-88,-88,-78,-83,-100,-87,-87,-83,-84,-100,-91,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2641722246282
-74,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-52,-100,-100,-100,-51,-100,-100,-89,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-56,-56,-100,-100,-56,-100,-100,-91,-93,-100,-100,-78,-76,-76,-100,-75,-76,-79,-78,-78,-78,-89,-100,-84,-80,-80,-79,-77,-79,-82,-80,-88,-79,-78,-78,-79,-78,-87,-100,-83,-100,-100,-83,-100,-100,-100,-83,-86,-82,-100,-79,-79,-87,-88,-79,-84,-100,-87,-87,-83,-82,-100,-90,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2646011931072
-75,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-52,-100,-100,-100,-49,-100,-100,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-78,-78,-77,-100,-78,-78,-78,-79,-79,-79,-87,-87,-100,-79,-79,-79,-79,-100,-82,-81,-100,-79,-79,-78,-79,-78,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-79,-79,-87,-88,-79,-82,-83,-100,-100,-84,-82,-100,-92,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2650507546071
-74,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-52,-100,-100,-100,-59,-100,-100,-88,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-55,-56,-100,-100,-55,-100,-100,-100,-100,-100,-100,-78,-77,-77,-100,-76,-77,-80,-79,-79,-79,-85,-87,-100,-78,-79,-79,-79,-100,-82,-81,-88,-80,-80,-77,-77,-77,-87,-90,-100,-100,-100,-100,-100,-83,-83,-100,-89,-82,-89,-79,-79,-87,-87,-79,-83,-83,-100,-89,-84,-82,-100,-90,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2654862658204
-74,-100,-74,-74,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-51,-100,-100,-100,-48,-100,-100,-62,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-64,-76,-76,-100,-77,-75,-80,-80,-79,-80,-87,-100,-100,-79,-79,-79,-80,-82,-82,-82,-88,-79,-79,-78,-78,-78,-86,-90,-100,-100,-100,-100,-100,-83,-88,-100,-89,-82,-88,-79,-79,-87,-87,-79,-83,-83,-100,-89,-84,-83,-100,-89,-83,-83,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2659214478203
-74,-100,-74,-73,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-51,-100,-100,-100,-46,-100,-100,-62,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-79,-77,-77,-100,-78,-78,-81,-80,-80,-80,-88,-89,-100,-79,-78,-100,-79,-81,-81,-80,-87,-80,-80,-76,-78,-77,-88,-88,-100,-100,-100,-100,-100,-82,-60,-100,-100,-100,-88,-79,-100,-87,-86,-100,-100,-100,-100,-100,-100,-83,-100,-92,-82,-82,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,478,652,2663701378930
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-88,-87,-43,-90,-100,-91,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-58,-58,-100,-100,-58,-100,-100,-100,-100,-100,-100,-81,-80,-80,-100,-79,-80,-81,-81,-80,-81,-81,-100,-100,-100,-100,-100,-81,-81,-79,-80,-100,-80,-81,-100,-82,-81,-91,-90,-100,-100,-100,-100,-100,-83,-100,-83,-87,-83,-87,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-80,-100,-88,-80,-81,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2701891315999
