38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,timestamp
-46,-79,-46,-46,-77,-76,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-84,-100,-85,-85,-54,-100,-82,-100,-100,-54,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-79,-79,-86,-85,-100,-85,-100,-87,-100,-100,-85,-87,-100,-100,-100,-83,-100,-100,-100,-100,-84,-54,-100,-100,-100,-100,-100,-100,-100,-75,-87,-79,-100,-84,-80,-100,-83,-83,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-81,-80,-100,-100,-81,-81,-100,-85,-85,-85,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1186027484181
-46,-79,-46,-46,-77,-82,-89,-100,-100,-100,-100,-100,-91,-89,-82,-100,-91,-100,-100,-84,-100,-84,-84,-52,-100,-81,-100,-100,-52,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-79,-79,-87,-87,-100,-87,-100,-85,-100,-100,-85,-87,-85,-100,-100,-77,-89,-100,-94,-100,-84,-52,-100,-82,-100,-100,-100,-100,-100,-76,-87,-79,-100,-85,-81,-100,-83,-83,-84,-83,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-82,-81,-100,-100,-81,-81,-100,-86,-86,-86,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1190305471576
-46,-79,-46,-46,-75,-79,-88,-100,-100,-100,-100,-100,-100,-89,-81,-100,-100,-100,-100,-84,-100,-84,-85,-53,-100,-81,-100,-100,-53,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-79,-79,-87,-87,-100,-87,-100,-72,-100,-100,-71,-88,-85,-100,-100,-82,-88,-100,-94,-100,-83,-53,-100,-82,-100,-100,-100,-100,-100,-75,-87,-79,-100,-85,-83,-100,-82,-82,-80,-82,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-83,-100,-100,-81,-81,-100,-87,-87,-87,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1194801589230
-46,-79,-46,-46,-75,-79,-88,-100,-100,-100,-100,-100,-100,-91,-81,-100,-100,-100,-100,-85,-100,-84,-85,-52,-89,-81,-100,-100,-52,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-79,-79,-85,-85,-100,-86,-100,-72,-100,-100,-85,-88,-100,-100,-100,-82,-88,-100,-100,-100,-85,-52,-100,-82,-100,-100,-100,-100,-100,-76,-85,-79,-100,-100,-81,-100,-82,-81,-87,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1199184298760
-46,-77,-46,-46,-78,-75,-100,-100,-100,-100,-100,-100,-100,-91,-81,-100,-100,-100,-100,-85,-100,-85,-85,-52,-90,-81,-100,-100,-52,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-79,-80,-85,-82,-100,-85,-100,-86,-100,-100,-87,-88,-86,-100,-100,-85,-100,-100,-100,-100,-85,-52,-100,-81,-100,-100,-100,-100,-100,-78,-86,-80,-100,-86,-81,-100,-82,-81,-79,-82,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-87,-87,-86,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1203519579175
-46,-79,-46,-46,-75,-77,-89,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-100,-86,-85,-52,-90,-84,-100,-100,-52,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-79,-79,-100,-82,-100,-85,-100,-86,-100,-100,-84,-87,-83,-100,-100,-81,-100,-100,-100,-100,-85,-52,-100,-81,-100,-100,-100,-100,-100,-77,-86,-79,-90,-86,-82,-100,-83,-84,-84,-83,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-86,-100,-100,-100,-100,-81,-82,-100,-100,-82,-81,-100,-85,-85,-85,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,157,608,1207873028652
-50,-79,-50,-50,-100,-100,-87,-89,-88,-100,-100,-100,-100,-90,-82,-100,-100,-100,-100,-86,-100,-86,-87,-51,-85,-82,-100,-100,-51,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-78,-77,-100,-90,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-81,-88,-100,-100,-100,-85,-51,-100,-83,-100,-100,-100,-100,-100,-78,-89,-78,-100,-100,-100,-100,-80,-81,-80,-80,-100,-93,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-100,-89,-86,-88,-87,-88,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1241782451243
-50,-80,-50,-50,-77,-51,-89,-89,-88,-100,-100,-100,-100,-90,-82,-100,-89,-100,-100,-85,-100,-85,-85,-50,-89,-82,-100,-100,-50,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-85,-85,-100,-90,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-79,-88,-89,-100,-100,-85,-50,-100,-83,-100,-100,-100,-100,-100,-81,-89,-85,-100,-100,-80,-100,-81,-81,-72,-81,-100,-93,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-87,-82,-100,-89,-87,-87,-86,-87,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1246075163638
-48,-79,-49,-48,-77,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-85,-85,-51,-87,-100,-100,-100,-51,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-81,-86,-89,-100,-100,-88,-51,-100,-100,-100,-100,-100,-100,-100,-79,-100,-83,-100,-100,-85,-100,-79,-79,-77,-80,-100,-95,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-81,-100,-100,-89,-88,-87,-89,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1250482935459
-50,-78,-50,-50,-79,-75,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-87,-100,-87,-87,-51,-87,-100,-100,-100,-51,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-85,-84,-100,-88,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-81,-86,-92,-100,-100,-86,-51,-100,-100,-100,-100,-100,-100,-100,-81,-88,-85,-100,-100,-83,-100,-80,-81,-78,-80,-100,-95,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-81,-100,-100,-88,-88,-88,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1254717671655
-50,-79,-50,-50,-79,-80,-85,-87,-88,-100,-100,-100,-100,-100,-83,-100,-92,-100,-100,-86,-100,-86,-87,-50,-78,-100,-78,-78,-50,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-82,-81,-100,-88,-100,-100,-100,-74,-100,-100,-78,-88,-79,-100,-100,-82,-87,-91,-100,-100,-87,-50,-78,-100,-100,-100,-100,-100,-100,-81,-88,-82,-100,-78,-83,-100,-80,-81,-79,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-81,-81,-100,-87,-87,-86,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1259031523164
-50,-78,-50,-50,-75,-78,-86,-88,-88,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-86,-100,-86,-100,-50,-86,-83,-78,-78,-50,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-89,-100,-100,-78,-88,-79,-100,-100,-82,-86,-91,-100,-100,-87,-50,-78,-83,-100,-100,-100,-100,-100,-80,-88,-81,-92,-78,-85,-100,-80,-80,-80,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-89,-86,-86,-86,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,608,1263299627485
-44,-83,-44,-44,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-80,-100,-91,-100,-100,-83,-100,-82,-83,-47,-85,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-88,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-78,-100,-89,-100,-100,-83,-47,-81,-85,-100,-100,-100,-100,-100,-100,-88,-81,-94,-100,-81,-100,-80,-80,-79,-80,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-86,-100,-80,-100,-83,-83,-83,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1302682292679
-46,-83,-46,-46,-100,-79,-88,-100,-100,-100,-100,-100,-100,-89,-80,-100,-91,-100,-100,-84,-100,-82,-83,-46,-85,-100,-100,-100,-46,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-80,-80,-100,-88,-100,-100,-100,-88,-100,-100,-86,-88,-87,-100,-100,-76,-100,-91,-100,-100,-85,-46,-81,-85,-100,-100,-100,-100,-100,-82,-88,-80,-94,-87,-81,-100,-79,-71,-76,-80,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-85,-84,-82,-80,-100,-84,-84,-85,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1306856739500
-46,-83,-46,-46,-77,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-85,-49,-100,-100,-100,-100,-49,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-79,-80,-100,-88,-100,-100,-100,-86,-100,-100,-87,-79,-87,-100,-100,-80,-100,-91,-100,-100,-85,-49,-100,-86,-100,-100,-100,-100,-100,-83,-88,-80,-100,-87,-83,-100,-81,-78,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-87,-84,-81,-82,-87,-84,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1311187603561
-45,-84,-45,-45,-82,-84,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-92,-100,-100,-83,-100,-100,-85,-46,-90,-100,-100,-100,-47,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-78,-78,-100,-88,-100,-100,-100,-86,-100,-100,-86,-79,-100,-100,-100,-76,-100,-90,-100,-100,-85,-47,-100,-86,-100,-100,-100,-100,-100,-84,-88,-78,-91,-100,-82,-100,-81,-80,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-85,-80,-81,-87,-84,-83,-84,-84,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1315564120695
-46,-84,-45,-45,-82,-84,-87,-100,-100,-100,-100,-100,-100,-91,-87,-100,-90,-100,-100,-85,-100,-86,-85,-46,-90,-100,-100,-100,-46,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-87,-100,-100,-87,-87,-87,-100,-100,-76,-88,-91,-100,-100,-85,-46,-100,-100,-100,-100,-100,-100,-100,-85,-88,-80,-91,-87,-82,-100,-81,-80,-84,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-86,-81,-81,-87,-85,-85,-85,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1319839839703
-45,-83,-46,-46,-81,-84,-87,-100,-100,-100,-100,-100,-100,-91,-100,-100,-91,-100,-100,-84,-100,-85,-85,-47,-85,-100,-100,-82,-46,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-70,-100,-100,-73,-70,-73,-100,-100,-75,-88,-92,-100,-100,-85,-46,-81,-100,-100,-100,-100,-100,-100,-85,-88,-80,-100,-87,-82,-100,-80,-75,-80,-81,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-86,-81,-81,-100,-85,-85,-86,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,608,1324189364754
-50,-100,-50,-50,-88,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-82,-100,-100,-85,-100,-86,-100,-100,-79,-87,-100,-100,-100,-85,-54,-100,-100,-100,-100,-100,-100,-100,-85,-100,-79,-100,-86,-81,-100,-80,-80,-70,-80,-100,-100,-85,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-81,-84,-83,-82,-83,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,608,1357779832553
