b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:13,44:48:c1:a5:82:31,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,00:4e:35:df:06:42,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:62,38:17:c3:1f:01:91,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:01:92,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,20:a6:cd:50:24:b0,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:de:e1:12,80:8d:b7:55:35:02,00:4e:35:df:06:50,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:df:06:41,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:52,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:31,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,38:17:c3:1f:22:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,38:17:c3:1f:01:82,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:01:80,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b8,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:25:e0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:19:55:51,b4:5d:50:e1:96:52,38:17:c3:19:55:50,b4:5d:50:e1:92:21,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:19:71:90,44:48:c1:91:95:b2,38:17:c3:19:55:52,00:4e:35:de:e1:01,38:17:c3:1f:09:83,38:17:c3:19:55:41,44:48:c1:91:95:b3,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:22:22,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:32,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:10,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:22:21,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a1,00:4e:35:df:27:12,x,y,timestamp
-66,-62,-62,-57,-57,-61,-68,-61,-68,-68,-71,-72,-100,-100,-83,-85,-63,-57,-61,-68,-71,-100,-84,-76,-76,-76,-100,-100,-87,-87,-100,-76,-100,-88,-100,-79,-79,-87,-100,-100,-73,-83,-78,-64,-71,-83,-66,-66,-71,-100,-100,-70,-77,-100,-100,-100,-84,-82,-84,-100,-85,-74,-64,-85,-82,-82,-74,-64,-66,-100,-83,-100,-70,-64,-65,-100,-77,-100,-100,-100,-85,-83,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-65,-100,-78,-100,-100,-100,-100,-100,-100,-79,-100,-79,-86,-100,-86,-100,-100,-89,-79,-79,-100,-100,-88,-100,-76,-100,-100,-100,-100,-79,-100,-88,-90,-88,-100,-86,-87,-88,-100,-100,-100,-100,-100,-83,-83,-84,-89,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,447,1933424642646
-64,-62,-61,-58,-58,-61,-66,-61,-66,-67,-73,-76,-100,-100,-84,-84,-62,-58,-61,-67,-72,-100,-84,-77,-77,-77,-100,-100,-88,-88,-100,-76,-100,-88,-100,-79,-79,-87,-100,-100,-72,-85,-77,-75,-70,-86,-67,-65,-72,-100,-100,-70,-87,-100,-100,-100,-100,-82,-87,-100,-85,-74,-64,-100,-81,-82,-75,-64,-66,-100,-81,-100,-70,-64,-66,-86,-77,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-66,-100,-78,-100,-100,-80,-100,-100,-100,-79,-100,-79,-85,-100,-86,-100,-100,-100,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-90,-100,-88,-87,-87,-86,-100,-100,-100,-100,-100,-100,-82,-81,-81,-89,-81,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,447,1939096198113
-69,-62,-61,-59,-59,-60,-68,-60,-68,-68,-75,-73,-100,-82,-83,-83,-62,-59,-60,-68,-72,-100,-83,-77,-77,-77,-100,-100,-87,-87,-100,-76,-100,-88,-100,-100,-100,-100,-100,-100,-72,-80,-78,-75,-69,-84,-65,-65,-72,-100,-100,-69,-87,-100,-100,-100,-100,-81,-85,-100,-85,-74,-64,-100,-81,-81,-75,-63,-65,-100,-81,-100,-70,-63,-66,-86,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-66,-100,-78,-100,-100,-80,-100,-100,-100,-78,-100,-79,-85,-100,-100,-100,-100,-89,-78,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-91,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-82,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,447,1944742516444
-69,-64,-65,-57,-57,-59,-66,-59,-66,-66,-73,-78,-81,-81,-82,-83,-64,-57,-59,-66,-72,-100,-84,-76,-75,-75,-100,-100,-87,-87,-100,-76,-100,-88,-100,-100,-100,-86,-65,-100,-100,-84,-78,-74,-68,-86,-66,-67,-72,-100,-100,-68,-82,-100,-100,-100,-84,-81,-85,-100,-84,-75,-64,-85,-80,-81,-75,-61,-65,-100,-81,-100,-68,-64,-66,-86,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-87,-100,-100,-100,-100,-100,-78,-100,-76,-100,-100,-100,-100,-100,-89,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-82,-100,-91,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,447,1950311063317
-66,-59,-59,-67,-67,-65,-69,-64,-69,-100,-65,-73,-100,-100,-85,-86,-59,-67,-65,-69,-74,-100,-87,-77,-78,-78,-100,-100,-89,-100,-100,-77,-100,-89,-80,-80,-100,-86,-100,-100,-100,-100,-78,-66,-71,-100,-62,-63,-74,-100,-100,-70,-100,-100,-100,-100,-85,-86,-87,-100,-84,-66,-57,-84,-87,-85,-75,-58,-67,-100,-86,-100,-71,-58,-100,-87,-79,-100,-100,-100,-100,-78,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-77,-84,-100,-100,-100,-100,-83,-100,-100,-100,-84,-83,-100,-88,-88,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-83,-84,-84,-89,-84,-88,-100,-100,-88,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2039553044168
-63,-59,-59,-65,-65,-67,-69,-67,-69,-69,-66,-73,-100,-100,-85,-85,-59,-66,-67,-69,-73,-100,-85,-78,-77,-77,-100,-100,-87,-86,-100,-77,-100,-87,-80,-80,-100,-86,-66,-100,-73,-86,-77,-74,-71,-100,-68,-70,-73,-100,-100,-70,-100,-100,-100,-100,-84,-88,-83,-100,-83,-66,-59,-83,-87,-87,-75,-60,-68,-100,-86,-100,-70,-60,-66,-86,-77,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-66,-100,-77,-81,-100,-84,-100,-100,-100,-77,-100,-78,-85,-82,-82,-100,-82,-100,-77,-84,-100,-100,-100,-100,-82,-100,-100,-100,-84,-83,-100,-89,-88,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-81,-81,-81,-89,-80,-88,-100,-88,-89,-100,-90,-89,-100,-100,-87,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2045061679114
-66,-58,-58,-65,-65,-65,-69,-66,-69,-69,-66,-73,-100,-77,-85,-85,-59,-65,-66,-69,-73,-100,-85,-78,-77,-77,-85,-100,-87,-87,-100,-77,-100,-90,-81,-100,-100,-86,-66,-85,-73,-85,-76,-74,-72,-100,-68,-71,-73,-100,-100,-72,-100,-100,-100,-100,-83,-89,-74,-100,-83,-100,-60,-82,-89,-88,-100,-60,-69,-100,-88,-100,-72,-60,-65,-86,-76,-100,-100,-100,-85,-78,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-62,-100,-76,-81,-100,-84,-100,-100,-100,-76,-100,-77,-86,-82,-82,-100,-82,-100,-77,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-88,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-82,-83,-83,-87,-82,-86,-100,-88,-89,-100,-90,-100,-100,-100,-87,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2050937417497
-74,-59,-58,-64,-64,-63,-69,-64,-69,-69,-65,-74,-77,-77,-84,-84,-58,-64,-64,-69,-73,-77,-85,-77,-77,-77,-85,-100,-86,-87,-100,-76,-100,-88,-81,-100,-100,-89,-64,-85,-100,-85,-77,-100,-70,-100,-68,-69,-100,-100,-100,-71,-78,-100,-100,-100,-83,-87,-74,-100,-83,-73,-59,-82,-86,-87,-100,-59,-69,-100,-87,-100,-71,-59,-64,-87,-78,-100,-100,-100,-84,-77,-100,-100,-100,-100,-83,-100,-100,-77,-100,-100,-64,-100,-78,-100,-100,-85,-100,-100,-100,-75,-100,-75,-86,-100,-84,-100,-100,-100,-75,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-88,-88,-100,-85,-84,-86,-100,-100,-100,-100,-100,-100,-83,-83,-83,-89,-82,-86,-100,-100,-100,-100,-88,-88,-86,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2056651075777
-66,-58,-58,-64,-64,-64,-69,-64,-69,-69,-64,-72,-77,-77,-84,-85,-58,-64,-64,-69,-73,-78,-85,-76,-76,-76,-84,-100,-88,-89,-100,-75,-100,-89,-100,-100,-100,-89,-65,-100,-100,-90,-78,-75,-71,-88,-69,-68,-73,-100,-100,-71,-79,-100,-100,-100,-83,-88,-100,-100,-83,-75,-60,-82,-89,-88,-100,-60,-70,-100,-88,-100,-71,-60,-64,-87,-78,-100,-100,-100,-84,-77,-100,-100,-100,-100,-83,-100,-100,-77,-100,-100,-65,-100,-79,-100,-100,-85,-100,-100,-100,-75,-100,-75,-100,-84,-83,-100,-83,-100,-77,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-88,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-83,-82,-84,-90,-83,-100,-100,-87,-100,-100,-88,-88,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2062531305201
-66,-58,-58,-67,-67,-65,-68,-65,-69,-69,-65,-75,-78,-78,-85,-85,-58,-67,-65,-69,-74,-78,-85,-77,-77,-77,-84,-100,-89,-90,-100,-76,-100,-90,-100,-100,-100,-100,-65,-87,-75,-74,-80,-75,-71,-87,-69,-68,-75,-100,-100,-71,-79,-100,-100,-100,-83,-89,-100,-100,-82,-75,-59,-83,-88,-90,-100,-59,-69,-100,-90,-100,-71,-58,-66,-100,-80,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-65,-100,-79,-80,-100,-87,-100,-100,-100,-100,-100,-75,-85,-82,-81,-100,-82,-100,-75,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-89,-89,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-87,-83,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,430,2068342797595
-61,-61,-61,-68,-68,-70,-71,-69,-71,-71,-67,-73,-100,-100,-100,-100,-61,-68,-69,-71,-74,-100,-100,-75,-75,-75,-100,-100,-88,-89,-100,-75,-100,-89,-100,-100,-100,-85,-100,-100,-100,-89,-75,-76,-74,-100,-73,-73,-64,-100,-100,-75,-76,-100,-100,-100,-85,-100,-87,-100,-84,-76,-64,-83,-100,-100,-75,-64,-73,-100,-100,-100,-74,-100,-100,-100,-76,-100,-100,-100,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-75,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2108582198986
-61,-61,-61,-64,-64,-71,-72,-71,-72,-72,-69,-73,-100,-80,-100,-100,-61,-65,-71,-72,-74,-100,-100,-74,-74,-74,-100,-100,-88,-88,-100,-74,-100,-90,-100,-100,-100,-85,-100,-84,-73,-89,-75,-74,-73,-100,-76,-75,-74,-100,-100,-72,-76,-100,-100,-100,-85,-100,-87,-100,-86,-74,-65,-85,-100,-100,-74,-66,-75,-100,-100,-100,-72,-65,-100,-100,-75,-100,-100,-100,-85,-78,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-76,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2113789553619
-59,-61,-61,-64,-64,-69,-72,-69,-73,-73,-67,-75,-80,-79,-87,-86,-61,-64,-69,-73,-73,-80,-100,-74,-74,-74,-84,-100,-89,-89,-100,-74,-100,-88,-79,-80,-79,-86,-68,-85,-74,-90,-78,-74,-70,-100,-76,-72,-73,-100,-100,-70,-100,-100,-100,-100,-85,-89,-100,-100,-85,-74,-65,-86,-88,-88,-74,-66,-75,-100,-88,-100,-70,-66,-67,-100,-78,-100,-100,-100,-83,-88,-78,-78,-87,-100,-80,-100,-100,-78,-100,-100,-67,-100,-78,-82,-100,-89,-100,-100,-100,-75,-100,-75,-89,-100,-100,-100,-100,-100,-75,-84,-100,-100,-100,-100,-84,-100,-100,-100,-90,-84,-100,-90,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2119277219138
-63,-56,-57,-67,-67,-69,-74,-69,-74,-74,-68,-75,-80,-79,-84,-85,-57,-68,-70,-74,-73,-80,-85,-73,-73,-73,-83,-100,-88,-88,-100,-73,-100,-88,-79,-80,-79,-86,-66,-85,-73,-90,-73,-74,-74,-100,-75,-72,-73,-100,-100,-73,-100,-100,-100,-100,-85,-88,-85,-100,-85,-74,-65,-86,-89,-88,-74,-65,-75,-100,-88,-100,-72,-66,-67,-100,-73,-100,-100,-100,-83,-77,-78,-78,-100,-100,-80,-100,-100,-78,-100,-100,-66,-100,-73,-82,-100,-89,-81,-100,-100,-75,-100,-73,-89,-100,-100,-100,-100,-100,-75,-82,-100,-100,-100,-100,-83,-100,-100,-100,-90,-84,-100,-87,-100,-100,-83,-85,-84,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-79,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2124862745438
-62,-59,-59,-68,-68,-74,-75,-74,-75,-75,-72,-100,-81,-81,-86,-87,-59,-68,-74,-75,-76,-80,-87,-75,-74,-75,-84,-100,-88,-88,-100,-74,-100,-88,-76,-78,-79,-86,-61,-85,-73,-88,-75,-79,-73,-100,-71,-70,-74,-100,-100,-73,-75,-100,-100,-100,-100,-88,-85,-100,-85,-100,-65,-83,-89,-88,-100,-65,-70,-100,-88,-100,-73,-65,-63,-100,-75,-100,-100,-100,-85,-80,-76,-77,-100,-100,-100,-100,-100,-76,-100,-100,-64,-100,-75,-100,-100,-86,-81,-100,-100,-78,-100,-78,-84,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-84,-100,-100,-100,-85,-80,-88,-88,-88,-100,-82,-85,-82,-100,-90,-100,-100,-100,-100,-85,-85,-85,-86,-86,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2130602738040
-65,-59,-60,-67,-67,-68,-74,-68,-74,-74,-79,-76,-78,-78,-87,-86,-60,-67,-68,-75,-74,-78,-87,-74,-73,-74,-87,-100,-100,-100,-100,-73,-100,-100,-83,-83,-82,-100,-61,-84,-100,-91,-74,-77,-70,-100,-71,-71,-74,-100,-100,-70,-78,-100,-100,-100,-85,-86,-89,-100,-85,-77,-65,-85,-86,-87,-77,-65,-71,-100,-87,-100,-70,-65,-63,-100,-74,-100,-100,-100,-84,-80,-74,-76,-100,-100,-85,-100,-100,-76,-100,-100,-64,-100,-74,-100,-100,-86,-100,-100,-100,-80,-100,-81,-89,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-82,-100,-100,-100,-89,-83,-88,-87,-88,-100,-84,-84,-83,-100,-90,-100,-100,-100,-100,-85,-86,-85,-86,-85,-100,-89,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2136329278350
-62,-59,-59,-64,-64,-68,-74,-68,-100,-74,-77,-74,-100,-100,-86,-87,-59,-64,-69,-74,-75,-100,-86,-74,-73,-73,-100,-100,-100,-100,-100,-73,-100,-100,-100,-80,-100,-86,-63,-100,-100,-91,-75,-77,-73,-100,-70,-71,-75,-100,-100,-74,-80,-100,-100,-100,-85,-86,-89,-100,-85,-77,-100,-85,-86,-85,-76,-66,-71,-100,-86,-100,-74,-100,-100,-100,-74,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-86,-100,-100,-100,-79,-81,-100,-75,-100,-100,-82,-100,-100,-100,-100,-82,-100,-88,-100,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-85,-85,-85,-89,-85,-92,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2182596659895
-61,-57,-57,-64,-64,-69,-72,-69,-72,-72,-76,-72,-100,-100,-86,-86,-57,-64,-69,-72,-74,-100,-85,-73,-72,-73,-100,-100,-100,-100,-100,-73,-100,-100,-77,-79,-78,-71,-63,-100,-74,-91,-78,-76,-70,-100,-70,-70,-75,-100,-100,-70,-78,-100,-100,-100,-83,-84,-89,-100,-84,-76,-100,-85,-86,-86,-76,-65,-70,-100,-85,-100,-70,-66,-100,-100,-78,-100,-100,-100,-86,-79,-100,-76,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-74,-100,-100,-79,-100,-78,-100,-100,-86,-100,-100,-100,-79,-81,-100,-75,-100,-100,-82,-75,-100,-100,-100,-82,-100,-84,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-85,-84,-84,-89,-85,-92,-100,-87,-85,-100,-85,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2188128907341
-62,-59,-59,-65,-65,-68,-74,-68,-74,-74,-75,-74,-100,-100,-86,-86,-58,-65,-68,-74,-75,-100,-85,-75,-74,-75,-86,-100,-100,-100,-100,-74,-100,-100,-77,-79,-78,-71,-65,-78,-75,-100,-77,-76,-72,-100,-70,-72,-74,-100,-100,-72,-77,-100,-100,-100,-85,-84,-86,-100,-85,-76,-65,-83,-86,-86,-76,-65,-73,-100,-85,-100,-72,-66,-66,-100,-76,-100,-100,-100,-100,-82,-76,-76,-100,-100,-100,-100,-100,-76,-100,-100,-65,-100,-76,-82,-100,-100,-74,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-77,-83,-100,-75,-100,-100,-82,-75,-100,-100,-100,-82,-100,-88,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-85,-100,-100,-87,-88,-100,-89,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2193642164110
-60,-58,-58,-66,-66,-68,-74,-68,-74,-74,-74,-73,-79,-100,-100,-100,-58,-66,-68,-74,-75,-80,-100,-74,-74,-74,-86,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-89,-64,-78,-75,-100,-77,-100,-73,-100,-72,-72,-75,-100,-100,-73,-78,-100,-100,-100,-85,-100,-86,-100,-84,-100,-66,-85,-100,-100,-76,-66,-73,-100,-100,-100,-72,-66,-66,-100,-77,-100,-100,-100,-100,-82,-76,-100,-100,-100,-84,-100,-100,-76,-100,-100,-64,-100,-77,-82,-100,-100,-74,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-79,-83,-100,-75,-100,-100,-84,-75,-100,-100,-100,-82,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-82,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,413,2199246106139
