b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:1f:0e:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:1f:0e:02,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,00:4e:35:de:e1:12,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,38:17:c3:19:d7:61,20:a6:cd:50:24:b1,80:8d:b7:55:35:10,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:50,44:48:c1:a5:82:22,60:32:b1:3e:1a:b7,00:4e:35:df:06:51,00:4e:35:df:06:40,38:17:c3:1f:22:32,00:4e:35:de:e1:11,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,44:48:c1:a5:82:20,80:8d:b7:55:35:01,38:17:c3:19:d7:62,38:17:c3:1f:01:81,00:4e:35:de:e1:10,b4:5d:50:e1:92:33,38:17:c3:19:d7:60,38:17:c3:19:71:90,b4:5d:50:e1:92:31,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,38:17:c3:19:55:40,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,38:17:c3:1f:09:90,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,00:4e:35:de:e1:00,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:30,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:55:42,20:a6:cd:42:0b:f2,38:17:c3:1f:08:50,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b2,00:4e:35:de:d7:53,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,44:48:c1:91:95:b0,a8:bd:27:4c:bd:22,00:4e:35:de:d7:52,44:48:c1:91:95:b1,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:41,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1f:22:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,38:17:c3:1b:08:b1,9c:d6:43:60:92:e0,x,y,timestamp
-51,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-76,-100,-71,-100,-100,-72,-71,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-84,-83,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-56,-100,-100,-49,-49,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-85,-100,-85,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,447,-51,5781637027481
-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-75,-100,-100,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-57,-100,-100,-56,-56,-100,-87,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,464,-51,5816618313301
-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-80,-100,-75,-100,-100,-74,-74,-100,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-88,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-57,-100,-100,-57,-57,-100,-86,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,464,-51,5820598073300
-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-100,-74,-100,-100,-74,-74,-100,-67,-100,-73,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-88,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-58,-58,-100,-86,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,-51,5824533807100
-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-100,-74,-100,-100,-74,-74,-100,-67,-100,-74,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-88,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-58,-58,-100,-89,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,-51,5828476381838
-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-72,-100,-100,-73,-74,-100,-66,-100,-74,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-58,-58,-100,-86,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,-51,5832445297722
-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-100,-73,-100,-100,-73,-69,-100,-66,-100,-74,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-57,-100,-100,-58,-58,-100,-87,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,464,-51,5836270655950
-57,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-77,-100,-100,-77,-77,-100,-71,-100,-78,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-61,-100,-100,-100,-100,-100,-88,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,481,-51,5870237785468
-57,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-100,-100,-78,-78,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-88,-88,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-62,-100,-100,-55,-55,-100,-87,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,481,-51,5874206654998
-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-77,-100,-100,-77,-78,-100,-71,-100,-77,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-88,-88,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-62,-100,-100,-55,-55,-100,-87,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,481,-51,5878152829475
-57,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-75,-78,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-62,-100,-100,-55,-55,-100,-88,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,481,-51,5882095209682
-59,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-100,-75,-72,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-87,-88,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-62,-100,-100,-55,-55,-100,-87,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,481,-51,5886055961243
-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-100,-75,-100,-100,-75,-77,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-87,-88,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-62,-100,-100,-55,-55,-100,-88,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-93,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,481,-51,5890002004315
-63,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-74,-100,-100,-74,-80,-100,-70,-100,-80,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-63,-100,-100,-54,-54,-100,-87,-100,-100,-100,-62,-100,-100,-100,-89,-100,-100,-100,-100,-62,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,-51,5922913852323
-60,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-75,-100,-100,-75,-79,-100,-71,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-64,-100,-100,-54,-54,-100,-87,-100,-100,-100,-64,-100,-100,-100,-89,-88,-100,-86,-100,-64,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,-51,5926945123363
-62,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-100,-100,-76,-77,-100,-70,-100,-79,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-64,-100,-100,-54,-54,-100,-100,-100,-100,-100,-64,-100,-100,-100,-89,-88,-100,-89,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,-51,5930975467945
-61,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-75,-77,-100,-72,-100,-79,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-64,-100,-100,-54,-54,-100,-100,-100,-100,-100,-63,-100,-100,-100,-90,-89,-100,-89,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,-51,5934917192631
-61,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-76,-79,-100,-71,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-64,-100,-100,-55,-54,-100,-100,-100,-100,-100,-64,-100,-100,-100,-90,-89,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,498,-51,5938898266484
-61,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-75,-79,-100,-71,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-63,-100,-100,-54,-54,-100,-89,-100,-100,-100,-63,-100,-100,-100,-88,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,498,-51,5942961860649
