b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:1f:0e:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:1f:0e:02,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,00:4e:35:de:e1:12,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,38:17:c3:19:d7:61,20:a6:cd:50:24:b1,80:8d:b7:55:35:10,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:50,44:48:c1:a5:82:22,60:32:b1:3e:1a:b7,00:4e:35:df:06:51,00:4e:35:df:06:40,38:17:c3:1f:22:32,00:4e:35:de:e1:11,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,44:48:c1:a5:82:20,80:8d:b7:55:35:01,38:17:c3:19:d7:62,38:17:c3:1f:01:81,00:4e:35:de:e1:10,b4:5d:50:e1:92:33,38:17:c3:19:d7:60,38:17:c3:19:71:90,b4:5d:50:e1:92:31,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,38:17:c3:19:55:40,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,38:17:c3:1f:09:90,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,00:4e:35:de:e1:00,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:30,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:55:42,20:a6:cd:42:0b:f2,38:17:c3:1f:08:50,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b2,00:4e:35:de:d7:53,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,44:48:c1:91:95:b0,a8:bd:27:4c:bd:22,00:4e:35:de:d7:52,44:48:c1:91:95:b1,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:41,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1f:22:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,38:17:c3:1b:08:b1,9c:d6:43:60:92:e0,x,y,timestamp
-73,-62,-62,-65,-64,-62,-70,-57,-57,-80,-79,-80,-100,-100,-100,-100,-62,-65,-62,-57,-79,-100,-79,-84,-100,-100,-100,-100,-100,-72,-71,-89,-88,-72,-90,-70,-70,-70,-62,-100,-89,-70,-100,-88,-100,-100,-100,-81,-58,-100,-100,-100,-100,-100,-87,-100,-100,-65,-80,-77,-79,-100,-100,-100,-79,-100,-100,-100,-58,-79,-100,-100,-100,-81,-100,-86,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-86,-82,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3531906090996
-73,-62,-62,-66,-66,-60,-70,-57,-57,-80,-79,-80,-77,-82,-100,-77,-62,-66,-60,-57,-80,-78,-78,-84,-100,-100,-100,-91,-78,-72,-71,-89,-89,-71,-90,-70,-70,-70,-60,-100,-90,-70,-77,-90,-100,-79,-78,-77,-66,-100,-100,-78,-71,-100,-87,-100,-77,-66,-81,-77,-79,-100,-78,-100,-78,-100,-100,-100,-58,-78,-100,-100,-79,-81,-85,-86,-82,-100,-71,-71,-78,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-76,-100,-86,-82,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-90,-85,-82,-100,-100,-100,-83,-83,-100,-86,-100,-81,-100,-100,-83,-100,-87,-84,-80,-81,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-84,-84,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3536287195473
-74,-64,-64,-64,-64,-60,-100,-60,-60,-80,-80,-80,-77,-82,-83,-77,-64,-63,-60,-60,-79,-77,-78,-78,-100,-100,-100,-91,-78,-73,-73,-100,-89,-73,-100,-70,-70,-70,-61,-85,-90,-70,-77,-90,-100,-78,-78,-78,-70,-100,-100,-79,-71,-87,-84,-100,-77,-70,-81,-77,-100,-100,-77,-100,-78,-100,-100,-100,-70,-78,-81,-100,-77,-81,-84,-85,-81,-100,-71,-71,-78,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-77,-100,-86,-82,-100,-77,-77,-100,-100,-87,-100,-100,-100,-100,-90,-100,-81,-100,-100,-100,-81,-82,-100,-85,-100,-81,-100,-100,-84,-100,-87,-86,-82,-81,-100,-91,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-84,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3540987656877
-76,-63,-63,-64,-63,-61,-66,-61,-61,-80,-80,-80,-79,-83,-83,-79,-63,-64,-60,-61,-77,-79,-78,-83,-100,-100,-100,-100,-80,-73,-73,-100,-100,-74,-100,-70,-70,-70,-60,-83,-100,-71,-75,-90,-100,-75,-78,-77,-66,-100,-100,-79,-72,-87,-86,-100,-75,-67,-81,-74,-79,-100,-77,-71,-79,-100,-87,-100,-67,-78,-83,-100,-78,-81,-82,-85,-81,-100,-72,-72,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-89,-100,-100,-76,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-86,-100,-100,-81,-82,-100,-85,-100,-80,-100,-100,-84,-100,-100,-86,-80,-80,-100,-91,-100,-100,-100,-100,-88,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3545653115417
-76,-62,-62,-62,-62,-61,-64,-56,-56,-79,-79,-78,-80,-82,-82,-80,-62,-62,-62,-56,-79,-78,-78,-82,-100,-100,-100,-100,-80,-71,-71,-89,-87,-72,-87,-69,-69,-69,-62,-83,-100,-69,-76,-90,-100,-76,-78,-77,-70,-100,-100,-80,-72,-100,-86,-100,-75,-69,-80,-76,-79,-100,-100,-84,-79,-100,-84,-100,-69,-77,-83,-100,-77,-81,-83,-85,-81,-100,-72,-74,-79,-81,-100,-100,-84,-84,-100,-100,-100,-85,-100,-100,-78,-100,-62,-100,-100,-77,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-86,-100,-100,-82,-100,-100,-85,-100,-80,-100,-100,-86,-100,-87,-84,-82,-80,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3550314386041
-71,-62,-62,-64,-64,-62,-65,-55,-56,-80,-80,-80,-80,-82,-82,-80,-62,-64,-62,-56,-80,-78,-79,-82,-100,-100,-100,-89,-78,-72,-72,-89,-88,-71,-89,-70,-70,-70,-62,-83,-88,-70,-73,-90,-100,-78,-78,-77,-69,-100,-100,-82,-73,-100,-84,-100,-73,-69,-81,-73,-79,-100,-78,-84,-78,-100,-84,-100,-69,-78,-83,-100,-77,-81,-83,-85,-81,-100,-73,-73,-78,-100,-100,-100,-83,-84,-100,-100,-100,-84,-100,-100,-77,-100,-87,-83,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-90,-85,-82,-100,-100,-100,-81,-100,-100,-84,-100,-100,-100,-100,-86,-100,-88,-85,-82,-100,-91,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-90,-100,-87,-86,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,411,3553981231352
-64,-64,-64,-66,-66,-62,-76,-61,-61,-76,-76,-76,-78,-83,-83,-79,-64,-66,-62,-61,-76,-73,-100,-83,-88,-100,-100,-100,-79,-72,-72,-100,-100,-72,-100,-74,-74,-74,-56,-100,-100,-73,-72,-92,-100,-73,-100,-100,-69,-100,-100,-100,-67,-88,-81,-100,-72,-69,-84,-72,-75,-87,-73,-100,-75,-100,-100,-84,-69,-100,-100,-100,-100,-80,-85,-87,-80,-100,-58,-67,-75,-83,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-75,-100,-88,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-77,-100,-100,-80,-77,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-89,-89,-100,-100,-100,-80,-79,-100,-100,-100,-100,-85,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3593186014722
-67,-62,-62,-69,-69,-59,-75,-61,-61,-77,-76,-77,-80,-82,-82,-80,-62,-69,-60,-61,-77,-73,-75,-82,-88,-100,-100,-100,-80,-73,-72,-100,-100,-72,-85,-75,-74,-75,-60,-85,-100,-75,-73,-91,-100,-74,-77,-76,-68,-100,-100,-83,-67,-87,-80,-100,-72,-68,-83,-73,-75,-87,-73,-100,-75,-100,-100,-84,-68,-77,-85,-100,-73,-80,-85,-87,-80,-100,-67,-66,-75,-84,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-78,-100,-88,-100,-100,-79,-77,-100,-100,-86,-100,-100,-100,-75,-100,-100,-80,-79,-100,-100,-80,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-78,-87,-100,-91,-100,-78,-100,-89,-89,-87,-100,-86,-77,-77,-100,-100,-100,-100,-85,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3597872124356
-63,-63,-63,-69,-69,-61,-76,-61,-61,-76,-77,-77,-80,-82,-82,-80,-63,-69,-60,-61,-77,-74,-77,-82,-100,-100,-100,-100,-80,-72,-72,-100,-100,-72,-89,-75,-75,-74,-61,-84,-89,-75,-72,-90,-100,-76,-77,-77,-67,-100,-100,-84,-66,-87,-81,-100,-72,-68,-83,-72,-75,-100,-74,-100,-75,-100,-100,-83,-66,-77,-84,-100,-74,-100,-83,-87,-100,-100,-66,-65,-75,-84,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-78,-78,-100,-100,-86,-100,-100,-100,-75,-89,-100,-100,-79,-100,-100,-100,-80,-100,-87,-100,-86,-100,-100,-100,-100,-87,-86,-86,-85,-89,-78,-87,-90,-91,-100,-78,-100,-89,-89,-85,-100,-86,-78,-78,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3602768096333
-66,-62,-62,-68,-68,-61,-74,-61,-61,-76,-76,-77,-78,-83,-82,-79,-62,-68,-61,-61,-76,-73,-76,-82,-100,-100,-100,-100,-78,-72,-72,-100,-100,-72,-89,-75,-74,-74,-60,-84,-89,-75,-71,-90,-100,-75,-76,-78,-66,-100,-100,-85,-65,-100,-81,-100,-71,-66,-81,-71,-74,-100,-73,-100,-74,-100,-100,-83,-66,-76,-84,-100,-73,-80,-83,-100,-80,-100,-65,-65,-74,-83,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-78,-100,-88,-80,-100,-77,-78,-100,-100,-85,-100,-100,-100,-79,-89,-79,-80,-79,-100,-100,-81,-80,-100,-100,-100,-85,-100,-100,-80,-100,-87,-100,-100,-85,-89,-78,-86,-90,-100,-100,-76,-100,-89,-89,-85,-100,-87,-78,-77,-84,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3607606354612
-66,-61,-62,-67,-67,-60,-70,-60,-60,-76,-76,-76,-80,-81,-82,-79,-62,-67,-60,-60,-77,-75,-78,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-92,-75,-75,-75,-60,-84,-100,-75,-73,-91,-100,-79,-78,-77,-66,-100,-100,-85,-66,-100,-64,-100,-74,-66,-83,-73,-75,-100,-76,-100,-75,-100,-100,-82,-66,-77,-100,-100,-76,-80,-100,-87,-80,-100,-66,-66,-75,-83,-100,-100,-78,-78,-100,-100,-100,-78,-100,-100,-78,-100,-88,-80,-100,-78,-78,-100,-100,-85,-100,-100,-100,-77,-100,-78,-81,-78,-100,-100,-81,-80,-100,-100,-100,-85,-100,-100,-80,-100,-100,-88,-85,-100,-100,-76,-86,-88,-100,-100,-75,-100,-89,-90,-87,-100,-86,-76,-76,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3612464642319
-63,-62,-62,-70,-70,-61,-73,-60,-60,-77,-77,-77,-80,-82,-82,-80,-63,-70,-61,-60,-77,-75,-76,-82,-100,-100,-100,-100,-79,-72,-72,-100,-100,-72,-90,-74,-74,-74,-62,-87,-100,-73,-72,-91,-100,-79,-75,-82,-69,-100,-100,-85,-67,-100,-80,-100,-71,-69,-84,-71,-73,-100,-76,-85,-74,-100,-100,-82,-70,-76,-100,-100,-75,-81,-87,-89,-81,-100,-67,-66,-74,-100,-100,-100,-78,-79,-100,-100,-100,-78,-100,-100,-78,-100,-100,-79,-100,-78,-79,-100,-100,-100,-100,-100,-100,-78,-100,-78,-81,-78,-100,-100,-81,-100,-100,-88,-100,-85,-100,-100,-79,-100,-100,-88,-85,-100,-100,-79,-100,-88,-100,-85,-78,-100,-89,-89,-87,-100,-86,-79,-79,-85,-100,-100,-100,-100,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,394,3617334089609
-67,-68,-68,-67,-67,-66,-69,-63,-63,-77,-76,-77,-77,-88,-87,-77,-68,-67,-67,-63,-78,-77,-81,-89,-100,-100,-100,-90,-77,-100,-76,-100,-100,-100,-100,-69,-69,-69,-66,-100,-91,-69,-72,-89,-100,-100,-100,-78,-70,-100,-100,-84,-67,-85,-82,-100,-72,-70,-100,-72,-73,-87,-77,-100,-74,-100,-100,-85,-70,-80,-100,-100,-78,-89,-100,-100,-100,-100,-67,-67,-73,-84,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-76,-74,-100,-100,-81,-100,-100,-86,-100,-100,-83,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-84,-100,-87,-100,-100,-100,-86,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3672364632452
-62,-63,-63,-60,-60,-62,-68,-64,-64,-78,-78,-78,-77,-85,-85,-77,-64,-60,-67,-64,-78,-84,-73,-85,-86,-100,-100,-90,-77,-76,-77,-100,-100,-76,-100,-68,-68,-68,-66,-100,-91,-68,-71,-90,-100,-75,-74,-78,-70,-100,-100,-88,-67,-85,-85,-100,-71,-70,-85,-71,-72,-87,-85,-100,-72,-100,-100,-86,-70,-73,-84,-100,-84,-89,-84,-84,-100,-100,-67,-66,-72,-84,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-78,-100,-76,-74,-100,-100,-81,-100,-100,-86,-81,-100,-82,-100,-82,-100,-100,-100,-77,-100,-85,-100,-100,-100,-100,-77,-100,-86,-85,-100,-100,-100,-83,-86,-89,-100,-100,-83,-100,-100,-100,-100,-100,-87,-84,-84,-100,-87,-100,-100,-100,-86,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3677005731305
-67,-64,-64,-62,-62,-68,-70,-63,-63,-77,-77,-76,-100,-83,-85,-100,-64,-62,-69,-63,-77,-78,-76,-85,-86,-100,-100,-90,-100,-76,-77,-100,-100,-76,-100,-72,-72,-72,-100,-86,-100,-71,-77,-90,-100,-74,-76,-77,-71,-100,-100,-88,-70,-85,-86,-100,-77,-71,-84,-76,-75,-100,-77,-87,-75,-100,-100,-86,-71,-76,-79,-100,-77,-87,-87,-82,-86,-100,-70,-70,-75,-100,-100,-100,-81,-81,-100,-100,-100,-81,-100,-100,-79,-100,-100,-78,-100,-78,-79,-100,-100,-81,-100,-100,-86,-81,-100,-80,-86,-81,-100,-100,-87,-77,-100,-84,-100,-100,-100,-100,-77,-100,-87,-85,-100,-100,-100,-87,-86,-89,-100,-100,-88,-100,-89,-89,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3681882985678
-68,-61,-61,-64,-64,-69,-71,-65,-65,-75,-74,-74,-75,-83,-82,-75,-61,-64,-69,-64,-75,-77,-76,-83,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-89,-70,-69,-69,-69,-86,-100,-69,-73,-100,-100,-75,-75,-76,-73,-100,-100,-100,-70,-85,-83,-100,-73,-72,-83,-73,-79,-100,-77,-87,-79,-100,-100,-100,-73,-76,-79,-100,-77,-87,-85,-85,-85,-100,-71,-71,-78,-100,-100,-100,-78,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-86,-84,-100,-83,-88,-83,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-89,-89,-86,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3686710606301
-66,-62,-62,-64,-63,-69,-69,-65,-66,-75,-75,-74,-75,-81,-81,-75,-62,-64,-100,-66,-74,-77,-76,-83,-100,-100,-100,-100,-75,-78,-78,-100,-100,-79,-89,-69,-69,-69,-69,-87,-100,-69,-73,-100,-100,-76,-76,-76,-73,-100,-100,-100,-72,-85,-84,-100,-73,-72,-84,-73,-78,-100,-77,-100,-79,-100,-100,-100,-72,-76,-100,-100,-78,-86,-87,-85,-86,-100,-72,-72,-79,-83,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-81,-100,-100,-81,-100,-80,-81,-100,-100,-80,-100,-100,-100,-83,-100,-83,-88,-83,-100,-100,-87,-81,-100,-84,-100,-100,-100,-100,-81,-100,-85,-84,-100,-100,-100,-81,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-87,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3691397230466
-64,-61,-61,-63,-63,-100,-69,-63,-63,-75,-75,-74,-75,-81,-81,-75,-61,-64,-100,-63,-74,-79,-77,-83,-100,-100,-100,-100,-75,-79,-78,-100,-100,-79,-90,-69,-69,-69,-100,-87,-100,-70,-75,-100,-100,-75,-75,-76,-71,-100,-100,-100,-72,-85,-84,-100,-75,-71,-82,-75,-78,-84,-78,-85,-79,-100,-100,-100,-71,-77,-100,-100,-78,-86,-87,-85,-87,-100,-72,-72,-77,-83,-100,-100,-79,-79,-100,-100,-100,-79,-100,-100,-80,-100,-100,-81,-100,-79,-80,-100,-100,-80,-100,-100,-100,-83,-100,-84,-87,-84,-100,-100,-86,-81,-100,-86,-100,-100,-100,-100,-81,-100,-84,-85,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-89,-89,-100,-100,-100,-84,-85,-100,-100,-85,-84,-87,-86,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,377,3696116641402
-71,-56,-56,-63,-62,-70,-70,-64,-64,-78,-77,-78,-80,-83,-85,-79,-56,-63,-100,-64,-77,-81,-78,-86,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-68,-67,-67,-70,-83,-100,-68,-71,-100,-100,-77,-78,-77,-71,-100,-100,-83,-63,-83,-82,-100,-71,-71,-100,-71,-78,-82,-81,-100,-78,-100,-100,-81,-71,-78,-84,-100,-82,-89,-84,-88,-100,-100,-62,-62,-77,-100,-100,-100,-80,-80,-100,-100,-100,-80,-100,-100,-77,-100,-100,-78,-100,-77,-77,-100,-100,-86,-100,-100,-83,-100,-100,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-87,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,343,3763889486063
