38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,38:17:c3:22:61:90,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,80:8d:b7:55:4d:01,00:4e:35:df:06:51,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,00:4e:35:df:06:50,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:22:61:92,38:17:c3:22:61:91,80:8d:b7:55:4d:12,38:17:c3:19:71:80,22:ad:56:24:6b:8b,38:17:c3:19:71:82,f0:ab:54:14:10:2c,38:17:c3:19:71:81,b4:5d:50:e1:92:23,80:3f:5d:c5:f8:e4,80:8d:b7:55:4d:11,x,y,label
-66,-66,-66,-72,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-71,-100,-100,-100,-100,-100,-83,-71,-70,-99,-96,-100,-71,-72,-100,-91,-92,-88,-100,-92,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-97,-74,-73,-73,-100,-66,-100,-100,-100,-65,-74,-78,-74,-75,-74,-69,-72,-71,-71,-70,-71,-87,-97,-93,-92,-87,-93,-93,-96,-100,-99,-100,-89,-86,-93,-86,-87,-87,-93,-100,-98,-98,-98,-99,-99,-99,-99,-99,-98,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,571,124,21
-66,-66,-66,-72,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-71,-100,-100,-100,-100,-100,-83,-71,-70,-99,-96,-100,-71,-72,-100,-92,-92,-89,-100,-92,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-90,-100,-97,-75,-73,-73,-100,-66,-100,-100,-100,-65,-74,-79,-75,-74,-75,-69,-72,-71,-71,-70,-71,-87,-97,-93,-92,-87,-93,-93,-96,-100,-100,-100,-89,-87,-93,-86,-87,-87,-93,-100,-98,-98,-98,-99,-99,-99,-99,-99,-98,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,571,124,21
-64,-64,-64,-72,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-73,-72,-97,-95,-100,-73,-73,-100,-91,-92,-89,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-97,-76,-73,-73,-100,-68,-100,-100,-100,-64,-74,-78,-75,-74,-75,-72,-73,-74,-73,-73,-73,-88,-97,-92,-92,-88,-93,-93,-98,-100,-100,-100,-90,-88,-94,-88,-88,-89,-94,-100,-96,-96,-96,-99,-98,-97,-98,-98,-97,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-98,-99,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,571,124,21
-62,-63,-63,-73,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-74,-74,-95,-94,-100,-74,-74,-100,-91,-92,-88,-100,-92,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-96,-77,-74,-74,-100,-70,-100,-100,-100,-65,-74,-79,-76,-74,-75,-74,-73,-76,-75,-75,-75,-89,-97,-92,-91,-89,-94,-94,-99,-100,-100,-100,-91,-89,-94,-89,-90,-90,-94,-100,-95,-95,-95,-98,-98,-97,-98,-98,-96,-98,-97,-98,-98,-98,-100,-100,-100,-100,-100,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,588,124,22
-64,-65,-65,-74,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-72,-100,-100,-100,-100,-100,-85,-75,-74,-95,-96,-100,-75,-75,-100,-95,-95,-91,-100,-95,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-89,-100,-97,-77,-71,-71,-100,-68,-100,-100,-100,-63,-72,-77,-75,-75,-74,-73,-71,-75,-75,-75,-75,-87,-97,-88,-87,-88,-88,-88,-99,-100,-100,-98,-87,-86,-90,-87,-86,-87,-90,-97,-91,-91,-91,-97,-96,-95,-96,-96,-94,-98,-97,-98,-98,-98,-100,-100,-100,-100,-100,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,588,124,22
-64,-64,-64,-72,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-73,-72,-97,-95,-100,-73,-73,-100,-91,-92,-89,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-97,-76,-73,-73,-100,-68,-100,-100,-100,-64,-74,-78,-75,-74,-75,-72,-73,-74,-73,-73,-73,-88,-97,-92,-92,-88,-93,-93,-98,-100,-100,-100,-90,-88,-94,-88,-88,-89,-94,-100,-96,-96,-96,-99,-98,-97,-98,-98,-97,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-98,-99,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,588,124,22
-64,-64,-64,-72,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-73,-72,-97,-95,-100,-73,-73,-100,-91,-92,-89,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-97,-76,-73,-73,-100,-68,-100,-100,-100,-64,-74,-78,-75,-74,-75,-72,-73,-74,-73,-73,-73,-88,-97,-92,-92,-88,-93,-93,-98,-100,-100,-100,-90,-88,-94,-88,-88,-89,-94,-100,-96,-96,-96,-99,-98,-97,-98,-98,-97,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-98,-99,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,588,124,22
-64,-64,-64,-72,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-73,-72,-97,-95,-100,-73,-73,-100,-91,-92,-89,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-97,-76,-73,-73,-100,-68,-100,-100,-100,-64,-74,-78,-75,-74,-75,-72,-73,-74,-73,-73,-73,-88,-97,-92,-92,-88,-93,-93,-98,-100,-100,-100,-90,-88,-94,-88,-88,-89,-94,-100,-96,-96,-96,-99,-98,-97,-98,-98,-97,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-98,-99,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,588,124,22
-64,-64,-64,-72,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-83,-73,-72,-97,-95,-100,-73,-73,-100,-91,-92,-89,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-91,-100,-97,-76,-73,-73,-100,-68,-100,-100,-100,-64,-74,-78,-75,-74,-75,-72,-73,-74,-73,-73,-73,-88,-97,-92,-92,-88,-93,-93,-98,-100,-100,-100,-90,-88,-94,-88,-88,-89,-94,-100,-96,-96,-96,-99,-98,-97,-98,-98,-97,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-98,-99,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,588,124,22
-66,-66,-66,-72,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-71,-100,-100,-100,-100,-100,-83,-71,-70,-99,-96,-100,-71,-72,-100,-90,-91,-88,-100,-91,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-97,-74,-73,-73,-100,-66,-100,-100,-100,-65,-74,-77,-73,-75,-72,-69,-72,-71,-71,-70,-71,-87,-96,-93,-92,-87,-93,-93,-96,-100,-98,-100,-89,-86,-93,-86,-87,-87,-93,-100,-98,-98,-98,-99,-99,-99,-99,-99,-98,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-67,-67,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-71,-100,-100,-100,-100,-100,-83,-70,-70,-100,-97,-100,-71,-71,-100,-89,-89,-86,-100,-89,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-91,-100,-98,-73,-73,-73,-100,-65,-100,-100,-100,-66,-75,-75,-69,-76,-69,-68,-73,-70,-70,-70,-70,-87,-96,-94,-93,-88,-93,-93,-95,-100,-97,-100,-89,-86,-94,-86,-87,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-66,-67,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-71,-100,-100,-100,-100,-100,-83,-71,-71,-99,-97,-100,-72,-71,-100,-90,-90,-87,-100,-90,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-98,-73,-72,-72,-100,-65,-100,-100,-100,-64,-74,-74,-69,-76,-69,-68,-72,-70,-70,-70,-70,-86,-96,-92,-91,-88,-91,-91,-96,-100,-97,-99,-88,-85,-92,-85,-86,-86,-92,-98,-97,-97,-97,-99,-98,-99,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-67,-67,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-71,-100,-100,-100,-100,-100,-83,-70,-70,-100,-97,-100,-71,-71,-100,-89,-89,-86,-100,-89,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-91,-100,-98,-73,-73,-73,-100,-65,-100,-100,-100,-66,-75,-75,-69,-76,-69,-68,-73,-70,-70,-70,-70,-87,-96,-94,-93,-88,-93,-93,-95,-100,-97,-100,-89,-86,-94,-86,-87,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-67,-67,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-71,-100,-100,-100,-100,-100,-83,-70,-70,-100,-97,-100,-71,-71,-100,-89,-89,-86,-100,-89,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-91,-100,-98,-73,-73,-73,-100,-65,-100,-100,-100,-66,-75,-75,-69,-76,-69,-68,-73,-70,-70,-70,-70,-87,-96,-94,-93,-88,-93,-93,-95,-100,-97,-100,-89,-86,-94,-86,-87,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-67,-67,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-71,-100,-100,-100,-100,-100,-83,-70,-70,-100,-97,-100,-71,-71,-100,-89,-89,-86,-100,-89,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-91,-100,-97,-73,-73,-73,-100,-65,-100,-100,-100,-66,-75,-76,-70,-75,-70,-68,-73,-70,-70,-70,-70,-87,-96,-94,-93,-88,-93,-93,-95,-100,-97,-100,-89,-86,-94,-86,-87,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,605,124,23
-67,-67,-67,-73,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-72,-100,-100,-100,-100,-100,-85,-72,-72,-98,-98,-100,-73,-73,-100,-92,-92,-89,-100,-92,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-87,-100,-97,-75,-71,-71,-100,-68,-100,-100,-100,-64,-73,-76,-73,-74,-73,-72,-71,-73,-73,-73,-73,-85,-95,-89,-88,-87,-88,-88,-94,-97,-96,-99,-86,-84,-90,-85,-86,-86,-90,-98,-94,-95,-95,-98,-98,-95,-97,-97,-97,-97,-97,-97,-97,-97,-98,-98,-98,-99,-99,-98,-98,-98,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-96,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,622,124,24
-66,-67,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-71,-100,-100,-100,-100,-100,-83,-71,-71,-98,-97,-100,-72,-72,-100,-91,-91,-88,-100,-91,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-97,-74,-72,-72,-100,-65,-100,-100,-100,-64,-74,-75,-70,-77,-70,-69,-72,-71,-70,-70,-71,-86,-96,-91,-91,-87,-91,-91,-96,-100,-98,-100,-87,-85,-92,-85,-86,-86,-92,-100,-96,-96,-96,-98,-98,-97,-97,-97,-97,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,622,124,24
-67,-67,-67,-73,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-72,-100,-100,-100,-100,-100,-85,-72,-72,-98,-98,-100,-73,-73,-100,-92,-92,-89,-100,-92,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-87,-100,-97,-75,-71,-71,-100,-68,-100,-100,-100,-64,-73,-76,-73,-74,-73,-72,-71,-73,-73,-73,-73,-85,-95,-89,-88,-87,-88,-88,-94,-97,-96,-99,-86,-84,-90,-85,-86,-86,-90,-98,-94,-95,-95,-98,-98,-95,-97,-97,-97,-97,-97,-97,-97,-97,-98,-98,-98,-99,-99,-98,-98,-98,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-96,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,622,124,24
-66,-66,-66,-72,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-100,-100,-100,-100,-84,-72,-72,-97,-97,-100,-73,-72,-100,-93,-93,-90,-100,-93,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-97,-74,-72,-72,-100,-66,-100,-100,-100,-63,-73,-75,-71,-76,-71,-69,-72,-72,-72,-71,-71,-87,-97,-90,-90,-87,-90,-90,-97,-100,-99,-99,-88,-85,-92,-85,-86,-86,-91,-98,-94,-94,-94,-98,-97,-97,-97,-97,-96,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,622,124,24
-66,-66,-66,-72,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-71,-100,-100,-100,-100,-100,-83,-71,-70,-99,-96,-100,-71,-72,-100,-90,-91,-88,-100,-91,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-97,-74,-73,-73,-100,-66,-100,-100,-100,-65,-74,-77,-73,-75,-72,-69,-72,-71,-71,-70,-71,-87,-96,-93,-92,-87,-93,-93,-96,-100,-98,-100,-89,-86,-93,-86,-87,-87,-93,-100,-98,-98,-98,-99,-99,-99,-99,-99,-98,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-93,-100,622,124,24
