38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,38:17:c3:22:61:90,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,80:8d:b7:55:4d:01,00:4e:35:df:06:51,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,00:4e:35:df:06:50,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:22:61:92,38:17:c3:22:61:91,80:8d:b7:55:4d:12,38:17:c3:19:71:80,22:ad:56:24:6b:8b,38:17:c3:19:71:82,f0:ab:54:14:10:2c,38:17:c3:19:71:81,b4:5d:50:e1:92:23,80:3f:5d:c5:f8:e4,80:8d:b7:55:4d:11,x,y,label
-60,-60,-60,-68,-87,-83,-86,-86,-100,-96,-89,-90,-89,-93,-94,-92,-90,-94,-100,-100,-75,-75,-99,-67,-89,-90,-89,-89,-100,-75,-86,-87,-75,-75,-87,-87,-67,-93,-82,-82,-82,-90,-82,-100,-92,-98,-94,-75,-87,-86,-87,-90,-100,-91,-88,-97,-100,-79,-86,-96,-87,-96,-84,-81,-90,-100,-81,-100,-100,-96,-88,-81,-92,-90,-94,-87,-92,-100,-100,-80,-92,-88,-89,-85,-89,-88,-90,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-100,-100,-100,-100,-92,-100,-100,-100,-100,350,124,8
-60,-60,-60,-68,-87,-83,-86,-87,-100,-96,-90,-90,-89,-92,-95,-92,-89,-95,-100,-100,-76,-76,-99,-68,-90,-90,-89,-89,-100,-76,-86,-87,-75,-75,-87,-87,-68,-93,-82,-82,-82,-89,-82,-100,-92,-98,-93,-75,-87,-87,-87,-89,-100,-91,-88,-97,-100,-79,-86,-96,-87,-96,-84,-81,-90,-100,-81,-100,-100,-96,-88,-82,-92,-89,-95,-87,-92,-100,-100,-80,-91,-87,-90,-84,-89,-89,-89,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-100,-100,-100,-100,-92,-100,-100,-100,-100,350,124,8
-60,-61,-61,-69,-88,-84,-86,-88,-100,-96,-90,-91,-90,-90,-99,-90,-86,-99,-100,-100,-77,-77,-100,-69,-91,-90,-86,-90,-100,-77,-87,-87,-76,-76,-87,-87,-69,-93,-82,-82,-83,-88,-82,-100,-93,-97,-92,-76,-87,-87,-87,-88,-100,-93,-87,-99,-100,-80,-87,-99,-87,-99,-85,-81,-92,-100,-81,-100,-100,-99,-88,-82,-91,-87,-96,-87,-91,-100,-100,-80,-90,-85,-91,-84,-90,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,350,124,8
-60,-61,-61,-68,-87,-83,-86,-88,-100,-96,-90,-90,-89,-90,-98,-90,-87,-98,-100,-100,-76,-76,-100,-68,-90,-90,-87,-90,-100,-76,-87,-87,-76,-75,-87,-87,-68,-93,-82,-82,-83,-89,-82,-100,-92,-97,-92,-76,-87,-87,-87,-89,-100,-92,-87,-99,-100,-80,-87,-98,-87,-98,-85,-81,-91,-100,-81,-100,-100,-98,-88,-82,-91,-87,-96,-87,-91,-100,-100,-80,-90,-86,-91,-84,-90,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-60,-60,-60,-68,-87,-83,-86,-87,-100,-96,-91,-91,-89,-91,-97,-91,-87,-97,-100,-100,-76,-76,-99,-68,-90,-90,-87,-90,-100,-76,-86,-87,-76,-75,-87,-87,-68,-92,-82,-82,-82,-87,-82,-100,-94,-97,-93,-76,-87,-87,-87,-87,-100,-92,-88,-98,-100,-79,-86,-98,-87,-98,-85,-81,-91,-100,-81,-100,-100,-98,-88,-82,-91,-88,-96,-88,-91,-100,-100,-80,-90,-85,-91,-84,-90,-90,-88,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-61,-61,-61,-68,-88,-83,-87,-88,-100,-96,-91,-91,-90,-90,-100,-90,-86,-100,-100,-100,-77,-76,-100,-68,-91,-90,-86,-91,-100,-77,-87,-87,-77,-75,-87,-87,-68,-93,-82,-82,-83,-88,-82,-100,-94,-97,-92,-77,-88,-88,-88,-88,-100,-92,-87,-100,-100,-80,-87,-100,-87,-100,-86,-81,-93,-100,-81,-100,-100,-100,-87,-83,-91,-87,-97,-88,-90,-100,-100,-79,-90,-85,-92,-84,-91,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-61,-61,-61,-68,-88,-83,-87,-88,-100,-96,-91,-91,-90,-90,-100,-90,-86,-100,-100,-100,-77,-76,-100,-68,-91,-90,-86,-91,-100,-77,-87,-87,-77,-75,-87,-87,-68,-93,-82,-82,-83,-88,-82,-100,-94,-97,-92,-77,-88,-88,-88,-88,-100,-92,-87,-100,-100,-80,-87,-100,-87,-100,-86,-81,-93,-100,-81,-100,-100,-100,-87,-83,-91,-87,-97,-88,-90,-100,-100,-79,-90,-85,-92,-84,-91,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-61,-61,-61,-68,-88,-83,-87,-88,-100,-96,-91,-91,-90,-90,-100,-90,-86,-100,-100,-100,-77,-76,-100,-68,-91,-90,-86,-91,-100,-77,-87,-87,-77,-75,-87,-87,-68,-93,-82,-82,-83,-88,-82,-100,-94,-97,-92,-77,-88,-88,-88,-88,-100,-92,-87,-100,-100,-80,-87,-100,-87,-100,-86,-81,-93,-100,-81,-100,-100,-100,-87,-83,-91,-87,-97,-88,-90,-100,-100,-79,-90,-85,-92,-84,-91,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-57,-57,-57,-63,-87,-84,-90,-92,-100,-97,-92,-92,-94,-89,-100,-89,-86,-100,-100,-100,-77,-77,-99,-63,-90,-93,-86,-94,-100,-77,-85,-85,-80,-78,-87,-85,-63,-95,-86,-85,-83,-92,-83,-100,-96,-98,-95,-78,-91,-91,-90,-90,-100,-91,-88,-100,-100,-83,-89,-100,-87,-98,-87,-87,-95,-100,-87,-100,-99,-96,-87,-85,-90,-88,-94,-86,-94,-100,-100,-79,-90,-89,-91,-87,-90,-89,-88,-98,-98,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,367,124,9
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-52,-86,-86,-94,-100,-100,-100,-96,-96,-100,-87,-100,-88,-86,-100,-100,-100,-79,-79,-99,-53,-92,-99,-86,-100,-100,-79,-81,-82,-84,-85,-86,-82,-52,-100,-95,-93,-84,-100,-87,-100,-100,-100,-100,-83,-97,-97,-95,-94,-100,-90,-90,-100,-100,-86,-94,-100,-86,-92,-86,-97,-100,-100,-98,-100,-99,-90,-87,-86,-85,-86,-88,-83,-100,-100,-100,-76,-90,-95,-88,-94,-90,-86,-85,-93,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,384,124,10
-51,-51,-51,-51,-86,-87,-94,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-52,-93,-99,-86,-100,-100,-80,-81,-81,-85,-84,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-91,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-86,-84,-84,-85,-86,-82,-100,-100,-100,-76,-90,-94,-88,-93,-90,-86,-84,-92,-94,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,401,124,11
-51,-51,-51,-51,-86,-87,-93,-100,-100,-100,-98,-97,-100,-87,-100,-88,-86,-100,-100,-100,-80,-80,-99,-51,-93,-99,-86,-100,-100,-80,-81,-81,-84,-85,-86,-81,-51,-100,-96,-95,-84,-100,-88,-100,-100,-100,-100,-82,-98,-98,-96,-95,-100,-90,-90,-100,-100,-84,-95,-100,-86,-91,-84,-98,-100,-100,-98,-100,-99,-89,-87,-84,-83,-84,-86,-82,-100,-100,-100,-76,-89,-93,-87,-93,-89,-86,-84,-92,-93,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,401,124,11
-49,-49,-49,-49,-86,-88,-93,-100,-100,-100,-100,-100,-100,-87,-100,-87,-86,-100,-100,-100,-81,-81,-100,-49,-95,-100,-86,-100,-100,-81,-80,-80,-85,-84,-86,-80,-49,-100,-100,-98,-85,-100,-90,-100,-100,-100,-100,-81,-100,-100,-99,-97,-100,-91,-91,-100,-100,-81,-96,-100,-86,-89,-81,-100,-100,-100,-100,-100,-100,-88,-87,-81,-79,-80,-85,-80,-100,-100,-100,-75,-89,-92,-87,-91,-88,-86,-81,-91,-93,-98,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-49,-49,-49,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-87,-100,-87,-86,-100,-100,-100,-81,-81,-100,-49,-95,-100,-86,-100,-100,-81,-80,-80,-85,-85,-86,-80,-49,-100,-100,-98,-85,-100,-90,-100,-100,-100,-100,-82,-100,-100,-98,-97,-100,-91,-91,-100,-100,-81,-96,-100,-86,-89,-81,-100,-100,-100,-100,-100,-100,-88,-87,-81,-79,-80,-85,-81,-100,-100,-100,-75,-89,-92,-87,-92,-89,-86,-81,-91,-93,-98,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-50,-50,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-82,-81,-100,-49,-95,-100,-86,-100,-100,-81,-80,-80,-85,-86,-86,-80,-49,-100,-100,-98,-85,-100,-90,-100,-100,-100,-100,-82,-100,-100,-99,-97,-100,-91,-91,-100,-100,-82,-96,-100,-86,-88,-81,-100,-100,-100,-100,-100,-100,-88,-87,-81,-79,-80,-85,-80,-100,-100,-100,-75,-89,-92,-86,-92,-87,-86,-80,-90,-93,-98,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
