38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,80:8d:b7:55:4d:01,38:17:c3:1f:19:c1,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d1,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,00:4e:35:df:06:50,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-69,-100,-69,-90,-100,-69,-82,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-77,-100,-100,-100,-100,-100,-100,-88,-77,-77,-100,-100,-100,-77,-82,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-98,-80,-100,-67,-67,-100,-77,-100,-100,-100,-65,-76,-88,-87,-69,-87,-86,-68,-83,-83,-83,-83,-80,-90,-78,-78,-87,-78,-78,-92,-96,-100,-100,-86,-86,-84,-83,-89,-84,-84,-100,-87,-90,-87,-97,-100,-85,-91,-94,-91,-91,-90,-91,-90,-85,-98,-94,-98,-100,-100,-94,-94,-92,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,656,124,26
-69,-100,-69,-90,-97,-69,-82,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-96,-100,-78,-100,-100,-100,-100,-100,-100,-92,-77,-77,-97,-100,-100,-77,-83,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-95,-84,-100,-66,-67,-100,-81,-100,-100,-100,-65,-69,-88,-91,-69,-91,-90,-67,-83,-83,-83,-83,-80,-90,-78,-79,-83,-78,-78,-88,-88,-92,-100,-82,-82,-83,-83,-85,-84,-84,-97,-86,-89,-90,-95,-100,-81,-91,-91,-94,-88,-87,-88,-87,-88,-94,-91,-94,-97,-98,-91,-92,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,656,124,26
-69,-100,-69,-90,-97,-69,-82,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-77,-100,-100,-100,-100,-100,-100,-88,-77,-77,-97,-100,-100,-77,-82,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-98,-85,-100,-67,-67,-100,-81,-100,-100,-100,-64,-70,-88,-91,-69,-91,-91,-67,-83,-83,-83,-83,-80,-90,-78,-78,-83,-78,-78,-92,-92,-96,-100,-83,-83,-84,-84,-89,-84,-84,-100,-83,-86,-90,-95,-100,-82,-91,-94,-94,-91,-90,-91,-90,-87,-96,-94,-95,-97,-98,-94,-94,-92,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,656,124,26
-69,-100,-69,-90,-100,-69,-82,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-97,-100,-78,-100,-100,-100,-100,-100,-100,-94,-77,-77,-100,-100,-100,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-95,-80,-100,-65,-65,-100,-76,-100,-100,-100,-66,-69,-88,-87,-69,-87,-86,-65,-83,-83,-83,-83,-80,-88,-78,-79,-84,-79,-78,-89,-89,-96,-100,-82,-82,-83,-83,-82,-83,-83,-97,-90,-90,-90,-95,-100,-84,-90,-87,-94,-86,-84,-86,-85,-88,-96,-89,-96,-98,-100,-91,-92,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,656,124,26
-70,-100,-70,-90,-97,-70,-82,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-77,-100,-100,-100,-100,-100,-100,-91,-78,-77,-100,-100,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-98,-80,-100,-65,-65,-100,-76,-100,-100,-100,-66,-70,-88,-87,-69,-87,-87,-65,-82,-82,-82,-82,-81,-88,-78,-79,-81,-78,-78,-93,-90,-100,-100,-83,-83,-83,-83,-83,-83,-84,-100,-87,-87,-90,-93,-100,-85,-90,-87,-94,-86,-88,-86,-88,-87,-98,-89,-98,-98,-100,-94,-94,-92,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,656,124,26
-69,-100,-69,-90,-97,-69,-82,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-77,-100,-100,-100,-100,-100,-100,-90,-77,-77,-97,-100,-100,-77,-82,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-98,-85,-100,-66,-66,-100,-81,-100,-100,-100,-65,-70,-88,-91,-69,-91,-91,-66,-83,-83,-82,-83,-81,-88,-78,-79,-80,-78,-78,-89,-89,-96,-100,-83,-83,-83,-83,-86,-84,-84,-100,-86,-86,-93,-93,-100,-82,-90,-90,-94,-89,-88,-89,-88,-88,-96,-92,-95,-95,-98,-94,-94,-92,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,656,124,26
-60,-100,-60,-98,-100,-60,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-98,-75,-75,-100,-100,-100,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-98,-78,-100,-62,-62,-100,-82,-100,-100,-100,-63,-74,-80,-85,-74,-85,-85,-62,-86,-85,-86,-86,-79,-86,-85,-86,-81,-85,-85,-85,-84,-86,-92,-82,-82,-85,-85,-82,-85,-85,-87,-90,-86,-86,-92,-97,-89,-96,-93,-93,-85,-86,-86,-86,-86,-100,-89,-100,-97,-98,-85,-96,-94,-94,-94,-96,-97,-95,-100,-100,-100,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-100,-100,-92,-100,-100,673,124,27
-67,-100,-67,-93,-100,-67,-82,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-96,-76,-76,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-95,-79,-100,-64,-64,-100,-79,-100,-100,-100,-66,-69,-87,-87,-68,-87,-87,-64,-83,-83,-83,-84,-80,-88,-83,-83,-84,-83,-83,-88,-88,-92,-100,-82,-82,-82,-82,-82,-82,-82,-92,-87,-90,-87,-95,-100,-84,-94,-91,-94,-86,-84,-86,-84,-87,-96,-89,-96,-100,-100,-87,-92,-87,-93,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,673,124,27
-67,-100,-67,-93,-100,-67,-82,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-96,-76,-76,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-95,-79,-100,-64,-64,-100,-79,-100,-100,-100,-66,-69,-87,-87,-68,-87,-87,-64,-83,-83,-83,-84,-80,-88,-83,-83,-84,-83,-83,-88,-88,-92,-100,-82,-82,-82,-82,-82,-82,-82,-92,-87,-90,-87,-95,-100,-84,-94,-91,-94,-86,-84,-86,-84,-87,-96,-89,-96,-100,-100,-87,-92,-87,-93,-100,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,673,124,27
-66,-100,-66,-93,-100,-66,-82,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-96,-76,-76,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-94,-79,-100,-65,-65,-100,-77,-100,-100,-100,-65,-68,-86,-87,-67,-87,-87,-65,-85,-84,-84,-85,-79,-88,-79,-79,-83,-79,-79,-88,-88,-92,-100,-82,-82,-83,-83,-82,-83,-83,-97,-86,-89,-85,-95,-100,-86,-90,-87,-90,-85,-84,-86,-84,-87,-96,-89,-96,-97,-98,-91,-92,-90,-96,-97,-100,-100,-97,-100,-100,-100,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-97,-100,-100,673,124,27
-58,-100,-58,-100,-98,-58,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-98,-74,-74,-100,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-98,-82,-100,-63,-63,-100,-80,-100,-100,-100,-62,-72,-78,-86,-72,-88,-85,-64,-86,-86,-86,-87,-75,-89,-78,-79,-79,-79,-79,-85,-85,-86,-93,-83,-83,-85,-85,-83,-85,-85,-90,-89,-85,-85,-90,-94,-88,-93,-86,-90,-88,-89,-89,-89,-89,-100,-92,-100,-97,-95,-87,-98,-97,-100,-89,-97,-97,-90,-93,-97,-97,-91,-91,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-100,-100,673,124,27
-66,-100,-66,-93,-100,-66,-87,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-96,-77,-76,-100,-100,-100,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-95,-78,-100,-65,-65,-100,-77,-100,-100,-100,-65,-75,-93,-87,-74,-87,-87,-65,-84,-84,-84,-85,-80,-88,-79,-79,-83,-79,-79,-88,-88,-92,-96,-82,-82,-86,-86,-82,-86,-87,-93,-90,-93,-90,-95,-97,-83,-94,-87,-94,-85,-84,-86,-84,-87,-96,-89,-96,-100,-100,-88,-92,-90,-96,-97,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-97,-100,-100,673,124,27
-60,-100,-60,-100,-100,-60,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-59,-59,-100,-90,-100,-100,-100,-62,-63,-63,-90,-63,-93,-90,-59,-87,-87,-91,-91,-80,-100,-75,-75,-82,-74,-75,-89,-88,-93,-92,-82,-83,-80,-79,-83,-79,-79,-88,-81,-80,-80,-88,-96,-87,-89,-80,-85,-100,-100,-100,-100,-97,-94,-100,-100,-100,-91,-89,-100,-100,-92,-97,-94,-97,-97,-91,-94,-94,-89,-88,-86,-89,-93,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
-62,-100,-61,-100,-100,-62,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-58,-58,-100,-91,-100,-100,-100,-60,-62,-62,-91,-62,-94,-91,-59,-88,-87,-94,-91,-80,-100,-74,-75,-81,-74,-74,-88,-92,-96,-91,-81,-82,-79,-79,-82,-80,-79,-88,-80,-80,-80,-88,-98,-86,-81,-80,-81,-100,-100,-100,-100,-94,-94,-100,-100,-100,-88,-88,-100,-96,-93,-91,-87,-91,-94,-88,-94,-91,-85,-84,-85,-89,-95,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
-60,-100,-60,-100,-100,-60,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-81,-100,-59,-59,-100,-87,-100,-100,-100,-60,-63,-63,-87,-63,-90,-87,-59,-87,-86,-91,-89,-79,-100,-74,-74,-81,-74,-74,-84,-88,-93,-92,-82,-83,-79,-78,-83,-79,-79,-88,-80,-80,-80,-88,-98,-86,-85,-81,-81,-100,-100,-100,-100,-97,-91,-100,-100,-100,-91,-89,-100,-100,-96,-94,-91,-94,-94,-88,-97,-94,-85,-85,-85,-89,-93,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
-62,-100,-61,-100,-100,-62,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-74,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-82,-100,-58,-58,-100,-91,-100,-100,-100,-62,-62,-62,-91,-62,-94,-91,-59,-88,-87,-94,-91,-80,-100,-74,-75,-81,-74,-74,-88,-92,-96,-96,-81,-81,-79,-79,-82,-79,-79,-92,-80,-80,-80,-88,-96,-86,-85,-80,-85,-100,-100,-100,-100,-97,-94,-100,-100,-100,-89,-92,-100,-100,-92,-94,-91,-94,-94,-91,-94,-91,-88,-87,-85,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
-60,-100,-60,-100,-100,-60,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-59,-59,-100,-90,-100,-100,-100,-62,-63,-63,-90,-63,-93,-90,-59,-87,-87,-91,-91,-80,-100,-75,-75,-82,-74,-75,-89,-88,-93,-92,-82,-83,-80,-79,-83,-79,-79,-88,-81,-80,-80,-88,-96,-87,-89,-80,-85,-100,-100,-100,-100,-97,-94,-100,-100,-100,-91,-89,-100,-100,-92,-97,-94,-97,-97,-91,-94,-94,-89,-88,-86,-89,-93,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
-64,-100,-64,-100,-100,-64,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-100,-57,-57,-100,-95,-100,-100,-100,-63,-60,-60,-94,-60,-94,-94,-57,-90,-90,-97,-96,-80,-100,-76,-76,-82,-76,-75,-92,-100,-100,-91,-79,-79,-80,-80,-79,-80,-80,-91,-81,-81,-80,-88,-93,-86,-84,-84,-84,-100,-100,-100,-100,-94,-97,-100,-100,-100,-89,-91,-100,-93,-86,-94,-90,-88,-97,-93,-88,-85,-88,-88,-87,-91,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-88,-100,-100,-88,-100,-100,673,141,28
