38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,80:8d:b7:55:4d:01,38:17:c3:1f:19:c1,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d1,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,00:4e:35:df:06:50,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-49,-79,-49,-79,-80,-49,-51,-88,-87,-94,-100,-100,-100,-100,-100,-100,-89,-100,-89,-86,-100,-100,-100,-78,-78,-100,-51,-95,-100,-86,-100,-98,-100,-78,-80,-81,-85,-79,-89,-81,-51,-100,-100,-97,-86,-100,-89,-100,-100,-100,-100,-78,-86,-100,-100,-98,-98,-100,-94,-94,-100,-100,-81,-96,-100,-89,-94,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-81,-100,-83,-84,-85,-82,-100,-100,-100,-76,-89,-94,-93,-91,-93,-90,-84,-93,-93,-97,-97,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-50,-78,-50,-78,-81,-50,-50,-87,-90,-93,-100,-100,-100,-100,-100,-100,-87,-100,-89,-86,-100,-100,-100,-82,-82,-100,-50,-95,-100,-86,-100,-96,-100,-82,-81,-81,-85,-89,-86,-81,-50,-100,-100,-97,-85,-100,-89,-100,-100,-100,-100,-85,-81,-100,-100,-98,-96,-100,-91,-92,-100,-100,-82,-96,-100,-86,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-81,-100,-79,-80,-85,-82,-100,-100,-100,-75,-89,-94,-86,-94,-90,-86,-80,-90,-93,-97,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-54,-76,-54,-78,-79,-54,-54,-86,-84,-95,-100,-100,-100,-93,-93,-100,-86,-100,-86,-86,-100,-100,-100,-77,-77,-98,-55,-91,-100,-86,-100,-93,-100,-77,-83,-83,-81,-84,-86,-83,-54,-100,-93,-93,-84,-100,-88,-100,-100,-100,-100,-84,-81,-95,-95,-93,-93,-100,-89,-89,-100,-100,-93,-92,-100,-87,-94,-92,-100,-100,-94,-100,-100,-100,-100,-97,-100,-100,-100,-100,-94,-88,-92,-100,-89,-89,-91,-86,-100,-100,-100,-76,-91,-97,-90,-97,-90,-87,-88,-95,-96,-97,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-50,-77,-50,-78,-81,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-82,-82,-100,-49,-95,-100,-86,-100,-96,-100,-82,-80,-80,-86,-85,-86,-80,-49,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-81,-76,-100,-100,-100,-98,-100,-91,-92,-100,-100,-82,-96,-100,-86,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-81,-100,-79,-80,-85,-80,-100,-100,-100,-75,-89,-91,-86,-91,-86,-86,-80,-91,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-50,-77,-50,-78,-81,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-82,-82,-100,-49,-95,-100,-86,-100,-96,-100,-82,-80,-80,-86,-85,-86,-80,-49,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-81,-76,-100,-100,-100,-98,-100,-91,-92,-100,-100,-82,-96,-100,-86,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-81,-100,-79,-80,-85,-80,-100,-100,-100,-75,-89,-91,-86,-91,-86,-86,-80,-91,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-50,-77,-50,-79,-80,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-100,-100,-100,-82,-81,-100,-49,-95,-100,-86,-100,-98,-100,-81,-80,-80,-85,-85,-86,-80,-49,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-81,-81,-100,-100,-100,-98,-100,-91,-89,-100,-100,-82,-98,-100,-86,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-81,-100,-79,-80,-85,-80,-100,-100,-100,-75,-89,-91,-86,-91,-86,-86,-84,-91,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-50,-77,-50,-79,-80,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-100,-100,-100,-82,-81,-100,-49,-95,-100,-86,-100,-98,-100,-81,-80,-80,-85,-85,-86,-80,-49,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-81,-81,-100,-100,-100,-98,-100,-91,-89,-100,-100,-82,-98,-100,-86,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-81,-100,-79,-80,-85,-80,-100,-100,-100,-75,-89,-91,-86,-91,-86,-86,-84,-91,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-50,-77,-50,-78,-81,-50,-49,-86,-89,-93,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-82,-82,-100,-49,-95,-100,-86,-100,-96,-100,-82,-80,-80,-86,-85,-86,-80,-49,-100,-100,-100,-85,-100,-92,-100,-100,-100,-100,-81,-76,-100,-100,-100,-98,-100,-91,-92,-100,-100,-82,-96,-100,-86,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-81,-100,-79,-80,-85,-80,-100,-100,-100,-75,-89,-91,-86,-91,-86,-86,-80,-91,-93,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-49,-88,-50,-82,-86,-49,-49,-91,-83,-94,-100,-100,-100,-100,-100,-100,-92,-100,-92,-88,-100,-100,-100,-81,-81,-100,-49,-93,-100,-87,-100,-97,-100,-81,-83,-83,-91,-85,-92,-83,-49,-100,-90,-90,-80,-100,-90,-100,-100,-100,-100,-92,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-92,-89,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-89,-89,-79,-100,-86,-83,-89,-76,-100,-100,-100,-74,-86,-86,-86,-89,-81,-83,-82,-83,-83,-83,-84,-90,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-51,-78,-51,-79,-82,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-79,-100,-50,-93,-100,-86,-100,-96,-100,-79,-81,-81,-84,-83,-86,-81,-49,-100,-100,-100,-85,-100,-95,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-97,-97,-100,-100,-81,-96,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-81,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-89,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-51,-78,-51,-80,-81,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-78,-100,-50,-93,-100,-86,-100,-98,-100,-78,-80,-81,-83,-83,-86,-80,-49,-100,-100,-100,-84,-100,-92,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-94,-94,-100,-100,-80,-98,-100,-87,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-80,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-88,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-51,-78,-51,-79,-82,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-79,-100,-50,-93,-100,-86,-100,-96,-100,-79,-81,-81,-84,-83,-86,-81,-49,-100,-100,-100,-85,-100,-95,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-97,-97,-100,-100,-81,-96,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-81,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-89,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-51,-78,-51,-79,-82,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-79,-100,-50,-93,-100,-86,-100,-96,-100,-79,-81,-81,-84,-83,-86,-81,-49,-100,-100,-100,-85,-100,-95,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-97,-97,-100,-100,-81,-96,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-81,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-89,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-51,-78,-51,-79,-82,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-79,-100,-50,-93,-100,-86,-100,-96,-100,-79,-81,-81,-84,-83,-86,-81,-49,-100,-100,-100,-85,-100,-95,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-97,-97,-100,-100,-81,-96,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-81,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-89,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-51,-78,-51,-80,-81,-51,-50,-87,-87,-94,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-100,-100,-100,-79,-78,-100,-50,-93,-100,-86,-100,-98,-100,-78,-80,-81,-83,-83,-86,-80,-49,-100,-100,-100,-84,-100,-92,-100,-100,-100,-100,-84,-86,-100,-100,-100,-98,-100,-94,-94,-100,-100,-80,-98,-100,-87,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-80,-100,-84,-81,-85,-78,-100,-100,-100,-74,-88,-90,-88,-90,-83,-88,-80,-88,-89,-93,-93,-88,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-45,-88,-46,-84,-86,-46,-48,-93,-90,-94,-100,-100,-100,-100,-100,-100,-94,-100,-94,-92,-100,-100,-100,-80,-79,-100,-48,-95,-100,-90,-100,-94,-100,-79,-83,-83,-93,-87,-92,-82,-48,-100,-87,-87,-81,-100,-85,-100,-100,-100,-100,-93,-89,-100,-100,-98,-98,-100,-100,-100,-100,-100,-84,-96,-100,-95,-94,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-94,-88,-84,-100,-85,-82,-91,-79,-100,-100,-100,-74,-91,-91,-89,-94,-84,-90,-82,-87,-87,-87,-87,-98,-98,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-52,-84,-52,-81,-82,-52,-50,-88,-83,-95,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-80,-80,-100,-50,-93,-100,-86,-100,-98,-100,-80,-82,-82,-85,-85,-89,-82,-50,-100,-100,-100,-85,-100,-98,-100,-100,-100,-100,-86,-95,-100,-100,-100,-98,-100,-100,-100,-100,-100,-79,-98,-100,-90,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-91,-87,-79,-100,-89,-82,-85,-77,-100,-100,-100,-70,-88,-89,-90,-89,-80,-90,-81,-87,-86,-86,-87,-88,-100,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-51,-78,-51,-79,-81,-51,-50,-87,-87,-92,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-100,-100,-100,-79,-79,-100,-49,-90,-100,-86,-100,-96,-100,-79,-80,-80,-83,-83,-87,-80,-49,-100,-100,-100,-85,-100,-95,-100,-100,-100,-100,-83,-86,-100,-100,-100,-98,-100,-97,-97,-100,-100,-81,-96,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-88,-87,-80,-100,-84,-81,-85,-78,-100,-100,-100,-74,-87,-87,-88,-87,-83,-88,-80,-88,-89,-93,-93,-87,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
