b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-67,-68,-83,-75,-75,-63,-62,-63,-62,-79,-63,-62,-68,-68,-61,-68,-62,-73,-72,-80,-80,-82,-85,-69,-78,-78,-91,-83,-84,-92,-92,-71,-92,-83,-93,-91,-95,-94,-100,-100,-68,-87,-83,-94,-90,-83,-68,-94,-68,-100,-100,-75,-75,-75,-67,-66,-100,-89,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-79,-96,-94,-95,-88,-79,-69,-81,-100,-100,-95,-100,-100,-100,-100,-100,-88,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-89,-94,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-83,-89,-92,-89,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-68,-82,-75,-75,-63,-62,-63,-62,-79,-63,-62,-68,-68,-61,-68,-62,-75,-72,-81,-81,-82,-85,-69,-78,-78,-91,-83,-84,-93,-92,-71,-92,-83,-94,-91,-95,-95,-100,-100,-68,-88,-83,-95,-90,-83,-69,-95,-68,-100,-100,-75,-75,-75,-67,-66,-100,-89,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-79,-97,-94,-95,-88,-79,-69,-81,-100,-100,-95,-100,-100,-100,-100,-100,-88,-100,-95,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-88,-94,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-83,-89,-92,-89,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-68,-84,-75,-75,-63,-62,-63,-62,-80,-63,-62,-68,-68,-61,-68,-62,-72,-72,-79,-79,-82,-86,-69,-78,-78,-90,-83,-84,-92,-91,-71,-91,-83,-93,-90,-95,-94,-100,-100,-68,-87,-83,-94,-90,-83,-66,-94,-68,-100,-100,-75,-75,-75,-67,-66,-100,-89,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-79,-96,-93,-94,-88,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-89,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-68,-83,-75,-75,-63,-62,-63,-62,-79,-63,-62,-68,-68,-61,-68,-62,-73,-72,-80,-80,-82,-85,-69,-78,-78,-91,-83,-84,-92,-92,-71,-92,-83,-93,-91,-95,-94,-100,-100,-68,-87,-83,-94,-90,-83,-68,-94,-68,-100,-100,-75,-75,-75,-67,-66,-100,-89,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-79,-96,-94,-95,-88,-79,-69,-81,-100,-100,-95,-100,-100,-100,-100,-100,-88,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-89,-94,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-83,-89,-92,-89,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-68,-84,-75,-75,-63,-62,-63,-62,-80,-63,-62,-68,-68,-61,-68,-62,-72,-72,-79,-79,-82,-86,-69,-78,-78,-90,-83,-84,-92,-91,-71,-91,-83,-93,-90,-95,-94,-100,-100,-68,-87,-83,-94,-90,-83,-66,-94,-68,-100,-100,-75,-75,-75,-67,-66,-100,-89,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-79,-96,-93,-94,-88,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-89,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-88,-87,-94,-88,-100,-95,545.0,444.5999999999999,13.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-67,-68,-85,-76,-75,-63,-62,-63,-62,-81,-63,-63,-69,-68,-61,-69,-62,-70,-72,-77,-77,-82,-86,-69,-78,-78,-90,-84,-84,-91,-90,-72,-91,-84,-93,-90,-95,-94,-100,-100,-68,-86,-83,-94,-91,-83,-63,-94,-68,-100,-100,-75,-75,-75,-67,-67,-100,-90,-86,-75,-77,-67,-100,-100,-100,-82,-81,-69,-69,-80,-96,-93,-94,-89,-79,-69,-81,-100,-100,-94,-100,-100,-100,-100,-100,-89,-100,-94,-100,-100,-100,-100,-89,-83,-100,-96,-100,-100,-100,-90,-93,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-83,-90,-93,-90,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-88,-87,-94,-88,-100,-95,545.0,458.79999999999984,14.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,472.99999999999983,15.0
-66,-61,-71,-70,-70,-69,-67,-68,-67,-75,-69,-67,-68,-68,-69,-68,-67,-71,-72,-76,-76,-83,-85,-68,-88,-87,-98,-100,-100,-100,-100,-88,-95,-97,-99,-91,-100,-100,-84,-100,-61,-95,-98,-100,-100,-86,-66,-94,-61,-100,-100,-71,-71,-71,-82,-78,-100,-82,-91,-71,-75,-85,-80,-100,-100,-78,-77,-68,-73,-95,-88,-76,-76,-73,-79,-68,-93,-100,-89,-84,-100,-100,-100,-100,-100,-73,-90,-100,-100,-100,-80,-79,-88,-87,-96,-86,-100,-100,-100,-89,-90,-100,-87,-93,-89,-87,-100,-100,-100,-100,-100,-100,-98,-99,-98,-88,-93,-88,-91,-94,-100,-98,-100,-98,-90,-96,-97,-90,-90,-90,-96,-89,-95,-87,-81,-81,-98,-94,-92,-92,-95,-94,-92,-93,-100,-100,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-72,-62,-73,-74,-73,-61,-66,-61,-66,-78,-61,-66,-70,-70,-74,-70,-62,-62,-74,-79,-79,-80,-87,-70,-77,-77,-86,-100,-100,-100,-100,-77,-92,-90,-94,-92,-100,-100,-85,-100,-62,-94,-85,-89,-87,-79,-62,-88,-62,-100,-100,-75,-75,-75,-63,-63,-100,-76,-86,-75,-83,-64,-78,-100,-100,-82,-79,-67,-68,-93,-91,-80,-80,-76,-80,-67,-92,-100,-89,-80,-100,-100,-100,-100,-100,-76,-97,-100,-100,-100,-78,-78,-84,-79,-100,-90,-100,-100,-100,-79,-79,-100,-79,-91,-91,-89,-100,-100,-100,-100,-100,-100,-86,-90,-86,-80,-94,-80,-95,-94,-97,-94,-100,-94,-81,-88,-100,-100,-100,-100,-100,-81,-100,-85,-89,-85,-88,-81,-81,-97,-100,-96,-91,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-91,545.0,487.1999999999998,16.0
