b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,60:32:b1:3e:1a:b8,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:30,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:0f:92,00:4e:35:df:27:01,00:4e:35:df:27:02,20:a6:cd:42:0b:f1,70:56:81:c9:91:ab,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,00:4e:35:df:27:00,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,56:13:79:14:54:6d,20:a6:cd:42:0b:f2,32:f7:72:50:57:3b,x,y,label
-87,-71,-86,-83,-82,-76,-71,-76,-71,-74,-76,-71,-57,-57,-53,-58,-65,-65,-70,-83,-70,-72,-73,-58,-56,-56,-59,-88,-88,-74,-74,-56,-59,-88,-74,-58,-87,-87,-86,-100,-72,-75,-78,-82,-82,-73,-66,-82,-72,-100,-93,-86,-74,-75,-74,-79,-79,-93,-97,-100,-88,-74,-70,-74,-88,-100,-100,-76,-77,-77,-78,-75,-93,-95,-91,-100,-82,-78,-76,-100,-87,-91,-93,-87,-100,-100,-97,-93,-100,-85,-87,-100,-100,-93,-100,-100,-100,-88,-85,-95,-96,-100,-100,-90,-97,-97,-87,-93,-85,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-90,-100,545.0,274.2,1.0
-85,-74,-87,-83,-83,-76,-71,-76,-71,-75,-76,-71,-58,-58,-53,-59,-66,-66,-70,-83,-71,-73,-73,-59,-56,-56,-58,-87,-87,-74,-74,-56,-58,-87,-74,-58,-89,-86,-87,-100,-74,-76,-79,-82,-82,-73,-66,-82,-72,-98,-92,-86,-73,-73,-73,-80,-80,-92,-96,-98,-87,-73,-70,-74,-88,-97,-100,-78,-77,-78,-78,-76,-93,-96,-92,-100,-82,-80,-76,-98,-88,-91,-90,-87,-100,-100,-97,-97,-98,-88,-88,-97,-98,-90,-98,-98,-98,-89,-87,-97,-96,-100,-100,-89,-96,-96,-89,-92,-88,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,545.0,274.2,1.0
-86,-71,-85,-82,-82,-76,-71,-76,-71,-76,-76,-71,-59,-59,-54,-59,-66,-66,-68,-84,-71,-72,-72,-59,-56,-56,-58,-87,-91,-74,-74,-56,-58,-91,-74,-58,-86,-87,-91,-100,-71,-76,-79,-83,-83,-72,-66,-83,-76,-100,-94,-88,-73,-73,-73,-80,-79,-95,-92,-96,-93,-73,-72,-74,-88,-100,-100,-78,-78,-78,-77,-75,-93,-94,-92,-100,-83,-78,-76,-100,-90,-89,-93,-90,-100,-100,-97,-94,-97,-88,-86,-100,-97,-93,-97,-97,-100,-88,-86,-97,-98,-100,-100,-84,-95,-95,-90,-93,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,545.0,288.4,2.0
-86,-72,-86,-83,-83,-76,-71,-76,-71,-76,-76,-71,-59,-59,-54,-59,-66,-66,-68,-84,-71,-72,-72,-59,-56,-56,-58,-87,-87,-74,-74,-56,-58,-87,-74,-58,-87,-87,-89,-100,-72,-76,-79,-83,-83,-72,-66,-83,-77,-100,-94,-87,-73,-73,-73,-80,-80,-95,-95,-96,-91,-73,-70,-74,-88,-100,-100,-78,-78,-78,-77,-75,-93,-96,-94,-100,-87,-78,-76,-100,-90,-91,-93,-90,-100,-100,-97,-97,-97,-88,-87,-100,-97,-93,-97,-97,-100,-88,-86,-97,-96,-100,-100,-90,-97,-97,-90,-93,-88,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,545.0,288.4,2.0
-82,-72,-81,-82,-82,-76,-71,-76,-71,-76,-76,-71,-59,-59,-54,-59,-66,-66,-69,-78,-72,-73,-73,-59,-57,-57,-58,-83,-87,-74,-74,-57,-58,-87,-74,-58,-82,-82,-91,-100,-72,-76,-77,-84,-83,-73,-66,-84,-77,-100,-94,-84,-73,-73,-73,-74,-74,-97,-92,-96,-93,-73,-71,-75,-88,-100,-100,-78,-78,-78,-77,-75,-95,-94,-94,-100,-87,-78,-76,-100,-90,-91,-91,-87,-100,-100,-98,-94,-97,-88,-82,-100,-97,-96,-97,-97,-100,-88,-85,-97,-96,-100,-100,-84,-95,-95,-87,-90,-91,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,545.0,288.4,2.0
-78,-73,-82,-82,-82,-76,-72,-76,-72,-76,-76,-72,-60,-60,-55,-60,-67,-67,-69,-79,-72,-73,-73,-60,-57,-57,-58,-82,-82,-74,-74,-57,-58,-82,-74,-57,-82,-83,-91,-100,-78,-77,-79,-84,-84,-73,-67,-84,-78,-100,-94,-89,-73,-73,-73,-75,-75,-94,-95,-93,-91,-73,-71,-75,-88,-100,-100,-78,-78,-78,-78,-77,-93,-96,-96,-100,-87,-78,-77,-97,-90,-91,-93,-90,-100,-100,-98,-97,-97,-91,-87,-97,-97,-93,-97,-97,-100,-89,-88,-94,-96,-100,-97,-88,-97,-97,-90,-93,-91,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-100,545.0,288.4,2.0
-82,-72,-82,-82,-82,-76,-71,-76,-71,-76,-76,-71,-59,-59,-54,-59,-66,-66,-69,-78,-71,-73,-73,-59,-57,-57,-58,-83,-83,-74,-74,-57,-58,-83,-74,-58,-82,-83,-89,-100,-72,-76,-78,-84,-83,-73,-67,-84,-77,-100,-94,-87,-74,-74,-74,-75,-75,-95,-95,-96,-91,-74,-71,-75,-88,-100,-100,-76,-77,-78,-77,-76,-93,-94,-93,-100,-87,-78,-76,-100,-90,-91,-93,-87,-100,-100,-98,-93,-97,-88,-82,-100,-97,-96,-97,-97,-100,-89,-85,-93,-94,-100,-100,-90,-97,-97,-87,-93,-88,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-95,-100,545.0,288.4,2.0
-75,-75,-79,-81,-80,-73,-65,-73,-65,-75,-73,-65,-60,-60,-52,-60,-70,-70,-66,-68,-67,-75,-75,-60,-63,-63,-65,-82,-82,-78,-78,-63,-65,-81,-78,-65,-92,-90,-87,-87,-74,-76,-80,-85,-84,-75,-69,-85,-74,-83,-97,-86,-70,-70,-70,-71,-71,-86,-100,-85,-92,-70,-74,-76,-85,-100,-97,-82,-82,-75,-75,-76,-89,-85,-85,-81,-82,-75,-76,-100,-100,-86,-97,-85,-93,-93,-100,-86,-81,-100,-83,-92,-92,-92,-86,-85,-97,-89,-97,-89,-95,-100,-100,-91,-100,-100,-97,-100,-94,-100,-100,-87,-100,-87,-87,-87,-100,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-90,-100,545.0,288.4,2.0
-74,-76,-80,-80,-81,-75,-68,-75,-68,-75,-75,-69,-58,-58,-52,-59,-69,-68,-67,-69,-68,-74,-74,-59,-60,-60,-62,-80,-80,-76,-76,-61,-62,-80,-77,-61,-82,-81,-87,-89,-75,-77,-77,-83,-83,-74,-68,-83,-77,-87,-98,-84,-73,-74,-73,-73,-73,-88,-95,-96,-95,-74,-68,-79,-89,-95,-96,-77,-76,-76,-76,-76,-91,-89,-89,-92,-81,-76,-77,-92,-92,-89,-91,-85,-92,-92,-100,-85,-92,-97,-81,-89,-90,-97,-94,-94,-100,-89,-90,-94,-98,-94,-94,-89,-100,-100,-91,-93,-91,-97,-92,-91,-100,-90,-91,-91,-96,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-73,-76,-80,-80,-80,-74,-67,-74,-67,-75,-74,-68,-59,-59,-52,-59,-70,-70,-66,-68,-68,-75,-74,-59,-62,-62,-63,-80,-80,-77,-77,-62,-63,-80,-77,-63,-83,-80,-87,-86,-75,-77,-78,-84,-84,-74,-69,-84,-77,-84,-98,-87,-72,-73,-72,-73,-73,-85,-95,-92,-94,-73,-68,-78,-89,-95,-96,-77,-81,-76,-76,-76,-89,-86,-86,-89,-77,-76,-77,-92,-95,-86,-93,-85,-92,-92,-100,-85,-88,-100,-82,-87,-87,-95,-92,-91,-100,-89,-93,-91,-98,-94,-94,-89,-100,-100,-94,-95,-94,-97,-94,-88,-100,-88,-88,-88,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-74,-77,-79,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-69,-68,-67,-68,-68,-74,-73,-58,-60,-60,-61,-78,-78,-76,-76,-60,-61,-79,-76,-60,-81,-86,-86,-92,-77,-77,-78,-83,-83,-73,-67,-82,-78,-90,-98,-84,-74,-75,-74,-75,-74,-88,-92,-100,-98,-74,-68,-81,-90,-92,-96,-76,-76,-77,-77,-76,-91,-89,-89,-96,-81,-76,-77,-92,-90,-90,-88,-85,-88,-88,-100,-85,-96,-94,-81,-89,-89,-97,-97,-97,-100,-88,-87,-95,-98,-94,-94,-92,-100,-100,-88,-91,-91,-97,-90,-91,-98,-93,-93,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-72,-78,-79,-79,-79,-75,-69,-76,-69,-76,-76,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-74,-73,-58,-61,-61,-61,-78,-78,-76,-76,-61,-61,-78,-76,-61,-81,-90,-87,-88,-78,-77,-79,-83,-83,-73,-68,-83,-78,-86,-100,-88,-74,-75,-74,-80,-74,-85,-90,-100,-100,-74,-68,-86,-92,-90,-92,-76,-76,-76,-76,-76,-88,-86,-87,-96,-76,-76,-77,-92,-90,-87,-87,-84,-85,-84,-100,-81,-96,-94,-81,-85,-85,-97,-97,-97,-100,-89,-87,-93,-100,-94,-94,-92,-100,-100,-87,-91,-91,-95,-90,-89,-96,-91,-91,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-74,-77,-79,-80,-80,-75,-69,-76,-69,-75,-76,-69,-57,-57,-52,-58,-69,-68,-67,-68,-68,-74,-73,-58,-60,-60,-61,-78,-78,-76,-76,-60,-61,-79,-76,-60,-81,-86,-86,-92,-77,-77,-78,-83,-83,-73,-67,-82,-78,-90,-98,-84,-74,-75,-74,-75,-74,-88,-92,-100,-98,-74,-68,-81,-90,-92,-96,-76,-76,-77,-77,-76,-91,-89,-89,-96,-81,-76,-77,-92,-90,-90,-88,-85,-88,-88,-100,-85,-96,-94,-81,-89,-89,-97,-97,-97,-100,-88,-87,-95,-98,-94,-94,-92,-100,-100,-88,-91,-91,-97,-90,-91,-98,-93,-93,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-73,-76,-80,-80,-80,-74,-67,-74,-67,-75,-74,-68,-59,-59,-52,-59,-70,-70,-66,-68,-68,-75,-74,-59,-62,-62,-63,-80,-80,-77,-77,-62,-63,-80,-77,-63,-83,-80,-87,-86,-75,-77,-78,-84,-84,-74,-69,-84,-77,-84,-98,-87,-72,-73,-72,-73,-73,-85,-95,-92,-94,-73,-68,-78,-89,-95,-96,-77,-81,-76,-76,-76,-89,-86,-86,-89,-77,-76,-77,-92,-95,-86,-93,-85,-92,-92,-100,-85,-88,-100,-82,-87,-87,-95,-92,-91,-100,-89,-93,-91,-98,-94,-94,-89,-100,-100,-94,-95,-94,-97,-94,-88,-100,-88,-88,-88,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,302.6,3.0
-72,-78,-79,-79,-79,-75,-69,-76,-69,-76,-76,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-74,-73,-58,-61,-61,-61,-78,-78,-76,-76,-61,-61,-78,-76,-61,-81,-90,-87,-88,-78,-77,-79,-83,-83,-73,-68,-83,-78,-86,-100,-88,-74,-75,-74,-80,-74,-85,-90,-100,-100,-74,-68,-86,-92,-90,-92,-76,-76,-76,-76,-76,-88,-86,-87,-96,-76,-76,-77,-92,-90,-87,-87,-84,-85,-84,-100,-81,-96,-94,-81,-85,-85,-97,-97,-97,-100,-89,-87,-93,-100,-94,-94,-92,-100,-100,-87,-91,-91,-95,-90,-89,-96,-91,-91,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,316.79999999999995,4.0
-72,-78,-79,-79,-79,-75,-69,-76,-69,-76,-76,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-74,-73,-58,-61,-61,-61,-78,-78,-76,-76,-61,-61,-78,-76,-61,-81,-90,-87,-88,-78,-77,-79,-83,-83,-73,-68,-83,-78,-86,-100,-88,-74,-75,-74,-80,-74,-85,-90,-100,-100,-74,-68,-86,-92,-90,-92,-76,-76,-76,-76,-76,-88,-86,-87,-96,-76,-76,-77,-92,-90,-87,-87,-84,-85,-84,-100,-81,-96,-94,-81,-85,-85,-97,-97,-97,-100,-89,-87,-93,-100,-94,-94,-92,-100,-100,-87,-91,-91,-95,-90,-89,-96,-91,-91,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,316.79999999999995,4.0
-72,-78,-79,-79,-79,-75,-69,-76,-69,-76,-76,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-74,-73,-58,-61,-61,-61,-78,-78,-76,-76,-61,-61,-78,-76,-61,-81,-90,-87,-88,-78,-77,-79,-83,-83,-73,-68,-83,-78,-86,-100,-88,-74,-75,-74,-80,-74,-85,-90,-100,-100,-74,-68,-86,-92,-90,-92,-76,-76,-76,-76,-76,-88,-86,-87,-96,-76,-76,-77,-92,-90,-87,-87,-84,-85,-84,-100,-81,-96,-94,-81,-85,-85,-97,-97,-97,-100,-89,-87,-93,-100,-94,-94,-92,-100,-100,-87,-91,-91,-95,-90,-89,-96,-91,-91,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,316.79999999999995,4.0
-72,-78,-79,-79,-79,-75,-69,-76,-69,-76,-76,-69,-58,-58,-52,-58,-70,-69,-66,-67,-68,-74,-73,-58,-61,-61,-61,-78,-78,-76,-76,-61,-61,-78,-76,-61,-81,-90,-87,-88,-78,-77,-79,-83,-83,-73,-68,-83,-78,-86,-100,-88,-74,-75,-74,-80,-74,-85,-90,-100,-100,-74,-68,-86,-92,-90,-92,-76,-76,-76,-76,-76,-88,-86,-87,-96,-76,-76,-77,-92,-90,-87,-87,-84,-85,-84,-100,-81,-96,-94,-81,-85,-85,-97,-97,-97,-100,-89,-87,-93,-100,-94,-94,-92,-100,-100,-87,-91,-91,-95,-90,-89,-96,-91,-91,-93,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-100,545.0,316.79999999999995,4.0
