80:8d:b7:55:29:c0,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:4d:00,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,38:17:c3:1f:00:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:1f:22:20,80:8d:b7:55:4d:10,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,80:8d:b7:55:39:d1,20:a6:cd:42:0b:e3,38:17:c3:1f:22:21,00:4e:35:de:e1:10,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:42:0b:f3,38:17:c3:1f:08:50,20:a6:cd:42:0b:f0,00:4e:35:df:06:41,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:11,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b8,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1f:09:93,38:17:c3:19:36:31,72:32:b1:3e:1a:b7,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,bc:42:8c:64:49:70,a8:bd:27:4c:aa:91,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:1f:09:92,38:17:c3:1f:14:01,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,44:48:c1:91:d0:14,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:10,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,b4:5d:50:e1:96:51,38:17:c3:24:47:50,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,44:48:c1:91:95:a3,b4:5d:50:e1:96:41,38:17:c3:1f:19:d1,20:a6:cd:42:0a:c1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:95:a2,38:17:c3:1f:09:82,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,38:17:c3:22:5e:f2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:24:56:50,38:17:c3:1f:19:c1,86:0d:8e:aa:25:a4,44:48:c1:91:aa:30,x,y,label
-100,-89,-100,-100,-85,-85,-89,-100,-88,-84,-100,-100,-92,-92,-100,-100,-100,-100,-58,-100,-100,-60,-100,-100,-83,-85,-86,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-76,-83,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-90,-100,-100,-100,-100,-100,-90,-100,-89,-100,-87,-87,-100,-80,-81,-89,-88,-89,-80,-90,-90,-84,-90,-80,-84,-69,-69,-70,-87,-88,-90,-88,-100,-89,-84,-85,-84,-83,-87,-89,-80,-85,-79,-88,-91,-88,-77,-88,-85,-91,-87,-85,-89,-92,-90,-92,-88,-86,-88,-90,-88,-87,-86,-86,-91,-92,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-89,-100,-100,-82,-82,-89,-100,-88,-82,-100,-100,-92,-92,-100,-100,-100,-100,-59,-100,-100,-60,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-78,-74,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-64,-100,-90,-100,-100,-100,-100,-100,-90,-100,-89,-100,-87,-87,-100,-79,-78,-89,-88,-89,-80,-92,-91,-85,-90,-78,-87,-71,-70,-70,-87,-91,-90,-91,-100,-90,-85,-84,-85,-85,-87,-89,-83,-85,-80,-88,-87,-87,-80,-90,-85,-91,-87,-87,-89,-92,-90,-92,-89,-88,-86,-85,-86,-87,-86,-86,-91,-92,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-58,-100,-100,-56,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-79,-82,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-90,-100,-100,-100,-100,-100,-87,-100,-88,-100,-87,-88,-100,-80,-78,-89,-88,-89,-80,-90,-91,-84,-90,-79,-84,-71,-71,-72,-87,-90,-88,-88,-100,-88,-85,-85,-86,-85,-87,-89,-80,-84,-80,-86,-90,-91,-81,-90,-82,-91,-85,-85,-89,-92,-90,-92,-86,-86,-88,-90,-87,-87,-86,-89,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-59,-100,-100,-63,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-84,-75,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-67,-100,-90,-100,-100,-100,-100,-100,-87,-100,-86,-100,-87,-88,-100,-81,-76,-89,-88,-90,-80,-90,-95,-86,-92,-77,-86,-71,-70,-69,-87,-89,-89,-89,-100,-88,-87,-87,-86,-84,-88,-89,-82,-86,-85,-86,-92,-93,-85,-89,-86,-91,-86,-86,-89,-92,-90,-92,-86,-88,-88,-90,-87,-87,-86,-89,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-62,-100,-100,-50,-100,-100,-81,-83,-83,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-84,-88,-84,-83,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-58,-100,-90,-100,-100,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-83,-78,-88,-89,-90,-80,-90,-92,-82,-92,-77,-82,-78,-77,-77,-87,-89,-90,-91,-100,-89,-91,-92,-91,-82,-88,-89,-84,-82,-85,-87,-89,-91,-85,-88,-82,-91,-87,-93,-93,-92,-90,-92,-87,-89,-86,-86,-87,-87,-86,-89,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-62,-100,-100,-50,-100,-100,-81,-83,-83,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-84,-88,-84,-83,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-58,-100,-90,-100,-100,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-83,-78,-88,-89,-90,-80,-90,-92,-82,-92,-77,-82,-78,-77,-77,-87,-89,-90,-91,-100,-89,-91,-92,-91,-82,-88,-89,-84,-82,-85,-87,-89,-91,-85,-88,-82,-91,-87,-93,-93,-92,-90,-92,-87,-89,-86,-86,-87,-87,-86,-89,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-51,-100,-100,-50,-100,-100,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-85,-75,-84,-84,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-88,-100,-100,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-78,-76,-88,-89,-90,-80,-90,-92,-83,-92,-76,-83,-79,-78,-78,-87,-87,-87,-85,-100,-87,-91,-92,-91,-87,-88,-89,-87,-84,-86,-88,-92,-90,-84,-90,-84,-91,-87,-93,-93,-92,-90,-92,-88,-88,-87,-86,-86,-87,-86,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-48,-100,-100,-51,-100,-100,-82,-83,-85,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-85,-77,-86,-85,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-100,-88,-100,-100,-100,-100,-100,-81,-100,-81,-100,-80,-80,-100,-83,-76,-88,-89,-90,-80,-90,-92,-82,-92,-76,-83,-77,-78,-78,-87,-89,-89,-88,-100,-90,-91,-91,-92,-81,-88,-89,-87,-84,-86,-86,-92,-90,-84,-89,-84,-91,-87,-93,-93,-92,-90,-92,-86,-86,-88,-88,-88,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-51,-100,-100,-50,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-83,-88,-83,-83,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-59,-100,-88,-100,-100,-100,-100,-100,-81,-100,-81,-100,-81,-80,-100,-76,-76,-88,-89,-90,-80,-90,-92,-84,-92,-76,-83,-77,-78,-77,-87,-90,-90,-91,-100,-89,-91,-91,-92,-83,-88,-89,-87,-82,-86,-88,-89,-87,-85,-88,-82,-91,-87,-93,-93,-92,-90,-92,-88,-88,-88,-89,-88,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-50,-100,-100,-53,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-82,-89,-82,-80,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-62,-100,-86,-100,-100,-100,-100,-100,-80,-100,-82,-100,-81,-80,-100,-83,-79,-88,-89,-90,-80,-90,-92,-84,-92,-78,-88,-75,-75,-75,-87,-91,-89,-89,-100,-89,-91,-89,-90,-83,-88,-89,-92,-84,-86,-91,-88,-89,-85,-88,-83,-91,-92,-93,-93,-92,-90,-92,-90,-90,-88,-89,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-53,-100,-100,-48,-100,-100,-82,-82,-82,-89,-100,-89,-100,-100,-100,-94,-49,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-56,-100,-100,-100,-100,-100,-79,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-100,-86,-100,-100,-100,-100,-100,-88,-100,-90,-100,-87,-87,-100,-83,-82,-88,-89,-90,-83,-90,-92,-87,-92,-83,-88,-74,-74,-70,-87,-91,-90,-88,-100,-89,-91,-90,-91,-85,-88,-88,-84,-90,-85,-91,-90,-89,-86,-88,-88,-91,-89,-93,-93,-92,-90,-92,-89,-89,-88,-89,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-84,-85,-87,-100,-89,-84,-100,-100,-92,-92,-100,-100,-100,-100,-48,-100,-100,-50,-100,-100,-84,-82,-81,-89,-100,-89,-100,-100,-100,-94,-50,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-56,-100,-100,-100,-100,-100,-79,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-56,-100,-87,-100,-100,-100,-100,-100,-86,-100,-86,-100,-85,-79,-100,-81,-77,-88,-89,-88,-83,-90,-91,-85,-92,-77,-85,-71,-70,-71,-87,-91,-90,-90,-100,-89,-90,-89,-90,-86,-88,-87,-86,-88,-85,-91,-90,-91,-84,-89,-85,-91,-93,-93,-92,-92,-90,-92,-89,-91,-87,-87,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-82,-84,-87,-100,-89,-84,-100,-100,-92,-92,-100,-100,-100,-100,-50,-100,-100,-49,-100,-100,-82,-82,-81,-89,-100,-89,-100,-100,-100,-94,-50,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-57,-100,-100,-100,-100,-100,-77,-86,-77,-78,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-86,-100,-100,-100,-100,-100,-88,-100,-87,-100,-87,-87,-100,-78,-78,-88,-89,-90,-83,-90,-91,-84,-92,-81,-83,-72,-71,-70,-87,-90,-90,-90,-100,-90,-91,-90,-89,-84,-88,-87,-84,-84,-84,-92,-90,-91,-84,-90,-85,-91,-90,-93,-92,-92,-90,-92,-89,-91,-88,-89,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-89,-100,-100,-82,-82,-89,-100,-89,-82,-100,-100,-92,-92,-100,-100,-100,-100,-53,-100,-100,-48,-100,-100,-82,-82,-82,-89,-100,-89,-100,-100,-100,-94,-49,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-56,-100,-100,-100,-100,-100,-79,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-100,-86,-100,-100,-100,-100,-100,-88,-100,-90,-100,-87,-87,-100,-83,-82,-88,-89,-90,-83,-90,-92,-87,-92,-83,-88,-74,-74,-70,-87,-91,-90,-88,-100,-89,-91,-90,-91,-85,-88,-88,-84,-90,-85,-91,-90,-89,-86,-88,-88,-91,-89,-93,-93,-92,-90,-92,-89,-89,-88,-89,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-82,-84,-87,-100,-89,-84,-100,-100,-92,-92,-100,-100,-100,-100,-50,-100,-100,-49,-100,-100,-82,-82,-81,-89,-100,-89,-100,-100,-100,-94,-50,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-57,-100,-100,-100,-100,-100,-77,-86,-77,-78,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-86,-100,-100,-100,-100,-100,-88,-100,-87,-100,-87,-87,-100,-78,-78,-88,-89,-90,-83,-90,-91,-84,-92,-81,-83,-72,-71,-70,-87,-90,-90,-90,-100,-90,-91,-90,-89,-84,-88,-87,-84,-84,-84,-92,-90,-91,-84,-90,-85,-91,-90,-93,-92,-92,-90,-92,-89,-91,-88,-89,-88,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-84,-85,-87,-100,-89,-84,-100,-100,-92,-92,-100,-100,-100,-100,-48,-100,-100,-50,-100,-100,-84,-82,-81,-89,-100,-89,-100,-100,-100,-94,-50,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-56,-100,-100,-100,-100,-100,-79,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-56,-100,-87,-100,-100,-100,-100,-100,-86,-100,-86,-100,-85,-79,-100,-81,-77,-88,-89,-88,-83,-90,-91,-85,-92,-77,-85,-71,-70,-71,-87,-91,-90,-90,-100,-89,-90,-89,-90,-86,-88,-87,-86,-88,-85,-91,-90,-91,-84,-89,-85,-91,-93,-93,-92,-92,-90,-92,-89,-91,-87,-87,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-84,-85,-87,-100,-89,-84,-100,-100,-92,-92,-89,-100,-100,-100,-49,-100,-100,-49,-100,-100,-86,-80,-81,-89,-100,-89,-100,-100,-100,-94,-49,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-52,-100,-100,-100,-100,-100,-81,-79,-81,-81,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-100,-83,-100,-100,-100,-100,-100,-80,-100,-80,-100,-79,-79,-100,-81,-82,-88,-88,-87,-83,-90,-91,-88,-92,-82,-83,-75,-74,-74,-87,-89,-89,-88,-100,-89,-89,-91,-92,-88,-91,-91,-86,-88,-85,-91,-90,-91,-84,-92,-82,-91,-90,-93,-92,-92,-90,-92,-89,-91,-87,-87,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-86,-100,-100,-84,-84,-87,-100,-87,-84,-100,-100,-92,-92,-89,-100,-100,-100,-45,-100,-100,-40,-100,-100,-77,-77,-78,-89,-100,-89,-100,-100,-100,-94,-45,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-53,-100,-100,-100,-100,-100,-75,-81,-76,-75,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-54,-100,-84,-100,-100,-100,-100,-100,-86,-100,-87,-100,-86,-86,-100,-81,-80,-88,-88,-87,-83,-90,-91,-84,-92,-80,-83,-71,-70,-70,-100,-90,-90,-88,-100,-89,-89,-91,-92,-89,-91,-90,-86,-82,-86,-90,-90,-90,-87,-92,-82,-91,-89,-93,-92,-92,-90,-92,-91,-91,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
