80:8d:b7:55:29:c0,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:4d:00,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,38:17:c3:1f:00:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:1f:22:20,80:8d:b7:55:4d:10,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,80:8d:b7:55:39:d1,20:a6:cd:42:0b:e3,38:17:c3:1f:22:21,00:4e:35:de:e1:10,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:42:0b:f3,38:17:c3:1f:08:50,20:a6:cd:42:0b:f0,00:4e:35:df:06:41,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:11,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b8,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1f:09:93,38:17:c3:19:36:31,72:32:b1:3e:1a:b7,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,bc:42:8c:64:49:70,a8:bd:27:4c:aa:91,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:1f:09:92,38:17:c3:1f:14:01,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,44:48:c1:91:d0:14,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:10,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,b4:5d:50:e1:96:51,38:17:c3:24:47:50,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,44:48:c1:91:95:a3,b4:5d:50:e1:96:41,38:17:c3:1f:19:d1,20:a6:cd:42:0a:c1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:95:a2,38:17:c3:1f:09:82,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,38:17:c3:22:5e:f2,44:48:c1:91:95:a0,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:24:56:50,38:17:c3:1f:19:c1,86:0d:8e:aa:25:a4,44:48:c1:91:aa:30,x,y,label
-100,-78,-100,-100,-76,-77,-79,-100,-78,-76,-100,-87,-88,-89,-87,-100,-100,-100,-62,-100,-100,-62,-100,-100,-71,-72,-72,-90,-100,-92,-100,-100,-91,-88,-60,-100,-92,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-92,-83,-100,-100,-100,-100,-88,-87,-100,-100,-75,-100,-100,-100,-100,-93,-65,-73,-62,-64,-100,-88,-87,-100,-91,-89,-90,-93,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-77,-75,-90,-73,-100,-100,-88,-100,-100,-64,-100,-65,-100,-65,-63,-100,-86,-89,-72,-72,-71,-88,-100,-87,-88,-100,-100,-88,-77,-78,-84,-90,-90,-90,-90,-92,-91,-91,-91,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-80,-100,-100,-77,-73,-77,-100,-78,-76,-100,-86,-86,-85,-86,-100,-100,-100,-63,-100,-100,-63,-100,-100,-72,-71,-70,-90,-100,-92,-100,-100,-91,-88,-63,-100,-92,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-92,-83,-100,-100,-100,-100,-90,-87,-100,-100,-75,-100,-100,-100,-100,-93,-66,-79,-66,-68,-100,-88,-87,-100,-91,-89,-90,-93,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-77,-75,-90,-72,-100,-100,-88,-100,-100,-65,-100,-64,-100,-65,-66,-100,-86,-87,-66,-72,-72,-91,-100,-87,-88,-100,-100,-88,-77,-78,-84,-90,-90,-90,-90,-92,-91,-91,-91,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-80,-100,-100,-77,-76,-79,-100,-77,-75,-100,-91,-88,-87,-90,-100,-100,-100,-63,-100,-100,-65,-100,-100,-71,-70,-69,-90,-100,-89,-100,-100,-91,-88,-67,-100,-92,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-92,-83,-100,-100,-100,-100,-90,-87,-100,-100,-78,-100,-100,-100,-100,-93,-69,-72,-69,-66,-100,-88,-87,-100,-91,-89,-90,-93,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-78,-78,-90,-72,-100,-100,-88,-100,-100,-63,-100,-64,-100,-64,-64,-100,-86,-86,-71,-72,-72,-90,-100,-87,-88,-100,-100,-88,-77,-78,-84,-90,-90,-90,-90,-92,-91,-91,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-79,-100,-100,-75,-75,-77,-100,-78,-75,-100,-90,-90,-91,-90,-100,-100,-100,-65,-100,-100,-64,-100,-100,-70,-68,-68,-89,-100,-89,-100,-100,-91,-91,-64,-100,-92,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-93,-83,-100,-100,-100,-100,-89,-87,-100,-100,-78,-100,-100,-100,-100,-93,-68,-67,-70,-68,-100,-88,-87,-100,-91,-89,-90,-85,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-78,-80,-90,-70,-100,-100,-88,-100,-100,-71,-100,-72,-100,-71,-71,-100,-86,-92,-75,-75,-74,-100,-100,-87,-90,-100,-100,-91,-77,-78,-81,-91,-91,-91,-90,-92,-90,-91,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-79,-100,-100,-77,-77,-78,-100,-78,-75,-100,-87,-88,-86,-88,-100,-100,-100,-62,-100,-100,-55,-100,-100,-69,-67,-67,-86,-100,-86,-100,-100,-91,-90,-64,-100,-92,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-93,-83,-100,-100,-100,-100,-90,-88,-100,-100,-78,-100,-100,-100,-100,-93,-69,-77,-68,-68,-100,-88,-87,-100,-91,-89,-90,-85,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-91,-78,-78,-90,-68,-100,-100,-88,-100,-100,-69,-100,-68,-100,-69,-68,-100,-93,-92,-75,-75,-73,-100,-100,-87,-91,-100,-100,-91,-77,-78,-79,-91,-91,-92,-91,-92,-90,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-79,-100,-100,-73,-73,-79,-100,-79,-72,-100,-91,-89,-90,-91,-100,-100,-100,-64,-100,-100,-63,-100,-100,-69,-68,-69,-89,-100,-88,-100,-100,-91,-92,-64,-100,-92,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-93,-83,-100,-100,-100,-100,-89,-87,-100,-100,-80,-100,-100,-100,-100,-93,-64,-72,-67,-67,-100,-88,-87,-100,-91,-89,-90,-91,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-81,-80,-90,-70,-100,-100,-88,-100,-100,-71,-100,-69,-100,-70,-69,-100,-86,-92,-76,-77,-77,-100,-100,-87,-93,-100,-100,-91,-77,-78,-81,-91,-91,-90,-90,-92,-91,-91,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-80,-100,-100,-73,-74,-76,-100,-79,-73,-100,-90,-89,-89,-90,-100,-100,-100,-64,-100,-100,-64,-100,-100,-72,-68,-68,-91,-100,-91,-100,-100,-91,-88,-64,-100,-92,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-92,-83,-100,-100,-100,-100,-90,-87,-100,-100,-79,-100,-100,-100,-100,-93,-67,-67,-65,-64,-100,-88,-87,-100,-91,-89,-90,-93,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-78,-76,-90,-69,-100,-100,-88,-100,-100,-70,-100,-71,-100,-70,-70,-100,-86,-92,-75,-73,-75,-100,-100,-87,-92,-100,-100,-90,-77,-78,-84,-90,-91,-89,-90,-92,-89,-91,-94,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-75,-100,-100,-74,-74,-75,-100,-77,-73,-100,-89,-90,-89,-91,-100,-100,-100,-63,-100,-100,-64,-100,-100,-71,-70,-70,-88,-100,-88,-100,-100,-91,-90,-64,-100,-92,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-92,-92,-83,-100,-100,-100,-100,-92,-87,-100,-100,-79,-100,-100,-100,-100,-93,-68,-70,-68,-67,-100,-88,-87,-100,-91,-89,-90,-93,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-78,-76,-90,-71,-100,-100,-88,-100,-100,-71,-100,-71,-100,-70,-90,-100,-86,-92,-75,-75,-74,-100,-100,-87,-92,-100,-100,-90,-77,-78,-81,-90,-90,-90,-91,-92,-90,-91,-92,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-79,-100,-100,-76,-77,-79,-100,-79,-76,-100,-89,-89,-88,-88,-100,-100,-100,-61,-100,-100,-63,-100,-100,-70,-67,-68,-91,-100,-89,-100,-100,-91,-92,-61,-100,-92,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-93,-83,-100,-100,-100,-100,-89,-87,-100,-100,-78,-100,-100,-100,-100,-93,-68,-71,-67,-69,-100,-88,-87,-100,-91,-89,-90,-91,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-93,-80,-80,-90,-70,-100,-100,-88,-100,-100,-70,-100,-70,-100,-71,-71,-100,-86,-92,-74,-75,-74,-100,-100,-87,-93,-100,-100,-91,-77,-78,-81,-91,-91,-90,-90,-92,-89,-91,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-74,-100,-100,-77,-77,-75,-100,-74,-78,-90,-80,-80,-79,-79,-100,-100,-100,-73,-100,-100,-72,-100,-100,-66,-66,-66,-83,-100,-82,-90,-90,-91,-84,-72,-100,-92,-100,-83,-100,-83,-100,-100,-100,-100,-92,-100,-100,-89,-100,-82,-100,-100,-100,-100,-83,-82,-100,-100,-77,-100,-100,-100,-100,-93,-69,-63,-68,-68,-100,-88,-87,-100,-91,-88,-90,-86,-91,-91,-100,-100,-100,-85,-84,-100,-100,-100,-91,-78,-77,-90,-76,-100,-100,-88,-100,-100,-67,-100,-67,-100,-66,-67,-100,-94,-91,-74,-77,-78,-100,-100,-87,-88,-100,-100,-89,-81,-78,-81,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-80,-79,-75,-100,-75,-79,-90,-82,-82,-82,-82,-100,-100,-100,-66,-100,-100,-67,-100,-100,-69,-67,-68,-86,-100,-84,-90,-90,-91,-93,-65,-100,-92,-100,-85,-100,-84,-100,-100,-100,-100,-92,-100,-100,-87,-100,-83,-100,-100,-100,-100,-89,-88,-100,-100,-74,-100,-100,-100,-100,-93,-75,-69,-69,-75,-100,-88,-87,-100,-91,-89,-90,-85,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-91,-76,-76,-90,-78,-100,-100,-88,-100,-100,-67,-100,-67,-100,-68,-67,-100,-93,-92,-82,-82,-80,-100,-100,-87,-90,-100,-100,-89,-77,-78,-77,-91,-91,-93,-91,-92,-90,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-81,-80,-73,-100,-74,-81,-90,-84,-82,-82,-82,-100,-100,-100,-72,-100,-100,-71,-100,-100,-68,-68,-67,-85,-100,-85,-90,-90,-91,-93,-70,-100,-92,-100,-84,-100,-84,-100,-100,-100,-100,-92,-100,-100,-87,-100,-83,-100,-100,-100,-100,-83,-83,-100,-100,-76,-100,-100,-100,-100,-93,-69,-66,-69,-69,-100,-88,-87,-100,-91,-89,-90,-85,-91,-91,-100,-100,-100,-90,-84,-100,-100,-100,-91,-76,-76,-90,-73,-100,-100,-88,-100,-100,-69,-100,-68,-100,-67,-67,-100,-94,-92,-77,-76,-78,-100,-100,-87,-92,-100,-100,-89,-77,-78,-77,-91,-91,-90,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-84,-80,-75,-100,-75,-81,-90,-81,-82,-82,-82,-100,-100,-100,-73,-100,-100,-73,-100,-100,-67,-68,-67,-84,-100,-84,-90,-90,-91,-93,-74,-100,-92,-100,-85,-100,-83,-100,-100,-100,-100,-92,-100,-100,-87,-100,-82,-100,-100,-100,-100,-82,-82,-100,-100,-77,-100,-100,-100,-100,-93,-69,-69,-69,-69,-100,-88,-87,-100,-91,-88,-90,-90,-91,-92,-100,-100,-100,-85,-84,-100,-100,-100,-91,-78,-77,-90,-76,-100,-100,-88,-100,-100,-66,-100,-67,-100,-67,-66,-100,-94,-91,-75,-77,-78,-100,-100,-87,-88,-100,-100,-89,-81,-78,-77,-91,-93,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-77,-77,-75,-100,-74,-78,-90,-80,-80,-79,-79,-100,-100,-100,-73,-100,-100,-72,-100,-100,-66,-66,-66,-83,-100,-82,-90,-90,-91,-84,-72,-100,-92,-100,-83,-100,-83,-100,-100,-100,-100,-92,-100,-100,-89,-100,-82,-100,-100,-100,-100,-83,-82,-100,-100,-77,-100,-100,-100,-100,-93,-69,-63,-68,-68,-100,-88,-87,-100,-91,-88,-90,-86,-91,-91,-100,-100,-100,-85,-84,-100,-100,-100,-91,-78,-77,-90,-76,-100,-100,-88,-100,-100,-67,-100,-67,-100,-66,-67,-100,-94,-91,-74,-77,-78,-100,-100,-87,-88,-100,-100,-89,-81,-78,-81,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-77,-80,-75,-100,-74,-80,-90,-81,-80,-80,-81,-100,-100,-100,-69,-100,-100,-70,-100,-100,-66,-68,-68,-83,-100,-83,-90,-90,-91,-84,-68,-100,-92,-100,-83,-100,-82,-100,-100,-100,-100,-92,-100,-100,-92,-100,-82,-100,-100,-100,-100,-80,-81,-100,-100,-77,-100,-100,-100,-100,-93,-64,-67,-65,-65,-100,-88,-87,-100,-91,-88,-90,-84,-91,-85,-100,-100,-100,-85,-84,-100,-100,-100,-91,-76,-76,-90,-77,-100,-100,-88,-100,-100,-67,-100,-66,-100,-66,-66,-100,-94,-91,-77,-79,-79,-100,-100,-87,-88,-100,-100,-89,-81,-84,-81,-91,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-74,-100,-100,-77,-78,-75,-100,-74,-79,-90,-85,-85,-86,-86,-100,-100,-92,-90,-100,-100,-73,-100,-100,-69,-67,-68,-84,-100,-85,-90,-90,-91,-84,-91,-100,-92,-100,-84,-100,-84,-100,-100,-84,-100,-92,-88,-89,-88,-93,-81,-100,-100,-100,-100,-82,-82,-100,-100,-75,-100,-100,-100,-100,-89,-69,-64,-69,-70,-100,-88,-87,-100,-87,-88,-90,-84,-91,-85,-100,-100,-89,-85,-84,-100,-100,-100,-90,-75,-75,-90,-77,-100,-100,-88,-100,-100,-73,-100,-72,-100,-72,-74,-100,-94,-91,-76,-79,-76,-91,-90,-90,-88,-100,-88,-89,-81,-84,-81,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-73,-100,-100,-79,-77,-73,-100,-73,-77,-90,-86,-85,-86,-85,-100,-100,-92,-72,-100,-100,-74,-100,-100,-70,-69,-68,-86,-100,-86,-90,-90,-95,-90,-73,-100,-93,-100,-86,-100,-86,-100,-100,-84,-100,-92,-88,-89,-88,-93,-85,-100,-100,-100,-100,-84,-83,-100,-100,-77,-100,-100,-100,-100,-89,-67,-63,-67,-68,-100,-88,-87,-100,-87,-88,-90,-86,-91,-89,-100,-100,-89,-89,-88,-100,-100,-100,-90,-77,-77,-88,-78,-100,-100,-88,-100,-100,-74,-100,-74,-100,-72,-74,-100,-90,-89,-78,-78,-78,-91,-90,-90,-89,-100,-88,-90,-81,-84,-81,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-71,-100,-100,-81,-80,-69,-100,-72,-81,-90,-83,-82,-82,-82,-100,-100,-92,-72,-100,-100,-74,-100,-100,-66,-68,-67,-82,-100,-81,-90,-90,-95,-84,-90,-100,-93,-100,-82,-100,-82,-100,-100,-84,-100,-92,-88,-89,-88,-93,-82,-100,-100,-100,-100,-82,-82,-100,-100,-74,-100,-100,-100,-100,-90,-69,-65,-68,-69,-100,-88,-87,-100,-87,-88,-88,-85,-91,-83,-100,-100,-89,-83,-84,-100,-100,-100,-91,-75,-75,-89,-79,-100,-100,-88,-100,-100,-73,-100,-72,-100,-74,-72,-100,-92,-91,-78,-75,-77,-91,-90,-90,-88,-100,-88,-91,-81,-80,-81,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
