38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:fc:a0,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:19:45:a1,38:17:c3:19:55:42,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:45:a0,38:17:c3:19:d7:61,38:17:c3:19:55:40,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:92,9e:2b:77:8e:45:c7,38:17:c3:1f:09:93,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b4:5d:50:e1:96:43,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f0,44:48:c1:91:95:b2,38:17:c3:1f:00:b0,44:48:c1:91:95:b3,20:a6:cd:50:24:a0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,00:4e:35:df:0e:12,b4:5d:50:e1:92:22,00:4e:35:df:0e:11,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:22:21,b4:5d:50:e1:96:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:52,38:17:c3:1f:22:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,b4:5d:50:e1:92:21,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:51,00:4e:35:de:d7:43,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,00:4e:35:df:0e:10,38:17:c3:1f:08:40,b4:5d:50:e1:92:20,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:41,38:17:c3:19:71:82,38:17:c3:1f:08:42,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b0,0a:05:a7:e3:d9:82,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,00:4e:35:df:27:12,38:17:c3:19:71:80,x,y,label
-91,-90,-100,-100,-89,-92,-83,-86,-71,-100,-70,-100,-82,-86,-83,-100,-85,-71,-75,-77,-74,-78,-73,-78,-77,-100,-92,-100,-92,-90,-90,-84,-100,-84,-89,-88,-87,-84,-100,-85,-100,-100,-91,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-72,-72,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-84,-86,-71,-71,-44,-71,-71,-84,-84,-84,-100,-61,-60,-64,-92,-100,-84,-100,-100,-89,-88,-89,-74,-73,-73,-100,-91,-89,-88,-83,-73,-71,-92,-88,-79,-79,-80,-81,-79,-81,-80,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-71,-86,-83,-88,-100,-100,-93,-93,-86,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-57,-58,-56,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-91,-90,-100,-100,-89,-92,-83,-86,-73,-100,-71,-100,-82,-86,-84,-100,-85,-73,-81,-80,-79,-80,-76,-80,-80,-100,-92,-100,-91,-90,-90,-91,-100,-90,-87,-88,-87,-91,-100,-92,-100,-100,-90,-100,-100,-100,-100,-80,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-71,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-86,-86,-77,-76,-44,-78,-78,-75,-76,-75,-100,-65,-64,-64,-92,-100,-100,-100,-100,-89,-88,-88,-69,-69,-69,-100,-91,-89,-82,-82,-76,-76,-89,-83,-78,-78,-82,-82,-79,-83,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-84,-66,-86,-83,-82,-100,-100,-93,-93,-86,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-59,-57,-59,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-91,-90,-100,-100,-89,-92,-83,-86,-72,-100,-71,-100,-82,-86,-83,-100,-85,-73,-79,-82,-79,-81,-76,-80,-81,-100,-92,-100,-91,-90,-90,-91,-100,-89,-87,-88,-87,-90,-100,-90,-100,-100,-91,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-86,-86,-76,-67,-44,-67,-68,-77,-76,-76,-100,-65,-60,-61,-92,-100,-84,-100,-100,-89,-88,-89,-69,-69,-69,-100,-91,-89,-82,-82,-77,-76,-89,-83,-78,-78,-83,-83,-77,-83,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-83,-66,-86,-83,-84,-100,-100,-93,-93,-86,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-57,-59,-57,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-91,-90,-100,-100,-89,-92,-83,-86,-73,-100,-74,-100,-82,-86,-84,-100,-85,-72,-81,-84,-79,-84,-76,-85,-84,-100,-92,-100,-92,-90,-90,-87,-100,-88,-87,-83,-87,-87,-100,-87,-100,-100,-92,-100,-100,-100,-100,-78,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-60,-60,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-84,-85,-75,-70,-41,-69,-72,-75,-76,-75,-100,-64,-61,-63,-92,-100,-100,-100,-100,-89,-88,-90,-69,-69,-69,-100,-91,-89,-86,-85,-75,-75,-90,-85,-78,-78,-84,-85,-77,-85,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-85,-67,-86,-80,-84,-100,-100,-93,-93,-86,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-57,-58,-57,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-91,-90,-100,-100,-89,-92,-83,-86,-71,-100,-71,-100,-82,-86,-83,-100,-85,-71,-79,-81,-79,-80,-76,-81,-80,-100,-92,-100,-91,-90,-90,-91,-100,-89,-89,-88,-87,-92,-100,-90,-100,-100,-90,-100,-100,-100,-100,-79,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-68,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-86,-86,-79,-71,-44,-71,-71,-76,-75,-75,-100,-64,-63,-62,-92,-100,-81,-100,-100,-89,-88,-87,-69,-70,-69,-100,-91,-89,-84,-83,-77,-79,-94,-83,-80,-80,-83,-83,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-82,-66,-86,-82,-83,-100,-100,-93,-93,-86,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-57,-57,-57,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-91,-90,-100,-100,-89,-93,-83,-86,-76,-100,-78,-100,-82,-86,-83,-100,-85,-79,-72,-78,-74,-77,-75,-77,-77,-100,-92,-100,-88,-90,-89,-84,-100,-83,-88,-88,-88,-83,-100,-83,-100,-100,-92,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-69,-68,-100,-100,-100,-100,-92,-93,-90,-93,-93,-81,-84,-82,-74,-71,-41,-69,-71,-79,-79,-78,-100,-60,-62,-62,-93,-100,-86,-100,-100,-89,-88,-92,-71,-71,-71,-100,-91,-89,-89,-89,-72,-73,-92,-88,-78,-78,-82,-82,-77,-82,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-85,-67,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-70,-100,-100,-100,-60,-60,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-84,-85,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-92,-83,-86,-77,-100,-76,-100,-82,-86,-83,-100,-85,-76,-76,-77,-73,-76,-74,-77,-78,-100,-92,-100,-90,-90,-90,-86,-100,-84,-89,-88,-90,-85,-100,-84,-100,-100,-92,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-91,-90,-91,-93,-86,-84,-82,-73,-71,-40,-71,-70,-81,-80,-80,-100,-63,-60,-63,-95,-100,-85,-100,-100,-89,-88,-89,-74,-73,-73,-100,-91,-89,-88,-88,-73,-73,-92,-88,-78,-78,-82,-82,-79,-83,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-86,-69,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-59,-61,-60,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-83,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-92,-83,-86,-76,-100,-79,-100,-82,-86,-83,-100,-85,-79,-73,-78,-73,-77,-74,-77,-78,-100,-92,-100,-90,-89,-90,-84,-100,-83,-88,-88,-88,-84,-100,-83,-100,-100,-89,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-93,-90,-93,-93,-83,-84,-84,-73,-70,-41,-71,-70,-82,-82,-82,-100,-63,-63,-63,-92,-100,-86,-100,-100,-89,-88,-92,-70,-71,-72,-100,-91,-89,-88,-89,-74,-72,-92,-88,-78,-78,-82,-82,-78,-82,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-87,-70,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-62,-62,-60,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-84,-84,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-92,-83,-86,-77,-100,-79,-100,-82,-86,-83,-100,-85,-76,-73,-78,-72,-77,-73,-78,-77,-100,-92,-100,-91,-89,-90,-82,-100,-84,-89,-88,-90,-82,-100,-82,-100,-100,-90,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-93,-90,-91,-93,-83,-84,-82,-72,-71,-42,-71,-70,-82,-83,-81,-100,-60,-60,-62,-95,-100,-85,-100,-100,-89,-88,-92,-69,-70,-70,-100,-91,-89,-88,-88,-74,-74,-92,-88,-77,-78,-82,-83,-76,-82,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-86,-69,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-67,-100,-100,-100,-60,-58,-58,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-86,-84,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-94,-83,-86,-77,-100,-78,-100,-82,-86,-83,-100,-85,-76,-83,-78,-74,-78,-74,-77,-78,-100,-92,-100,-92,-90,-89,-83,-100,-83,-89,-88,-90,-83,-100,-84,-100,-100,-90,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-93,-90,-91,-93,-83,-84,-82,-73,-70,-40,-68,-70,-77,-78,-78,-100,-64,-60,-65,-93,-100,-85,-100,-100,-89,-88,-92,-70,-69,-70,-100,-91,-89,-87,-89,-73,-74,-92,-88,-76,-77,-82,-82,-76,-83,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-70,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-59,-59,-59,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-83,-82,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-95,-83,-86,-76,-100,-78,-100,-82,-86,-83,-100,-85,-79,-72,-77,-73,-77,-73,-77,-76,-100,-92,-100,-90,-90,-88,-83,-100,-84,-88,-88,-88,-83,-100,-84,-100,-100,-90,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-93,-90,-93,-93,-83,-84,-84,-73,-71,-41,-71,-71,-79,-79,-78,-100,-66,-64,-64,-93,-100,-86,-100,-100,-89,-88,-92,-70,-71,-71,-100,-91,-89,-87,-89,-73,-73,-92,-88,-77,-76,-82,-82,-77,-83,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-86,-71,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-61,-62,-51,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-82,-84,-83,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-91,-90,-100,-100,-89,-93,-85,-86,-69,-100,-73,-100,-82,-86,-86,-100,-85,-72,-81,-79,-74,-78,-81,-78,-78,-100,-92,-100,-89,-89,-89,-84,-100,-84,-89,-88,-88,-85,-100,-84,-100,-100,-91,-100,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-65,-67,-100,-100,-100,-100,-92,-93,-90,-90,-100,-86,-85,-85,-73,-73,-47,-74,-75,-84,-83,-84,-100,-70,-69,-65,-93,-100,-84,-100,-100,-100,-100,-88,-74,-74,-74,-100,-91,-89,-87,-85,-72,-73,-92,-89,-81,-81,-80,-79,-81,-82,-75,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-66,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-60,-60,-58,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-80,-81,-81,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-85,-86,-72,-100,-72,-100,-82,-86,-83,-100,-85,-72,-81,-79,-74,-79,-81,-77,-78,-100,-92,-100,-89,-88,-89,-86,-100,-88,-89,-88,-88,-85,-100,-86,-100,-100,-94,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-66,-100,-100,-100,-100,-92,-93,-90,-90,-100,-86,-87,-86,-74,-75,-44,-73,-75,-84,-84,-84,-100,-64,-65,-65,-93,-100,-84,-100,-100,-100,-100,-90,-74,-76,-74,-100,-91,-89,-88,-87,-76,-75,-92,-89,-81,-79,-83,-80,-80,-82,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-85,-67,-100,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-59,-61,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-80,-80,-80,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-85,-86,-72,-100,-72,-100,-82,-86,-83,-100,-85,-71,-81,-78,-74,-79,-81,-79,-80,-100,-92,-100,-89,-88,-88,-85,-100,-86,-89,-88,-88,-85,-100,-85,-100,-100,-93,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-68,-100,-100,-100,-100,-92,-93,-90,-90,-100,-86,-85,-86,-72,-75,-45,-74,-75,-84,-84,-84,-100,-69,-68,-70,-93,-100,-84,-100,-100,-100,-100,-89,-74,-76,-74,-100,-91,-89,-88,-88,-72,-74,-92,-89,-80,-79,-82,-80,-79,-82,-83,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-86,-67,-100,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-59,-60,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-80,-80,-80,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-85,-86,-71,-100,-72,-100,-82,-86,-83,-100,-85,-72,-81,-78,-74,-80,-81,-79,-79,-100,-92,-100,-90,-88,-89,-86,-100,-87,-89,-88,-88,-85,-100,-86,-100,-100,-90,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-67,-100,-100,-100,-100,-92,-93,-90,-90,-100,-86,-85,-86,-73,-73,-45,-74,-75,-82,-82,-83,-100,-69,-69,-69,-93,-100,-84,-100,-100,-100,-100,-89,-75,-76,-76,-100,-91,-89,-88,-88,-73,-73,-92,-89,-80,-80,-80,-80,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-66,-100,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-61,-60,-61,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-80,-80,-80,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-85,-86,-72,-100,-72,-100,-82,-86,-85,-100,-85,-72,-80,-80,-77,-79,-79,-80,-79,-100,-92,-100,-90,-90,-90,-83,-100,-83,-89,-88,-88,-84,-100,-84,-100,-100,-90,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-67,-100,-100,-100,-100,-92,-93,-90,-90,-100,-84,-85,-85,-73,-73,-56,-74,-76,-84,-83,-84,-100,-65,-66,-68,-93,-100,-84,-100,-100,-100,-100,-88,-73,-72,-71,-100,-91,-89,-87,-86,-74,-72,-93,-88,-77,-77,-80,-80,-76,-81,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-67,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-61,-62,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-89,-81,-86,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-83,-86,-71,-100,-71,-100,-82,-86,-83,-100,-85,-72,-81,-78,-74,-78,-81,-78,-78,-100,-92,-100,-95,-87,-89,-84,-100,-85,-89,-88,-88,-84,-100,-84,-100,-100,-91,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-66,-100,-100,-100,-100,-92,-93,-90,-90,-100,-86,-84,-88,-73,-75,-43,-73,-75,-82,-82,-81,-100,-65,-64,-64,-93,-100,-84,-100,-100,-100,-100,-89,-74,-76,-74,-100,-91,-89,-88,-87,-74,-73,-92,-89,-79,-79,-80,-80,-79,-80,-85,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-86,-67,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-70,-100,-100,-100,-60,-60,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-79,-80,-78,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-91,-90,-100,-100,-89,-93,-85,-100,-72,-100,-78,-100,-82,-100,-85,-100,-100,-72,-80,-83,-77,-84,-79,-83,-84,-100,-92,-100,-90,-90,-90,-88,-100,-88,-89,-88,-88,-87,-100,-89,-100,-100,-91,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-92,-91,-90,-94,-100,-84,-85,-86,-76,-77,-53,-77,-74,-83,-83,-84,-100,-67,-68,-70,-93,-100,-84,-100,-100,-100,-100,-88,-76,-74,-75,-100,-91,-100,-85,-85,-76,-76,-93,-85,-86,-86,-88,-89,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-71,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-60,-60,-59,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-89,-85,-85,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-89,-89,-100,-100,-91,-93,-85,-100,-77,-100,-76,-100,-82,-100,-85,-100,-100,-72,-81,-82,-77,-82,-79,-83,-82,-100,-92,-100,-90,-90,-90,-87,-100,-87,-89,-88,-88,-88,-100,-87,-100,-100,-90,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-70,-65,-100,-100,-100,-100,-92,-91,-92,-91,-100,-84,-83,-85,-74,-77,-46,-77,-74,-83,-83,-77,-100,-67,-67,-68,-93,-100,-84,-100,-100,-100,-100,-88,-78,-77,-78,-100,-91,-100,-85,-85,-75,-74,-93,-85,-80,-81,-87,-88,-80,-88,-84,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-69,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-66,-100,-100,-100,-60,-60,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-85,-84,-84,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
