38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:fc:a0,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:19:45:a1,38:17:c3:19:55:42,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:45:a0,38:17:c3:19:d7:61,38:17:c3:19:55:40,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:92,9e:2b:77:8e:45:c7,38:17:c3:1f:09:93,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b4:5d:50:e1:96:43,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f0,44:48:c1:91:95:b2,38:17:c3:1f:00:b0,44:48:c1:91:95:b3,20:a6:cd:50:24:a0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,00:4e:35:df:0e:12,b4:5d:50:e1:92:22,00:4e:35:df:0e:11,00:4e:35:de:e1:02,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:22:21,b4:5d:50:e1:96:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:52,38:17:c3:1f:22:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,b4:5d:50:e1:92:21,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:51,00:4e:35:de:d7:43,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,00:4e:35:df:0e:10,38:17:c3:1f:08:40,b4:5d:50:e1:92:20,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:41,38:17:c3:19:71:82,38:17:c3:1f:08:42,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b0,0a:05:a7:e3:d9:82,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,00:4e:35:df:27:12,38:17:c3:19:71:80,x,y,label
-100,-100,-90,-92,-100,-93,-66,-82,-86,-90,-83,-89,-65,-85,-64,-100,-84,-86,-54,-77,-56,-77,-55,-76,-76,-95,-90,-88,-77,-78,-78,-56,-80,-58,-59,-59,-59,-58,-81,-60,-81,-90,-91,-92,-100,-87,-87,-67,-69,-88,-87,-88,-86,-88,-76,-75,-86,-83,-90,-90,-92,-80,-86,-91,-89,-81,-82,-88,-88,-89,-90,-73,-73,-75,-74,-79,-62,-63,-62,-48,-80,-62,-87,-86,-88,-89,-87,-89,-74,-72,-74,-89,-89,-85,-91,-100,-78,-78,-77,-71,-71,-71,-93,-77,-100,-70,-71,-47,-48,-84,-70,-70,-69,-84,-86,-70,-84,-80,-100,-89,-90,-91,-100,-88,-87,-89,-80,-91,-89,-86,-88,-85,-86,-89,-88,-91,-92,-90,-89,-87,-89,-84,-90,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-100,-100,-90,-92,-100,-93,-67,-82,-85,-90,-85,-89,-72,-85,-67,-100,-84,-86,-55,-89,-54,-78,-53,-77,-79,-95,-91,-88,-79,-79,-80,-57,-80,-58,-60,-60,-61,-60,-81,-59,-81,-90,-87,-92,-100,-87,-90,-68,-69,-90,-87,-88,-86,-88,-76,-75,-86,-83,-90,-90,-92,-79,-86,-91,-89,-80,-79,-88,-88,-89,-90,-72,-71,-70,-71,-79,-62,-62,-59,-48,-80,-63,-87,-88,-86,-88,-87,-89,-74,-72,-72,-91,-89,-85,-89,-100,-77,-78,-77,-73,-74,-73,-93,-75,-100,-68,-71,-49,-48,-82,-71,-75,-74,-84,-85,-74,-84,-83,-100,-89,-90,-89,-100,-88,-87,-88,-80,-91,-87,-87,-90,-88,-87,-92,-88,-93,-91,-90,-90,-90,-89,-84,-91,-88,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-100,-100,-90,-92,-100,-93,-69,-82,-85,-90,-85,-89,-70,-85,-70,-100,-84,-86,-50,-76,-50,-75,-50,-75,-75,-95,-87,-88,-87,-87,-87,-68,-86,-68,-60,-60,-61,-67,-85,-68,-85,-90,-93,-92,-100,-93,-92,-70,-69,-88,-87,-88,-86,-86,-76,-75,-86,-83,-90,-90,-92,-79,-86,-91,-89,-78,-78,-90,-88,-90,-89,-71,-71,-71,-69,-78,-61,-61,-61,-53,-78,-61,-78,-79,-80,-82,-81,-89,-72,-71,-73,-92,-89,-85,-90,-100,-82,-78,-81,-73,-74,-73,-93,-79,-100,-71,-68,-51,-52,-82,-71,-72,-70,-82,-84,-72,-83,-81,-100,-88,-90,-89,-100,-88,-87,-88,-80,-91,-89,-87,-84,-88,-89,-92,-88,-92,-91,-85,-90,-87,-87,-84,-88,-87,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-100,-100,-90,-92,-100,-93,-65,-82,-86,-90,-83,-89,-65,-85,-66,-100,-84,-86,-53,-76,-54,-76,-54,-77,-77,-95,-87,-88,-79,-77,-78,-56,-81,-57,-60,-60,-60,-57,-81,-56,-81,-90,-90,-92,-100,-87,-89,-64,-69,-88,-87,-85,-86,-88,-80,-75,-86,-83,-90,-90,-92,-79,-86,-91,-89,-79,-78,-85,-88,-87,-90,-74,-73,-72,-73,-79,-61,-61,-62,-48,-80,-64,-87,-86,-86,-86,-85,-89,-74,-75,-74,-91,-89,-85,-91,-100,-76,-79,-77,-71,-71,-71,-93,-79,-100,-70,-70,-48,-47,-82,-70,-70,-69,-84,-85,-70,-83,-78,-100,-88,-90,-89,-100,-88,-87,-87,-80,-91,-85,-86,-88,-85,-86,-90,-88,-91,-92,-89,-89,-90,-87,-84,-90,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-100,-100,-90,-92,-100,-93,-71,-82,-85,-90,-83,-89,-69,-85,-70,-100,-84,-86,-47,-74,-48,-76,-47,-74,-73,-95,-87,-88,-87,-87,-87,-69,-81,-68,-57,-56,-56,-69,-80,-68,-80,-90,-91,-92,-100,-93,-92,-67,-69,-87,-87,-88,-86,-88,-76,-75,-86,-83,-90,-90,-92,-76,-86,-91,-89,-77,-76,-90,-89,-90,-86,-68,-69,-67,-69,-78,-60,-61,-61,-50,-78,-61,-78,-79,-81,-81,-82,-89,-80,-72,-74,-90,-89,-88,-91,-100,-80,-80,-79,-64,-66,-65,-93,-81,-100,-75,-76,-51,-51,-84,-75,-73,-72,-84,-84,-72,-83,-76,-100,-86,-90,-86,-100,-88,-87,-88,-80,-91,-85,-86,-86,-86,-86,-92,-88,-92,-91,-86,-90,-86,-85,-84,-88,-86,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-93,-67,-82,-79,-90,-83,-89,-68,-85,-68,-100,-84,-86,-53,-74,-52,-73,-50,-73,-74,-95,-87,-88,-86,-87,-87,-67,-82,-65,-56,-56,-56,-66,-81,-67,-82,-90,-89,-92,-100,-93,-91,-70,-69,-88,-87,-88,-86,-88,-76,-75,-86,-83,-90,-90,-92,-75,-86,-91,-89,-75,-75,-90,-89,-90,-86,-64,-67,-66,-66,-78,-60,-55,-55,-45,-81,-61,-78,-81,-85,-85,-85,-89,-75,-73,-73,-91,-89,-85,-90,-100,-78,-76,-72,-65,-62,-65,-93,-78,-100,-74,-73,-46,-45,-84,-71,-77,-72,-84,-86,-77,-83,-79,-100,-90,-90,-90,-100,-88,-87,-90,-80,-91,-88,-88,-87,-87,-90,-92,-88,-94,-91,-87,-90,-86,-90,-84,-88,-86,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-93,-66,-82,-79,-90,-83,-89,-69,-85,-68,-100,-84,-86,-51,-74,-49,-76,-50,-74,-74,-95,-86,-88,-89,-87,-87,-65,-82,-66,-57,-56,-56,-66,-81,-66,-82,-90,-91,-92,-100,-93,-91,-64,-69,-88,-88,-88,-86,-88,-85,-75,-86,-83,-90,-90,-92,-77,-86,-91,-89,-77,-77,-89,-87,-90,-88,-64,-67,-66,-66,-78,-56,-57,-56,-45,-81,-60,-78,-81,-86,-86,-86,-89,-73,-75,-72,-88,-89,-85,-89,-100,-80,-79,-77,-67,-67,-64,-93,-78,-100,-73,-73,-46,-45,-86,-73,-75,-75,-84,-83,-74,-84,-74,-100,-91,-90,-89,-100,-88,-87,-90,-80,-91,-89,-88,-86,-87,-90,-92,-88,-94,-91,-85,-90,-86,-90,-84,-88,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-94,-68,-82,-82,-90,-79,-89,-71,-81,-67,-100,-82,-80,-52,-73,-51,-75,-50,-75,-74,-95,-85,-88,-86,-86,-86,-72,-83,-70,-57,-56,-56,-73,-82,-71,-81,-90,-90,-92,-100,-93,-89,-65,-69,-88,-87,-88,-86,-87,-85,-75,-86,-83,-90,-90,-92,-78,-86,-91,-89,-77,-77,-89,-87,-90,-88,-72,-72,-72,-73,-80,-57,-59,-58,-53,-81,-63,-78,-81,-86,-86,-86,-89,-70,-72,-73,-90,-89,-82,-86,-100,-80,-80,-77,-67,-67,-64,-93,-78,-100,-73,-72,-52,-52,-90,-73,-73,-74,-85,-84,-74,-83,-76,-100,-88,-90,-89,-100,-88,-87,-90,-80,-89,-89,-85,-87,-87,-90,-92,-88,-94,-90,-86,-90,-89,-90,-84,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-94,-68,-82,-82,-90,-79,-89,-71,-81,-67,-100,-82,-80,-52,-73,-51,-75,-50,-75,-74,-95,-85,-88,-86,-86,-86,-72,-83,-70,-57,-56,-56,-73,-82,-71,-81,-90,-90,-92,-100,-93,-89,-65,-69,-88,-87,-88,-86,-87,-85,-75,-86,-83,-90,-90,-92,-78,-86,-91,-89,-77,-77,-89,-87,-90,-88,-72,-72,-72,-73,-80,-57,-59,-58,-53,-81,-63,-78,-81,-86,-86,-86,-89,-70,-72,-73,-90,-89,-82,-86,-100,-80,-80,-77,-67,-67,-64,-93,-78,-100,-73,-72,-52,-52,-90,-73,-73,-74,-85,-84,-74,-83,-76,-100,-88,-90,-89,-100,-88,-87,-90,-80,-89,-89,-85,-87,-87,-90,-92,-88,-94,-90,-86,-90,-89,-90,-84,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-93,-66,-82,-79,-90,-83,-89,-69,-85,-68,-100,-84,-86,-51,-74,-49,-76,-50,-74,-74,-95,-86,-88,-89,-87,-87,-65,-82,-66,-57,-56,-56,-66,-81,-66,-82,-90,-91,-92,-100,-93,-91,-64,-69,-88,-88,-88,-86,-88,-85,-75,-86,-83,-90,-90,-92,-77,-86,-91,-89,-77,-77,-89,-87,-90,-88,-64,-67,-66,-66,-78,-56,-57,-56,-45,-81,-60,-78,-81,-86,-86,-86,-89,-73,-75,-72,-88,-89,-85,-89,-100,-80,-79,-77,-67,-67,-64,-93,-78,-100,-73,-73,-46,-45,-86,-73,-75,-75,-84,-83,-74,-84,-74,-100,-91,-90,-89,-100,-88,-87,-90,-80,-91,-89,-88,-86,-87,-90,-92,-88,-94,-91,-85,-90,-86,-90,-84,-88,-88,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-100,-100,-90,-92,-100,-94,-71,-82,-75,-90,-78,-89,-70,-83,-71,-100,-82,-76,-47,-78,-46,-79,-46,-78,-77,-95,-87,-88,-88,-89,-88,-68,-86,-68,-59,-59,-57,-67,-87,-67,-86,-90,-86,-92,-100,-93,-87,-71,-69,-88,-89,-88,-86,-87,-84,-75,-86,-83,-90,-90,-92,-72,-86,-91,-89,-72,-71,-88,-89,-90,-88,-74,-74,-76,-74,-80,-62,-62,-61,-53,-81,-71,-76,-75,-79,-79,-79,-89,-72,-73,-72,-90,-89,-85,-86,-100,-81,-78,-79,-69,-70,-71,-93,-79,-100,-75,-75,-54,-54,-90,-73,-73,-80,-82,-80,-74,-82,-78,-100,-91,-90,-92,-100,-88,-87,-90,-80,-89,-87,-89,-88,-86,-87,-92,-88,-93,-92,-88,-90,-89,-90,-84,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-90,-92,-100,-92,-74,-82,-75,-90,-78,-89,-72,-83,-74,-100,-82,-76,-47,-78,-46,-79,-46,-78,-77,-95,-88,-88,-86,-86,-87,-67,-82,-67,-58,-59,-59,-68,-82,-68,-81,-90,-85,-92,-100,-85,-86,-69,-69,-87,-89,-88,-86,-87,-84,-75,-86,-83,-90,-90,-92,-71,-86,-91,-89,-70,-70,-88,-89,-88,-88,-71,-71,-71,-71,-80,-64,-62,-63,-50,-77,-68,-78,-77,-82,-83,-82,-89,-70,-71,-70,-91,-89,-85,-92,-100,-80,-77,-79,-68,-69,-69,-93,-77,-100,-76,-73,-51,-49,-90,-76,-77,-80,-82,-81,-78,-82,-78,-100,-91,-90,-92,-100,-88,-87,-90,-80,-89,-86,-89,-91,-86,-86,-92,-88,-93,-92,-89,-90,-89,-90,-84,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-91,-92,-100,-93,-71,-81,-80,-90,-80,-89,-73,-83,-71,-100,-81,-80,-46,-79,-46,-79,-46,-79,-79,-95,-89,-89,-85,-86,-85,-67,-82,-67,-57,-57,-57,-68,-82,-67,-82,-90,-86,-92,-100,-86,-89,-72,-69,-88,-89,-88,-86,-89,-84,-75,-86,-83,-90,-90,-92,-71,-86,-91,-89,-72,-71,-89,-89,-87,-88,-74,-72,-74,-74,-77,-59,-58,-58,-51,-78,-71,-78,-78,-82,-83,-82,-89,-68,-69,-70,-92,-89,-85,-92,-100,-78,-77,-80,-69,-69,-68,-93,-80,-100,-75,-77,-50,-50,-90,-76,-78,-80,-83,-83,-78,-84,-79,-100,-91,-90,-92,-100,-88,-87,-90,-80,-88,-88,-86,-89,-86,-88,-91,-88,-93,-92,-90,-89,-89,-90,-84,-88,-87,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-91,-92,-100,-92,-69,-81,-80,-90,-78,-89,-71,-83,-70,-100,-81,-80,-45,-80,-45,-79,-45,-93,-80,-95,-89,-89,-87,-87,-86,-69,-85,-69,-58,-58,-57,-70,-84,-69,-84,-90,-86,-92,-100,-87,-88,-75,-69,-88,-89,-88,-86,-89,-84,-75,-86,-83,-90,-90,-92,-71,-86,-91,-89,-71,-71,-89,-89,-87,-88,-72,-72,-74,-72,-77,-57,-57,-58,-51,-78,-69,-78,-78,-80,-80,-80,-89,-72,-71,-70,-92,-89,-85,-92,-100,-77,-76,-76,-72,-71,-71,-93,-79,-100,-76,-76,-51,-51,-87,-75,-78,-80,-80,-82,-78,-84,-79,-100,-91,-90,-92,-100,-88,-87,-90,-80,-88,-88,-89,-88,-86,-88,-89,-88,-93,-92,-90,-89,-89,-90,-84,-88,-87,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-91,-92,-100,-92,-70,-81,-80,-90,-78,-89,-70,-83,-70,-100,-81,-80,-44,-78,-43,-79,-45,-79,-79,-95,-90,-89,-84,-82,-82,-71,-85,-70,-60,-62,-61,-72,-85,-71,-84,-90,-91,-92,-100,-87,-88,-76,-69,-88,-81,-88,-86,-81,-84,-75,-86,-83,-90,-90,-92,-75,-86,-89,-89,-75,-75,-89,-89,-87,-88,-76,-75,-75,-76,-77,-65,-65,-58,-56,-79,-68,-78,-78,-80,-80,-80,-89,-76,-76,-77,-88,-89,-85,-92,-100,-80,-78,-75,-65,-66,-65,-93,-78,-100,-75,-75,-55,-57,-89,-79,-78,-78,-82,-81,-78,-81,-83,-100,-91,-90,-92,-100,-88,-87,-86,-80,-87,-85,-89,-89,-86,-86,-89,-88,-89,-88,-89,-89,-89,-90,-84,-88,-87,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-90,-92,-100,-92,-74,-82,-75,-90,-78,-89,-72,-83,-74,-100,-82,-76,-47,-78,-46,-79,-46,-78,-77,-95,-88,-88,-86,-86,-87,-67,-82,-67,-58,-59,-59,-68,-82,-68,-81,-90,-85,-92,-100,-85,-86,-69,-69,-87,-89,-88,-86,-87,-84,-75,-86,-83,-90,-90,-92,-71,-86,-91,-89,-70,-70,-88,-89,-88,-88,-71,-71,-71,-71,-80,-64,-62,-63,-50,-77,-68,-78,-77,-82,-83,-82,-89,-70,-71,-70,-91,-89,-85,-92,-100,-80,-77,-79,-68,-69,-69,-93,-77,-100,-76,-73,-51,-49,-90,-76,-77,-80,-82,-81,-78,-82,-78,-100,-91,-90,-92,-100,-88,-87,-90,-80,-89,-86,-89,-91,-86,-86,-92,-88,-93,-92,-89,-90,-89,-90,-84,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-100,-100,-91,-92,-100,-92,-73,-81,-80,-90,-85,-89,-73,-83,-74,-100,-81,-80,-44,-79,-43,-80,-42,-79,-79,-95,-88,-89,-82,-82,-82,-75,-84,-74,-63,-64,-64,-74,-85,-74,-85,-90,-85,-92,-100,-87,-88,-68,-69,-80,-80,-88,-86,-80,-84,-75,-86,-83,-90,-90,-92,-78,-86,-89,-89,-78,-78,-89,-89,-87,-88,-76,-76,-75,-76,-77,-67,-68,-67,-49,-79,-67,-78,-78,-78,-78,-77,-89,-72,-72,-73,-86,-89,-85,-92,-100,-81,-79,-74,-67,-67,-66,-93,-79,-100,-74,-74,-50,-48,-85,-79,-74,-78,-82,-81,-78,-82,-81,-100,-91,-100,-92,-100,-100,-100,-90,-80,-87,-82,-89,-88,-82,-81,-88,-88,-87,-87,-87,-89,-89,-90,-84,-89,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13.0
-100,-100,-91,-92,-100,-94,-73,-86,-84,-90,-83,-89,-74,-83,-73,-100,-81,-80,-44,-78,-43,-79,-43,-80,-79,-95,-88,-89,-85,-84,-86,-70,-82,-66,-63,-61,-62,-70,-82,-70,-83,-90,-85,-92,-100,-87,-88,-67,-69,-82,-80,-88,-86,-80,-84,-75,-86,-83,-90,-90,-92,-76,-86,-89,-89,-77,-77,-89,-89,-87,-88,-76,-76,-75,-77,-82,-64,-65,-64,-50,-79,-64,-77,-77,-81,-82,-82,-89,-70,-70,-71,-88,-89,-85,-90,-100,-80,-81,-78,-68,-70,-69,-93,-81,-100,-76,-77,-48,-50,-89,-76,-75,-74,-82,-81,-78,-81,-81,-100,-91,-100,-92,-100,-100,-100,-89,-80,-87,-86,-83,-87,-85,-86,-89,-88,-87,-88,-86,-89,-89,-90,-84,-89,-84,-87,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13.0
-100,-100,-91,-92,-100,-93,-74,-86,-87,-90,-87,-89,-73,-83,-74,-100,-81,-80,-43,-81,-45,-81,-44,-82,-82,-95,-90,-89,-82,-82,-82,-70,-81,-70,-63,-63,-63,-71,-81,-70,-81,-90,-89,-92,-100,-87,-88,-65,-69,-81,-80,-88,-86,-81,-84,-75,-86,-83,-90,-90,-92,-79,-86,-89,-89,-79,-78,-89,-89,-87,-88,-79,-77,-79,-80,-82,-67,-66,-67,-51,-78,-64,-81,-81,-77,-77,-77,-89,-70,-71,-69,-87,-89,-81,-89,-100,-79,-79,-74,-68,-70,-69,-93,-76,-100,-74,-75,-51,-50,-88,-74,-78,-77,-82,-83,-78,-83,-81,-100,-91,-100,-92,-100,-100,-100,-88,-80,-87,-86,-83,-90,-85,-86,-89,-88,-85,-84,-90,-89,-89,-90,-84,-89,-84,-87,-83,-93,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13.0
