80:8d:b7:55:29:c0,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:51,00:4e:35:df:06:52,38:17:c3:1f:22:21,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:00:a0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1e:ff:01,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,00:4e:35:df:06:50,38:17:c3:1f:22:20,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,80:8d:b7:55:4d:02,20:a6:cd:42:0b:e3,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,00:4e:35:df:06:42,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:23,38:17:c3:1f:08:50,00:4e:35:df:06:41,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,00:4e:35:df:06:40,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1f:09:83,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:aa:83,80:3f:5d:c5:f8:e4,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:81,22:ad:56:24:6b:8b,a8:bd:27:4c:aa:81,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:24:47:50,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,f0:ab:54:14:10:2c,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:02,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:b1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:22:5e:f0,x,y,label
-100,-100,-100,-100,-86,-100,-100,-100,-100,-82,-82,-88,-100,-85,-84,-100,-100,-100,-100,-95,-93,-88,-100,-51,-100,-47,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-92,-48,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-56,-57,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-86,-100,-86,-85,-100,-100,-100,-86,-85,-85,-100,-86,-92,-86,-100,-100,-87,-75,-74,-74,-100,-100,-100,-82,-100,-81,-82,-88,-88,-89,-87,-86,-94,-82,-89,-88,-86,-86,-100,-79,-90,-91,-90,-79,-89,-89,-82,-91,-82,-91,-90,-81,-78,-82,-87,-92,-90,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-100,-100,-100,-100,-82,-81,-87,-100,-88,-82,-100,-100,-100,-100,-95,-93,-88,-100,-51,-100,-50,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-92,-50,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-86,-100,-86,-87,-100,-100,-100,-87,-84,-88,-100,-83,-92,-86,-100,-100,-82,-75,-75,-76,-100,-100,-100,-80,-100,-83,-82,-86,-88,-87,-82,-83,-90,-82,-89,-88,-86,-86,-100,-83,-89,-88,-88,-81,-88,-90,-83,-94,-83,-92,-88,-81,-78,-82,-87,-91,-88,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-85,-100,-100,-100,-100,-82,-82,-87,-100,-87,-83,-100,-100,-100,-100,-95,-93,-88,-100,-50,-100,-49,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-92,-49,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-58,-56,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-87,-87,-100,-86,-86,-100,-100,-100,-87,-88,-88,-100,-82,-92,-83,-100,-100,-83,-74,-73,-73,-100,-100,-100,-82,-100,-82,-84,-88,-88,-89,-81,-83,-90,-81,-89,-88,-86,-86,-100,-81,-89,-89,-91,-81,-87,-90,-82,-92,-83,-93,-88,-81,-78,-82,-87,-91,-92,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-85,-100,-100,-100,-100,-81,-80,-87,-100,-87,-81,-100,-100,-100,-100,-95,-93,-88,-100,-51,-100,-54,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-92,-54,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-57,-54,-100,-100,-100,-100,-100,-100,-100,-100,-82,-79,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-85,-85,-100,-85,-86,-100,-100,-100,-81,-82,-81,-100,-86,-92,-84,-100,-100,-84,-74,-76,-76,-100,-100,-100,-80,-100,-84,-84,-89,-89,-88,-85,-85,-90,-79,-89,-88,-86,-86,-100,-79,-87,-88,-90,-81,-88,-90,-85,-91,-85,-90,-88,-81,-83,-82,-88,-91,-87,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-88,-100,-100,-100,-100,-79,-81,-90,-100,-85,-80,-100,-100,-100,-88,-95,-93,-88,-100,-48,-100,-49,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-92,-49,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-79,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-89,-89,-100,-89,-87,-100,-100,-100,-81,-82,-82,-100,-83,-92,-84,-87,-88,-83,-72,-73,-71,-100,-100,-100,-78,-100,-85,-87,-88,-89,-88,-83,-83,-88,-82,-89,-85,-86,-86,-100,-83,-92,-91,-92,-83,-88,-90,-85,-88,-85,-91,-88,-81,-83,-82,-89,-91,-90,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-88,-100,-100,-100,-100,-80,-80,-90,-100,-85,-80,-100,-100,-100,-88,-95,-93,-88,-100,-49,-100,-49,-100,-100,-100,-85,-87,-84,-100,-100,-100,-100,-100,-100,-92,-48,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-87,-100,-85,-86,-100,-100,-100,-82,-82,-81,-100,-85,-92,-85,-87,-88,-84,-71,-72,-71,-100,-100,-100,-78,-100,-86,-85,-87,-89,-89,-86,-83,-88,-82,-89,-87,-87,-86,-100,-83,-92,-91,-88,-83,-89,-90,-85,-87,-85,-88,-87,-81,-83,-82,-92,-91,-90,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-76,-88,-100,-85,-76,-100,-100,-100,-88,-95,-93,-88,-100,-48,-100,-48,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-92,-48,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-78,-74,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-87,-88,-100,-88,-87,-100,-100,-100,-82,-83,-81,-100,-84,-90,-85,-87,-88,-84,-72,-73,-71,-100,-100,-100,-76,-100,-86,-86,-88,-88,-88,-85,-84,-89,-85,-89,-86,-87,-87,-100,-83,-89,-91,-89,-84,-88,-87,-85,-88,-86,-89,-88,-81,-83,-82,-92,-91,-90,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-80,-88,-100,-85,-77,-100,-100,-100,-88,-95,-93,-88,-100,-48,-100,-48,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-92,-49,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-88,-100,-87,-88,-100,-100,-100,-82,-80,-82,-100,-85,-90,-85,-87,-88,-85,-71,-71,-73,-100,-100,-100,-79,-100,-85,-86,-88,-88,-87,-84,-84,-85,-85,-89,-86,-87,-87,-100,-83,-90,-91,-88,-84,-87,-88,-85,-88,-87,-89,-88,-81,-83,-82,-89,-91,-91,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-100,-100,-100,-100,-80,-80,-88,-100,-85,-78,-100,-100,-100,-88,-95,-93,-88,-100,-49,-100,-48,-100,-100,-100,-84,-83,-82,-100,-100,-100,-100,-100,-100,-92,-48,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-57,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-86,-100,-86,-86,-100,-100,-100,-81,-80,-81,-100,-84,-90,-85,-87,-88,-84,-73,-73,-72,-100,-100,-100,-79,-100,-85,-85,-88,-88,-89,-85,-84,-91,-85,-89,-86,-87,-86,-100,-83,-90,-91,-89,-84,-89,-90,-86,-88,-88,-88,-90,-81,-83,-82,-89,-91,-91,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-100,-100,-100,-100,-80,-80,-88,-100,-85,-80,-100,-100,-100,-88,-95,-93,-88,-100,-49,-100,-48,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-92,-49,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-90,-89,-100,-87,-87,-100,-100,-100,-81,-80,-82,-100,-90,-90,-85,-87,-88,-89,-69,-68,-71,-100,-100,-100,-79,-100,-84,-83,-85,-86,-85,-90,-90,-91,-85,-89,-86,-87,-86,-100,-83,-90,-91,-91,-84,-86,-88,-84,-90,-83,-92,-91,-81,-83,-82,-83,-91,-91,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-85,-100,-100,-100,-100,-75,-79,-85,-100,-85,-78,-100,-100,-93,-88,-95,-93,-88,-100,-38,-100,-38,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-92,-38,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-53,-54,-100,-100,-100,-100,-100,-100,-100,-100,-75,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-86,-85,-100,-86,-86,-100,-100,-100,-81,-81,-80,-100,-88,-90,-84,-87,-88,-90,-79,-79,-78,-100,-100,-100,-86,-100,-84,-83,-90,-92,-90,-89,-90,-87,-86,-89,-85,-86,-86,-100,-85,-93,-91,-91,-85,-91,-91,-84,-91,-84,-91,-91,-81,-83,-82,-85,-91,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-84,-100,-100,-100,-100,-75,-77,-85,-100,-84,-78,-100,-100,-93,-88,-95,-93,-88,-100,-38,-100,-38,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-92,-38,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-53,-56,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-85,-100,-85,-86,-100,-100,-100,-81,-81,-80,-100,-91,-90,-83,-87,-88,-89,-79,-79,-80,-100,-100,-100,-86,-100,-84,-85,-91,-90,-90,-88,-89,-89,-85,-89,-89,-88,-87,-100,-85,-91,-91,-90,-86,-90,-91,-84,-90,-84,-93,-91,-81,-83,-82,-85,-92,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-84,-100,-100,-100,-100,-75,-78,-86,-100,-86,-78,-100,-100,-93,-88,-95,-93,-88,-100,-38,-100,-39,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-92,-38,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-53,-54,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-84,-100,-84,-85,-100,-100,-100,-80,-80,-80,-100,-90,-90,-82,-87,-88,-89,-81,-78,-78,-100,-100,-100,-89,-100,-84,-85,-92,-91,-90,-91,-90,-89,-85,-89,-86,-86,-86,-100,-86,-92,-90,-92,-85,-92,-91,-84,-93,-84,-92,-90,-81,-83,-82,-85,-93,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-100,-100,-100,-100,-76,-78,-85,-100,-86,-76,-100,-100,-93,-88,-95,-93,-88,-100,-39,-100,-37,-100,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-100,-92,-38,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-51,-50,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-86,-100,-86,-86,-100,-100,-100,-79,-80,-81,-100,-91,-90,-84,-87,-88,-89,-79,-81,-78,-100,-100,-100,-89,-100,-85,-84,-91,-92,-91,-89,-88,-89,-85,-89,-87,-86,-86,-100,-86,-91,-100,-89,-85,-90,-91,-85,-91,-84,-92,-90,-81,-83,-82,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-77,-86,-100,-85,-79,-100,-100,-93,-88,-95,-93,-88,-100,-38,-100,-54,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-92,-54,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-51,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-86,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-85,-100,-86,-85,-100,-100,-100,-78,-80,-79,-100,-92,-90,-84,-87,-88,-90,-77,-75,-75,-100,-100,-100,-89,-100,-84,-84,-93,-94,-90,-91,-90,-90,-85,-89,-87,-86,-86,-100,-86,-91,-100,-90,-85,-91,-91,-84,-93,-83,-92,-90,-81,-83,-82,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-83,-100,-100,-100,-100,-82,-80,-84,-100,-84,-76,-100,-100,-93,-88,-95,-93,-88,-100,-38,-100,-47,-100,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-92,-46,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-92,-100,-100,-56,-57,-100,-100,-100,-100,-100,-100,-100,-100,-73,-83,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-84,-100,-84,-85,-100,-100,-100,-87,-88,-88,-100,-89,-90,-80,-87,-88,-90,-70,-70,-69,-100,-100,-100,-80,-100,-85,-85,-89,-88,-88,-87,-90,-90,-84,-89,-84,-84,-83,-100,-85,-90,-100,-92,-85,-88,-91,-85,-95,-85,-92,-90,-81,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-78,-83,-100,-83,-76,-100,-100,-93,-88,-95,-93,-88,-100,-52,-100,-50,-100,-100,-100,-80,-78,-79,-89,-100,-90,-100,-100,-100,-92,-50,-100,-100,-100,-100,-91,-100,-89,-100,-59,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-92,-88,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-75,-80,-77,-75,-100,-90,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-84,-100,-84,-84,-100,-100,-100,-87,-88,-88,-100,-90,-90,-79,-87,-88,-87,-74,-75,-75,-100,-100,-100,-80,-100,-89,-88,-89,-91,-89,-88,-90,-90,-85,-100,-82,-84,-81,-100,-85,-91,-93,-92,-84,-89,-91,-87,-95,-86,-92,-90,-81,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-78,-84,-100,-83,-76,-100,-100,-93,-88,-95,-93,-88,-100,-42,-100,-44,-100,-100,-100,-80,-80,-82,-89,-100,-90,-100,-100,-100,-92,-44,-100,-100,-100,-100,-91,-100,-89,-100,-52,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-92,-88,-100,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-74,-76,-100,-90,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-83,-83,-100,-100,-100,-86,-88,-88,-100,-87,-89,-79,-87,-88,-88,-74,-76,-75,-100,-100,-100,-79,-100,-87,-87,-90,-89,-87,-88,-89,-88,-85,-100,-82,-82,-81,-100,-85,-91,-93,-92,-85,-89,-91,-87,-95,-86,-92,-90,-81,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-84,-100,-100,-100,-100,-80,-80,-85,-100,-84,-78,-100,-100,-93,-88,-91,-92,-88,-100,-43,-100,-43,-100,-100,-100,-80,-79,-80,-89,-100,-90,-100,-100,-100,-92,-44,-100,-100,-100,-100,-91,-100,-89,-100,-52,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-92,-88,-100,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-74,-80,-74,-73,-100,-90,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-83,-100,-83,-83,-100,-100,-100,-86,-87,-87,-100,-87,-89,-80,-87,-88,-88,-74,-73,-74,-100,-100,-100,-80,-100,-86,-87,-89,-88,-87,-90,-88,-88,-86,-100,-82,-81,-81,-100,-85,-91,-93,-92,-85,-91,-91,-87,-95,-88,-92,-90,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-79,-86,-100,-85,-79,-100,-100,-93,-88,-91,-93,-88,-100,-44,-100,-42,-100,-100,-100,-81,-79,-82,-89,-100,-90,-100,-100,-100,-92,-44,-100,-100,-100,-100,-91,-100,-89,-100,-53,-100,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-100,-100,-92,-88,-100,-54,-53,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-74,-75,-100,-90,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-82,-100,-82,-83,-100,-100,-100,-86,-87,-87,-100,-90,-89,-81,-87,-88,-90,-75,-75,-74,-100,-100,-100,-80,-100,-85,-87,-90,-89,-87,-88,-89,-90,-85,-100,-83,-82,-82,-100,-85,-91,-93,-92,-86,-87,-92,-88,-95,-89,-92,-90,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
