80:8d:b7:55:29:c0,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:51,00:4e:35:df:06:52,38:17:c3:1f:22:21,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:00:a0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1e:ff:01,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,00:4e:35:df:06:50,38:17:c3:1f:22:20,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,80:8d:b7:55:4d:02,20:a6:cd:42:0b:e3,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,00:4e:35:df:06:42,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:23,38:17:c3:1f:08:50,00:4e:35:df:06:41,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,00:4e:35:df:06:40,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1f:09:83,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:aa:83,80:3f:5d:c5:f8:e4,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:81,22:ad:56:24:6b:8b,a8:bd:27:4c:aa:81,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:24:47:50,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,f0:ab:54:14:10:2c,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:02,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:b1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:22:5e:f0,x,y,label
-100,-90,-89,-90,-71,-89,-91,-90,-89,-73,-74,-68,-92,-68,-73,-100,-90,-91,-86,-86,-86,-88,-93,-65,-90,-57,-100,-100,-100,-72,-72,-70,-88,-89,-87,-100,-89,-100,-90,-60,-91,-100,-87,-100,-88,-100,-88,-100,-80,-93,-92,-100,-88,-83,-86,-79,-92,-90,-86,-100,-87,-100,-90,-89,-89,-79,-82,-89,-87,-87,-83,-100,-100,-90,-89,-65,-61,-63,-65,-100,-85,-85,-92,-85,-86,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-71,-71,-100,-70,-70,-100,-100,-100,-70,-69,-70,-100,-94,-88,-89,-87,-87,-93,-79,-78,-78,-91,-91,-91,-88,-94,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-93,-70,-89,-91,-90,-89,-71,-71,-70,-92,-70,-71,-100,-90,-91,-89,-90,-89,-91,-91,-62,-90,-70,-100,-100,-100,-73,-77,-74,-88,-89,-88,-100,-89,-100,-92,-69,-91,-100,-87,-100,-89,-100,-89,-100,-75,-93,-92,-100,-88,-83,-86,-83,-92,-85,-86,-100,-87,-100,-85,-86,-89,-78,-77,-89,-87,-87,-83,-100,-100,-90,-89,-69,-69,-69,-70,-100,-85,-87,-92,-85,-86,-85,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-70,-70,-100,-70,-71,-100,-100,-100,-68,-68,-68,-100,-94,-88,-89,-87,-87,-93,-81,-82,-82,-91,-91,-91,-88,-94,-89,-90,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-93,-71,-89,-91,-90,-89,-73,-73,-72,-92,-73,-73,-100,-90,-91,-86,-85,-85,-85,-93,-60,-90,-64,-100,-100,-100,-70,-71,-73,-87,-89,-86,-100,-89,-100,-92,-64,-91,-100,-87,-100,-86,-100,-86,-100,-80,-93,-92,-100,-88,-83,-86,-83,-92,-90,-86,-100,-87,-100,-90,-89,-89,-79,-82,-89,-87,-87,-83,-100,-100,-90,-89,-72,-61,-71,-72,-100,-85,-84,-92,-85,-86,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-70,-100,-71,-70,-100,-100,-100,-68,-68,-68,-100,-94,-88,-89,-87,-87,-93,-79,-78,-77,-91,-91,-91,-88,-94,-89,-90,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-90,-71,-89,-91,-90,-89,-73,-74,-68,-92,-68,-73,-100,-90,-91,-86,-86,-86,-88,-93,-65,-90,-57,-100,-100,-100,-72,-72,-70,-88,-89,-87,-100,-89,-100,-90,-60,-91,-100,-87,-100,-88,-100,-88,-100,-80,-93,-92,-100,-88,-83,-86,-79,-92,-90,-86,-100,-87,-100,-90,-89,-89,-79,-82,-89,-87,-87,-83,-100,-100,-90,-89,-65,-61,-63,-65,-100,-85,-85,-92,-85,-86,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-71,-71,-100,-70,-70,-100,-100,-100,-70,-69,-70,-100,-94,-88,-89,-87,-87,-93,-79,-78,-78,-91,-91,-91,-88,-94,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-90,-69,-89,-91,-90,-89,-73,-71,-72,-92,-69,-74,-100,-90,-91,-87,-89,-86,-87,-93,-59,-90,-64,-100,-100,-100,-71,-70,-71,-83,-89,-85,-100,-89,-100,-90,-64,-91,-100,-87,-100,-83,-100,-82,-100,-80,-93,-92,-100,-88,-83,-86,-82,-92,-84,-86,-100,-87,-100,-86,-84,-89,-79,-79,-89,-87,-87,-83,-100,-100,-90,-89,-60,-64,-60,-58,-100,-85,-84,-92,-85,-86,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-72,-70,-100,-71,-70,-100,-100,-100,-70,-69,-70,-100,-94,-88,-89,-87,-87,-93,-80,-77,-78,-91,-91,-91,-88,-94,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-90,-72,-89,-91,-90,-89,-79,-78,-72,-92,-73,-78,-100,-90,-91,-87,-89,-86,-87,-93,-66,-90,-63,-100,-100,-100,-72,-71,-72,-89,-89,-88,-100,-89,-100,-89,-63,-91,-100,-87,-100,-90,-100,-90,-100,-80,-93,-91,-100,-88,-83,-86,-82,-92,-85,-86,-100,-87,-100,-87,-85,-89,-79,-79,-89,-87,-87,-83,-100,-100,-90,-89,-67,-59,-69,-67,-100,-88,-88,-92,-85,-86,-88,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-72,-71,-100,-71,-73,-100,-100,-100,-78,-78,-78,-100,-94,-88,-89,-87,-87,-93,-75,-75,-75,-91,-91,-91,-89,-94,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-90,-89,-90,-70,-89,-91,-90,-89,-74,-75,-78,-92,-73,-75,-100,-90,-91,-85,-84,-85,-84,-93,-69,-90,-67,-100,-100,-100,-67,-67,-66,-83,-89,-82,-100,-89,-100,-88,-68,-91,-100,-87,-100,-83,-100,-81,-100,-80,-93,-91,-100,-88,-83,-86,-82,-92,-87,-86,-100,-87,-100,-87,-88,-89,-79,-79,-89,-87,-87,-83,-100,-100,-90,-89,-66,-60,-66,-66,-100,-86,-86,-91,-85,-86,-87,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-75,-76,-100,-76,-75,-100,-100,-100,-78,-79,-80,-100,-94,-88,-89,-87,-87,-93,-80,-79,-79,-91,-91,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-89,-87,-87,-71,-89,-91,-90,-89,-78,-78,-73,-92,-74,-78,-100,-90,-90,-81,-81,-81,-81,-93,-70,-90,-67,-100,-100,-100,-71,-70,-69,-84,-89,-82,-100,-89,-100,-88,-69,-91,-100,-87,-100,-82,-100,-82,-100,-80,-93,-90,-100,-88,-83,-86,-82,-92,-86,-86,-100,-87,-100,-85,-85,-89,-80,-80,-89,-87,-87,-83,-100,-100,-90,-89,-65,-68,-66,-65,-100,-90,-86,-90,-85,-86,-88,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-77,-100,-76,-76,-100,-100,-100,-82,-83,-80,-100,-94,-88,-91,-87,-87,-93,-77,-78,-78,-91,-91,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-88,-87,-88,-72,-89,-91,-90,-89,-73,-76,-72,-92,-72,-76,-100,-91,-87,-80,-77,-80,-77,-93,-68,-90,-66,-100,-100,-100,-69,-68,-70,-84,-89,-83,-100,-89,-100,-84,-67,-91,-100,-87,-100,-85,-100,-84,-100,-80,-93,-93,-100,-88,-83,-84,-81,-92,-85,-86,-100,-87,-100,-87,-86,-89,-80,-80,-89,-87,-87,-83,-100,-100,-90,-89,-66,-62,-67,-67,-100,-90,-86,-90,-88,-86,-88,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-77,-77,-100,-77,-77,-100,-100,-100,-82,-83,-83,-100,-94,-87,-90,-87,-90,-93,-77,-77,-76,-91,-91,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-89,-89,-88,-73,-89,-91,-90,-89,-72,-74,-73,-92,-73,-75,-100,-90,-86,-82,-82,-83,-83,-93,-72,-90,-69,-100,-100,-100,-69,-69,-71,-84,-89,-83,-100,-89,-100,-85,-70,-91,-100,-87,-100,-85,-100,-84,-100,-80,-88,-92,-100,-88,-83,-84,-81,-92,-86,-86,-100,-87,-100,-86,-87,-89,-80,-78,-89,-87,-87,-83,-100,-100,-90,-89,-65,-65,-64,-65,-100,-86,-86,-91,-88,-86,-87,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-75,-75,-100,-75,-76,-100,-100,-100,-82,-83,-83,-100,-94,-86,-89,-87,-90,-93,-78,-79,-78,-91,-91,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-89,-88,-87,-73,-89,-91,-90,-89,-77,-74,-70,-92,-71,-75,-100,-88,-86,-81,-83,-82,-81,-93,-71,-90,-69,-100,-100,-100,-68,-70,-70,-84,-89,-85,-100,-89,-100,-85,-70,-91,-100,-87,-100,-85,-100,-84,-100,-79,-88,-91,-100,-88,-83,-84,-81,-93,-85,-86,-100,-87,-100,-86,-84,-89,-75,-75,-89,-87,-87,-83,-100,-100,-90,-89,-65,-62,-67,-66,-100,-86,-86,-91,-88,-86,-87,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-75,-75,-100,-76,-76,-100,-100,-100,-84,-84,-83,-100,-94,-89,-89,-87,-90,-93,-77,-77,-78,-91,-91,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-89,-88,-89,-74,-89,-91,-90,-89,-76,-77,-74,-92,-74,-75,-100,-89,-86,-82,-81,-80,-82,-93,-71,-90,-70,-100,-100,-100,-70,-70,-70,-84,-89,-84,-100,-89,-100,-89,-69,-91,-100,-86,-100,-83,-100,-84,-100,-77,-89,-90,-100,-88,-83,-84,-81,-93,-84,-86,-100,-87,-100,-84,-85,-89,-78,-75,-89,-87,-87,-83,-100,-100,-90,-90,-69,-69,-67,-67,-100,-88,-86,-89,-88,-86,-86,-87,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-74,-72,-100,-72,-73,-100,-100,-100,-80,-80,-82,-100,-94,-89,-86,-84,-90,-93,-79,-77,-77,-91,-91,-91,-92,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-87,-89,-87,-68,-89,-91,-90,-89,-78,-76,-72,-91,-72,-79,-100,-89,-86,-82,-82,-81,-80,-93,-67,-90,-66,-100,-100,-100,-71,-71,-69,-84,-89,-86,-100,-89,-100,-82,-65,-91,-100,-86,-100,-85,-100,-85,-100,-79,-89,-93,-100,-89,-83,-84,-80,-91,-88,-86,-100,-87,-90,-88,-88,-89,-74,-78,-89,-87,-87,-83,-100,-100,-87,-87,-65,-66,-64,-65,-100,-86,-86,-89,-88,-86,-85,-87,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-81,-100,-81,-81,-100,-100,-100,-81,-81,-82,-100,-94,-85,-86,-84,-90,-93,-79,-79,-79,-91,-91,-91,-90,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-88,-86,-87,-73,-89,-91,-90,-89,-79,-76,-72,-91,-72,-76,-100,-89,-88,-81,-82,-82,-82,-93,-66,-90,-65,-100,-100,-100,-69,-71,-70,-85,-89,-84,-100,-89,-100,-82,-65,-91,-100,-86,-100,-85,-100,-85,-100,-79,-89,-92,-100,-89,-83,-84,-80,-89,-87,-86,-100,-87,-90,-87,-87,-89,-74,-78,-89,-87,-87,-83,-100,-100,-88,-89,-65,-65,-65,-64,-100,-84,-85,-89,-88,-86,-85,-86,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-82,-82,-100,-81,-82,-100,-100,-100,-80,-81,-81,-100,-94,-85,-86,-91,-90,-93,-79,-79,-79,-91,-91,-91,-90,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-87,-88,-86,-73,-89,-100,-90,-89,-75,-78,-70,-91,-73,-78,-100,-88,-87,-82,-82,-79,-82,-93,-67,-90,-66,-100,-100,-100,-71,-69,-71,-84,-89,-85,-100,-89,-100,-81,-65,-91,-100,-91,-100,-85,-100,-84,-100,-79,-89,-92,-100,-89,-83,-84,-80,-89,-87,-86,-100,-87,-90,-87,-87,-89,-74,-77,-89,-87,-87,-83,-100,-100,-87,-89,-66,-67,-65,-65,-100,-85,-85,-89,-88,-86,-85,-86,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-82,-100,-82,-83,-100,-100,-100,-82,-81,-81,-100,-94,-81,-86,-91,-90,-93,-81,-80,-80,-91,-91,-91,-90,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-87,-86,-89,-72,-89,-100,-90,-89,-72,-73,-72,-91,-71,-75,-100,-88,-87,-81,-80,-81,-82,-93,-67,-90,-68,-100,-100,-100,-69,-71,-70,-84,-89,-84,-100,-91,-100,-82,-68,-91,-100,-91,-100,-84,-100,-85,-100,-79,-89,-93,-100,-89,-83,-84,-80,-88,-89,-86,-100,-87,-90,-89,-89,-89,-77,-77,-89,-87,-87,-83,-100,-100,-91,-87,-64,-64,-64,-64,-100,-85,-85,-89,-88,-86,-85,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-82,-81,-100,-82,-81,-100,-100,-100,-79,-80,-80,-100,-94,-81,-86,-91,-90,-93,-83,-83,-83,-91,-91,-91,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-88,-88,-87,-72,-89,-100,-90,-89,-77,-77,-69,-100,-72,-75,-100,-87,-87,-81,-81,-80,-81,-93,-66,-90,-67,-100,-100,-100,-70,-70,-69,-83,-89,-82,-100,-91,-100,-83,-67,-91,-100,-91,-100,-83,-100,-83,-100,-79,-89,-93,-100,-89,-83,-84,-83,-93,-87,-86,-100,-87,-90,-88,-87,-89,-80,-77,-89,-87,-87,-83,-100,-100,-91,-88,-66,-65,-65,-65,-100,-85,-85,-89,-88,-86,-85,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-83,-83,-100,-83,-83,-100,-100,-100,-79,-80,-80,-100,-94,-81,-86,-91,-90,-93,-80,-81,-80,-91,-91,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-88,-87,-87,-73,-89,-100,-90,-89,-78,-79,-74,-100,-72,-81,-100,-90,-88,-82,-80,-82,-82,-93,-69,-90,-69,-100,-100,-100,-70,-68,-68,-86,-89,-89,-100,-93,-100,-83,-69,-91,-100,-91,-100,-89,-100,-90,-100,-79,-89,-93,-100,-89,-83,-84,-83,-100,-88,-86,-100,-87,-90,-90,-89,-89,-76,-78,-89,-87,-87,-83,-100,-100,-91,-90,-67,-68,-68,-68,-100,-84,-85,-89,-88,-86,-85,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-83,-83,-100,-82,-83,-100,-100,-100,-79,-80,-80,-100,-94,-91,-86,-91,-90,-93,-79,-80,-79,-91,-91,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-82,-82,-82,-76,-89,-100,-90,-89,-70,-76,-75,-100,-75,-76,-100,-88,-88,-86,-86,-85,-85,-90,-66,-90,-65,-100,-100,-100,-72,-71,-71,-86,-89,-86,-100,-93,-100,-84,-66,-91,-100,-92,-100,-87,-100,-86,-86,-75,-90,-90,-100,-89,-83,-82,-82,-91,-86,-86,-89,-87,-90,-86,-86,-89,-75,-76,-87,-87,-87,-85,-100,-100,-89,-90,-65,-61,-63,-65,-100,-85,-86,-91,-88,-87,-86,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-78,-100,-78,-79,-100,-100,-100,-83,-80,-80,-100,-94,-91,-87,-91,-89,-93,-84,-85,-85,-91,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-81,-83,-81,-77,-89,-100,-90,-89,-75,-73,-76,-100,-78,-75,-100,-89,-88,-87,-86,-86,-85,-90,-68,-90,-66,-100,-100,-100,-72,-71,-72,-87,-89,-86,-100,-93,-100,-83,-67,-92,-100,-90,-100,-86,-100,-86,-86,-78,-89,-90,-100,-89,-84,-85,-82,-91,-86,-86,-89,-87,-90,-85,-87,-89,-76,-79,-87,-89,-89,-85,-100,-100,-89,-90,-67,-64,-66,-63,-100,-85,-86,-90,-88,-87,-86,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-79,-100,-79,-79,-100,-100,-100,-83,-81,-81,-100,-94,-91,-89,-89,-90,-93,-84,-84,-84,-91,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
