38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:55:41,20:a6:cd:42:0b:f1,38:17:c3:1f:09:90,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,44:48:c1:91:95:b3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:50,b4:5d:50:e1:92:20,38:17:c3:1f:08:52,00:4e:35:de:d7:51,38:17:c3:1f:08:41,00:4e:35:de:d7:41,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1f:08:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,70:56:81:c9:91:ab,56:13:79:14:54:6d,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:32,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,a8:bd:27:4c:bd:31,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:40,x,y,label
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-70,-90,-55,-75,-74,-68,-67,-100,-100,-63,-63,-91,-80,-100,-100,-100,-100,-100,-100,-92,-79,-100,-100,-79,-80,-100,-100,-100,-89,-90,-100,-100,-87,-85,-100,-100,-86,-100,-92,-100,-100,-69,-100,-87,-90,-100,-100,-100,-91,-89,-90,-100,-100,-82,-90,-100,-100,-77,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-50,-86,-100,-100,-100,-100,-100,-100,-86,-91,-100,-89,-100,-100,-100,-52,-85,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-79,-100,-100,-100,-100,-52,-100,-100,-52,-100,-88,-100,-87,-87,-87,-88,-89,-89,-86,-86,-86,-100,-85,-85,-84,-92,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-92,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-75,-87,-53,-74,-76,-72,-71,-100,-100,-70,-69,-69,-88,-100,-100,-100,-100,-100,-100,-92,-79,-100,-100,-78,-77,-100,-100,-100,-88,-86,-100,-100,-87,-86,-100,-100,-86,-100,-95,-100,-100,-72,-100,-90,-89,-100,-100,-100,-91,-89,-89,-100,-100,-82,-88,-100,-100,-77,-100,-100,-100,-77,-100,-100,-49,-100,-100,-100,-100,-50,-86,-100,-100,-100,-100,-100,-100,-85,-94,-100,-89,-100,-100,-100,-52,-85,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-78,-100,-100,-100,-100,-51,-100,-100,-50,-100,-88,-100,-86,-87,-87,-88,-89,-89,-86,-85,-86,-100,-85,-85,-84,-90,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-94,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-75,-87,-55,-72,-73,-71,-73,-100,-100,-66,-65,-64,-88,-100,-100,-100,-100,-100,-100,-92,-79,-100,-100,-79,-80,-100,-100,-100,-89,-88,-100,-100,-85,-86,-100,-100,-86,-100,-95,-100,-100,-73,-100,-90,-89,-100,-100,-100,-91,-89,-88,-100,-100,-75,-88,-100,-100,-75,-100,-100,-100,-75,-100,-100,-50,-100,-100,-100,-100,-50,-86,-100,-100,-100,-100,-100,-100,-86,-94,-100,-89,-100,-100,-100,-49,-85,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-78,-100,-93,-100,-100,-51,-100,-100,-51,-100,-88,-100,-84,-87,-87,-88,-89,-89,-86,-86,-86,-100,-85,-85,-84,-93,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-92,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-71,-90,-56,-74,-74,-71,-71,-100,-100,-70,-70,-71,-91,-100,-100,-100,-100,-100,-100,-92,-78,-100,-100,-79,-80,-100,-100,-100,-89,-88,-100,-100,-85,-87,-100,-100,-86,-100,-95,-100,-100,-71,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-75,-88,-100,-100,-81,-100,-100,-100,-75,-100,-100,-50,-100,-100,-100,-100,-49,-89,-100,-100,-100,-100,-100,-100,-88,-93,-100,-89,-100,-100,-100,-49,-89,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-78,-100,-93,-100,-100,-51,-100,-100,-51,-100,-88,-100,-85,-86,-87,-88,-89,-89,-86,-86,-86,-100,-86,-85,-87,-90,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-71,-92,-53,-74,-74,-71,-71,-100,-100,-69,-71,-67,-88,-100,-100,-100,-100,-100,-100,-92,-77,-100,-100,-78,-77,-100,-100,-100,-89,-90,-100,-100,-85,-87,-100,-100,-86,-100,-92,-100,-100,-71,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-77,-88,-100,-100,-76,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-50,-88,-100,-100,-100,-100,-100,-100,-89,-93,-100,-89,-100,-100,-100,-50,-90,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-79,-100,-93,-100,-100,-50,-100,-100,-49,-100,-88,-100,-85,-85,-87,-88,-89,-89,-86,-86,-86,-100,-86,-85,-87,-90,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-92,-94,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-92,-90,-95,-100,-100,-100,-75,-87,-55,-72,-73,-71,-73,-100,-100,-66,-65,-64,-88,-100,-100,-100,-100,-100,-100,-92,-79,-100,-100,-79,-80,-100,-100,-100,-89,-88,-100,-100,-85,-86,-100,-100,-86,-100,-95,-100,-100,-73,-100,-90,-89,-100,-100,-100,-91,-89,-88,-100,-100,-75,-88,-100,-100,-75,-100,-100,-100,-75,-100,-100,-50,-100,-100,-100,-100,-50,-86,-100,-100,-100,-100,-100,-100,-86,-94,-100,-89,-100,-100,-100,-49,-85,-100,-100,-86,-85,-86,-100,-100,-50,-100,-100,-100,-100,-78,-100,-93,-100,-100,-51,-100,-100,-51,-100,-88,-100,-84,-87,-87,-88,-89,-89,-86,-86,-86,-100,-85,-85,-84,-93,-100,-100,-91,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-94,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-93,-90,-95,-100,-100,-100,-73,-91,-54,-73,-74,-68,-68,-100,-100,-71,-75,-75,-86,-100,-100,-100,-100,-100,-100,-92,-81,-100,-100,-81,-82,-100,-100,-100,-91,-90,-100,-100,-85,-89,-100,-100,-86,-100,-92,-100,-100,-68,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-79,-88,-100,-100,-79,-100,-100,-100,-79,-100,-100,-52,-100,-100,-100,-100,-55,-87,-100,-100,-100,-100,-100,-100,-87,-91,-100,-89,-100,-100,-100,-56,-85,-100,-100,-86,-85,-86,-100,-100,-55,-100,-100,-100,-100,-79,-100,-93,-100,-100,-54,-100,-100,-54,-100,-88,-100,-85,-84,-87,-88,-89,-89,-86,-86,-86,-100,-88,-85,-87,-92,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-94,-91,-95,-100,-100,-100,-71,-92,-54,-72,-74,-69,-68,-100,-100,-72,-74,-74,-92,-100,-100,-100,-100,-100,-100,-92,-83,-100,-100,-83,-83,-100,-100,-100,-91,-90,-100,-100,-88,-89,-100,-100,-86,-100,-95,-100,-100,-69,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-77,-88,-100,-100,-76,-100,-100,-100,-79,-100,-100,-52,-100,-100,-100,-100,-54,-87,-100,-100,-100,-100,-100,-100,-87,-91,-100,-89,-100,-100,-100,-55,-86,-100,-100,-87,-87,-86,-100,-100,-55,-100,-100,-100,-100,-79,-100,-91,-100,-100,-52,-100,-100,-51,-100,-88,-100,-85,-85,-87,-88,-90,-89,-90,-86,-86,-100,-88,-87,-87,-94,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-93,-91,-95,-100,-100,-100,-74,-89,-54,-75,-73,-71,-73,-100,-100,-70,-69,-71,-85,-100,-100,-100,-100,-100,-100,-92,-83,-100,-100,-83,-83,-100,-100,-100,-91,-91,-100,-100,-88,-89,-100,-100,-86,-100,-95,-100,-100,-72,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-73,-88,-100,-100,-82,-100,-100,-100,-81,-100,-100,-54,-100,-100,-100,-100,-56,-87,-100,-100,-100,-100,-100,-100,-87,-90,-100,-89,-100,-100,-100,-55,-87,-100,-100,-86,-85,-88,-100,-100,-56,-100,-100,-100,-100,-79,-100,-91,-100,-100,-54,-100,-100,-54,-100,-88,-100,-85,-85,-87,-88,-89,-89,-90,-86,-86,-100,-88,-85,-87,-94,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-92,-90,-92,-100,-100,-100,-73,-91,-55,-72,-73,-67,-67,-100,-100,-77,-75,-75,-91,-100,-100,-100,-100,-100,-100,-92,-80,-100,-100,-80,-80,-100,-100,-100,-89,-90,-100,-100,-85,-89,-100,-100,-86,-100,-92,-100,-100,-66,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-79,-88,-100,-100,-79,-100,-100,-100,-80,-100,-100,-53,-100,-100,-100,-100,-54,-86,-100,-100,-100,-100,-100,-100,-87,-90,-100,-89,-100,-100,-100,-55,-86,-100,-100,-86,-85,-86,-100,-100,-55,-100,-100,-100,-100,-79,-100,-93,-100,-100,-52,-100,-100,-53,-100,-88,-100,-84,-84,-87,-88,-89,-89,-86,-86,-86,-100,-88,-85,-87,-90,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-94,-91,-95,-100,-100,-100,-75,-90,-54,-75,-74,-67,-67,-100,-100,-74,-75,-72,-80,-100,-100,-100,-100,-100,-100,-92,-82,-100,-100,-84,-83,-100,-100,-100,-91,-90,-100,-100,-88,-89,-100,-100,-86,-100,-95,-100,-100,-67,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-80,-88,-100,-100,-79,-100,-100,-100,-81,-100,-100,-50,-100,-100,-100,-100,-56,-85,-100,-100,-100,-100,-100,-100,-87,-91,-100,-89,-100,-100,-100,-55,-85,-100,-100,-87,-87,-86,-100,-100,-55,-100,-100,-100,-100,-79,-100,-91,-100,-100,-51,-100,-100,-51,-100,-88,-100,-85,-85,-87,-88,-90,-89,-90,-86,-86,-100,-88,-87,-87,-94,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-93,-91,-95,-100,-100,-100,-73,-90,-53,-73,-73,-67,-67,-100,-100,-71,-71,-72,-91,-100,-100,-100,-100,-100,-100,-92,-82,-100,-100,-83,-82,-100,-100,-100,-90,-89,-100,-100,-85,-89,-100,-100,-86,-100,-95,-100,-100,-67,-100,-89,-88,-100,-100,-100,-91,-89,-88,-100,-100,-73,-88,-100,-100,-80,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-55,-85,-100,-100,-100,-100,-100,-100,-84,-92,-100,-89,-100,-100,-100,-55,-85,-100,-100,-86,-85,-86,-100,-100,-56,-100,-100,-100,-100,-79,-100,-93,-100,-100,-52,-100,-100,-52,-100,-88,-100,-85,-85,-87,-88,-89,-89,-90,-86,-86,-100,-88,-85,-87,-92,-100,-100,-91,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-94,-89,-100,-100,-100,-100,-100,-94,-91,-95,-100,-100,-100,-74,-83,-61,-72,-74,-60,-61,-100,-100,-77,-76,-76,-85,-100,-100,-100,-100,-100,-100,-92,-86,-100,-100,-86,-85,-100,-100,-100,-83,-85,-100,-100,-88,-89,-100,-100,-86,-100,-95,-100,-100,-60,-100,-89,-88,-100,-100,-100,-90,-89,-88,-100,-100,-75,-88,-100,-100,-74,-100,-100,-100,-75,-100,-100,-44,-100,-100,-100,-100,-55,-83,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-100,-100,-55,-82,-100,-100,-87,-87,-86,-100,-100,-55,-100,-100,-100,-100,-79,-100,-90,-100,-100,-43,-100,-100,-43,-100,-100,-100,-89,-86,-87,-100,-90,-100,-90,-86,-86,-100,-87,-85,-86,-94,-100,-100,-91,-89,-89,-89,-100,360.40000000000003,799.6000000000007,51.0
-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-94,-91,-89,-100,-100,-100,-74,-84,-61,-72,-74,-61,-62,-100,-100,-71,-76,-76,-81,-100,-100,-100,-100,-100,-100,-92,-84,-100,-100,-85,-84,-100,-100,-100,-84,-84,-100,-100,-88,-89,-100,-100,-86,-100,-95,-100,-100,-59,-100,-89,-88,-100,-100,-100,-90,-89,-88,-100,-100,-73,-88,-100,-100,-75,-100,-100,-100,-75,-100,-100,-42,-100,-100,-100,-100,-54,-82,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-100,-100,-56,-84,-100,-100,-87,-87,-86,-100,-100,-56,-100,-100,-100,-100,-79,-100,-91,-92,-92,-43,-100,-100,-43,-100,-100,-100,-87,-89,-87,-100,-90,-100,-90,-86,-86,-100,-86,-87,-86,-94,-100,-100,-91,-89,-89,-89,-100,360.40000000000003,799.6000000000007,51.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-94,-91,-89,-100,-100,-100,-73,-84,-60,-73,-72,-59,-60,-100,-100,-77,-78,-77,-83,-100,-100,-100,-100,-100,-100,-92,-84,-100,-100,-84,-84,-100,-100,-100,-85,-85,-100,-100,-88,-89,-100,-100,-86,-100,-92,-100,-100,-60,-100,-89,-88,-100,-100,-100,-90,-89,-88,-100,-100,-73,-88,-100,-100,-74,-100,-100,-100,-73,-100,-100,-43,-100,-100,-100,-100,-55,-84,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-100,-100,-100,-53,-83,-100,-100,-87,-87,-86,-100,-100,-54,-100,-100,-100,-100,-83,-100,-90,-92,-92,-43,-100,-100,-44,-100,-100,-100,-88,-89,-87,-100,-90,-100,-90,-86,-86,-100,-87,-85,-86,-94,-100,-100,-91,-89,-89,-89,-100,360.40000000000003,799.6000000000007,51.0
-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-94,-91,-89,-100,-100,-100,-73,-83,-60,-72,-72,-59,-59,-100,-100,-77,-78,-77,-78,-100,-100,-100,-100,-100,-100,-92,-83,-100,-100,-83,-83,-100,-100,-100,-84,-83,-100,-100,-88,-89,-100,-100,-86,-100,-93,-100,-100,-59,-100,-89,-88,-100,-100,-100,-90,-89,-88,-100,-100,-74,-88,-100,-100,-75,-100,-100,-100,-74,-100,-100,-44,-100,-100,-100,-100,-55,-84,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-55,-85,-100,-100,-87,-87,-86,-100,-100,-56,-100,-100,-100,-100,-83,-100,-91,-92,-92,-43,-100,-100,-43,-100,-100,-100,-88,-89,-88,-100,-90,-100,-90,-86,-86,-100,-87,-85,-86,-94,-100,-100,-93,-89,-89,-89,-100,360.40000000000003,799.6000000000007,51.0
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-94,-91,-89,-100,-100,-100,-74,-83,-62,-74,-73,-57,-57,-100,-100,-76,-76,-75,-92,-100,-100,-100,-100,-100,-100,-92,-83,-100,-100,-83,-84,-100,-100,-100,-83,-82,-100,-100,-88,-89,-100,-100,-86,-100,-93,-100,-100,-58,-100,-89,-88,-100,-100,-100,-90,-89,-88,-100,-100,-76,-88,-100,-100,-74,-100,-100,-100,-73,-100,-100,-43,-100,-100,-100,-100,-55,-87,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-55,-88,-100,-100,-87,-88,-86,-100,-100,-55,-100,-100,-100,-100,-83,-100,-90,-92,-92,-42,-100,-100,-43,-100,-100,-100,-89,-89,-88,-100,-90,-100,-90,-86,-86,-100,-85,-86,-86,-94,-100,-100,-93,-89,-89,-89,-100,360.40000000000003,799.6000000000007,51.0
-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-94,-91,-89,-100,-100,-100,-72,-83,-60,-74,-73,-64,-64,-100,-100,-74,-75,-74,-92,-100,-100,-100,-100,-100,-100,-92,-83,-100,-100,-83,-83,-100,-100,-100,-84,-84,-100,-100,-88,-89,-100,-100,-86,-100,-94,-100,-100,-60,-100,-89,-88,-100,-100,-100,-90,-90,-88,-100,-100,-72,-88,-100,-100,-76,-100,-100,-100,-72,-100,-100,-49,-100,-100,-100,-100,-56,-87,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-56,-88,-100,-100,-90,-87,-86,-100,-100,-55,-100,-100,-100,-100,-84,-100,-90,-92,-92,-45,-100,-100,-44,-100,-100,-100,-90,-90,-88,-100,-90,-100,-90,-86,-86,-100,-85,-86,-86,-94,-100,-100,-96,-89,-89,-90,-100,360.40000000000003,799.6000000000007,51.0
